Radionuclide	Br-82
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	7.5E-1	-	-	1.1E-1	3.4E-2
0.083333	7.3E-1	-	-	6.6E-2	1.3E-2
0.125	7.1E-1	-	-	4.5E-2	8.1E-3
0.25	6.4E-1	-	-	2.7E-2	6.5E-3
0.375	5.9E-1	-	-	2.2E-2	6.6E-3
0.5	5.4E-1	-	-	1.9E-2	6.6E-3
0.625	5.0E-1	-	-	1.7E-2	6.5E-3
0.75	4.6E-1	-	-	1.5E-2	6.3E-3
0.875	4.3E-1	-	-	1.3E-2	6.1E-3
1	4.0E-1	1.7E-2	5.4E-4	1.2E-2	5.8E-3
1.125	3.7E-1	-	-	1.1E-2	5.5E-3
1.25	3.5E-1	-	-	9.8E-3	5.2E-3
1.375	3.2E-1	-	-	8.9E-3	4.9E-3
1.5	3.0E-1	-	-	8.1E-3	4.6E-3
1.625	2.8E-1	-	-	7.4E-3	4.4E-3
1.75	2.6E-1	-	-	6.8E-3	4.1E-3
1.875	2.5E-1	-	-	6.2E-3	3.8E-3
2	2.3E-1	1.3E-2	7.9E-4	5.7E-3	3.6E-3
2.25	2.0E-1	-	-	4.9E-3	3.2E-3
2.5	1.8E-1	-	-	4.2E-3	2.8E-3
2.75	1.5E-1	-	-	3.6E-3	2.4E-3
3	1.4E-1	8.0E-3	3.2E-4	3.1E-3	2.1E-3
3.25	1.2E-1	-	-	2.7E-3	1.9E-3
3.5	1.0E-1	-	-	2.3E-3	1.6E-3
3.75	9.1E-2	-	-	2.0E-3	1.4E-3
4	8.0E-2	4.7E-3	1.0E-4	1.8E-3	1.3E-3
4.25	7.0E-2	-	-	1.6E-3	1.1E-3
4.5	6.1E-2	-	-	1.4E-3	9.7E-4
4.75	5.4E-2	-	-	1.2E-3	8.5E-4
5	4.7E-2	2.8E-3	3.9E-5	1.0E-3	7.4E-4
5.5	3.6E-2	-	-	8.0E-4	5.7E-4
6	2.8E-2	1.6E-3	1.9E-5	6.1E-4	4.4E-4
6.5	2.1E-2	-	-	4.7E-4	3.4E-4
7	1.6E-2	9.7E-4	1.1E-5	3.6E-4	2.6E-4
7.5	1.2E-2	-	-	2.8E-4	2.0E-4
8	9.6E-3	5.7E-4	6.2E-6	2.1E-4	1.5E-4
8.5	7.4E-3	-	-	1.6E-4	1.2E-4
9	5.6E-3	3.4E-4	3.6E-6	1.2E-4	8.9E-5
9.5	4.3E-3	-	-	9.6E-5	6.9E-5
10	3.3E-3	2.0E-4	2.1E-6	7.3E-5	5.3E-5
11	2.0E-3	1.2E-4	1.3E-6	4.3E-5	3.1E-5
12	1.2E-3	6.8E-5	7.4E-7	2.5E-5	1.8E-5
13	6.8E-4	4.0E-5	4.4E-7	1.5E-5	1.1E-5
14	4.0E-4	2.4E-5	2.6E-7	8.8E-6	6.3E-6
15	2.4E-4	1.4E-5	1.5E-7	5.2E-6	3.7E-6
16	1.4E-4	8.2E-6	8.9E-8	3.1E-6	2.2E-6
17	8.2E-5	4.8E-6	5.3E-8	1.8E-6	1.3E-6
18	4.8E-5	2.9E-6	3.1E-8	1.1E-6	7.6E-7
19	2.8E-5	1.7E-6	1.8E-8	6.3E-7	4.5E-7
20	1.7E-5	9.9E-7	1.1E-8	3.7E-7	2.6E-7
21	9.8E-6	5.8E-7	6.3E-9	2.2E-7	1.6E-7
22	5.8E-6	3.4E-7	3.7E-9	1.3E-7	9.2E-8
23	3.4E-6	2.0E-7	2.2E-9	7.5E-8	5.4E-8
24	2.0E-6	1.2E-7	1.3E-9	4.4E-8	3.2E-8
25	1.2E-6	7.0E-8	7.6E-10	2.6E-8	1.9E-8
26	7.0E-7	4.1E-8	4.5E-10	1.5E-8	1.1E-8
27	4.1E-7	2.4E-8	2.6E-10	9.0E-9	6.5E-9
28	2.4E-7	1.4E-8	1.6E-10	5.3E-9	3.8E-9
29	1.4E-7	8.4E-9	-	3.1E-9	2.2E-9
30	8.4E-8	5.0E-9	-	1.8E-9	1.3E-9
31	4.9E-8	2.9E-9	-	1.1E-9	7.8E-10
32	2.9E-8	1.7E-9	-	6.4E-10	4.6E-10
33	1.7E-8	1.0E-9	-	3.8E-10	2.7E-10
34	1.0E-8	6.0E-10	-	2.2E-10	1.6E-10
35	5.9E-9	3.5E-10	-	1.3E-10	-
36	3.5E-9	2.1E-10	-	-	-
37	2.1E-9	1.2E-10	-	-	-
38	1.2E-9	-	-	-	-
39	7.1E-10	-	-	-	-
40	4.2E-10	-	-	-	-
41	2.5E-10	-	-	-	-
42	1.5E-10	-	-	-	-
