Radionuclide	Zn-69
Route of Intake	Inhalation
Material	Aerosols Type F, Oxide, chromate, fA=0.5
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	4.7E-1	-	1.2E-1	2.4E-2	1.3E-3	3.7E-2
0.083333	2.2E-1	-	5.5E-2	3.7E-3	6.1E-4	2.4E-2
0.125	1.0E-1	-	2.6E-2	8.9E-4	3.2E-4	1.4E-2
0.25	1.1E-2	-	2.7E-3	6.7E-5	4.5E-5	2.0E-3
0.375	1.2E-3	-	3.0E-4	7.4E-6	5.9E-6	2.6E-4
0.5	1.3E-4	-	3.4E-5	8.1E-7	7.5E-7	3.3E-5
0.625	1.4E-5	-	3.7E-6	8.8E-8	9.2E-8	3.9E-6
0.75	1.5E-6	-	4.0E-7	9.7E-9	1.1E-8	4.6E-7
0.875	1.6E-7	-	4.3E-8	1.1E-9	1.3E-9	5.3E-8
1	1.7E-8	9.1E-10	4.4E-9	1.2E-10	-	6.1E-9
1.125	1.8E-9	-	4.5E-10	-	-	6.9E-10
1.25	1.9E-10	-	-	-	-	-
