Radionuclide	U-237
Route of Intake	Ingestion
Material	Relatively insoluble forms, fA=2E-3
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.0E+0	-	-	1.0E+0	1.2E-5	1.0E-5
0.083333	9.9E-1	-	-	9.9E-1	4.1E-5	2.1E-5
0.125	9.9E-1	-	-	9.9E-1	7.3E-5	2.7E-5
0.25	9.7E-1	-	-	9.7E-1	1.6E-4	3.2E-5
0.375	9.5E-1	-	-	9.5E-1	2.1E-4	3.2E-5
0.5	9.2E-1	-	-	9.2E-1	2.4E-4	3.1E-5
0.625	8.8E-1	-	-	8.8E-1	2.5E-4	3.0E-5
0.75	8.3E-1	-	-	8.3E-1	2.6E-4	2.9E-5
0.875	7.7E-1	-	-	7.7E-1	2.6E-4	2.8E-5
1	7.1E-1	1.1E-3	1.9E-1	7.1E-1	2.6E-4	2.7E-5
1.125	6.4E-1	-	-	6.4E-1	2.5E-4	2.7E-5
1.25	5.8E-1	-	-	5.8E-1	2.5E-4	2.6E-5
1.375	5.1E-1	-	-	5.1E-1	2.5E-4	2.5E-5
1.5	4.5E-1	-	-	4.5E-1	2.4E-4	2.5E-5
1.625	4.0E-1	-	-	4.0E-1	2.4E-4	2.4E-5
1.75	3.4E-1	-	-	3.4E-1	2.3E-4	2.4E-5
1.875	3.0E-1	-	-	3.0E-1	2.3E-4	2.3E-5
2	2.5E-1	5.8E-5	3.8E-1	2.5E-1	2.3E-4	2.3E-5
2.25	1.8E-1	-	-	1.8E-1	2.2E-4	2.1E-5
2.5	1.3E-1	-	-	1.3E-1	2.1E-4	2.0E-5
2.75	9.2E-2	-	-	9.2E-2	2.0E-4	2.0E-5
3	6.4E-2	2.7E-5	1.7E-1	6.4E-2	1.9E-4	1.9E-5
3.25	4.4E-2	-	-	4.4E-2	1.9E-4	1.8E-5
3.5	3.0E-2	-	-	3.0E-2	1.8E-4	1.7E-5
3.75	2.0E-2	-	-	2.0E-2	1.7E-4	1.6E-5
4	1.4E-2	2.2E-5	4.4E-2	1.3E-2	1.7E-4	1.6E-5
4.25	9.1E-3	-	-	8.8E-3	1.6E-4	1.5E-5
4.5	6.1E-3	-	-	5.8E-3	1.6E-4	1.4E-5
4.75	4.1E-3	-	-	3.8E-3	1.5E-4	1.4E-5
5	2.8E-3	1.8E-5	9.5E-3	2.5E-3	1.5E-4	1.3E-5
5.5	1.3E-3	-	-	1.0E-3	1.4E-4	1.2E-5
6	7.2E-4	1.5E-5	1.8E-3	4.3E-4	1.3E-4	1.1E-5
6.5	4.4E-4	-	-	1.8E-4	1.2E-4	9.9E-6
7	3.2E-4	1.2E-5	3.1E-4	7.1E-5	1.1E-4	9.0E-6
7.5	2.6E-4	-	-	2.9E-5	1.0E-4	8.2E-6
8	2.3E-4	1.0E-5	5.2E-5	1.2E-5	9.7E-5	7.5E-6
8.5	2.0E-4	-	-	5.5E-6	9.1E-5	6.9E-6
9	1.9E-4	8.3E-6	8.3E-6	2.7E-6	8.5E-5	6.3E-6
9.5	1.7E-4	-	-	1.6E-6	8.0E-5	5.8E-6
10	1.6E-4	6.9E-6	1.3E-6	1.1E-6	7.5E-5	5.3E-6
11	1.4E-4	5.7E-6	2.1E-7	8.1E-7	6.6E-5	4.5E-6
12	1.2E-4	4.7E-6	4.6E-8	6.8E-7	5.8E-5	3.7E-6
13	1.0E-4	3.9E-6	1.9E-8	5.9E-7	5.2E-5	3.2E-6
14	9.1E-5	3.3E-6	1.3E-8	5.2E-7	4.6E-5	2.7E-6
15	8.0E-5	2.7E-6	1.1E-8	4.5E-7	4.1E-5	2.3E-6
16	7.0E-5	2.3E-6	8.8E-9	4.0E-7	3.6E-5	1.9E-6
17	6.1E-5	1.9E-6	7.5E-9	3.5E-7	3.2E-5	1.6E-6
18	5.3E-5	1.6E-6	6.3E-9	3.0E-7	2.9E-5	1.4E-6
19	4.7E-5	1.4E-6	5.4E-9	2.7E-7	2.5E-5	1.2E-6
20	4.1E-5	1.1E-6	4.6E-9	2.3E-7	2.3E-5	1.0E-6
21	3.6E-5	9.6E-7	3.9E-9	2.0E-7	2.0E-5	8.5E-7
22	3.2E-5	8.1E-7	3.3E-9	1.8E-7	1.8E-5	7.3E-7
23	2.8E-5	6.9E-7	2.9E-9	1.6E-7	1.6E-5	6.2E-7
