Radionuclide	Hg-194
Route of Intake	Ingestion
Material	All forms, fA=0.1
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.0E+0	-	-	9.9E-1	4.4E-4	1.1E-3
0.083333	1.0E+0	-	-	9.8E-1	9.6E-4	3.7E-3
0.125	1.0E+0	-	-	9.6E-1	1.3E-3	6.7E-3
0.25	9.9E-1	-	-	9.3E-1	1.3E-3	1.4E-2
0.375	9.8E-1	-	-	9.1E-1	1.1E-3	1.8E-2
0.5	9.7E-1	-	-	8.8E-1	1.0E-3	1.9E-2
0.625	9.4E-1	-	-	8.5E-1	9.6E-4	2.0E-2
0.75	9.0E-1	-	-	8.1E-1	9.0E-4	2.0E-2
0.875	8.5E-1	-	-	7.6E-1	8.6E-4	2.0E-2
1	7.9E-1	4.1E-4	2.0E-1	7.1E-1	8.2E-4	1.9E-2
1.125	7.4E-1	-	-	6.5E-1	7.8E-4	1.9E-2
1.25	6.8E-1	-	-	5.9E-1	7.5E-4	1.9E-2
1.375	6.2E-1	-	-	5.3E-1	7.2E-4	1.9E-2
1.5	5.6E-1	-	-	4.8E-1	6.9E-4	1.8E-2
1.625	5.0E-1	-	-	4.2E-1	6.7E-4	1.8E-2
1.75	4.5E-1	-	-	3.7E-1	6.4E-4	1.8E-2
1.875	4.1E-1	-	-	3.3E-1	6.2E-4	1.7E-2
2	3.6E-1	6.3E-4	4.3E-1	2.8E-1	6.0E-4	1.7E-2
2.25	2.9E-1	-	-	2.1E-1	5.6E-4	1.7E-2
2.5	2.3E-1	-	-	1.6E-1	5.2E-4	1.6E-2
2.75	1.9E-1	-	-	1.1E-1	4.9E-4	1.5E-2
3	1.6E-1	6.4E-4	2.0E-1	8.2E-2	4.6E-4	1.5E-2
3.25	1.3E-1	-	-	5.9E-2	4.4E-4	1.4E-2
3.5	1.2E-1	-	-	4.2E-2	4.1E-4	1.4E-2
3.75	1.0E-1	-	-	3.1E-2	3.9E-4	1.3E-2
4	9.6E-2	6.4E-4	6.2E-2	2.2E-2	3.7E-4	1.3E-2
4.25	8.9E-2	-	-	1.7E-2	3.6E-4	1.2E-2
4.5	8.4E-2	-	-	1.3E-2	3.4E-4	1.2E-2
4.75	8.1E-2	-	-	9.8E-3	3.3E-4	1.2E-2
5	7.8E-2	6.5E-4	1.6E-2	7.8E-3	3.2E-4	1.1E-2
5.5	7.5E-2	-	-	5.5E-3	3.0E-4	1.0E-2
6	7.2E-2	6.4E-4	5.1E-3	4.4E-3	2.8E-4	9.7E-3
6.5	7.1E-2	-	-	3.8E-3	2.7E-4	9.0E-3
7	6.9E-2	6.4E-4	2.5E-3	3.4E-3	2.6E-4	8.4E-3
7.5	6.8E-2	-	-	3.1E-3	2.5E-4	7.8E-3
8	6.7E-2	6.4E-4	1.8E-3	2.9E-3	2.4E-4	7.3E-3
8.5	6.6E-2	-	-	2.7E-3	2.3E-4	6.8E-3
9	6.5E-2	6.3E-4	1.5E-3	2.5E-3	2.2E-4	6.3E-3
9.5	6.4E-2	-	-	2.4E-3	2.2E-4	5.9E-3
10	6.3E-2	6.2E-4	1.3E-3	2.3E-3	2.1E-4	5.5E-3
11	6.1E-2	6.2E-4	1.1E-3	2.0E-3	2.1E-4	4.8E-3
12	5.9E-2	6.1E-4	9.6E-4	1.8E-3	2.0E-4	4.2E-3
13	5.8E-2	6.1E-4	8.4E-4	1.7E-3	1.9E-4	3.7E-3
14	5.7E-2	6.0E-4	7.4E-4	1.5E-3	1.9E-4	3.3E-3
15	5.5E-2	5.9E-4	6.6E-4	1.4E-3	1.8E-4	2.9E-3
16	5.4E-2	5.9E-4	5.9E-4	1.3E-3	1.7E-4	2.6E-3
17	5.3E-2	5.8E-4	5.2E-4	1.2E-3	1.7E-4	2.3E-3
18	5.2E-2	5.7E-4	4.7E-4	1.1E-3	1.7E-4	2.1E-3
19	5.1E-2	5.6E-4	4.3E-4	1.0E-3	1.6E-4	1.9E-3
20	5.0E-2	5.6E-4	3.9E-4	9.5E-4	1.6E-4	1.7E-3
21	4.9E-2	5.5E-4	3.5E-4	9.0E-4	1.5E-4	1.6E-3
22	4.8E-2	5.4E-4	3.2E-4	8.5E-4	1.5E-4	1.5E-3
23	4.7E-2	5.4E-4	3.0E-4	8.0E-4	1.5E-4	1.4E-3
24	4.6E-2	5.3E-4	2.8E-4	7.7E-4	1.4E-4	1.3E-3
25	4.5E-2	5.2E-4	2.6E-4	7.3E-4	1.4E-4	1.2E-3
26	4.5E-2	5.2E-4	2.4E-4	7.0E-4	1.3E-4	1.1E-3
27	4.4E-2	5.1E-4	2.3E-4	6.7E-4	1.3E-4	1.0E-3
28	4.3E-2	5.0E-4	2.1E-4	6.5E-4	1.3E-4	9.8E-4
29	4.2E-2	5.0E-4	2.0E-4	6.2E-4	1.3E-4	9.2E-4
30	4.2E-2	4.9E-4	1.9E-4	6.0E-4	1.2E-4	8.8E-4
31	4.1E-2	4.8E-4	1.8E-4	5.8E-4	1.2E-4	8.4E-4
32	4.0E-2	4.8E-4	1.7E-4	5.7E-4	1.2E-4	8.0E-4
33	4.0E-2	4.7E-4	1.7E-4	5.5E-4	1.1E-4	7.7E-4
34	3.9E-2	4.7E-4	1.6E-4	5.3E-4	1.1E-4	7.4E-4
35	3.8E-2	4.6E-4	1.5E-4	5.2E-4	1.1E-4	7.1E-4
36	3.8E-2	4.5E-4	1.5E-4	5.1E-4	1.0E-4	6.9E-4
37	3.7E-2	4.5E-4	1.4E-4	4.9E-4	1.0E-4	6.6E-4
38	3.7E-2	4.4E-4	1.4E-4	4.8E-4	1.0E-4	6.4E-4
39	3.6E-2	4.3E-4	1.3E-4	4.7E-4	9.7E-5	6.2E-4
40	3.5E-2	4.3E-4	1.3E-4	4.6E-4	9.5E-5	6.0E-4
41	3.5E-2	4.2E-4	1.3E-4	4.5E-4	9.3E-5	5.8E-4
42	3.4E-2	4.2E-4	1.2E-4	4.4E-4	9.0E-5	5.7E-4
43	3.4E-2	4.1E-4	1.2E-4	4.3E-4	8.8E-5	5.5E-4
44	3.3E-2	4.1E-4	1.2E-4	4.2E-4	8.6E-5	5.4E-4
45	3.3E-2	4.0E-4	1.1E-4	4.1E-4	8.4E-5	5.2E-4
46	3.2E-2	3.9E-4	1.1E-4	4.0E-4	8.2E-5	5.1E-4
47	3.2E-2	3.9E-4	1.1E-4	3.9E-4	8.0E-5	5.0E-4
48	3.1E-2	3.8E-4	1.0E-4	3.8E-4	7.8E-5	4.8E-4
49	3.1E-2	3.8E-4	1.0E-4	3.7E-4	7.6E-5	4.7E-4
50	3.0E-2	3.7E-4	9.9E-5	3.6E-4	7.4E-5	4.6E-4
51	3.0E-2	3.7E-4	9.7E-5	3.6E-4	7.2E-5	4.5E-4
52	2.9E-2	3.6E-4	9.4E-5	3.5E-4	7.1E-5	4.4E-4
53	2.9E-2	3.6E-4	9.2E-5	3.4E-4	6.9E-5	4.3E-4
54	2.8E-2	3.5E-4	9.0E-5	3.4E-4	6.7E-5	4.2E-4
55	2.8E-2	3.5E-4	8.8E-5	3.3E-4	6.5E-5	4.1E-4
56	2.7E-2	3.4E-4	8.6E-5	3.2E-4	6.4E-5	4.0E-4
57	2.7E-2	3.4E-4	8.4E-5	3.1E-4	6.2E-5	3.9E-4
58	2.6E-2	3.3E-4	8.2E-5	3.1E-4	6.1E-5	3.8E-4
59	2.6E-2	3.3E-4	8.0E-5	3.0E-4	5.9E-5	3.7E-4
60	2.6E-2	3.2E-4	7.8E-5	3.0E-4	5.8E-5	3.6E-4
61	2.5E-2	3.2E-4	7.6E-5	2.9E-4	5.7E-5	3.5E-4
62	2.5E-2	3.1E-4	7.4E-5	2.8E-4	5.5E-5	3.4E-4
63	2.4E-2	3.1E-4	7.3E-5	2.8E-4	5.4E-5	3.4E-4
64	2.4E-2	3.0E-4	7.1E-5	2.7E-4	5.3E-5	3.3E-4
65	2.4E-2	3.0E-4	6.9E-5	2.7E-4	5.1E-5	3.2E-4
66	2.3E-2	2.9E-4	6.8E-5	2.6E-4	5.0E-5	3.1E-4
67	2.3E-2	2.9E-4	6.6E-5	2.6E-4	4.9E-5	3.1E-4
68	2.3E-2	2.9E-4	6.5E-5	2.5E-4	4.8E-5	3.0E-4
69	2.2E-2	2.8E-4	6.3E-5	2.5E-4	4.7E-5	2.9E-4
70	2.2E-2	2.8E-4	6.2E-5	2.4E-4	4.5E-5	2.9E-4
71	2.1E-2	2.7E-4	6.1E-5	2.4E-4	4.4E-5	2.8E-4
72	2.1E-2	2.7E-4	5.9E-5	2.3E-4	4.3E-5	2.7E-4
73	2.1E-2	2.6E-4	5.8E-5	2.3E-4	4.2E-5	2.7E-4
