Radionuclide	Sr-81
Route of Intake	Inhalation
Material	Aerosols Type M, Fuel fragments, all unspecified forms, fA=5E-2
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	1.4E-1	1.2E-2	1.0E-1	3.1E-4
0.083333	2.1E-2	2.2E-3	1.5E-2	1.1E-4
0.125	3.2E-3	3.9E-4	2.3E-3	2.9E-5
0.25	1.2E-5	1.8E-6	8.2E-6	2.3E-7
0.375	4.4E-8	7.5E-9	2.9E-8	1.2E-9
0.5	1.6E-10	-	-	-
