Radionuclide	Sr-81
Route of Intake	Inhalation
Material	Aerosols Type M, Fuel fragments, all unspecified forms, fA=5E-2
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	9.6E-2	5.7E-3	8.0E-2	2.3E-4
0.083333	1.5E-2	1.1E-3	1.2E-2	8.6E-5
0.125	2.3E-3	1.9E-4	1.8E-3	2.2E-5
0.25	8.3E-6	8.6E-7	6.3E-6	1.7E-7
0.375	3.1E-8	3.6E-9	2.3E-8	9.0E-10
0.5	1.1E-10	-	-	-
