Radionuclide	Sr-81
Route of Intake	Inhalation
Material	Aerosols Type M, Fuel fragments, all unspecified forms, fA=5E-2
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	1.0E-1	3.8E-2	2.2E-3	4.7E-5
0.083333	1.5E-2	6.5E-3	2.9E-4	1.7E-5
0.125	2.4E-3	1.1E-3	4.2E-5	4.4E-6
0.25	8.5E-6	4.7E-6	1.3E-7	4.0E-8
0.375	3.1E-8	1.9E-8	4.5E-10	1.3E-10
0.5	1.1E-10	-	-	-
