Radionuclide	Sr-81
Route of Intake	Inhalation
Material	Aerosols Type F, Strontium chloride, sulphate and carbonate, fA=0.25
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	1.2E-1	3.4E-2	3.0E-3	2.0E-3
0.083333	1.8E-2	5.5E-3	2.4E-4	5.0E-4
0.125	2.7E-3	8.9E-4	2.6E-5	1.0E-4
0.25	9.7E-6	3.6E-6	6.8E-8	5.9E-7
0.375	3.5E-8	1.4E-8	2.2E-10	2.7E-9
0.5	1.2E-10	-	-	-
