Radionuclide	Sb-126
Route of Intake	Injection
Material	Injection, fA=5E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
83	1.6E-3	1.2E-5	1.8E-6	3.2E-5	3.0E-6	4.6E-5	6.7E-5
84	1.5E-3	1.1E-5	1.7E-6	3.0E-5	2.8E-6	4.3E-5	6.3E-5
85	1.4E-3	1.0E-5	1.6E-6	2.8E-5	2.7E-6	4.1E-5	6.0E-5
86	1.3E-3	9.7E-6	1.5E-6	2.6E-5	2.5E-6	3.9E-5	5.6E-5
87	1.2E-3	9.1E-6	1.4E-6	2.5E-5	2.3E-6	3.6E-5	5.3E-5
88	1.1E-3	8.5E-6	1.3E-6	2.3E-5	2.2E-6	3.4E-5	5.0E-5
89	1.1E-3	7.9E-6	1.2E-6	2.2E-5	2.0E-6	3.2E-5	4.8E-5
90	9.9E-4	7.4E-6	1.1E-6	2.0E-5	1.9E-6	3.1E-5	4.5E-5
91	9.3E-4	7.0E-6	1.1E-6	1.9E-5	1.8E-6	2.9E-5	4.3E-5
92	8.7E-4	6.5E-6	9.9E-7	1.8E-5	1.7E-6	2.7E-5	4.0E-5
93	8.1E-4	6.1E-6	9.3E-7	1.7E-5	1.6E-6	2.6E-5	3.8E-5
94	7.6E-4	5.7E-6	8.7E-7	1.6E-5	1.5E-6	2.4E-5	3.6E-5
95	7.2E-4	5.4E-6	8.2E-7	1.5E-5	1.4E-6	2.3E-5	3.4E-5
96	6.7E-4	5.0E-6	7.6E-7	1.4E-5	1.3E-6	2.2E-5	3.2E-5
97	6.3E-4	4.7E-6	7.2E-7	1.3E-5	1.2E-6	2.0E-5	3.0E-5
98	5.9E-4	4.4E-6	6.7E-7	1.2E-5	1.1E-6	1.9E-5	2.9E-5
99	5.5E-4	4.1E-6	6.3E-7	1.1E-5	1.1E-6	1.8E-5	2.7E-5
100	5.2E-4	3.9E-6	5.9E-7	1.1E-5	9.9E-7	1.7E-5	2.6E-5
110	2.7E-4	2.0E-6	3.1E-7	5.5E-6	5.1E-7	9.5E-6	1.5E-5
120	1.4E-4	1.0E-6	1.6E-7	2.8E-6	2.7E-7	5.3E-6	8.3E-6
130	7.5E-5	5.4E-7	8.2E-8	1.5E-6	1.4E-7	3.0E-6	4.7E-6
140	3.9E-5	2.8E-7	4.3E-8	7.7E-7	7.2E-8	1.7E-6	2.7E-6
150	2.1E-5	1.5E-7	2.2E-8	4.0E-7	3.7E-8	9.4E-7	1.5E-6
160	1.1E-5	7.6E-8	1.2E-8	2.1E-7	1.9E-8	5.3E-7	8.6E-7
170	5.7E-6	3.9E-8	6.0E-9	1.1E-7	1.0E-8	3.0E-7	4.9E-7
180	3.0E-6	2.0E-8	3.1E-9	5.7E-8	5.2E-9	1.7E-7	2.8E-7
190	1.6E-6	1.1E-8	1.6E-9	3.0E-8	2.7E-9	9.5E-8	1.6E-7
200	8.4E-7	5.5E-9	8.4E-10	1.5E-8	1.4E-9	5.4E-8	9.0E-8
210	4.5E-7	2.9E-9	4.4E-10	8.1E-9	7.3E-10	3.0E-8	5.1E-8
220	2.4E-7	1.5E-9	2.3E-10	4.2E-9	3.8E-10	1.7E-8	2.9E-8
230	1.3E-7	7.7E-10	1.2E-10	2.2E-9	2.0E-10	9.6E-9	1.6E-8
240	6.7E-8	4.0E-10	-	1.1E-9	1.0E-10	5.5E-9	9.3E-9
250	3.6E-8	2.1E-10	-	6.0E-10	-	3.1E-9	5.3E-9
260	1.9E-8	1.1E-10	-	3.1E-10	-	1.7E-9	3.0E-9
270	1.0E-8	-	-	1.6E-10	-	9.9E-10	1.7E-9
280	5.5E-9	-	-	-	-	5.6E-10	9.6E-10
290	2.9E-9	-	-	-	-	3.2E-10	5.5E-10
300	1.6E-9	-	-	-	-	1.8E-10	3.1E-10
310	8.5E-10	-	-	-	-	1.0E-10	1.8E-10
320	4.6E-10	-	-	-	-	-	-
330	2.5E-10	-	-	-	-	-	-
340	1.3E-10	-	-	-	-	-	-
