Radionuclide	At-208
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Liver*
0.041667	1.9E-1	-	-	1.6E-2	4.2E-2	6.8E-4	7.5E-3
0.083333	1.2E-1	-	-	9.4E-3	1.3E-2	9.4E-4	6.2E-3
0.125	7.9E-2	-	-	5.9E-3	5.5E-3	9.4E-4	4.2E-3
0.25	2.0E-2	-	-	1.6E-3	1.1E-3	5.2E-4	1.1E-3
0.375	5.2E-3	-	-	4.1E-4	3.0E-4	2.1E-4	2.9E-4
0.5	1.3E-3	-	-	1.1E-4	7.6E-5	7.6E-5	7.4E-5
0.625	3.4E-4	-	-	2.7E-5	2.0E-5	2.5E-5	1.9E-5
0.75	8.8E-5	-	-	7.0E-6	5.0E-6	8.0E-6	4.9E-6
0.875	2.3E-5	-	-	1.8E-6	1.3E-6	2.5E-6	1.2E-6
1	5.8E-6	4.5E-6	1.0E-8	4.6E-7	3.2E-7	7.5E-7	3.2E-7
1.125	1.5E-6	-	-	1.2E-7	8.2E-8	2.2E-7	8.0E-8
1.25	3.9E-7	-	-	3.1E-8	2.1E-8	6.5E-8	2.0E-8
1.375	1.0E-7	-	-	7.8E-9	5.3E-9	1.9E-8	5.2E-9
1.5	2.6E-8	-	-	2.0E-9	1.3E-9	5.5E-9	1.3E-9
1.625	6.7E-9	-	-	5.2E-10	3.4E-10	1.6E-9	3.3E-10
1.75	1.7E-9	-	-	1.3E-10	-	4.4E-10	-
1.875	4.5E-10	-	-	-	-	1.3E-10	-
2	1.2E-10	-	-	-	-	-	-
