Radionuclide	Pr-134m
Route of Intake	Injection
Material	Injection, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	8.7E-2	4.8E-3	1.5E-2	2.5E-2
0.083333	7.4E-3	3.9E-4	1.5E-3	2.5E-3
0.125	6.4E-4	3.4E-5	1.4E-4	2.3E-4
0.25	4.2E-7	2.2E-8	9.5E-8	1.6E-7
0.375	2.7E-10	-	-	1.1E-10
