Radionuclide	Pb-204m
Route of Intake	Inhalation
Material	Aerosols Type S, Mineral dusts, fA=2E-3
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	3.6E-1	-	1.3E-1	7.5E-3	5.0E-6	4.2E-6
0.083333	1.9E-1	-	7.9E-2	3.6E-3	6.3E-6	5.0E-6
0.125	1.0E-1	-	4.6E-2	1.8E-3	5.8E-6	4.5E-6
0.25	1.5E-2	-	8.6E-3	2.5E-4	2.1E-6	1.6E-6
0.375	2.3E-3	-	1.5E-3	3.7E-5	4.8E-7	3.7E-7
0.5	3.5E-4	-	2.5E-4	5.7E-6	9.4E-8	7.3E-8
0.625	5.2E-5	-	4.1E-5	8.8E-7	1.7E-8	1.3E-8
0.75	7.9E-6	-	6.4E-6	1.4E-7	2.9E-9	2.3E-9
0.875	1.2E-6	-	9.9E-7	2.1E-8	4.8E-10	4.0E-10
1	1.7E-7	2.6E-8	1.5E-7	3.3E-9	-	-
1.125	2.5E-8	-	2.3E-8	5.1E-10	-	-
1.25	3.7E-9	-	3.4E-9	-	-	-
1.375	5.4E-10	-	4.9E-10	-	-	-
