Radionuclide	Nb-89m
Route of Intake	Inhalation
Material	Aerosols Type S, Carbonate, oxide, fA=1E-4
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	4.1E-1	-	1.5E-1	2.0E-2	4.7E-6	6.6E-6
0.083333	2.1E-1	-	8.8E-2	1.0E-2	3.4E-6	4.7E-6
0.125	1.1E-1	-	5.1E-2	5.1E-3	2.2E-6	3.0E-6
0.25	1.6E-2	-	9.1E-3	7.0E-4	4.8E-7	6.2E-7
0.375	2.4E-3	-	1.5E-3	1.0E-4	8.9E-8	1.1E-7
0.5	3.5E-4	-	2.5E-4	1.5E-5	1.5E-8	1.9E-8
0.625	5.1E-5	-	3.9E-5	2.3E-6	2.5E-9	3.0E-9
0.75	7.5E-6	-	5.9E-6	3.4E-7	4.1E-10	4.9E-10
0.875	1.1E-6	-	8.9E-7	5.2E-8	-	-
1	1.5E-7	2.3E-8	1.3E-7	7.7E-9	-	-
1.125	2.2E-8	-	1.9E-8	1.2E-9	-	-
1.25	3.1E-9	-	2.6E-9	1.4E-10	-	-
1.375	4.3E-10	-	2.7E-10	-	-	-
