Radionuclide	Mo-93
Route of Intake	Inhalation
Material	Aerosols Type F, Chloride and ammonium molybdate, fA=0.9
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
32	2.2E-1	2.1E-3	6.3E-4	2.5E-3	8.1E-4	1.3E-1
33	2.1E-1	2.1E-3	6.2E-4	2.5E-3	8.1E-4	1.2E-1
34	2.1E-1	2.1E-3	6.1E-4	2.5E-3	8.0E-4	1.2E-1
35	2.1E-1	2.1E-3	6.0E-4	2.4E-3	8.0E-4	1.2E-1
36	2.1E-1	2.1E-3	5.9E-4	2.4E-3	7.9E-4	1.2E-1
37	2.0E-1	2.0E-3	5.8E-4	2.4E-3	7.8E-4	1.2E-1
38	2.0E-1	2.0E-3	5.7E-4	2.4E-3	7.8E-4	1.1E-1
39	2.0E-1	2.0E-3	5.6E-4	2.3E-3	7.7E-4	1.1E-1
40	2.0E-1	2.0E-3	5.5E-4	2.3E-3	7.7E-4	1.1E-1
41	1.9E-1	1.9E-3	5.4E-4	2.3E-3	7.6E-4	1.1E-1
42	1.9E-1	1.9E-3	5.3E-4	2.3E-3	7.6E-4	1.1E-1
43	1.9E-1	1.9E-3	5.2E-4	2.2E-3	7.5E-4	1.1E-1
44	1.9E-1	1.9E-3	5.1E-4	2.2E-3	7.4E-4	1.0E-1
45	1.8E-1	1.9E-3	5.0E-4	2.2E-3	7.4E-4	1.0E-1
46	1.8E-1	1.8E-3	5.0E-4	2.2E-3	7.3E-4	1.0E-1
47	1.8E-1	1.8E-3	4.9E-4	2.1E-3	7.3E-4	9.8E-2
48	1.8E-1	1.8E-3	4.8E-4	2.1E-3	7.2E-4	9.7E-2
49	1.7E-1	1.8E-3	4.7E-4	2.1E-3	7.1E-4	9.5E-2
50	1.7E-1	1.8E-3	4.6E-4	2.1E-3	7.1E-4	9.3E-2
51	1.7E-1	1.8E-3	4.6E-4	2.1E-3	7.0E-4	9.2E-2
52	1.7E-1	1.7E-3	4.5E-4	2.0E-3	7.0E-4	9.0E-2
53	1.7E-1	1.7E-3	4.4E-4	2.0E-3	6.9E-4	8.9E-2
54	1.6E-1	1.7E-3	4.3E-4	2.0E-3	6.9E-4	8.7E-2
55	1.6E-1	1.7E-3	4.3E-4	2.0E-3	6.8E-4	8.6E-2
56	1.6E-1	1.7E-3	4.2E-4	1.9E-3	6.7E-4	8.4E-2
57	1.6E-1	1.6E-3	4.1E-4	1.9E-3	6.7E-4	8.3E-2
58	1.6E-1	1.6E-3	4.0E-4	1.9E-3	6.6E-4	8.2E-2
59	1.5E-1	1.6E-3	4.0E-4	1.9E-3	6.6E-4	8.0E-2
60	1.5E-1	1.6E-3	3.9E-4	1.9E-3	6.5E-4	7.9E-2
61	1.5E-1	1.6E-3	3.8E-4	1.8E-3	6.4E-4	7.7E-2
62	1.5E-1	1.6E-3	3.8E-4	1.8E-3	6.4E-4	7.6E-2
63	1.5E-1	1.5E-3	3.7E-4	1.8E-3	6.3E-4	7.5E-2
64	1.4E-1	1.5E-3	3.7E-4	1.8E-3	6.3E-4	7.4E-2
65	1.4E-1	1.5E-3	3.6E-4	1.8E-3	6.2E-4	7.2E-2
66	1.4E-1	1.5E-3	3.5E-4	1.7E-3	6.2E-4	7.1E-2
67	1.4E-1	1.5E-3	3.5E-4	1.7E-3	6.1E-4	7.0E-2
68	1.4E-1	1.5E-3	3.4E-4	1.7E-3	6.0E-4	6.9E-2
69	1.3E-1	1.4E-3	3.4E-4	1.7E-3	6.0E-4	6.8E-2
70	1.3E-1	1.4E-3	3.3E-4	1.7E-3	5.9E-4	6.6E-2
71	1.3E-1	1.4E-3	3.2E-4	1.6E-3	5.9E-4	6.5E-2
72	1.3E-1	1.4E-3	3.2E-4	1.6E-3	5.8E-4	6.4E-2
73	1.3E-1	1.4E-3	3.1E-4	1.6E-3	5.8E-4	6.3E-2
74	1.3E-1	1.4E-3	3.1E-4	1.6E-3	5.7E-4	6.2E-2
75	1.2E-1	1.3E-3	3.0E-4	1.6E-3	5.7E-4	6.1E-2
76	1.2E-1	1.3E-3	3.0E-4	1.5E-3	5.6E-4	6.0E-2
77	1.2E-1	1.3E-3	2.9E-4	1.5E-3	5.5E-4	5.9E-2
78	1.2E-1	1.3E-3	2.9E-4	1.5E-3	5.5E-4	5.8E-2
79	1.2E-1	1.3E-3	2.8E-4	1.5E-3	5.4E-4	5.7E-2
80	1.2E-1	1.3E-3	2.8E-4	1.5E-3	5.4E-4	5.6E-2
81	1.1E-1	1.3E-3	2.7E-4	1.5E-3	5.3E-4	5.5E-2
82	1.1E-1	1.2E-3	2.7E-4	1.4E-3	5.3E-4	5.4E-2
83	1.1E-1	1.2E-3	2.6E-4	1.4E-3	5.2E-4	5.3E-2
84	1.1E-1	1.2E-3	2.6E-4	1.4E-3	5.2E-4	5.2E-2
85	1.1E-1	1.2E-3	2.6E-4	1.4E-3	5.1E-4	5.2E-2
86	1.1E-1	1.2E-3	2.5E-4	1.4E-3	5.1E-4	5.1E-2
87	1.1E-1	1.2E-3	2.5E-4	1.4E-3	5.0E-4	5.0E-2
88	1.0E-1	1.2E-3	2.4E-4	1.3E-3	5.0E-4	4.9E-2
89	1.0E-1	1.1E-3	2.4E-4	1.3E-3	4.9E-4	4.8E-2
90	1.0E-1	1.1E-3	2.3E-4	1.3E-3	4.9E-4	4.7E-2
91	1.0E-1	1.1E-3	2.3E-4	1.3E-3	4.8E-4	4.7E-2
92	9.9E-2	1.1E-3	2.3E-4	1.3E-3	4.8E-4	4.6E-2
93	9.8E-2	1.1E-3	2.2E-4	1.3E-3	4.7E-4	4.5E-2
94	9.6E-2	1.1E-3	2.2E-4	1.3E-3	4.7E-4	4.4E-2
95	9.5E-2	1.1E-3	2.2E-4	1.2E-3	4.6E-4	4.3E-2
96	9.4E-2	1.1E-3	2.1E-4	1.2E-3	4.6E-4	4.3E-2
97	9.3E-2	1.0E-3	2.1E-4	1.2E-3	4.5E-4	4.2E-2
98	9.1E-2	1.0E-3	2.0E-4	1.2E-3	4.5E-4	4.1E-2
99	9.0E-2	1.0E-3	2.0E-4	1.2E-3	4.4E-4	4.1E-2
100	8.9E-2	1.0E-3	2.0E-4	1.2E-3	4.4E-4	4.0E-2
110	7.8E-2	8.9E-4	1.7E-4	1.0E-3	3.9E-4	3.4E-2
120	6.8E-2	7.9E-4	1.4E-4	9.1E-4	3.5E-4	2.8E-2
130	5.9E-2	6.9E-4	1.2E-4	8.1E-4	3.2E-4	2.4E-2
140	5.2E-2	6.1E-4	1.0E-4	7.1E-4	2.8E-4	2.0E-2
150	4.5E-2	5.4E-4	8.5E-5	6.3E-4	2.5E-4	1.7E-2
160	3.9E-2	4.8E-4	7.1E-5	5.5E-4	2.2E-4	1.4E-2
170	3.4E-2	4.2E-4	6.0E-5	4.8E-4	2.0E-4	1.2E-2
180	3.0E-2	3.7E-4	5.1E-5	4.2E-4	1.7E-4	1.0E-2
190	2.6E-2	3.2E-4	4.3E-5	3.7E-4	1.5E-4	8.7E-3
200	2.3E-2	2.8E-4	3.6E-5	3.3E-4	1.4E-4	7.3E-3
210	2.0E-2	2.5E-4	3.1E-5	2.8E-4	1.2E-4	6.2E-3
220	1.7E-2	2.2E-4	2.6E-5	2.5E-4	1.0E-4	5.2E-3
230	1.5E-2	1.9E-4	2.2E-5	2.2E-4	9.2E-5	4.4E-3
240	1.3E-2	1.7E-4	1.8E-5	1.9E-4	8.1E-5	3.7E-3
250	1.1E-2	1.4E-4	1.5E-5	1.7E-4	7.1E-5	3.1E-3
260	9.7E-3	1.3E-4	1.3E-5	1.4E-4	6.2E-5	2.6E-3
270	8.4E-3	1.1E-4	1.1E-5	1.3E-4	5.4E-5	2.2E-3
280	7.2E-3	9.5E-5	9.3E-6	1.1E-4	4.7E-5	1.9E-3
290	6.3E-3	8.3E-5	7.8E-6	9.5E-5	4.1E-5	1.6E-3
300	5.4E-3	7.2E-5	6.6E-6	8.3E-5	3.6E-5	1.3E-3
310	4.7E-3	6.3E-5	5.6E-6	7.2E-5	3.2E-5	1.1E-3
320	4.1E-3	5.5E-5	4.7E-6	6.3E-5	2.8E-5	9.5E-4
330	3.5E-3	4.8E-5	4.0E-6	5.4E-5	2.4E-5	8.0E-4
340	3.0E-3	4.1E-5	3.3E-6	4.7E-5	2.1E-5	6.8E-4
350	2.6E-3	3.6E-5	2.8E-6	4.1E-5	1.8E-5	5.7E-4
360	2.3E-3	3.1E-5	2.4E-6	3.6E-5	1.6E-5	4.8E-4
365	2.1E-3	2.9E-5	2.2E-6	3.3E-5	1.5E-5	4.4E-4
370	2.0E-3	2.7E-5	2.0E-6	3.1E-5	1.4E-5	4.1E-4
380	1.7E-3	2.3E-5	1.7E-6	2.7E-5	1.2E-5	3.4E-4
390	1.5E-3	2.0E-5	1.4E-6	2.3E-5	1.0E-5	2.9E-4
400	1.3E-3	1.8E-5	1.2E-6	2.0E-5	9.0E-6	2.4E-4
410	1.1E-3	1.5E-5	1.0E-6	1.7E-5	7.8E-6	2.1E-4
420	9.4E-4	1.3E-5	8.6E-7	1.5E-5	6.8E-6	1.7E-4
430	8.2E-4	1.1E-5	7.2E-7	1.3E-5	5.9E-6	1.5E-4
440	7.0E-4	9.9E-6	6.1E-7	1.1E-5	5.1E-6	1.2E-4
450	6.1E-4	8.5E-6	5.2E-7	9.7E-6	4.4E-6	1.0E-4
460	5.2E-4	7.4E-6	4.4E-7	8.4E-6	3.8E-6	8.8E-5
470	4.5E-4	6.4E-6	3.7E-7	7.3E-6	3.3E-6	7.4E-5
480	3.9E-4	5.5E-6	3.1E-7	6.3E-6	2.9E-6	6.3E-5
490	3.4E-4	4.8E-6	2.6E-7	5.4E-6	2.5E-6	5.3E-5
500	2.9E-4	4.1E-6	2.2E-7	4.7E-6	2.1E-6	4.5E-5
510	2.5E-4	3.6E-6	1.9E-7	4.1E-6	1.9E-6	3.8E-5
520	2.1E-4	3.1E-6	1.6E-7	3.5E-6	1.6E-6	3.2E-5
530	1.8E-4	2.6E-6	1.3E-7	3.0E-6	1.4E-6	2.7E-5
540	1.6E-4	2.3E-6	1.1E-7	2.6E-6	1.2E-6	2.3E-5
550	1.4E-4	2.0E-6	9.4E-8	2.2E-6	1.0E-6	1.9E-5
560	1.2E-4	1.7E-6	7.9E-8	1.9E-6	8.9E-7	1.6E-5
570	1.0E-4	1.5E-6	6.7E-8	1.7E-6	7.7E-7	1.4E-5
580	8.7E-5	1.3E-6	5.7E-8	1.4E-6	6.7E-7	1.1E-5
590	7.5E-5	1.1E-6	4.8E-8	1.2E-6	5.8E-7	9.7E-6
600	6.5E-5	9.4E-7	4.0E-8	1.1E-6	5.0E-7	8.2E-6
610	5.6E-5	8.1E-7	3.4E-8	9.2E-7	4.3E-7	6.9E-6
620	4.8E-5	7.0E-7	2.9E-8	8.0E-7	3.7E-7	5.8E-6
630	4.1E-5	6.0E-7	2.4E-8	6.9E-7	3.2E-7	4.9E-6
640	3.5E-5	5.2E-7	2.0E-8	5.9E-7	2.8E-7	4.1E-6
650	3.1E-5	4.5E-7	1.7E-8	5.1E-7	2.4E-7	3.5E-6
660	2.6E-5	3.8E-7	1.5E-8	4.4E-7	2.0E-7	2.9E-6
670	2.3E-5	3.3E-7	1.2E-8	3.8E-7	1.8E-7	2.5E-6
680	1.9E-5	2.9E-7	1.0E-8	3.2E-7	1.5E-7	2.1E-6
690	1.7E-5	2.5E-7	8.7E-9	2.8E-7	1.3E-7	1.8E-6
700	1.4E-5	2.1E-7	7.4E-9	2.4E-7	1.1E-7	1.5E-6
710	1.2E-5	1.8E-7	6.2E-9	2.1E-7	9.7E-8	1.3E-6
720	1.1E-5	1.6E-7	5.2E-9	1.8E-7	8.4E-8	1.1E-6
730	9.1E-6	1.3E-7	4.4E-9	1.5E-7	7.2E-8	9.0E-7
740	7.8E-6	1.2E-7	3.7E-9	1.3E-7	6.2E-8	7.6E-7
750	6.7E-6	1.0E-7	3.1E-9	1.1E-7	5.3E-8	6.4E-7
760	5.8E-6	8.6E-8	2.7E-9	9.8E-8	4.6E-8	5.4E-7
770	5.0E-6	7.4E-8	2.2E-9	8.4E-8	3.9E-8	4.5E-7
780	4.3E-6	6.3E-8	1.9E-9	7.2E-8	3.4E-8	3.8E-7
790	3.7E-6	5.5E-8	1.6E-9	6.2E-8	2.9E-8	3.2E-7
800	3.1E-6	4.7E-8	1.3E-9	5.3E-8	2.5E-8	2.7E-7
810	2.7E-6	4.0E-8	1.1E-9	4.6E-8	2.2E-8	2.3E-7
820	2.3E-6	3.5E-8	9.6E-10	3.9E-8	1.9E-8	1.9E-7
830	2.0E-6	3.0E-8	8.1E-10	3.4E-8	1.6E-8	1.6E-7
840	1.7E-6	2.6E-8	6.8E-10	2.9E-8	1.4E-8	1.4E-7
850	1.5E-6	2.2E-8	5.7E-10	2.5E-8	1.2E-8	1.2E-7
860	1.3E-6	1.9E-8	4.8E-10	2.1E-8	1.0E-8	9.9E-8
870	1.1E-6	1.6E-8	4.1E-10	1.8E-8	8.7E-9	8.3E-8
880	9.3E-7	1.4E-8	3.4E-10	1.6E-8	7.5E-9	7.0E-8
890	8.0E-7	1.2E-8	2.9E-10	1.4E-8	6.5E-9	5.9E-8
900	6.8E-7	1.0E-8	2.5E-10	1.2E-8	5.5E-9	5.0E-8
910	5.9E-7	8.8E-9	2.1E-10	1.0E-8	4.8E-9	4.2E-8
920	5.0E-7	7.6E-9	1.7E-10	8.4E-9	4.1E-9	3.6E-8
930	4.3E-7	6.5E-9	1.5E-10	7.2E-9	3.5E-9	3.0E-8
940	3.7E-7	5.6E-9	1.2E-10	6.2E-9	3.0E-9	2.5E-8
950	3.2E-7	4.8E-9	1.0E-10	5.3E-9	2.6E-9	2.1E-8
960	2.7E-7	4.1E-9	-	4.6E-9	2.2E-9	1.8E-8
970	2.3E-7	3.5E-9	-	3.9E-9	1.9E-9	1.5E-8
980	2.0E-7	3.0E-9	-	3.4E-9	1.6E-9	1.3E-8
990	1.7E-7	2.6E-9	-	2.9E-9	1.4E-9	1.1E-8
1000	1.5E-7	2.2E-9	-	2.5E-9	1.2E-9	9.2E-9
1010	1.3E-7	1.9E-9	-	2.1E-9	1.0E-9	7.7E-9
1020	1.1E-7	1.7E-9	-	1.8E-9	8.9E-10	6.5E-9
1030	9.3E-8	1.4E-9	-	1.6E-9	7.7E-10	5.5E-9
1040	8.0E-8	1.2E-9	-	1.3E-9	6.6E-10	4.6E-9
1050	6.9E-8	1.0E-9	-	1.2E-9	5.7E-10	3.9E-9
1060	5.9E-8	8.9E-10	-	9.9E-10	4.9E-10	3.3E-9
1070	5.0E-8	7.7E-10	-	8.5E-10	4.2E-10	2.8E-9
1080	4.3E-8	6.6E-10	-	7.3E-10	3.6E-10	2.4E-9
1090	3.7E-8	5.6E-10	-	6.3E-10	3.1E-10	2.0E-9
1095	3.4E-8	5.2E-10	-	5.8E-10	2.8E-10	1.8E-9
1100	3.2E-8	4.8E-10	-	5.4E-10	2.6E-10	1.7E-9
1200	6.8E-9	1.0E-10	-	1.2E-10	-	3.1E-10
1300	1.5E-9	-	-	-	-	-
1400	3.1E-10	-	-	-	-	-
