Radionuclide	Mo-93
Route of Intake	Inhalation
Material	Aerosols Type F, Chloride and ammonium molybdate, fA=0.9
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
0.041667	6.6E-1	-	-	1.5E-1	1.4E-2	3.4E-2
0.083333	6.4E-1	-	-	9.9E-2	1.4E-2	7.1E-2
0.125	6.2E-1	-	-	7.4E-2	1.3E-2	9.8E-2
0.25	5.7E-1	-	-	5.4E-2	1.1E-2	1.4E-1
0.375	5.4E-1	-	-	5.0E-2	9.0E-3	1.6E-1
0.5	5.1E-1	-	-	4.8E-2	7.5E-3	1.7E-1
0.625	4.9E-1	-	-	4.6E-2	6.2E-3	1.8E-1
0.75	4.7E-1	-	-	4.3E-2	5.2E-3	1.9E-1
0.875	4.5E-1	-	-	4.1E-2	4.3E-3	1.9E-1
1	4.3E-1	1.2E-1	7.9E-3	3.8E-2	3.6E-3	2.0E-1
1.125	4.2E-1	-	-	3.5E-2	3.0E-3	2.0E-1
1.25	4.0E-1	-	-	3.3E-2	2.6E-3	2.0E-1
1.375	3.9E-1	-	-	3.0E-2	2.2E-3	2.1E-1
1.5	3.8E-1	-	-	2.7E-2	1.9E-3	2.1E-1
1.625	3.7E-1	-	-	2.5E-2	1.7E-3	2.1E-1
1.75	3.7E-1	-	-	2.3E-2	1.5E-3	2.1E-1
1.875	3.6E-1	-	-	2.1E-2	1.4E-3	2.1E-1
2	3.5E-1	4.8E-2	1.8E-2	1.9E-2	1.3E-3	2.1E-1
2.25	3.4E-1	-	-	1.5E-2	1.2E-3	2.1E-1
2.5	3.3E-1	-	-	1.2E-2	1.1E-3	2.1E-1
2.75	3.3E-1	-	-	9.9E-3	1.0E-3	2.1E-1
3	3.2E-1	1.7E-2	1.1E-2	8.2E-3	9.9E-4	2.1E-1
3.25	3.2E-1	-	-	6.8E-3	9.7E-4	2.1E-1
3.5	3.1E-1	-	-	5.8E-3	9.6E-4	2.1E-1
3.75	3.1E-1	-	-	5.1E-3	9.5E-4	2.0E-1
4	3.1E-1	6.8E-3	4.6E-3	4.6E-3	9.5E-4	2.0E-1
4.25	3.1E-1	-	-	4.2E-3	9.5E-4	2.0E-1
4.5	3.1E-1	-	-	3.9E-3	9.4E-4	2.0E-1
4.75	3.1E-1	-	-	3.7E-3	9.4E-4	2.0E-1
5	3.0E-1	3.8E-3	2.0E-3	3.6E-3	9.4E-4	2.0E-1
5.5	3.0E-1	-	-	3.4E-3	9.4E-4	2.0E-1
6	3.0E-1	3.0E-3	1.2E-3	3.3E-3	9.4E-4	2.0E-1
6.5	3.0E-1	-	-	3.2E-3	9.4E-4	2.0E-1
7	3.0E-1	2.8E-3	1.0E-3	3.2E-3	9.3E-4	1.9E-1
7.5	2.9E-1	-	-	3.2E-3	9.3E-4	1.9E-1
8	2.9E-1	2.7E-3	9.6E-4	3.2E-3	9.3E-4	1.9E-1
8.5	2.9E-1	-	-	3.2E-3	9.3E-4	1.9E-1
9	2.9E-1	2.7E-3	9.3E-4	3.1E-3	9.3E-4	1.9E-1
9.5	2.9E-1	-	-	3.1E-3	9.2E-4	1.9E-1
10	2.9E-1	2.6E-3	9.1E-4	3.1E-3	9.2E-4	1.8E-1
11	2.8E-1	2.6E-3	9.0E-4	3.1E-3	9.2E-4	1.8E-1
12	2.8E-1	2.6E-3	8.8E-4	3.1E-3	9.1E-4	1.8E-1
13	2.7E-1	2.6E-3	8.7E-4	3.0E-3	9.1E-4	1.8E-1
14	2.7E-1	2.5E-3	8.5E-4	3.0E-3	9.1E-4	1.7E-1
15	2.7E-1	2.5E-3	8.4E-4	3.0E-3	9.0E-4	1.7E-1
16	2.6E-1	2.5E-3	8.3E-4	2.9E-3	9.0E-4	1.7E-1
17	2.6E-1	2.5E-3	8.1E-4	2.9E-3	8.9E-4	1.6E-1
18	2.6E-1	2.5E-3	8.0E-4	2.9E-3	8.9E-4	1.6E-1
19	2.6E-1	2.4E-3	7.8E-4	2.9E-3	8.8E-4	1.6E-1
20	2.5E-1	2.4E-3	7.7E-4	2.8E-3	8.8E-4	1.6E-1
21	2.5E-1	2.4E-3	7.6E-4	2.8E-3	8.7E-4	1.5E-1
22	2.5E-1	2.4E-3	7.5E-4	2.8E-3	8.7E-4	1.5E-1
23	2.4E-1	2.3E-3	7.3E-4	2.7E-3	8.6E-4	1.5E-1
24	2.4E-1	2.3E-3	7.2E-4	2.7E-3	8.6E-4	1.5E-1
25	2.4E-1	2.3E-3	7.1E-4	2.7E-3	8.5E-4	1.4E-1
26	2.3E-1	2.3E-3	7.0E-4	2.7E-3	8.5E-4	1.4E-1
27	2.3E-1	2.2E-3	6.8E-4	2.6E-3	8.4E-4	1.4E-1
28	2.3E-1	2.2E-3	6.7E-4	2.6E-3	8.4E-4	1.4E-1
29	2.2E-1	2.2E-3	6.6E-4	2.6E-3	8.3E-4	1.3E-1
30	2.2E-1	2.2E-3	6.5E-4	2.6E-3	8.2E-4	1.3E-1
31	2.2E-1	2.2E-3	6.4E-4	2.5E-3	8.2E-4	1.3E-1
