Radionuclide	Mo-93
Route of Intake	Inhalation
Material	Aerosols Type M, Oxide and all unspecified forms, fA=0.18
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
690	2.3E-3	1.1E-5	2.3E-6	1.0E-5	1.6E-3	3.1E-4
700	2.1E-3	1.0E-5	2.2E-6	9.7E-6	1.5E-3	2.9E-4
710	2.0E-3	9.5E-6	2.0E-6	9.2E-6	1.4E-3	2.8E-4
720	1.9E-3	9.0E-6	1.9E-6	8.6E-6	1.3E-3	2.6E-4
730	1.8E-3	8.5E-6	1.8E-6	8.1E-6	1.3E-3	2.5E-4
740	1.7E-3	8.0E-6	1.7E-6	7.6E-6	1.2E-3	2.3E-4
750	1.6E-3	7.5E-6	1.6E-6	7.2E-6	1.1E-3	2.2E-4
760	1.5E-3	7.1E-6	1.5E-6	6.7E-6	1.1E-3	2.1E-4
770	1.4E-3	6.7E-6	1.4E-6	6.4E-6	1.0E-3	2.0E-4
780	1.4E-3	6.3E-6	1.3E-6	6.0E-6	9.6E-4	1.8E-4
790	1.3E-3	6.0E-6	1.2E-6	5.6E-6	9.1E-4	1.7E-4
800	1.2E-3	5.7E-6	1.1E-6	5.3E-6	8.6E-4	1.7E-4
810	1.2E-3	5.4E-6	1.1E-6	5.0E-6	8.2E-4	1.6E-4
820	1.1E-3	5.1E-6	1.0E-6	4.7E-6	7.7E-4	1.5E-4
830	1.0E-3	4.8E-6	9.4E-7	4.4E-6	7.3E-4	1.4E-4
840	9.8E-4	4.5E-6	8.8E-7	4.2E-6	6.9E-4	1.3E-4
850	9.3E-4	4.3E-6	8.3E-7	3.9E-6	6.6E-4	1.2E-4
860	8.8E-4	4.0E-6	7.8E-7	3.7E-6	6.2E-4	1.2E-4
870	8.3E-4	3.8E-6	7.3E-7	3.5E-6	5.9E-4	1.1E-4
880	7.9E-4	3.6E-6	6.9E-7	3.3E-6	5.6E-4	1.1E-4
890	7.5E-4	3.4E-6	6.5E-7	3.1E-6	5.3E-4	1.0E-4
900	7.1E-4	3.2E-6	6.1E-7	3.0E-6	5.0E-4	9.5E-5
910	6.7E-4	3.1E-6	5.7E-7	2.8E-6	4.8E-4	9.0E-5
920	6.4E-4	2.9E-6	5.4E-7	2.6E-6	4.5E-4	8.5E-5
930	6.0E-4	2.7E-6	5.1E-7	2.5E-6	4.3E-4	8.0E-5
940	5.7E-4	2.6E-6	4.8E-7	2.3E-6	4.1E-4	7.6E-5
950	5.4E-4	2.5E-6	4.5E-7	2.2E-6	3.8E-4	7.2E-5
960	5.1E-4	2.3E-6	4.2E-7	2.1E-6	3.6E-4	6.8E-5
970	4.9E-4	2.2E-6	4.0E-7	2.0E-6	3.5E-4	6.5E-5
980	4.6E-4	2.1E-6	3.8E-7	1.9E-6	3.3E-4	6.1E-5
990	4.4E-4	2.0E-6	3.5E-7	1.8E-6	3.1E-4	5.8E-5
1000	4.1E-4	1.9E-6	3.3E-7	1.7E-6	2.9E-4	5.5E-5
1010	3.9E-4	1.8E-6	3.1E-7	1.6E-6	2.8E-4	5.2E-5
1020	3.7E-4	1.7E-6	3.0E-7	1.5E-6	2.7E-4	4.9E-5
1030	3.5E-4	1.6E-6	2.8E-7	1.4E-6	2.5E-4	4.7E-5
1040	3.4E-4	1.5E-6	2.6E-7	1.3E-6	2.4E-4	4.4E-5
1050	3.2E-4	1.4E-6	2.5E-7	1.3E-6	2.3E-4	4.2E-5
1060	3.0E-4	1.4E-6	2.3E-7	1.2E-6	2.2E-4	4.0E-5
1070	2.9E-4	1.3E-6	2.2E-7	1.1E-6	2.0E-4	3.8E-5
1080	2.7E-4	1.2E-6	2.1E-7	1.1E-6	1.9E-4	3.6E-5
1090	2.6E-4	1.2E-6	2.0E-7	1.0E-6	1.8E-4	3.4E-5
1095	2.5E-4	1.1E-6	1.9E-7	9.8E-7	1.8E-4	3.3E-5
1100	2.4E-4	1.1E-6	1.9E-7	9.6E-7	1.7E-4	3.2E-5
1200	1.5E-4	6.5E-7	1.1E-7	5.6E-7	1.0E-4	1.9E-5
1300	8.7E-5	3.9E-7	6.1E-8	3.3E-7	6.2E-5	1.1E-5
1400	5.2E-5	2.3E-7	3.5E-8	1.9E-7	3.7E-5	6.8E-6
1500	3.1E-5	1.4E-7	2.1E-8	1.1E-7	2.2E-5	4.1E-6
1600	1.9E-5	8.3E-8	1.2E-8	6.9E-8	1.4E-5	2.4E-6
1700	1.1E-5	5.0E-8	7.4E-9	4.1E-8	8.2E-6	1.5E-6
1800	6.9E-6	3.0E-8	4.4E-9	2.5E-8	4.9E-6	8.9E-7
1900	4.1E-6	1.8E-8	2.6E-9	1.5E-8	3.0E-6	5.4E-7
2000	2.5E-6	1.1E-8	1.6E-9	9.0E-9	1.8E-6	3.2E-7
2100	1.5E-6	6.7E-9	9.6E-10	5.5E-9	1.1E-6	2.0E-7
2200	9.2E-7	4.0E-9	5.8E-10	3.3E-9	6.7E-7	1.2E-7
2300	5.6E-7	2.4E-9	3.5E-10	2.0E-9	4.0E-7	7.2E-8
2400	3.4E-7	1.5E-9	2.1E-10	1.2E-9	2.4E-7	4.4E-8
2500	2.0E-7	9.0E-10	1.3E-10	5.4E-10	1.5E-7	2.6E-8
2600	1.2E-7	5.5E-10	-	3.3E-10	9.0E-8	1.6E-8
2700	7.5E-8	3.3E-10	-	2.0E-10	5.4E-8	9.7E-9
2800	4.6E-8	2.0E-10	-	1.2E-10	3.3E-8	5.9E-9
2900	2.8E-8	1.2E-10	-	-	2.0E-8	3.6E-9
3000	1.7E-8	-	-	-	1.2E-8	2.2E-9
3100	1.0E-8	-	-	-	7.4E-9	1.3E-9
3200	6.2E-9	-	-	-	4.5E-9	8.0E-10
3300	3.7E-9	-	-	-	2.7E-9	4.8E-10
3400	2.3E-9	-	-	-	1.6E-9	2.9E-10
3500	1.4E-9	-	-	-	9.1E-10	1.8E-10
3600	8.4E-10	-	-	-	5.5E-10	1.1E-10
3650	6.5E-10	-	-	-	4.3E-10	-
4000	1.1E-10	-	-	-	-	-
