Radionuclide	Mo-93
Route of Intake	Inhalation
Material	Aerosols Type F, Chloride and ammonium molybdate, fA=0.9
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
0.041667	2.9E-1	-	-	3.1E-2	6.5E-2	4.4E-2
0.083333	2.8E-1	-	-	2.3E-2	2.7E-2	7.7E-2
0.125	2.7E-1	-	-	1.7E-2	1.4E-2	9.3E-2
0.25	2.5E-1	-	-	1.2E-2	6.6E-3	1.0E-1
0.375	2.4E-1	-	-	1.1E-2	4.6E-3	1.1E-1
0.5	2.3E-1	-	-	9.9E-3	3.4E-3	1.1E-1
0.625	2.2E-1	-	-	9.2E-3	2.5E-3	1.1E-1
0.75	2.1E-1	-	-	8.7E-3	1.9E-3	1.1E-1
0.875	2.1E-1	-	-	8.1E-3	1.5E-3	1.1E-1
1	2.0E-1	7.4E-2	1.4E-3	7.6E-3	1.2E-3	1.1E-1
1.125	2.0E-1	-	-	7.1E-3	1.0E-3	1.1E-1
1.25	1.9E-1	-	-	6.7E-3	9.0E-4	1.1E-1
1.375	1.9E-1	-	-	6.2E-3	8.0E-4	1.1E-1
1.5	1.9E-1	-	-	5.8E-3	7.2E-4	1.1E-1
1.625	1.8E-1	-	-	5.4E-3	6.6E-4	1.1E-1
1.75	1.8E-1	-	-	5.0E-3	6.2E-4	1.1E-1
1.875	1.8E-1	-	-	4.6E-3	5.9E-4	1.1E-1
2	1.8E-1	2.0E-2	3.4E-3	4.3E-3	5.7E-4	1.1E-1
2.25	1.7E-1	-	-	3.7E-3	5.4E-4	1.1E-1
2.5	1.7E-1	-	-	3.2E-3	5.3E-4	1.1E-1
2.75	1.7E-1	-	-	2.9E-3	5.2E-4	1.1E-1
3	1.7E-1	6.9E-3	2.2E-3	2.6E-3	5.1E-4	1.1E-1
3.25	1.7E-1	-	-	2.3E-3	5.1E-4	1.1E-1
3.5	1.6E-1	-	-	2.2E-3	5.0E-4	1.1E-1
3.75	1.6E-1	-	-	2.0E-3	5.0E-4	1.1E-1
4	1.6E-1	2.9E-3	1.1E-3	2.0E-3	5.0E-4	1.1E-1
4.25	1.6E-1	-	-	1.9E-3	5.0E-4	1.1E-1
4.5	1.6E-1	-	-	1.8E-3	5.0E-4	1.1E-1
4.75	1.6E-1	-	-	1.8E-3	5.0E-4	1.1E-1
5	1.6E-1	1.8E-3	6.9E-4	1.8E-3	5.0E-4	1.1E-1
5.5	1.6E-1	-	-	1.7E-3	5.0E-4	1.1E-1
6	1.6E-1	1.5E-3	5.6E-4	1.7E-3	5.0E-4	1.0E-1
6.5	1.6E-1	-	-	1.7E-3	5.0E-4	1.0E-1
7	1.6E-1	1.5E-3	5.2E-4	1.7E-3	4.9E-4	1.0E-1
7.5	1.6E-1	-	-	1.7E-3	4.9E-4	1.0E-1
8	1.5E-1	1.4E-3	5.0E-4	1.7E-3	4.9E-4	1.0E-1
8.5	1.5E-1	-	-	1.7E-3	4.9E-4	1.0E-1
9	1.5E-1	1.4E-3	4.9E-4	1.7E-3	4.9E-4	9.9E-2
9.5	1.5E-1	-	-	1.7E-3	4.9E-4	9.8E-2
10	1.5E-1	1.4E-3	4.8E-4	1.6E-3	4.9E-4	9.7E-2
11	1.5E-1	1.4E-3	4.8E-4	1.6E-3	4.9E-4	9.6E-2
12	1.5E-1	1.4E-3	4.7E-4	1.6E-3	4.8E-4	9.4E-2
13	1.5E-1	1.4E-3	4.6E-4	1.6E-3	4.8E-4	9.3E-2
14	1.4E-1	1.3E-3	4.5E-4	1.6E-3	4.8E-4	9.1E-2
15	1.4E-1	1.3E-3	4.4E-4	1.6E-3	4.8E-4	8.9E-2
16	1.4E-1	1.3E-3	4.4E-4	1.6E-3	4.7E-4	8.8E-2
17	1.4E-1	1.3E-3	4.3E-4	1.5E-3	4.7E-4	8.6E-2
18	1.4E-1	1.3E-3	4.2E-4	1.5E-3	4.7E-4	8.5E-2
19	1.3E-1	1.3E-3	4.1E-4	1.5E-3	4.7E-4	8.4E-2
20	1.3E-1	1.3E-3	4.1E-4	1.5E-3	4.6E-4	8.2E-2
21	1.3E-1	1.3E-3	4.0E-4	1.5E-3	4.6E-4	8.1E-2
22	1.3E-1	1.2E-3	3.9E-4	1.5E-3	4.6E-4	7.9E-2
23	1.3E-1	1.2E-3	3.9E-4	1.5E-3	4.6E-4	7.8E-2
24	1.3E-1	1.2E-3	3.8E-4	1.4E-3	4.5E-4	7.7E-2
25	1.3E-1	1.2E-3	3.7E-4	1.4E-3	4.5E-4	7.5E-2
26	1.2E-1	1.2E-3	3.7E-4	1.4E-3	4.5E-4	7.4E-2
27	1.2E-1	1.2E-3	3.6E-4	1.4E-3	4.5E-4	7.3E-2
28	1.2E-1	1.2E-3	3.6E-4	1.4E-3	4.4E-4	7.2E-2
29	1.2E-1	1.2E-3	3.5E-4	1.4E-3	4.4E-4	7.1E-2
30	1.2E-1	1.2E-3	3.4E-4	1.4E-3	4.4E-4	6.9E-2
31	1.2E-1	1.1E-3	3.4E-4	1.3E-3	4.3E-4	6.8E-2
32	1.1E-1	1.1E-3	3.3E-4	1.3E-3	4.3E-4	6.7E-2
33	1.1E-1	1.1E-3	3.3E-4	1.3E-3	4.3E-4	6.6E-2
34	1.1E-1	1.1E-3	3.2E-4	1.3E-3	4.2E-4	6.5E-2
35	1.1E-1	1.1E-3	3.2E-4	1.3E-3	4.2E-4	6.4E-2
36	1.1E-1	1.1E-3	3.1E-4	1.3E-3	4.2E-4	6.3E-2
37	1.1E-1	1.1E-3	3.1E-4	1.3E-3	4.2E-4	6.2E-2
38	1.1E-1	1.1E-3	3.0E-4	1.2E-3	4.1E-4	6.1E-2
39	1.0E-1	1.1E-3	3.0E-4	1.2E-3	4.1E-4	5.9E-2
40	1.0E-1	1.0E-3	2.9E-4	1.2E-3	4.1E-4	5.8E-2
41	1.0E-1	1.0E-3	2.9E-4	1.2E-3	4.0E-4	5.8E-2
42	1.0E-1	1.0E-3	2.8E-4	1.2E-3	4.0E-4	5.7E-2
43	1.0E-1	1.0E-3	2.8E-4	1.2E-3	4.0E-4	5.6E-2
44	9.8E-2	1.0E-3	2.7E-4	1.2E-3	3.9E-4	5.5E-2
45	9.7E-2	9.9E-4	2.7E-4	1.2E-3	3.9E-4	5.4E-2
46	9.6E-2	9.8E-4	2.6E-4	1.1E-3	3.9E-4	5.3E-2
47	9.5E-2	9.7E-4	2.6E-4	1.1E-3	3.8E-4	5.2E-2
48	9.3E-2	9.6E-4	2.5E-4	1.1E-3	3.8E-4	5.1E-2
49	9.2E-2	9.5E-4	2.5E-4	1.1E-3	3.8E-4	5.0E-2
50	9.1E-2	9.4E-4	2.4E-4	1.1E-3	3.8E-4	4.9E-2
51	9.0E-2	9.3E-4	2.4E-4	1.1E-3	3.7E-4	4.9E-2
52	8.9E-2	9.2E-4	2.4E-4	1.1E-3	3.7E-4	4.8E-2
53	8.7E-2	9.1E-4	2.3E-4	1.1E-3	3.7E-4	4.7E-2
54	8.6E-2	9.0E-4	2.3E-4	1.1E-3	3.6E-4	4.6E-2
55	8.5E-2	8.9E-4	2.2E-4	1.0E-3	3.6E-4	4.5E-2
56	8.4E-2	8.8E-4	2.2E-4	1.0E-3	3.6E-4	4.5E-2
57	8.3E-2	8.7E-4	2.2E-4	1.0E-3	3.5E-4	4.4E-2
58	8.2E-2	8.6E-4	2.1E-4	1.0E-3	3.5E-4	4.3E-2
59	8.1E-2	8.5E-4	2.1E-4	9.9E-4	3.5E-4	4.2E-2
60	8.0E-2	8.4E-4	2.1E-4	9.8E-4	3.4E-4	4.2E-2
61	7.9E-2	8.3E-4	2.0E-4	9.7E-4	3.4E-4	4.1E-2
62	7.8E-2	8.2E-4	2.0E-4	9.6E-4	3.4E-4	4.0E-2
63	7.7E-2	8.1E-4	2.0E-4	9.5E-4	3.4E-4	4.0E-2
64	7.6E-2	8.0E-4	1.9E-4	9.4E-4	3.3E-4	3.9E-2
65	7.5E-2	7.9E-4	1.9E-4	9.3E-4	3.3E-4	3.8E-2
66	7.4E-2	7.9E-4	1.9E-4	9.2E-4	3.3E-4	3.8E-2
67	7.3E-2	7.8E-4	1.8E-4	9.1E-4	3.2E-4	3.7E-2
68	7.2E-2	7.7E-4	1.8E-4	9.0E-4	3.2E-4	3.6E-2
69	7.1E-2	7.6E-4	1.8E-4	8.9E-4	3.2E-4	3.6E-2
70	7.0E-2	7.5E-4	1.7E-4	8.8E-4	3.1E-4	3.5E-2
71	6.9E-2	7.4E-4	1.7E-4	8.7E-4	3.1E-4	3.5E-2
72	6.8E-2	7.3E-4	1.7E-4	8.6E-4	3.1E-4	3.4E-2
73	6.7E-2	7.3E-4	1.7E-4	8.5E-4	3.1E-4	3.3E-2
74	6.7E-2	7.2E-4	1.6E-4	8.4E-4	3.0E-4	3.3E-2
75	6.6E-2	7.1E-4	1.6E-4	8.3E-4	3.0E-4	3.2E-2
76	6.5E-2	7.0E-4	1.6E-4	8.2E-4	3.0E-4	3.2E-2
77	6.4E-2	6.9E-4	1.5E-4	8.1E-4	2.9E-4	3.1E-2
78	6.3E-2	6.9E-4	1.5E-4	8.0E-4	2.9E-4	3.1E-2
79	6.2E-2	6.8E-4	1.5E-4	7.9E-4	2.9E-4	3.0E-2
80	6.1E-2	6.7E-4	1.5E-4	7.8E-4	2.9E-4	3.0E-2
81	6.1E-2	6.6E-4	1.4E-4	7.7E-4	2.8E-4	2.9E-2
82	6.0E-2	6.5E-4	1.4E-4	7.6E-4	2.8E-4	2.9E-2
83	5.9E-2	6.5E-4	1.4E-4	7.5E-4	2.8E-4	2.8E-2
84	5.8E-2	6.4E-4	1.4E-4	7.5E-4	2.7E-4	2.8E-2
85	5.8E-2	6.3E-4	1.4E-4	7.4E-4	2.7E-4	2.7E-2
86	5.7E-2	6.2E-4	1.3E-4	7.3E-4	2.7E-4	2.7E-2
87	5.6E-2	6.2E-4	1.3E-4	7.2E-4	2.7E-4	2.6E-2
88	5.5E-2	6.1E-4	1.3E-4	7.1E-4	2.6E-4	2.6E-2
89	5.5E-2	6.0E-4	1.3E-4	7.0E-4	2.6E-4	2.5E-2
90	5.4E-2	6.0E-4	1.2E-4	6.9E-4	2.6E-4	2.5E-2
91	5.3E-2	5.9E-4	1.2E-4	6.9E-4	2.6E-4	2.5E-2
92	5.2E-2	5.8E-4	1.2E-4	6.8E-4	2.5E-4	2.4E-2
93	5.2E-2	5.8E-4	1.2E-4	6.7E-4	2.5E-4	2.4E-2
94	5.1E-2	5.7E-4	1.2E-4	6.6E-4	2.5E-4	2.3E-2
95	5.0E-2	5.6E-4	1.1E-4	6.5E-4	2.4E-4	2.3E-2
96	5.0E-2	5.6E-4	1.1E-4	6.5E-4	2.4E-4	2.3E-2
97	4.9E-2	5.5E-4	1.1E-4	6.4E-4	2.4E-4	2.2E-2
98	4.8E-2	5.4E-4	1.1E-4	6.3E-4	2.4E-4	2.2E-2
99	4.8E-2	5.4E-4	1.1E-4	6.2E-4	2.3E-4	2.1E-2
100	4.7E-2	5.3E-4	1.0E-4	6.2E-4	2.3E-4	2.1E-2
110	4.1E-2	4.7E-4	8.8E-5	5.5E-4	2.1E-4	1.8E-2
120	3.6E-2	4.2E-4	7.4E-5	4.8E-4	1.9E-4	1.5E-2
130	3.1E-2	3.7E-4	6.3E-5	4.3E-4	1.7E-4	1.3E-2
140	2.7E-2	3.2E-4	5.3E-5	3.8E-4	1.5E-4	1.1E-2
150	2.4E-2	2.9E-4	4.5E-5	3.3E-4	1.3E-4	9.0E-3
160	2.1E-2	2.5E-4	3.8E-5	2.9E-4	1.2E-4	7.6E-3
170	1.8E-2	2.2E-4	3.2E-5	2.6E-4	1.0E-4	6.4E-3
