Radionuclide	Mo-93
Route of Intake	Inhalation
Material	Aerosols Type F, Chloride and ammonium molybdate, fA=0.9
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
180	1.6E-2	1.9E-4	2.7E-5	2.2E-4	9.2E-5	5.4E-3
190	1.4E-2	1.7E-4	2.3E-5	2.0E-4	8.1E-5	4.6E-3
200	1.2E-2	1.5E-4	1.9E-5	1.7E-4	7.2E-5	3.9E-3
210	1.0E-2	1.3E-4	1.6E-5	1.5E-4	6.3E-5	3.3E-3
220	9.0E-3	1.1E-4	1.4E-5	1.3E-4	5.5E-5	2.7E-3
230	7.8E-3	1.0E-4	1.1E-5	1.2E-4	4.9E-5	2.3E-3
240	6.8E-3	8.7E-5	9.7E-6	1.0E-4	4.3E-5	2.0E-3
250	5.9E-3	7.6E-5	8.2E-6	8.8E-5	3.7E-5	1.6E-3
260	5.1E-3	6.6E-5	6.9E-6	7.6E-5	3.3E-5	1.4E-3
270	4.4E-3	5.8E-5	5.8E-6	6.7E-5	2.9E-5	1.2E-3
280	3.8E-3	5.0E-5	4.9E-6	5.8E-5	2.5E-5	9.9E-4
290	3.3E-3	4.4E-5	4.1E-6	5.0E-5	2.2E-5	8.4E-4
300	2.9E-3	3.8E-5	3.5E-6	4.4E-5	1.9E-5	7.1E-4
310	2.5E-3	3.3E-5	2.9E-6	3.8E-5	1.7E-5	6.0E-4
320	2.2E-3	2.9E-5	2.5E-6	3.3E-5	1.5E-5	5.0E-4
330	1.9E-3	2.5E-5	2.1E-6	2.9E-5	1.3E-5	4.2E-4
340	1.6E-3	2.2E-5	1.8E-6	2.5E-5	1.1E-5	3.6E-4
350	1.4E-3	1.9E-5	1.5E-6	2.2E-5	9.6E-6	3.0E-4
360	1.2E-3	1.6E-5	1.3E-6	1.9E-5	8.4E-6	2.5E-4
365	1.1E-3	1.5E-5	1.2E-6	1.8E-5	7.8E-6	2.3E-4
370	1.0E-3	1.4E-5	1.1E-6	1.6E-5	7.3E-6	2.1E-4
380	9.0E-4	1.2E-5	9.0E-7	1.4E-5	6.3E-6	1.8E-4
390	7.8E-4	1.1E-5	7.6E-7	1.2E-5	5.5E-6	1.5E-4
400	6.7E-4	9.3E-6	6.4E-7	1.1E-5	4.8E-6	1.3E-4
410	5.8E-4	8.0E-6	5.4E-7	9.2E-6	4.1E-6	1.1E-4
420	5.0E-4	7.0E-6	4.5E-7	8.0E-6	3.6E-6	9.2E-5
430	4.3E-4	6.0E-6	3.8E-7	6.9E-6	3.1E-6	7.7E-5
440	3.7E-4	5.2E-6	3.2E-7	6.0E-6	2.7E-6	6.5E-5
450	3.2E-4	4.5E-6	2.7E-7	5.2E-6	2.3E-6	5.5E-5
460	2.8E-4	3.9E-6	2.3E-7	4.5E-6	2.0E-6	4.7E-5
470	2.4E-4	3.4E-6	1.9E-7	3.8E-6	1.8E-6	3.9E-5
480	2.1E-4	2.9E-6	1.6E-7	3.3E-6	1.5E-6	3.3E-5
490	1.8E-4	2.5E-6	1.4E-7	2.9E-6	1.3E-6	2.8E-5
500	1.5E-4	2.2E-6	1.2E-7	2.5E-6	1.1E-6	2.4E-5
510	1.3E-4	1.9E-6	9.8E-8	2.1E-6	9.8E-7	2.0E-5
520	1.1E-4	1.6E-6	8.3E-8	1.9E-6	8.5E-7	1.7E-5
530	9.8E-5	1.4E-6	7.0E-8	1.6E-6	7.3E-7	1.4E-5
540	8.4E-5	1.2E-6	5.9E-8	1.4E-6	6.3E-7	1.2E-5
550	7.2E-5	1.0E-6	5.0E-8	1.2E-6	5.5E-7	1.0E-5
560	6.2E-5	9.0E-7	4.2E-8	1.0E-6	4.7E-7	8.5E-6
570	5.4E-5	7.8E-7	3.5E-8	8.8E-7	4.1E-7	7.2E-6
580	4.6E-5	6.7E-7	3.0E-8	7.6E-7	3.5E-7	6.1E-6
590	4.0E-5	5.8E-7	2.5E-8	6.6E-7	3.0E-7	5.1E-6
600	3.4E-5	5.0E-7	2.1E-8	5.7E-7	2.6E-7	4.3E-6
610	2.9E-5	4.3E-7	1.8E-8	4.9E-7	2.3E-7	3.6E-6
620	2.5E-5	3.7E-7	1.5E-8	4.2E-7	2.0E-7	3.1E-6
630	2.2E-5	3.2E-7	1.3E-8	3.6E-7	1.7E-7	2.6E-6
640	1.9E-5	2.7E-7	1.1E-8	3.1E-7	1.5E-7	2.2E-6
650	1.6E-5	2.4E-7	9.1E-9	2.7E-7	1.3E-7	1.8E-6
660	1.4E-5	2.0E-7	7.7E-9	2.3E-7	1.1E-7	1.6E-6
670	1.2E-5	1.8E-7	6.5E-9	2.0E-7	9.3E-8	1.3E-6
680	1.0E-5	1.5E-7	5.5E-9	1.7E-7	8.0E-8	1.1E-6
690	8.8E-6	1.3E-7	4.6E-9	1.5E-7	6.9E-8	9.4E-7
700	7.6E-6	1.1E-7	3.9E-9	1.3E-7	6.0E-8	7.9E-7
710	6.5E-6	9.6E-8	3.3E-9	1.1E-7	5.1E-8	6.7E-7
720	5.6E-6	8.3E-8	2.8E-9	9.4E-8	4.4E-8	5.6E-7
730	4.8E-6	7.1E-8	2.3E-9	8.1E-8	3.8E-8	4.7E-7
740	4.1E-6	6.1E-8	2.0E-9	7.0E-8	3.3E-8	4.0E-7
750	3.6E-6	5.3E-8	1.7E-9	6.0E-8	2.8E-8	3.4E-7
760	3.1E-6	4.5E-8	1.4E-9	5.2E-8	2.4E-8	2.8E-7
770	2.6E-6	3.9E-8	1.2E-9	4.4E-8	2.1E-8	2.4E-7
780	2.3E-6	3.4E-8	1.0E-9	3.8E-8	1.8E-8	2.0E-7
790	1.9E-6	2.9E-8	8.4E-10	3.3E-8	1.5E-8	1.7E-7
800	1.7E-6	2.5E-8	7.1E-10	2.8E-8	1.3E-8	1.4E-7
810	1.4E-6	2.1E-8	6.0E-10	2.4E-8	1.1E-8	1.2E-7
820	1.2E-6	1.8E-8	5.1E-10	2.1E-8	9.8E-9	1.0E-7
830	1.1E-6	1.6E-8	4.3E-10	1.8E-8	8.5E-9	8.7E-8
840	9.0E-7	1.4E-8	3.6E-10	1.5E-8	7.3E-9	7.3E-8
850	7.8E-7	1.2E-8	3.0E-10	1.3E-8	6.3E-9	6.2E-8
860	6.7E-7	1.0E-8	2.6E-10	1.1E-8	5.4E-9	5.2E-8
870	5.7E-7	8.6E-9	2.2E-10	9.8E-9	4.6E-9	4.4E-8
880	4.9E-7	7.4E-9	1.8E-10	8.1E-9	4.0E-9	3.7E-8
890	4.2E-7	6.3E-9	1.5E-10	7.0E-9	3.4E-9	3.1E-8
900	3.6E-7	5.4E-9	1.3E-10	6.0E-9	2.9E-9	2.6E-8
910	3.1E-7	4.7E-9	1.1E-10	5.2E-9	2.5E-9	2.2E-8
920	2.7E-7	4.0E-9	-	4.4E-9	2.2E-9	1.9E-8
930	2.3E-7	3.4E-9	-	3.8E-9	1.9E-9	1.6E-8
940	2.0E-7	3.0E-9	-	3.3E-9	1.6E-9	1.3E-8
950	1.7E-7	2.5E-9	-	2.8E-9	1.4E-9	1.1E-8
960	1.4E-7	2.2E-9	-	2.4E-9	1.2E-9	9.5E-9
970	1.2E-7	1.9E-9	-	2.1E-9	1.0E-9	8.1E-9
980	1.1E-7	1.6E-9	-	1.8E-9	8.7E-10	6.8E-9
990	9.1E-8	1.4E-9	-	1.5E-9	7.5E-10	5.7E-9
1000	7.8E-8	1.2E-9	-	1.3E-9	6.4E-10	4.8E-9
1010	6.7E-8	1.0E-9	-	1.1E-9	5.5E-10	4.1E-9
1020	5.7E-8	8.7E-10	-	9.7E-10	4.7E-10	3.4E-9
1030	4.9E-8	7.5E-10	-	8.3E-10	4.1E-10	2.9E-9
1040	4.2E-8	6.4E-10	-	7.1E-10	3.5E-10	2.5E-9
1050	3.6E-8	5.5E-10	-	6.1E-10	3.0E-10	2.1E-9
1060	3.1E-8	4.7E-10	-	5.2E-10	2.6E-10	1.7E-9
1070	2.7E-8	4.1E-10	-	4.5E-10	2.2E-10	1.5E-9
1080	2.3E-8	3.5E-10	-	3.9E-10	1.9E-10	1.2E-9
1090	2.0E-8	3.0E-10	-	3.3E-10	1.6E-10	1.1E-9
1095	1.8E-8	2.8E-10	-	3.1E-10	1.5E-10	9.7E-10
1100	1.7E-8	2.6E-10	-	2.8E-10	1.4E-10	8.9E-10
1200	3.6E-9	-	-	-	-	1.6E-10
1300	7.7E-10	-	-	-	-	-
1400	1.6E-10	-	-	-	-	-
