Radionuclide	Mo-93
Route of Intake	Inhalation
Material	Aerosols Type M, Oxide and all unspecified forms, fA=0.18
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
0.041667	9.7E-1	-	-	3.2E-1	1.5E-1	2.4E-3
0.083333	9.6E-1	-	-	3.6E-1	1.3E-1	7.0E-3
0.125	9.5E-1	-	-	3.9E-1	1.2E-1	1.3E-2
0.25	9.2E-1	-	-	4.5E-1	9.6E-2	3.0E-2
0.375	8.9E-1	-	-	4.8E-1	8.7E-2	4.2E-2
0.5	8.6E-1	-	-	5.0E-1	8.2E-2	4.9E-2
0.625	8.3E-1	-	-	5.1E-1	7.8E-2	5.4E-2
0.75	8.0E-1	-	-	5.1E-1	7.5E-2	5.8E-2
0.875	7.6E-1	-	-	5.0E-1	7.2E-2	6.0E-2
1	7.3E-1	3.7E-2	9.0E-2	4.9E-1	7.0E-2	6.2E-2
1.125	6.9E-1	-	-	4.6E-1	6.7E-2	6.4E-2
1.25	6.5E-1	-	-	4.4E-1	6.6E-2	6.5E-2
1.375	6.1E-1	-	-	4.1E-1	6.4E-2	6.6E-2
1.5	5.7E-1	-	-	3.8E-1	6.2E-2	6.6E-2
1.625	5.3E-1	-	-	3.5E-1	6.0E-2	6.7E-2
1.75	5.0E-1	-	-	3.2E-1	5.9E-2	6.7E-2
1.875	4.6E-1	-	-	2.9E-1	5.7E-2	6.7E-2
2	4.3E-1	1.7E-2	2.7E-1	2.6E-1	5.6E-2	6.7E-2
2.25	3.7E-1	-	-	2.0E-1	5.3E-2	6.8E-2
2.5	3.2E-1	-	-	1.6E-1	5.1E-2	6.8E-2
2.75	2.8E-1	-	-	1.2E-1	4.8E-2	6.8E-2
3	2.5E-1	6.8E-3	1.7E-1	9.6E-2	4.6E-2	6.8E-2
3.25	2.2E-1	-	-	7.4E-2	4.4E-2	6.8E-2
3.5	2.0E-1	-	-	5.7E-2	4.2E-2	6.7E-2
3.75	1.9E-1	-	-	4.5E-2	4.0E-2	6.7E-2
4	1.7E-1	3.0E-3	6.8E-2	3.5E-2	3.8E-2	6.7E-2
4.25	1.7E-1	-	-	2.8E-2	3.6E-2	6.7E-2
4.5	1.6E-1	-	-	2.3E-2	3.5E-2	6.7E-2
4.75	1.5E-1	-	-	1.9E-2	3.3E-2	6.7E-2
5	1.5E-1	1.8E-3	2.4E-2	1.6E-2	3.2E-2	6.7E-2
5.5	1.4E-1	-	-	1.3E-2	2.9E-2	6.6E-2
6	1.4E-1	1.5E-3	1.0E-2	1.0E-2	2.6E-2	6.6E-2
6.5	1.3E-1	-	-	9.0E-3	2.4E-2	6.6E-2
7	1.3E-1	1.3E-3	6.1E-3	8.0E-3	2.2E-2	6.5E-2
7.5	1.3E-1	-	-	7.2E-3	2.0E-2	6.5E-2
8	1.2E-1	1.2E-3	4.5E-3	6.6E-3	1.9E-2	6.5E-2
8.5	1.2E-1	-	-	6.0E-3	1.7E-2	6.4E-2
9	1.2E-1	1.2E-3	3.6E-3	5.5E-3	1.6E-2	6.4E-2
9.5	1.2E-1	-	-	5.1E-3	1.5E-2	6.3E-2
10	1.1E-1	1.1E-3	3.0E-3	4.7E-3	1.3E-2	6.3E-2
11	1.1E-1	1.1E-3	2.5E-3	4.0E-3	1.2E-2	6.2E-2
12	1.1E-1	1.0E-3	2.1E-3	3.5E-3	1.0E-2	6.1E-2
13	1.1E-1	1.0E-3	1.7E-3	3.0E-3	8.8E-3	6.0E-2
14	1.0E-1	9.7E-4	1.5E-3	2.6E-3	7.7E-3	5.9E-2
15	1.0E-1	9.4E-4	1.2E-3	2.3E-3	6.9E-3	5.8E-2
16	9.8E-2	9.2E-4	1.1E-3	2.1E-3	6.2E-3	5.7E-2
17	9.7E-2	9.1E-4	9.2E-4	1.9E-3	5.6E-3	5.6E-2
18	9.5E-2	8.9E-4	8.0E-4	1.7E-3	5.1E-3	5.6E-2
19	9.3E-2	8.7E-4	7.0E-4	1.6E-3	4.8E-3	5.5E-2
20	9.2E-2	8.6E-4	6.1E-4	1.4E-3	4.4E-3	5.4E-2
21	9.1E-2	8.5E-4	5.5E-4	1.4E-3	4.2E-3	5.3E-2
22	8.9E-2	8.4E-4	4.9E-4	1.3E-3	4.0E-3	5.2E-2
23	8.8E-2	8.3E-4	4.4E-4	1.2E-3	3.8E-3	5.1E-2
24	8.7E-2	8.2E-4	4.0E-4	1.2E-3	3.6E-3	5.0E-2
25	8.6E-2	8.1E-4	3.7E-4	1.1E-3	3.5E-3	4.9E-2
26	8.4E-2	8.0E-4	3.5E-4	1.1E-3	3.4E-3	4.9E-2
27	8.3E-2	7.9E-4	3.2E-4	1.0E-3	3.3E-3	4.8E-2
28	8.2E-2	7.8E-4	3.0E-4	1.0E-3	3.2E-3	4.7E-2
29	8.1E-2	7.7E-4	2.9E-4	9.7E-4	3.2E-3	4.6E-2
30	8.0E-2	7.6E-4	2.7E-4	9.5E-4	3.1E-3	4.6E-2
31	7.9E-2	7.5E-4	2.6E-4	9.3E-4	3.0E-3	4.5E-2
32	7.8E-2	7.5E-4	2.5E-4	9.1E-4	3.0E-3	4.4E-2
33	7.7E-2	7.4E-4	2.4E-4	9.0E-4	3.0E-3	4.3E-2
34	7.6E-2	7.3E-4	2.3E-4	8.8E-4	2.9E-3	4.3E-2
35	7.5E-2	7.2E-4	2.3E-4	8.7E-4	2.9E-3	4.2E-2
36	7.4E-2	7.2E-4	2.2E-4	8.6E-4	2.9E-3	4.1E-2
37	7.3E-2	7.1E-4	2.1E-4	8.4E-4	2.8E-3	4.0E-2
38	7.2E-2	7.0E-4	2.1E-4	8.3E-4	2.8E-3	4.0E-2
39	7.2E-2	6.9E-4	2.0E-4	8.2E-4	2.8E-3	3.9E-2
40	7.1E-2	6.9E-4	2.0E-4	8.1E-4	2.8E-3	3.8E-2
41	7.0E-2	6.8E-4	2.0E-4	8.0E-4	2.7E-3	3.8E-2
42	6.9E-2	6.7E-4	1.9E-4	7.9E-4	2.7E-3	3.7E-2
43	6.8E-2	6.7E-4	1.9E-4	7.8E-4	2.7E-3	3.7E-2
44	6.7E-2	6.6E-4	1.8E-4	7.8E-4	2.7E-3	3.6E-2
45	6.6E-2	6.5E-4	1.8E-4	7.7E-4	2.7E-3	3.5E-2
46	6.6E-2	6.5E-4	1.8E-4	7.6E-4	2.6E-3	3.5E-2
47	6.5E-2	6.4E-4	1.7E-4	7.5E-4	2.6E-3	3.4E-2
48	6.4E-2	6.3E-4	1.7E-4	7.4E-4	2.6E-3	3.4E-2
49	6.3E-2	6.3E-4	1.7E-4	7.3E-4	2.6E-3	3.3E-2
50	6.2E-2	6.2E-4	1.7E-4	7.3E-4	2.6E-3	3.3E-2
51	6.2E-2	6.1E-4	1.6E-4	7.2E-4	2.5E-3	3.2E-2
52	6.1E-2	6.1E-4	1.6E-4	7.1E-4	2.5E-3	3.1E-2
53	6.0E-2	6.0E-4	1.6E-4	7.0E-4	2.5E-3	3.1E-2
54	5.9E-2	5.9E-4	1.5E-4	6.9E-4	2.5E-3	3.0E-2
55	5.9E-2	5.9E-4	1.5E-4	6.9E-4	2.5E-3	3.0E-2
56	5.8E-2	5.8E-4	1.5E-4	6.8E-4	2.5E-3	2.9E-2
57	5.7E-2	5.7E-4	1.5E-4	6.7E-4	2.4E-3	2.9E-2
58	5.6E-2	5.7E-4	1.4E-4	6.6E-4	2.4E-3	2.8E-2
59	5.6E-2	5.6E-4	1.4E-4	6.6E-4	2.4E-3	2.8E-2
60	5.5E-2	5.6E-4	1.4E-4	6.5E-4	2.4E-3	2.7E-2
61	5.4E-2	5.5E-4	1.4E-4	6.4E-4	2.4E-3	2.7E-2
62	5.4E-2	5.4E-4	1.3E-4	6.4E-4	2.4E-3	2.7E-2
63	5.3E-2	5.4E-4	1.3E-4	6.3E-4	2.3E-3	2.6E-2
64	5.2E-2	5.3E-4	1.3E-4	6.2E-4	2.3E-3	2.6E-2
65	5.2E-2	5.3E-4	1.3E-4	6.2E-4	2.3E-3	2.5E-2
66	5.1E-2	5.2E-4	1.3E-4	6.1E-4	2.3E-3	2.5E-2
67	5.0E-2	5.1E-4	1.2E-4	6.0E-4	2.3E-3	2.4E-2
68	5.0E-2	5.1E-4	1.2E-4	5.9E-4	2.3E-3	2.4E-2
69	4.9E-2	5.0E-4	1.2E-4	5.9E-4	2.2E-3	2.4E-2
70	4.9E-2	5.0E-4	1.2E-4	5.8E-4	2.2E-3	2.3E-2
71	4.8E-2	4.9E-4	1.2E-4	5.8E-4	2.2E-3	2.3E-2
72	4.7E-2	4.9E-4	1.1E-4	5.7E-4	2.2E-3	2.2E-2
73	4.7E-2	4.8E-4	1.1E-4	5.6E-4	2.2E-3	2.2E-2
74	4.6E-2	4.8E-4	1.1E-4	5.6E-4	2.2E-3	2.2E-2
75	4.6E-2	4.7E-4	1.1E-4	5.5E-4	2.2E-3	2.1E-2
76	4.5E-2	4.7E-4	1.1E-4	5.4E-4	2.1E-3	2.1E-2
77	4.4E-2	4.6E-4	1.1E-4	5.4E-4	2.1E-3	2.1E-2
78	4.4E-2	4.6E-4	1.0E-4	5.3E-4	2.1E-3	2.0E-2
79	4.3E-2	4.5E-4	1.0E-4	5.3E-4	2.1E-3	2.0E-2
80	4.3E-2	4.5E-4	1.0E-4	5.2E-4	2.1E-3	2.0E-2
81	4.2E-2	4.4E-4	9.8E-5	5.1E-4	2.1E-3	1.9E-2
82	4.2E-2	4.4E-4	9.7E-5	5.1E-4	2.0E-3	1.9E-2
83	4.1E-2	4.3E-4	9.5E-5	5.0E-4	2.0E-3	1.9E-2
84	4.1E-2	4.3E-4	9.4E-5	5.0E-4	2.0E-3	1.8E-2
85	4.0E-2	4.2E-4	9.2E-5	4.9E-4	2.0E-3	1.8E-2
86	4.0E-2	4.2E-4	9.1E-5	4.8E-4	2.0E-3	1.8E-2
87	3.9E-2	4.1E-4	8.9E-5	4.8E-4	2.0E-3	1.7E-2
88	3.9E-2	4.1E-4	8.8E-5	4.7E-4	2.0E-3	1.7E-2
89	3.8E-2	4.0E-4	8.6E-5	4.7E-4	2.0E-3	1.7E-2
90	3.8E-2	4.0E-4	8.5E-5	4.6E-4	1.9E-3	1.7E-2
91	3.7E-2	3.9E-4	8.3E-5	4.6E-4	1.9E-3	1.6E-2
92	3.7E-2	3.9E-4	8.2E-5	4.5E-4	1.9E-3	1.6E-2
93	3.6E-2	3.8E-4	8.1E-5	4.5E-4	1.9E-3	1.6E-2
94	3.6E-2	3.8E-4	7.9E-5	4.4E-4	1.9E-3	1.6E-2
95	3.5E-2	3.8E-4	7.8E-5	4.4E-4	1.9E-3	1.5E-2
96	3.5E-2	3.7E-4	7.7E-5	4.3E-4	1.9E-3	1.5E-2
97	3.4E-2	3.7E-4	7.6E-5	4.3E-4	1.8E-3	1.5E-2
98	3.4E-2	3.6E-4	7.4E-5	4.2E-4	1.8E-3	1.5E-2
99	3.4E-2	3.6E-4	7.3E-5	4.2E-4	1.8E-3	1.4E-2
100	3.3E-2	3.5E-4	7.2E-5	4.1E-4	1.8E-3	1.4E-2
110	2.9E-2	3.1E-4	6.1E-5	3.7E-4	1.7E-3	1.2E-2
120	2.6E-2	2.8E-4	5.2E-5	3.2E-4	1.6E-3	1.0E-2
130	2.3E-2	2.5E-4	4.4E-5	2.9E-4	1.5E-3	8.5E-3
140	2.0E-2	2.2E-4	3.7E-5	2.5E-4	1.4E-3	7.2E-3
150	1.7E-2	1.9E-4	3.2E-5	2.2E-4	1.3E-3	6.1E-3
160	1.5E-2	1.7E-4	2.7E-5	2.0E-4	1.2E-3	5.2E-3
170	1.3E-2	1.5E-4	2.3E-5	1.7E-4	1.1E-3	4.4E-3
180	1.2E-2	1.3E-4	2.0E-5	1.5E-4	1.0E-3	3.8E-3
190	1.0E-2	1.2E-4	1.7E-5	1.4E-4	9.8E-4	3.2E-3
200	9.2E-3	1.0E-4	1.4E-5	1.2E-4	9.1E-4	2.7E-3
210	8.1E-3	9.1E-5	1.2E-5	1.0E-4	8.5E-4	2.3E-3
220	7.1E-3	8.0E-5	1.1E-5	9.2E-5	8.0E-4	2.0E-3
230	6.3E-3	7.0E-5	9.1E-6	8.1E-5	7.5E-4	1.7E-3
240	5.6E-3	6.2E-5	7.8E-6	7.1E-5	7.0E-4	1.4E-3
250	4.9E-3	5.4E-5	6.7E-6	6.2E-5	6.6E-4	1.2E-3
260	4.3E-3	4.8E-5	5.8E-6	5.5E-5	6.1E-4	1.0E-3
270	3.8E-3	4.2E-5	5.0E-6	4.8E-5	5.8E-4	9.0E-4
280	3.4E-3	3.7E-5	4.3E-6	4.2E-5	5.4E-4	7.7E-4
290	3.0E-3	3.3E-5	3.8E-6	3.7E-5	5.1E-4	6.6E-4
300	2.7E-3	2.9E-5	3.3E-6	3.2E-5	4.7E-4	5.7E-4
310	2.4E-3	2.5E-5	2.8E-6	2.8E-5	4.5E-4	4.9E-4
320	2.1E-3	2.2E-5	2.5E-6	2.5E-5	4.2E-4	4.3E-4
330	1.9E-3	1.9E-5	2.2E-6	2.2E-5	3.9E-4	3.7E-4
340	1.7E-3	1.7E-5	1.9E-6	1.9E-5	3.7E-4	3.2E-4
350	1.5E-3	1.5E-5	1.7E-6	1.7E-5	3.5E-4	2.8E-4
360	1.3E-3	1.3E-5	1.5E-6	1.5E-5	3.3E-4	2.4E-4
365	1.3E-3	1.3E-5	1.4E-6	1.4E-5	3.2E-4	2.3E-4
370	1.2E-3	1.2E-5	1.3E-6	1.3E-5	3.1E-4	2.1E-4
380	1.1E-3	1.0E-5	1.2E-6	1.2E-5	2.9E-4	1.9E-4
390	9.8E-4	9.2E-6	1.0E-6	1.0E-5	2.7E-4	1.7E-4
400	8.8E-4	8.1E-6	9.2E-7	9.0E-6	2.6E-4	1.5E-4
410	8.0E-4	7.2E-6	8.2E-7	8.0E-6	2.4E-4	1.3E-4
420	7.2E-4	6.4E-6	7.4E-7	7.0E-6	2.3E-4	1.1E-4
430	6.6E-4	5.7E-6	6.6E-7	6.2E-6	2.1E-4	1.0E-4
440	6.0E-4	5.1E-6	6.0E-7	5.5E-6	2.0E-4	9.2E-5
450	5.4E-4	4.5E-6	5.4E-7	4.9E-6	1.9E-4	8.2E-5
460	5.0E-4	4.0E-6	4.9E-7	4.4E-6	1.8E-4	7.4E-5
470	4.5E-4	3.6E-6	4.4E-7	3.9E-6	1.7E-4	6.7E-5
480	4.2E-4	3.2E-6	4.0E-7	3.5E-6	1.6E-4	6.0E-5
490	3.8E-4	2.9E-6	3.7E-7	3.1E-6	1.5E-4	5.5E-5
500	3.5E-4	2.6E-6	3.3E-7	2.8E-6	1.4E-4	5.0E-5
510	3.2E-4	2.3E-6	3.1E-7	2.5E-6	1.3E-4	4.6E-5
520	3.0E-4	2.1E-6	2.8E-7	2.2E-6	1.3E-4	4.2E-5
530	2.8E-4	1.9E-6	2.6E-7	2.0E-6	1.2E-4	3.8E-5
540	2.6E-4	1.7E-6	2.4E-7	1.8E-6	1.1E-4	3.5E-5
550	2.4E-4	1.6E-6	2.2E-7	1.6E-6	1.1E-4	3.2E-5
560	2.2E-4	1.4E-6	2.0E-7	1.5E-6	1.0E-4	3.0E-5
570	2.1E-4	1.3E-6	1.9E-7	1.3E-6	9.4E-5	2.8E-5
580	1.9E-4	1.2E-6	1.7E-7	1.2E-6	8.9E-5	2.6E-5
590	1.8E-4	1.1E-6	1.6E-7	1.1E-6	8.4E-5	2.4E-5
600	1.7E-4	9.9E-7	1.5E-7	1.0E-6	7.9E-5	2.2E-5
610	1.6E-4	9.1E-7	1.4E-7	9.1E-7	7.5E-5	2.1E-5
620	1.5E-4	8.4E-7	1.3E-7	8.3E-7	7.1E-5	1.9E-5
630	1.4E-4	7.7E-7	1.2E-7	7.6E-7	6.7E-5	1.8E-5
640	1.3E-4	7.1E-7	1.1E-7	7.0E-7	6.3E-5	1.7E-5
650	1.2E-4	6.6E-7	1.0E-7	6.4E-7	6.0E-5	1.6E-5
660	1.1E-4	6.1E-7	9.8E-8	5.9E-7	5.7E-5	1.5E-5
670	1.1E-4	5.6E-7	9.1E-8	5.4E-7	5.4E-5	1.4E-5
680	1.0E-4	5.2E-7	8.5E-8	5.0E-7	5.1E-5	1.3E-5
690	9.4E-5	4.9E-7	8.0E-8	4.7E-7	4.8E-5	1.2E-5
700	8.8E-5	4.5E-7	7.5E-8	4.3E-7	4.6E-5	1.2E-5
710	8.3E-5	4.2E-7	7.0E-8	4.0E-7	4.3E-5	1.1E-5
720	7.8E-5	4.0E-7	6.6E-8	3.7E-7	4.1E-5	1.0E-5
730	7.4E-5	3.7E-7	6.2E-8	3.5E-7	3.9E-5	9.8E-6
740	7.0E-5	3.5E-7	5.8E-8	3.2E-7	3.7E-5	9.2E-6
750	6.6E-5	3.2E-7	5.4E-8	3.0E-7	3.5E-5	8.7E-6
760	6.2E-5	3.0E-7	5.1E-8	2.8E-7	3.3E-5	8.2E-6
770	5.9E-5	2.9E-7	4.8E-8	2.6E-7	3.1E-5	7.8E-6
780	5.6E-5	2.7E-7	4.5E-8	2.5E-7	2.9E-5	7.3E-6
790	5.3E-5	2.5E-7	4.3E-8	2.3E-7	2.8E-5	6.9E-6
800	5.0E-5	2.4E-7	4.0E-8	2.2E-7	2.6E-5	6.6E-6
810	4.7E-5	2.2E-7	3.8E-8	2.0E-7	2.5E-5	6.2E-6
820	4.5E-5	2.1E-7	3.5E-8	1.9E-7	2.4E-5	5.9E-6
830	4.2E-5	2.0E-7	3.3E-8	1.8E-7	2.3E-5	5.6E-6
840	4.0E-5	1.9E-7	3.1E-8	1.7E-7	2.1E-5	5.3E-6
850	3.8E-5	1.8E-7	3.0E-8	1.6E-7	2.0E-5	5.0E-6
860	3.6E-5	1.7E-7	2.8E-8	1.5E-7	1.9E-5	4.7E-6
870	3.4E-5	1.6E-7	2.6E-8	1.4E-7	1.8E-5	4.5E-6
880	3.2E-5	1.5E-7	2.5E-8	1.3E-7	1.7E-5	4.2E-6
890	3.1E-5	1.4E-7	2.3E-8	1.2E-7	1.6E-5	4.0E-6
900	2.9E-5	1.3E-7	2.2E-8	1.2E-7	1.6E-5	3.8E-6
910	2.7E-5	1.3E-7	2.1E-8	1.1E-7	1.5E-5	3.6E-6
920	2.6E-5	1.2E-7	2.0E-8	1.0E-7	1.4E-5	3.4E-6
930	2.5E-5	1.1E-7	1.9E-8	9.8E-8	1.3E-5	3.2E-6
940	2.3E-5	1.1E-7	1.8E-8	9.3E-8	1.3E-5	3.1E-6
950	2.2E-5	1.0E-7	1.7E-8	8.8E-8	1.2E-5	2.9E-6
960	2.1E-5	9.5E-8	1.6E-8	8.3E-8	1.1E-5	2.8E-6
970	2.0E-5	9.0E-8	1.5E-8	7.8E-8	1.1E-5	2.6E-6
980	1.9E-5	8.6E-8	1.4E-8	7.4E-8	1.0E-5	2.5E-6
990	1.8E-5	8.1E-8	1.3E-8	7.0E-8	9.7E-6	2.4E-6
1000	1.7E-5	7.7E-8	1.2E-8	6.6E-8	9.2E-6	2.2E-6
