Radionuclide	At-205
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Thyroid*	Liver*
0.041667	1.6E-1	5.6E-2	7.8E-3	3.2E-7	4.0E-6
0.083333	3.1E-2	1.3E-2	1.5E-3	2.3E-7	2.1E-6
0.125	6.3E-3	2.9E-3	2.9E-4	1.0E-7	7.1E-7
0.25	5.2E-5	2.9E-5	2.3E-6	3.3E-9	1.2E-8
0.375	4.3E-7	2.8E-7	1.9E-8	-	1.4E-10
0.5	3.6E-9	2.5E-9	1.6E-10	-	-
