Radionuclide	Ba-141
Route of Intake	Inhalation
Material	Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	3.4E-2	2.8E-3	2.6E-2	1.3E-4
0.083333	3.4E-3	3.5E-4	2.6E-3	2.9E-5
0.125	3.5E-4	4.2E-5	2.6E-4	4.6E-6
0.25	3.7E-7	5.9E-8	2.7E-7	9.4E-9
0.375	4.0E-10	-	2.8E-10	-
