Radionuclide	Ba-141
Route of Intake	Inhalation
Material	Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	8.4E-2	2.9E-2	7.7E-3	8.6E-5
0.083333	8.3E-3	3.3E-3	7.2E-4	1.8E-5
0.125	8.5E-4	3.7E-4	7.0E-5	2.9E-6
0.25	8.9E-7	4.7E-7	6.9E-8	6.3E-9
0.375	9.4E-10	5.7E-10	-	-
