Radionuclide	Os-191
Route of Intake	Injection
Material	Injection, fA=1E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.3E-1	-	-	5.3E-2	5.9E-2	1.5E-1
0.083333	8.6E-1	-	-	5.3E-2	5.8E-2	1.5E-1
0.125	8.2E-1	-	-	5.3E-2	5.8E-2	1.5E-1
0.25	7.6E-1	-	-	5.3E-2	5.7E-2	1.4E-1
0.375	7.4E-1	-	-	5.2E-2	5.7E-2	1.4E-1
0.5	7.3E-1	-	-	5.2E-2	5.6E-2	1.4E-1
0.625	7.2E-1	-	-	5.1E-2	5.5E-2	1.4E-1
0.75	7.0E-1	-	-	4.9E-2	5.5E-2	1.4E-1
0.875	6.9E-1	-	-	4.8E-2	5.4E-2	1.4E-1
1	6.8E-1	2.7E-1	7.3E-3	4.6E-2	5.3E-2	1.4E-1
1.125	6.7E-1	-	-	4.4E-2	5.3E-2	1.3E-1
1.25	6.6E-1	-	-	4.2E-2	5.2E-2	1.3E-1
1.375	6.4E-1	-	-	4.0E-2	5.2E-2	1.3E-1
1.5	6.3E-1	-	-	3.8E-2	5.1E-2	1.3E-1
1.625	6.2E-1	-	-	3.6E-2	5.0E-2	1.3E-1
1.75	6.1E-1	-	-	3.4E-2	5.0E-2	1.3E-1
1.875	6.0E-1	-	-	3.2E-2	4.9E-2	1.3E-1
2	5.9E-1	4.2E-2	1.7E-2	3.1E-2	4.9E-2	1.2E-1
2.25	5.7E-1	-	-	2.8E-2	4.8E-2	1.2E-1
2.5	5.5E-1	-	-	2.5E-2	4.7E-2	1.2E-1
2.75	5.4E-1	-	-	2.3E-2	4.6E-2	1.1E-1
3	5.2E-1	3.2E-2	1.2E-2	2.1E-2	4.5E-2	1.1E-1
3.25	5.1E-1	-	-	2.0E-2	4.4E-2	1.1E-1
3.5	4.9E-1	-	-	1.8E-2	4.3E-2	1.1E-1
3.75	4.8E-1	-	-	1.7E-2	4.2E-2	1.0E-1
4	4.6E-1	2.6E-2	7.6E-3	1.6E-2	4.1E-2	9.9E-2
4.25	4.5E-1	-	-	1.6E-2	4.0E-2	9.6E-2
4.5	4.4E-1	-	-	1.5E-2	3.9E-2	9.4E-2
4.75	4.3E-1	-	-	1.4E-2	3.8E-2	9.1E-2
5	4.2E-1	2.2E-2	5.6E-3	1.4E-2	3.8E-2	8.8E-2
5.5	3.9E-1	-	-	1.2E-2	3.6E-2	8.3E-2
6	3.7E-1	1.8E-2	4.6E-3	1.2E-2	3.5E-2	7.8E-2
6.5	3.6E-1	-	-	1.1E-2	3.3E-2	7.4E-2
7	3.4E-1	1.6E-2	3.9E-3	1.0E-2	3.2E-2	7.0E-2
7.5	3.2E-1	-	-	9.4E-3	3.1E-2	6.6E-2
8	3.1E-1	1.4E-2	3.3E-3	8.8E-3	3.0E-2	6.2E-2
8.5	2.9E-1	-	-	8.3E-3	2.8E-2	5.8E-2
9	2.8E-1	1.2E-2	2.9E-3	7.8E-3	2.7E-2	5.5E-2
9.5	2.7E-1	-	-	7.4E-3	2.6E-2	5.2E-2
10	2.5E-1	1.1E-2	2.5E-3	7.0E-3	2.5E-2	4.9E-2
11	2.3E-1	9.3E-3	2.2E-3	6.2E-3	2.3E-2	4.4E-2
12	2.1E-1	8.2E-3	2.0E-3	5.6E-3	2.2E-2	3.9E-2
13	1.9E-1	7.3E-3	1.7E-3	5.0E-3	2.0E-2	3.5E-2
14	1.8E-1	6.4E-3	1.5E-3	4.5E-3	1.9E-2	3.1E-2
15	1.6E-1	5.7E-3	1.3E-3	4.1E-3	1.7E-2	2.8E-2
16	1.5E-1	5.1E-3	1.2E-3	3.7E-3	1.6E-2	2.5E-2
17	1.4E-1	4.5E-3	1.1E-3	3.4E-3	1.5E-2	2.3E-2
18	1.2E-1	4.0E-3	9.3E-4	3.1E-3	1.4E-2	2.1E-2
19	1.1E-1	3.6E-3	8.3E-4	2.8E-3	1.3E-2	1.9E-2
20	1.1E-1	3.2E-3	7.4E-4	2.5E-3	1.2E-2	1.7E-2
21	9.7E-2	2.9E-3	6.6E-4	2.3E-3	1.1E-2	1.5E-2
22	9.0E-2	2.6E-3	5.8E-4	2.1E-3	1.1E-2	1.4E-2
23	8.3E-2	2.3E-3	5.2E-4	1.9E-3	9.9E-3	1.3E-2
24	7.7E-2	2.1E-3	4.6E-4	1.7E-3	9.2E-3	1.2E-2
25	7.1E-2	1.8E-3	4.1E-4	1.6E-3	8.6E-3	1.1E-2
26	6.6E-2	1.7E-3	3.7E-4	1.5E-3	8.1E-3	9.7E-3
27	6.1E-2	1.5E-3	3.3E-4	1.3E-3	7.6E-3	8.9E-3
28	5.7E-2	1.3E-3	3.0E-4	1.2E-3	7.1E-3	8.1E-3
29	5.3E-2	1.2E-3	2.7E-4	1.1E-3	6.7E-3	7.5E-3
30	5.0E-2	1.1E-3	2.4E-4	1.0E-3	6.3E-3	6.9E-3
31	4.6E-2	9.7E-4	2.1E-4	9.5E-4	5.9E-3	6.4E-3
32	4.3E-2	8.7E-4	1.9E-4	8.8E-4	5.6E-3	5.9E-3
33	4.0E-2	7.8E-4	1.7E-4	8.1E-4	5.3E-3	5.4E-3
34	3.8E-2	7.1E-4	1.5E-4	7.5E-4	5.0E-3	5.0E-3
35	3.5E-2	6.4E-4	1.4E-4	6.9E-4	4.7E-3	4.7E-3
36	3.3E-2	5.7E-4	1.2E-4	6.4E-4	4.4E-3	4.3E-3
37	3.1E-2	5.2E-4	1.1E-4	5.9E-4	4.2E-3	4.0E-3
38	2.9E-2	4.7E-4	1.0E-4	5.5E-4	4.0E-3	3.7E-3
39	2.7E-2	4.2E-4	9.1E-5	5.1E-4	3.7E-3	3.5E-3
40	2.5E-2	3.8E-4	8.2E-5	4.7E-4	3.5E-3	3.2E-3
41	2.4E-2	3.5E-4	7.4E-5	4.4E-4	3.4E-3	3.0E-3
42	2.2E-2	3.1E-4	6.7E-5	4.1E-4	3.2E-3	2.8E-3
43	2.1E-2	2.9E-4	6.1E-5	3.8E-4	3.0E-3	2.6E-3
44	2.0E-2	2.6E-4	5.5E-5	3.6E-4	2.9E-3	2.5E-3
45	1.9E-2	2.4E-4	5.0E-5	3.3E-4	2.7E-3	2.3E-3
46	1.8E-2	2.1E-4	4.5E-5	3.1E-4	2.6E-3	2.2E-3
47	1.7E-2	1.9E-4	4.1E-5	2.9E-4	2.4E-3	2.0E-3
48	1.6E-2	1.8E-4	3.7E-5	2.7E-4	2.3E-3	1.9E-3
49	1.5E-2	1.6E-4	3.4E-5	2.5E-4	2.2E-3	1.8E-3
50	1.4E-2	1.5E-4	3.1E-5	2.4E-4	2.1E-3	1.7E-3
51	1.3E-2	1.3E-4	2.8E-5	2.2E-4	2.0E-3	1.6E-3
52	1.2E-2	1.2E-4	2.5E-5	2.1E-4	1.9E-3	1.5E-3
53	1.2E-2	1.1E-4	2.3E-5	2.0E-4	1.8E-3	1.4E-3
54	1.1E-2	1.0E-4	2.1E-5	1.8E-4	1.7E-3	1.3E-3
55	1.1E-2	9.3E-5	1.9E-5	1.7E-4	1.6E-3	1.3E-3
56	1.0E-2	8.5E-5	1.7E-5	1.6E-4	1.6E-3	1.2E-3
57	9.4E-3	7.8E-5	1.6E-5	1.5E-4	1.5E-3	1.1E-3
58	8.9E-3	7.1E-5	1.5E-5	1.4E-4	1.4E-3	1.1E-3
59	8.5E-3	6.5E-5	1.3E-5	1.3E-4	1.3E-3	1.0E-3
60	8.0E-3	6.0E-5	1.2E-5	1.3E-4	1.3E-3	9.5E-4
61	7.6E-3	5.5E-5	1.1E-5	1.2E-4	1.2E-3	8.9E-4
62	7.2E-3	5.0E-5	1.0E-5	1.1E-4	1.2E-3	8.5E-4
63	6.8E-3	4.6E-5	9.4E-6	1.1E-4	1.1E-3	8.0E-4
64	6.5E-3	4.3E-5	8.6E-6	1.0E-4	1.1E-3	7.6E-4
65	6.2E-3	3.9E-5	7.9E-6	9.4E-5	1.0E-3	7.2E-4
66	5.8E-3	3.6E-5	7.2E-6	8.9E-5	9.6E-4	6.8E-4
67	5.5E-3	3.3E-5	6.7E-6	8.4E-5	9.2E-4	6.4E-4
68	5.3E-3	3.1E-5	6.1E-6	8.0E-5	8.7E-4	6.1E-4
69	5.0E-3	2.8E-5	5.6E-6	7.5E-5	8.3E-4	5.8E-4
70	4.7E-3	2.6E-5	5.2E-6	7.1E-5	8.0E-4	5.5E-4
71	4.5E-3	2.4E-5	4.8E-6	6.7E-5	7.6E-4	5.2E-4
72	4.3E-3	2.2E-5	4.4E-6	6.4E-5	7.2E-4	4.9E-4
73	4.1E-3	2.1E-5	4.1E-6	6.0E-5	6.9E-4	4.7E-4
74	3.9E-3	1.9E-5	3.8E-6	5.7E-5	6.6E-4	4.4E-4
75	3.7E-3	1.8E-5	3.5E-6	5.4E-5	6.3E-4	4.2E-4
76	3.5E-3	1.6E-5	3.2E-6	5.1E-5	6.0E-4	4.0E-4
77	3.3E-3	1.5E-5	3.0E-6	4.8E-5	5.7E-4	3.8E-4
78	3.2E-3	1.4E-5	2.7E-6	4.6E-5	5.5E-4	3.6E-4
79	3.0E-3	1.3E-5	2.5E-6	4.4E-5	5.2E-4	3.4E-4
80	2.9E-3	1.2E-5	2.4E-6	4.1E-5	5.0E-4	3.3E-4
81	2.7E-3	1.1E-5	2.2E-6	3.9E-5	4.8E-4	3.1E-4
82	2.6E-3	1.0E-5	2.0E-6	3.7E-5	4.6E-4	2.9E-4
83	2.5E-3	9.7E-6	1.9E-6	3.5E-5	4.4E-4	2.8E-4
84	2.3E-3	9.1E-6	1.8E-6	3.3E-5	4.2E-4	2.7E-4
85	2.2E-3	8.4E-6	1.6E-6	3.2E-5	4.0E-4	2.5E-4
86	2.1E-3	7.9E-6	1.5E-6	3.0E-5	3.8E-4	2.4E-4
87	2.0E-3	7.3E-6	1.4E-6	2.9E-5	3.6E-4	2.3E-4
88	1.9E-3	6.8E-6	1.3E-6	2.7E-5	3.5E-4	2.2E-4
89	1.8E-3	6.4E-6	1.2E-6	2.6E-5	3.3E-4	2.1E-4
90	1.7E-3	6.0E-6	1.1E-6	2.4E-5	3.2E-4	2.0E-4
91	1.7E-3	5.6E-6	1.1E-6	2.3E-5	3.0E-4	1.9E-4
92	1.6E-3	5.2E-6	9.9E-7	2.2E-5	2.9E-4	1.8E-4
93	1.5E-3	4.8E-6	9.2E-7	2.1E-5	2.8E-4	1.7E-4
94	1.4E-3	4.5E-6	8.6E-7	2.0E-5	2.6E-4	1.6E-4
95	1.4E-3	4.2E-6	8.0E-7	1.9E-5	2.5E-4	1.5E-4
96	1.3E-3	4.0E-6	7.5E-7	1.8E-5	2.4E-4	1.5E-4
