Radionuclide	Bi-213
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-2
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	3.9E-1	1.3E-1	6.0E-2	1.3E-4	5.9E-4
0.083333	1.5E-1	5.9E-2	2.0E-2	1.0E-4	5.4E-4
0.125	6.1E-2	2.6E-2	7.0E-3	6.6E-5	3.5E-4
0.25	3.9E-3	2.0E-3	3.4E-4	8.7E-6	4.9E-5
0.375	2.4E-4	1.4E-4	1.8E-5	8.0E-7	4.5E-6
0.5	1.5E-5	9.9E-6	1.0E-6	6.3E-8	3.6E-7
0.625	9.5E-7	6.6E-7	5.6E-8	4.7E-9	2.6E-8
0.75	5.9E-8	4.3E-8	3.1E-9	3.4E-10	1.9E-9
0.875	3.7E-9	2.8E-9	1.7E-10	-	1.3E-10
1	2.3E-10	1.7E-10	-	-	-
