Radionuclide	Pm-141
Route of Intake	Injection
Material	Injection, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.4E-1	4.0E-3	2.8E-2	3.6E-2
0.083333	1.8E-2	3.5E-4	4.4E-3	5.7E-3
0.125	2.5E-3	4.1E-5	6.4E-4	8.2E-4
0.25	6.2E-6	9.8E-8	1.7E-6	2.2E-6
0.375	1.6E-8	2.4E-10	4.6E-9	5.9E-9
