Radionuclide	I-133
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Liver*
0.041667	7.8E-1	-	-	2.7E-1	7.3E-2	9.4E-6	1.5E-5
0.083333	7.5E-1	-	-	2.9E-1	6.7E-2	3.4E-5	3.3E-5
0.125	7.1E-1	-	-	3.1E-1	6.2E-2	7.2E-5	5.0E-5
0.25	6.2E-1	-	-	3.3E-1	5.3E-2	2.3E-4	7.5E-5
0.375	5.5E-1	-	-	3.4E-1	4.7E-2	4.0E-4	7.5E-5
0.5	4.8E-1	-	-	3.2E-1	4.2E-2	5.4E-4	6.5E-5
0.625	4.2E-1	-	-	3.0E-1	3.8E-2	6.3E-4	5.3E-5
0.75	3.7E-1	-	-	2.8E-1	3.4E-2	6.9E-4	4.1E-5
0.875	3.2E-1	-	-	2.5E-1	3.1E-2	7.1E-4	3.2E-5
1	2.7E-1	1.5E-3	3.8E-2	2.2E-1	2.8E-2	7.1E-4	2.4E-5
1.125	2.3E-1	-	-	1.9E-1	2.5E-2	6.9E-4	1.8E-5
1.25	2.0E-1	-	-	1.6E-1	2.3E-2	6.6E-4	1.3E-5
1.375	1.7E-1	-	-	1.4E-1	2.0E-2	6.2E-4	1.0E-5
1.5	1.4E-1	-	-	1.2E-1	1.8E-2	5.8E-4	7.6E-6
1.625	1.2E-1	-	-	9.6E-2	1.7E-2	5.4E-4	5.9E-6
1.75	9.8E-2	-	-	7.9E-2	1.5E-2	5.0E-4	4.6E-6
1.875	8.1E-2	-	-	6.5E-2	1.3E-2	4.5E-4	3.6E-6
2	6.7E-2	2.7E-4	5.4E-2	5.2E-2	1.2E-2	4.2E-4	2.9E-6
2.25	4.5E-2	-	-	3.4E-2	9.9E-3	3.5E-4	2.1E-6
2.5	3.0E-2	-	-	2.2E-2	8.0E-3	2.9E-4	1.6E-6
2.75	2.0E-2	-	-	1.3E-2	6.5E-3	2.3E-4	1.3E-6
3	1.4E-2	1.9E-5	1.6E-2	8.3E-3	5.3E-3	1.9E-4	1.1E-6
3.25	9.6E-3	-	-	5.0E-3	4.3E-3	1.6E-4	9.0E-7
3.5	6.7E-3	-	-	3.0E-3	3.5E-3	1.3E-4	7.8E-7
3.75	4.8E-3	-	-	1.8E-3	2.9E-3	1.1E-4	6.7E-7
4	3.5E-3	1.6E-6	2.7E-3	1.1E-3	2.3E-3	8.7E-5	5.8E-7
4.25	2.6E-3	-	-	6.4E-4	1.9E-3	7.1E-5	5.0E-7
4.5	2.0E-3	-	-	3.8E-4	1.6E-3	5.8E-5	4.3E-7
4.75	1.6E-3	-	-	2.3E-4	1.3E-3	4.7E-5	3.7E-7
5	1.2E-3	3.1E-7	3.6E-4	1.4E-4	1.0E-3	3.9E-5	3.1E-7
5.5	7.8E-4	-	-	5.4E-5	6.9E-4	2.6E-5	2.3E-7
6	5.0E-4	1.1E-7	4.6E-5	2.3E-5	4.6E-4	1.7E-5	1.6E-7
6.5	3.3E-4	-	-	1.1E-5	3.1E-4	1.2E-5	1.2E-7
7	2.2E-4	4.7E-8	7.1E-6	5.8E-6	2.0E-4	7.7E-6	8.2E-8
7.5	1.5E-4	-	-	3.2E-6	1.4E-4	5.2E-6	5.8E-8
8	9.7E-5	2.0E-8	1.6E-6	1.9E-6	9.1E-5	3.5E-6	4.0E-8
8.5	6.5E-5	-	-	1.2E-6	6.1E-5	2.3E-6	2.8E-8
9	4.3E-5	9.0E-9	5.2E-7	7.1E-7	4.0E-5	1.5E-6	2.0E-8
9.5	2.9E-5	-	-	4.3E-7	2.7E-5	1.0E-6	1.4E-8
10	1.9E-5	4.0E-9	1.9E-7	2.7E-7	1.8E-5	6.9E-7	9.4E-9
11	8.5E-6	1.8E-9	7.2E-8	1.0E-7	8.0E-6	3.1E-7	4.4E-9
12	3.8E-6	7.9E-10	2.8E-8	4.0E-8	3.6E-6	1.4E-7	2.1E-9
13	1.7E-6	3.6E-10	1.1E-8	1.6E-8	1.6E-6	6.2E-8	9.7E-10
14	7.6E-7	1.6E-10	4.2E-9	6.3E-9	7.2E-7	2.8E-8	4.5E-10
15	3.4E-7	-	1.7E-9	2.5E-9	3.2E-7	1.2E-8	2.1E-10
16	1.5E-7	-	6.6E-10	1.0E-9	1.4E-7	5.5E-9	-
17	6.8E-8	-	2.7E-10	4.1E-10	6.4E-8	2.5E-9	-
18	3.0E-8	-	1.1E-10	1.7E-10	2.9E-8	1.1E-9	-
19	1.4E-8	-	-	-	1.3E-8	4.9E-10	-
20	6.1E-9	-	-	-	5.8E-9	2.2E-10	-
21	2.7E-9	-	-	-	2.6E-9	-	-
22	1.2E-9	-	-	-	1.2E-9	-	-
23	5.5E-10	-	-	-	5.2E-10	-	-
24	2.5E-10	-	-	-	2.3E-10	-	-
25	1.1E-10	-	-	-	1.0E-10	-	-
