Radionuclide	Mo-91
Route of Intake	Inhalation
Material	Aerosols Type F, Chloride and ammonium molybdate, fA=0.9
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	6.0E-2	4.7E-3	1.6E-2	1.0E-2
0.083333	3.8E-3	2.4E-4	4.4E-4	1.2E-3
0.125	2.5E-4	1.3E-5	1.5E-5	1.0E-4
0.25	7.3E-8	2.7E-9	2.1E-9	3.5E-8
