Radionuclide	Mo-91
Route of Intake	Inhalation
Material	Aerosols Type M, Oxide and all unspecified forms, fA=0.18
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	2.0E-2	2.9E-3	1.2E-2	9.3E-5
0.083333	1.3E-3	2.2E-4	8.1E-4	1.6E-5
0.125	9.2E-5	1.6E-5	5.4E-5	1.8E-6
0.25	2.9E-8	5.8E-9	1.6E-8	1.1E-9
