Radionuclide	Mo-91
Route of Intake	Inhalation
Material	Aerosols Type S, fA=9E-3
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	3.5E-2	9.9E-3	9.0E-3	4.8E-6
0.083333	2.3E-3	7.5E-4	5.9E-4	8.8E-7
0.125	1.6E-4	5.6E-5	4.0E-5	1.1E-7
0.25	4.9E-8	2.1E-8	1.2E-8	-
