Radionuclide	Po-210
Route of Intake	Injection
Material	Injection, fA=0.1
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.0E+0	-	-	1.2E-2	5.0E-2	2.8E-1
0.083333	1.0E+0	-	-	1.2E-2	5.0E-2	2.9E-1
0.125	1.0E+0	-	-	1.3E-2	5.0E-2	2.9E-1
0.25	9.9E-1	-	-	1.5E-2	4.9E-2	2.8E-1
0.375	9.9E-1	-	-	1.7E-2	4.9E-2	2.8E-1
0.5	9.8E-1	-	-	1.9E-2	4.9E-2	2.8E-1
0.625	9.8E-1	-	-	2.1E-2	4.9E-2	2.8E-1
0.75	9.7E-1	-	-	2.3E-2	4.9E-2	2.8E-1
0.875	9.6E-1	-	-	2.5E-2	4.9E-2	2.8E-1
1	9.6E-1	3.5E-2	1.2E-3	2.6E-2	4.9E-2	2.7E-1
1.125	9.5E-1	-	-	2.8E-2	4.9E-2	2.7E-1
1.25	9.5E-1	-	-	2.9E-2	4.9E-2	2.7E-1
1.375	9.4E-1	-	-	3.0E-2	4.9E-2	2.7E-1
1.5	9.4E-1	-	-	3.1E-2	4.9E-2	2.7E-1
1.625	9.3E-1	-	-	3.2E-2	4.9E-2	2.7E-1
1.75	9.2E-1	-	-	3.2E-2	4.9E-2	2.6E-1
1.875	9.2E-1	-	-	3.3E-2	4.8E-2	2.6E-1
2	9.1E-1	3.3E-2	8.2E-3	3.3E-2	4.8E-2	2.6E-1
2.25	9.0E-1	-	-	3.4E-2	4.8E-2	2.6E-1
2.5	8.9E-1	-	-	3.4E-2	4.8E-2	2.6E-1
2.75	8.8E-1	-	-	3.4E-2	4.8E-2	2.5E-1
3	8.7E-1	2.8E-2	1.3E-2	3.4E-2	4.8E-2	2.5E-1
3.25	8.6E-1	-	-	3.4E-2	4.8E-2	2.5E-1
3.5	8.4E-1	-	-	3.4E-2	4.7E-2	2.4E-1
3.75	8.3E-1	-	-	3.4E-2	4.7E-2	2.4E-1
4	8.2E-1	2.4E-2	1.5E-2	3.3E-2	4.7E-2	2.4E-1
4.25	8.1E-1	-	-	3.3E-2	4.7E-2	2.4E-1
4.5	8.0E-1	-	-	3.2E-2	4.7E-2	2.3E-1
4.75	7.9E-1	-	-	3.2E-2	4.7E-2	2.3E-1
5	7.8E-1	2.0E-2	1.4E-2	3.2E-2	4.6E-2	2.3E-1
5.5	7.7E-1	-	-	3.1E-2	4.6E-2	2.2E-1
6	7.5E-1	1.7E-2	1.3E-2	3.0E-2	4.6E-2	2.2E-1
6.5	7.3E-1	-	-	2.9E-2	4.5E-2	2.1E-1
7	7.2E-1	1.5E-2	1.3E-2	2.9E-2	4.5E-2	2.1E-1
7.5	7.0E-1	-	-	2.8E-2	4.5E-2	2.1E-1
8	6.9E-1	1.3E-2	1.2E-2	2.7E-2	4.5E-2	2.0E-1
8.5	6.8E-1	-	-	2.7E-2	4.4E-2	2.0E-1
9	6.6E-1	1.1E-2	1.1E-2	2.6E-2	4.4E-2	1.9E-1
9.5	6.5E-1	-	-	2.6E-2	4.4E-2	1.9E-1
10	6.4E-1	9.7E-3	1.1E-2	2.5E-2	4.3E-2	1.9E-1
11	6.2E-1	8.4E-3	1.0E-2	2.4E-2	4.3E-2	1.8E-1
12	6.0E-1	7.4E-3	9.8E-3	2.3E-2	4.2E-2	1.7E-1
13	5.8E-1	6.5E-3	9.3E-3	2.2E-2	4.1E-2	1.7E-1
14	5.6E-1	5.8E-3	8.9E-3	2.1E-2	4.1E-2	1.6E-1
15	5.4E-1	5.1E-3	8.5E-3	2.0E-2	4.0E-2	1.6E-1
16	5.3E-1	4.6E-3	8.2E-3	2.0E-2	3.9E-2	1.5E-1
17	5.1E-1	4.1E-3	7.8E-3	1.9E-2	3.9E-2	1.5E-1
18	5.0E-1	3.7E-3	7.5E-3	1.8E-2	3.8E-2	1.4E-1
19	4.8E-1	3.4E-3	7.2E-3	1.8E-2	3.8E-2	1.4E-1
20	4.7E-1	3.1E-3	7.0E-3	1.7E-2	3.7E-2	1.3E-1
21	4.6E-1	2.8E-3	6.7E-3	1.6E-2	3.6E-2	1.3E-1
22	4.5E-1	2.6E-3	6.5E-3	1.6E-2	3.6E-2	1.2E-1
23	4.3E-1	2.4E-3	6.2E-3	1.5E-2	3.5E-2	1.2E-1
24	4.2E-1	2.3E-3	6.0E-3	1.5E-2	3.5E-2	1.2E-1
25	4.1E-1	2.1E-3	5.8E-3	1.4E-2	3.4E-2	1.1E-1
26	4.0E-1	2.0E-3	5.6E-3	1.4E-2	3.3E-2	1.1E-1
27	3.9E-1	1.9E-3	5.4E-3	1.3E-2	3.3E-2	1.1E-1
28	3.8E-1	1.8E-3	5.3E-3	1.3E-2	3.2E-2	1.0E-1
29	3.7E-1	1.7E-3	5.1E-3	1.3E-2	3.2E-2	1.0E-1
30	3.7E-1	1.6E-3	4.9E-3	1.2E-2	3.1E-2	9.7E-2
31	3.6E-1	1.5E-3	4.8E-3	1.2E-2	3.1E-2	9.4E-2
32	3.5E-1	1.5E-3	4.6E-3	1.2E-2	3.0E-2	9.1E-2
33	3.4E-1	1.4E-3	4.5E-3	1.1E-2	3.0E-2	8.8E-2
34	3.3E-1	1.4E-3	4.3E-3	1.1E-2	2.9E-2	8.6E-2
35	3.2E-1	1.3E-3	4.2E-3	1.1E-2	2.9E-2	8.3E-2
36	3.2E-1	1.3E-3	4.1E-3	1.0E-2	2.8E-2	8.1E-2
37	3.1E-1	1.2E-3	4.0E-3	9.9E-3	2.8E-2	7.8E-2
38	3.0E-1	1.2E-3	3.8E-3	9.6E-3	2.7E-2	7.6E-2
39	3.0E-1	1.1E-3	3.7E-3	9.4E-3	2.7E-2	7.4E-2
40	2.9E-1	1.1E-3	3.6E-3	9.1E-3	2.6E-2	7.2E-2
41	2.8E-1	1.1E-3	3.5E-3	8.8E-3	2.6E-2	7.0E-2
42	2.8E-1	1.0E-3	3.4E-3	8.6E-3	2.5E-2	6.8E-2
43	2.7E-1	9.9E-4	3.3E-3	8.3E-3	2.5E-2	6.6E-2
44	2.6E-1	9.6E-4	3.2E-3	8.1E-3	2.4E-2	6.4E-2
45	2.6E-1	9.3E-4	3.1E-3	7.9E-3	2.4E-2	6.2E-2
46	2.5E-1	9.0E-4	3.0E-3	7.7E-3	2.3E-2	6.0E-2
47	2.5E-1	8.8E-4	3.0E-3	7.4E-3	2.3E-2	5.9E-2
48	2.4E-1	8.5E-4	2.9E-3	7.2E-3	2.3E-2	5.7E-2
49	2.4E-1	8.3E-4	2.8E-3	7.0E-3	2.2E-2	5.6E-2
50	2.3E-1	8.0E-4	2.7E-3	6.8E-3	2.2E-2	5.4E-2
51	2.3E-1	7.8E-4	2.6E-3	6.6E-3	2.1E-2	5.3E-2
52	2.2E-1	7.6E-4	2.6E-3	6.5E-3	2.1E-2	5.1E-2
53	2.2E-1	7.4E-4	2.5E-3	6.3E-3	2.1E-2	5.0E-2
54	2.1E-1	7.2E-4	2.4E-3	6.1E-3	2.0E-2	4.8E-2
55	2.1E-1	7.0E-4	2.4E-3	5.9E-3	2.0E-2	4.7E-2
56	2.0E-1	6.8E-4	2.3E-3	5.8E-3	1.9E-2	4.6E-2
57	2.0E-1	6.6E-4	2.2E-3	5.6E-3	1.9E-2	4.4E-2
58	2.0E-1	6.4E-4	2.2E-3	5.5E-3	1.9E-2	4.3E-2
59	1.9E-1	6.3E-4	2.1E-3	5.3E-3	1.8E-2	4.2E-2
60	1.9E-1	6.1E-4	2.1E-3	5.2E-3	1.8E-2	4.1E-2
61	1.8E-1	5.9E-4	2.0E-3	5.0E-3	1.8E-2	4.0E-2
62	1.8E-1	5.8E-4	1.9E-3	4.9E-3	1.7E-2	3.9E-2
63	1.8E-1	5.6E-4	1.9E-3	4.8E-3	1.7E-2	3.8E-2
64	1.7E-1	5.5E-4	1.8E-3	4.6E-3	1.7E-2	3.7E-2
65	1.7E-1	5.3E-4	1.8E-3	4.5E-3	1.6E-2	3.6E-2
66	1.7E-1	5.2E-4	1.7E-3	4.4E-3	1.6E-2	3.5E-2
67	1.6E-1	5.0E-4	1.7E-3	4.3E-3	1.6E-2	3.4E-2
68	1.6E-1	4.9E-4	1.7E-3	4.2E-3	1.5E-2	3.3E-2
69	1.6E-1	4.8E-4	1.6E-3	4.1E-3	1.5E-2	3.2E-2
70	1.5E-1	4.7E-4	1.6E-3	4.0E-3	1.5E-2	3.1E-2
71	1.5E-1	4.5E-4	1.5E-3	3.9E-3	1.5E-2	3.1E-2
72	1.5E-1	4.4E-4	1.5E-3	3.8E-3	1.4E-2	3.0E-2
73	1.4E-1	4.3E-4	1.5E-3	3.7E-3	1.4E-2	2.9E-2
74	1.4E-1	4.2E-4	1.4E-3	3.6E-3	1.4E-2	2.8E-2
75	1.4E-1	4.1E-4	1.4E-3	3.5E-3	1.3E-2	2.7E-2
76	1.3E-1	4.0E-4	1.3E-3	3.4E-3	1.3E-2	2.7E-2
77	1.3E-1	3.9E-4	1.3E-3	3.3E-3	1.3E-2	2.6E-2
78	1.3E-1	3.8E-4	1.3E-3	3.2E-3	1.3E-2	2.5E-2
79	1.3E-1	3.7E-4	1.2E-3	3.1E-3	1.2E-2	2.5E-2
80	1.2E-1	3.6E-4	1.2E-3	3.1E-3	1.2E-2	2.4E-2
81	1.2E-1	3.5E-4	1.2E-3	3.0E-3	1.2E-2	2.4E-2
82	1.2E-1	3.4E-4	1.2E-3	2.9E-3	1.2E-2	2.3E-2
83	1.2E-1	3.3E-4	1.1E-3	2.8E-3	1.2E-2	2.2E-2
84	1.1E-1	3.3E-4	1.1E-3	2.8E-3	1.1E-2	2.2E-2
85	1.1E-1	3.2E-4	1.1E-3	2.7E-3	1.1E-2	2.1E-2
86	1.1E-1	3.1E-4	1.0E-3	2.6E-3	1.1E-2	2.1E-2
87	1.1E-1	3.0E-4	1.0E-3	2.6E-3	1.1E-2	2.0E-2
88	1.1E-1	2.9E-4	9.9E-4	2.5E-3	1.0E-2	2.0E-2
89	1.0E-1	2.9E-4	9.7E-4	2.4E-3	1.0E-2	1.9E-2
90	1.0E-1	2.8E-4	9.4E-4	2.4E-3	1.0E-2	1.9E-2
91	1.0E-1	2.7E-4	9.2E-4	2.3E-3	9.8E-3	1.8E-2
92	9.8E-2	2.7E-4	9.0E-4	2.3E-3	9.6E-3	1.8E-2
93	9.6E-2	2.6E-4	8.8E-4	2.2E-3	9.4E-3	1.7E-2
94	9.4E-2	2.5E-4	8.5E-4	2.2E-3	9.3E-3	1.7E-2
95	9.3E-2	2.5E-4	8.3E-4	2.1E-3	9.1E-3	1.7E-2
96	9.1E-2	2.4E-4	8.1E-4	2.0E-3	8.9E-3	1.6E-2
97	8.9E-2	2.4E-4	7.9E-4	2.0E-3	8.7E-3	1.6E-2
98	8.7E-2	2.3E-4	7.7E-4	2.0E-3	8.6E-3	1.5E-2
99	8.6E-2	2.3E-4	7.6E-4	1.9E-3	8.4E-3	1.5E-2
100	8.4E-2	2.2E-4	7.4E-4	1.9E-3	8.2E-3	1.5E-2
110	7.0E-2	1.7E-4	5.8E-4	1.5E-3	6.7E-3	1.2E-2
120	5.8E-2	1.4E-4	4.6E-4	1.2E-3	5.5E-3	9.2E-3
130	4.8E-2	1.1E-4	3.7E-4	9.3E-4	4.5E-3	7.4E-3
140	4.0E-2	9.0E-5	3.0E-4	7.5E-4	3.7E-3	5.9E-3
150	3.4E-2	7.3E-5	2.4E-4	6.1E-4	3.0E-3	4.8E-3
160	2.8E-2	5.9E-5	2.0E-4	4.9E-4	2.5E-3	3.9E-3
170	2.4E-2	4.8E-5	1.6E-4	4.0E-4	2.0E-3	3.2E-3
180	2.0E-2	4.0E-5	1.3E-4	3.3E-4	1.7E-3	2.6E-3
190	1.7E-2	3.3E-5	1.1E-4	2.7E-4	1.4E-3	2.1E-3
200	1.4E-2	2.7E-5	8.9E-5	2.3E-4	1.1E-3	1.8E-3
210	1.2E-2	2.3E-5	7.4E-5	1.9E-4	9.4E-4	1.5E-3
220	1.0E-2	1.9E-5	6.2E-5	1.6E-4	7.7E-4	1.2E-3
230	8.4E-3	1.6E-5	5.1E-5	1.3E-4	6.4E-4	1.0E-3
240	7.1E-3	1.3E-5	4.3E-5	1.1E-4	5.3E-4	8.5E-4
250	6.0E-3	1.1E-5	3.6E-5	9.0E-5	4.4E-4	7.1E-4
260	5.1E-3	9.2E-6	3.0E-5	7.6E-5	3.6E-4	6.0E-4
270	4.3E-3	7.7E-6	2.5E-5	6.3E-5	3.0E-4	5.0E-4
280	3.6E-3	6.5E-6	2.1E-5	5.3E-5	2.5E-4	4.2E-4
290	3.1E-3	5.4E-6	1.8E-5	4.5E-5	2.1E-4	3.5E-4
300	2.6E-3	4.6E-6	1.5E-5	3.8E-5	1.8E-4	3.0E-4
310	2.2E-3	3.9E-6	1.3E-5	3.2E-5	1.5E-4	2.5E-4
320	1.9E-3	3.3E-6	1.1E-5	2.7E-5	1.2E-4	2.1E-4
330	1.6E-3	2.7E-6	9.0E-6	2.3E-5	1.0E-4	1.8E-4
340	1.3E-3	2.3E-6	7.6E-6	1.9E-5	8.6E-5	1.5E-4
350	1.1E-3	2.0E-6	6.4E-6	1.6E-5	7.2E-5	1.3E-4
360	9.7E-4	1.7E-6	5.4E-6	1.4E-5	6.1E-5	1.1E-4
365	8.9E-4	1.5E-6	5.0E-6	1.3E-5	5.6E-5	9.8E-5
370	8.2E-4	1.4E-6	4.6E-6	1.2E-5	5.1E-5	9.1E-5
380	6.9E-4	1.2E-6	3.9E-6	9.7E-6	4.3E-5	7.7E-5
390	5.9E-4	1.0E-6	3.3E-6	8.2E-6	3.6E-5	6.5E-5
400	5.0E-4	8.5E-7	2.8E-6	7.0E-6	3.0E-5	5.5E-5
410	4.2E-4	7.2E-7	2.3E-6	5.9E-6	2.6E-5	4.6E-5
420	3.6E-4	6.1E-7	2.0E-6	5.0E-6	2.2E-5	3.9E-5
430	3.0E-4	5.1E-7	1.7E-6	4.2E-6	1.8E-5	3.3E-5
440	2.6E-4	4.4E-7	1.4E-6	3.6E-6	1.5E-5	2.8E-5
450	2.2E-4	3.7E-7	1.2E-6	3.0E-6	1.3E-5	2.4E-5
460	1.9E-4	3.1E-7	1.0E-6	2.6E-6	1.1E-5	2.0E-5
470	1.6E-4	2.6E-7	8.6E-7	2.2E-6	9.2E-6	1.7E-5
480	1.3E-4	2.2E-7	7.3E-7	1.8E-6	7.8E-6	1.5E-5
490	1.1E-4	1.9E-7	6.2E-7	1.6E-6	6.6E-6	1.2E-5
500	9.6E-5	1.6E-7	5.3E-7	1.3E-6	5.6E-6	1.0E-5
510	8.2E-5	1.4E-7	4.5E-7	1.1E-6	4.7E-6	8.8E-6
520	6.9E-5	1.2E-7	3.8E-7	9.5E-7	4.0E-6	7.5E-6
530	5.9E-5	9.8E-8	3.2E-7	8.1E-7	3.4E-6	6.3E-6
540	5.0E-5	8.3E-8	2.7E-7	6.8E-7	2.9E-6	5.4E-6
550	4.2E-5	7.1E-8	2.3E-7	5.8E-7	2.4E-6	4.6E-6
560	3.6E-5	6.0E-8	2.0E-7	4.9E-7	2.1E-6	3.9E-6
570	3.0E-5	5.1E-8	1.7E-7	4.2E-7	1.7E-6	3.3E-6
580	2.6E-5	4.3E-8	1.4E-7	3.5E-7	1.5E-6	2.8E-6
590	2.2E-5	3.7E-8	1.2E-7	3.0E-7	1.2E-6	2.4E-6
600	1.9E-5	3.1E-8	1.0E-7	2.5E-7	1.1E-6	2.0E-6
610	1.6E-5	2.6E-8	8.6E-8	2.2E-7	9.0E-7	1.7E-6
620	1.3E-5	2.2E-8	7.3E-8	1.8E-7	7.6E-7	1.4E-6
630	1.1E-5	1.9E-8	6.2E-8	1.6E-7	6.4E-7	1.2E-6
640	9.6E-6	1.6E-8	5.2E-8	1.3E-7	5.5E-7	1.0E-6
650	8.2E-6	1.4E-8	4.4E-8	1.1E-7	4.6E-7	8.8E-7
660	6.9E-6	1.2E-8	3.8E-8	9.5E-8	3.9E-7	7.5E-7
670	5.9E-6	9.8E-9	3.2E-8	8.0E-8	3.3E-7	6.3E-7
680	5.0E-6	8.3E-9	2.7E-8	6.8E-8	2.8E-7	5.4E-7
690	4.2E-6	7.0E-9	2.3E-8	5.8E-8	2.4E-7	4.6E-7
700	3.6E-6	6.0E-9	2.0E-8	4.9E-8	2.0E-7	3.9E-7
710	3.0E-6	5.1E-9	1.7E-8	4.2E-8	1.7E-7	3.3E-7
720	2.6E-6	4.3E-9	1.4E-8	3.5E-8	1.5E-7	2.8E-7
730	2.2E-6	3.6E-9	1.2E-8	3.0E-8	1.2E-7	2.4E-7
740	1.9E-6	3.1E-9	1.0E-8	2.5E-8	1.0E-7	2.0E-7
750	1.6E-6	2.6E-9	8.6E-9	2.2E-8	8.9E-8	1.7E-7
760	1.3E-6	2.2E-9	7.3E-9	1.8E-8	7.5E-8	1.4E-7
770	1.1E-6	1.9E-9	6.2E-9	1.6E-8	6.4E-8	1.2E-7
780	9.6E-7	1.6E-9	5.2E-9	1.3E-8	5.4E-8	1.0E-7
790	8.2E-7	1.4E-9	4.4E-9	1.1E-8	4.6E-8	8.8E-8
800	6.9E-7	1.2E-9	3.8E-9	9.5E-9	3.9E-8	7.5E-8
810	5.9E-7	9.8E-10	3.2E-9	8.0E-9	3.3E-8	6.3E-8
820	5.0E-7	8.3E-10	2.7E-9	6.8E-9	2.8E-8	5.4E-8
830	4.2E-7	7.1E-10	2.3E-9	5.8E-9	2.4E-8	4.6E-8
840	3.6E-7	6.0E-10	2.0E-9	4.9E-9	2.0E-8	3.9E-8
850	3.1E-7	5.1E-10	1.7E-9	4.2E-9	1.7E-8	3.3E-8
860	2.6E-7	4.3E-10	1.4E-9	3.5E-9	1.5E-8	2.8E-8
870	2.2E-7	3.7E-10	1.2E-9	3.0E-9	1.2E-8	2.4E-8
880	1.9E-7	3.1E-10	1.0E-9	2.5E-9	1.0E-8	2.0E-8
890	1.6E-7	2.6E-10	8.6E-10	2.2E-9	8.9E-9	1.7E-8
900	1.3E-7	2.2E-10	7.3E-10	1.8E-9	7.6E-9	1.4E-8
910	1.1E-7	1.9E-10	6.2E-10	1.6E-9	6.4E-9	1.2E-8
920	9.7E-8	1.6E-10	5.2E-10	1.3E-9	5.4E-9	1.0E-8
