Radionuclide	Dy-166
Route of Intake	Injection
Material	Injection, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.6E-1	-	-	2.9E-2	3.0E-1	5.1E-2
0.083333	9.2E-1	-	-	1.9E-2	3.7E-1	4.0E-2
0.125	8.8E-1	-	-	1.7E-2	3.8E-1	3.7E-2
0.25	8.2E-1	-	-	1.5E-2	3.9E-1	3.6E-2
0.375	7.9E-1	-	-	1.4E-2	4.0E-1	3.7E-2
0.5	7.6E-1	-	-	1.4E-2	4.0E-1	3.7E-2
0.625	7.4E-1	-	-	1.3E-2	4.0E-1	3.7E-2
0.75	7.1E-1	-	-	1.2E-2	4.0E-1	3.7E-2
0.875	6.9E-1	-	-	1.1E-2	4.0E-1	3.6E-2
1	6.7E-1	1.4E-1	1.9E-3	1.0E-2	3.9E-1	3.6E-2
1.125	6.5E-1	-	-	9.4E-3	3.9E-1	3.6E-2
1.25	6.3E-1	-	-	8.6E-3	3.9E-1	3.5E-2
1.375	6.1E-1	-	-	7.9E-3	3.8E-1	3.5E-2
1.5	6.0E-1	-	-	7.3E-3	3.8E-1	3.4E-2
1.625	5.8E-1	-	-	6.7E-3	3.7E-1	3.3E-2
1.75	5.6E-1	-	-	6.1E-3	3.6E-1	3.3E-2
1.875	5.5E-1	-	-	5.6E-3	3.6E-1	3.2E-2
2	5.3E-1	1.2E-2	2.7E-3	5.2E-3	3.5E-1	3.2E-2
2.25	5.0E-1	-	-	4.4E-3	3.4E-1	3.0E-2
2.5	4.8E-1	-	-	3.8E-3	3.2E-1	2.9E-2
2.75	4.5E-1	-	-	3.3E-3	3.1E-1	2.8E-2
3	4.3E-1	4.1E-3	1.2E-3	2.9E-3	2.9E-1	2.6E-2
3.25	4.1E-1	-	-	2.6E-3	2.8E-1	2.5E-2
3.5	3.9E-1	-	-	2.3E-3	2.7E-1	2.4E-2
3.75	3.7E-1	-	-	2.1E-3	2.5E-1	2.3E-2
4	3.5E-1	1.6E-3	4.4E-4	1.9E-3	2.4E-1	2.2E-2
4.25	3.3E-1	-	-	1.8E-3	2.3E-1	2.1E-2
4.5	3.1E-1	-	-	1.6E-3	2.2E-1	2.0E-2
4.75	3.0E-1	-	-	1.5E-3	2.1E-1	1.9E-2
5	2.8E-1	7.6E-4	1.6E-4	1.4E-3	2.0E-1	1.8E-2
5.5	2.6E-1	-	-	1.3E-3	1.8E-1	1.6E-2
6	2.3E-1	4.3E-4	7.0E-5	1.1E-3	1.6E-1	1.5E-2
6.5	2.1E-1	-	-	9.9E-4	1.5E-1	1.3E-2
7	1.9E-1	2.8E-4	3.8E-5	8.9E-4	1.3E-1	1.2E-2
7.5	1.7E-1	-	-	8.0E-4	1.2E-1	1.1E-2
8	1.5E-1	2.0E-4	2.5E-5	7.2E-4	1.1E-1	9.7E-3
8.5	1.4E-1	-	-	6.5E-4	9.8E-2	8.7E-3
9	1.2E-1	1.4E-4	1.9E-5	5.8E-4	8.9E-2	7.9E-3
9.5	1.1E-1	-	-	5.2E-4	8.0E-2	7.1E-3
10	1.0E-1	1.1E-4	1.4E-5	4.7E-4	7.2E-2	6.4E-3
11	8.3E-2	8.1E-5	1.1E-5	3.8E-4	5.9E-2	5.2E-3
12	6.7E-2	6.2E-5	9.0E-6	3.1E-4	4.8E-2	4.2E-3
13	5.5E-2	4.7E-5	7.2E-6	2.5E-4	3.9E-2	3.5E-3
14	4.5E-2	3.6E-5	5.7E-6	2.0E-4	3.2E-2	2.8E-3
15	3.6E-2	2.7E-5	4.6E-6	1.7E-4	2.6E-2	2.3E-3
16	3.0E-2	2.1E-5	3.7E-6	1.3E-4	2.1E-2	1.9E-3
17	2.4E-2	1.6E-5	2.9E-6	1.1E-4	1.7E-2	1.5E-3
18	2.0E-2	1.2E-5	2.3E-6	8.8E-5	1.4E-2	1.2E-3
19	1.6E-2	9.6E-6	1.9E-6	7.1E-5	1.2E-2	1.0E-3
20	1.3E-2	7.4E-6	1.5E-6	5.8E-5	9.5E-3	8.2E-4
21	1.1E-2	5.7E-6	1.2E-6	4.7E-5	7.8E-3	6.7E-4
22	8.7E-3	4.4E-6	9.6E-7	3.8E-5	6.3E-3	5.5E-4
23	7.1E-3	3.5E-6	7.7E-7	3.1E-5	5.2E-3	4.5E-4
24	5.8E-3	2.7E-6	6.1E-7	2.5E-5	4.2E-3	3.6E-4
25	4.7E-3	2.1E-6	4.9E-7	2.0E-5	3.4E-3	3.0E-4
26	3.8E-3	1.7E-6	3.9E-7	1.7E-5	2.8E-3	2.4E-4
27	3.1E-3	1.3E-6	3.1E-7	1.3E-5	2.3E-3	2.0E-4
28	2.5E-3	1.0E-6	2.5E-7	1.1E-5	1.9E-3	1.6E-4
29	2.1E-3	8.1E-7	2.0E-7	8.8E-6	1.5E-3	1.3E-4
30	1.7E-3	6.4E-7	1.6E-7	7.1E-6	1.2E-3	1.1E-4
31	1.4E-3	5.1E-7	1.3E-7	5.8E-6	1.0E-3	8.6E-5
32	1.1E-3	4.0E-7	1.0E-7	4.7E-6	8.3E-4	7.0E-5
33	9.2E-4	3.2E-7	8.2E-8	3.8E-6	6.8E-4	5.7E-5
34	7.5E-4	2.5E-7	6.6E-8	3.1E-6	5.5E-4	4.7E-5
35	6.1E-4	2.0E-7	5.3E-8	2.5E-6	4.5E-4	3.8E-5
36	5.0E-4	1.6E-7	4.2E-8	2.0E-6	3.7E-4	3.1E-5
