Radionuclide	I-126
Route of Intake	Inhalation
Material	Aerosols Type F, Sodium iodide, caesium chloride vector, silver iodide, all unspecified forms, fA=0.99
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Liver*
0.041667	9.6E-1	-	-	1.2E-1	1.3E-2	1.7E-2	1.9E-2
0.083333	9.3E-1	-	-	1.0E-1	1.1E-2	3.3E-2	1.8E-2
0.125	8.9E-1	-	-	9.3E-2	1.0E-2	4.8E-2	1.7E-2
0.25	7.7E-1	-	-	7.6E-2	8.3E-3	8.8E-2	1.4E-2
0.375	6.7E-1	-	-	6.3E-2	6.7E-3	1.2E-1	1.1E-2
0.5	5.8E-1	-	-	5.2E-2	5.4E-3	1.5E-1	9.3E-3
0.625	5.1E-1	-	-	4.3E-2	4.3E-3	1.7E-1	7.5E-3
0.75	4.5E-1	-	-	3.6E-2	3.5E-3	1.8E-1	6.0E-3
0.875	4.0E-1	-	-	3.0E-2	2.7E-3	1.9E-1	4.8E-3
1	3.7E-1	4.4E-1	1.3E-3	2.5E-2	2.2E-3	2.0E-1	3.9E-3
1.125	3.4E-1	-	-	2.1E-2	1.7E-3	2.1E-1	3.2E-3
1.25	3.2E-1	-	-	1.7E-2	1.4E-3	2.1E-1	2.6E-3
1.375	3.0E-1	-	-	1.5E-2	1.1E-3	2.2E-1	2.2E-3
1.5	2.8E-1	-	-	1.2E-2	8.5E-4	2.2E-1	1.9E-3
1.625	2.7E-1	-	-	1.0E-2	6.8E-4	2.2E-1	1.6E-3
1.75	2.6E-1	-	-	8.7E-3	5.5E-4	2.2E-1	1.5E-3
1.875	2.5E-1	-	-	7.4E-3	4.5E-4	2.2E-1	1.3E-3
2	2.5E-1	8.4E-2	3.8E-3	6.2E-3	3.8E-4	2.2E-1	1.2E-3
2.25	2.4E-1	-	-	4.5E-3	2.8E-4	2.2E-1	1.2E-3
2.5	2.3E-1	-	-	3.3E-3	2.2E-4	2.2E-1	1.1E-3
2.75	2.2E-1	-	-	2.4E-3	1.9E-4	2.1E-1	1.1E-3
3	2.2E-1	1.1E-2	2.5E-3	1.8E-3	1.8E-4	2.1E-1	1.2E-3
3.25	2.2E-1	-	-	1.3E-3	1.7E-4	2.1E-1	1.2E-3
3.5	2.1E-1	-	-	1.0E-3	1.7E-4	2.1E-1	1.3E-3
3.75	2.1E-1	-	-	7.9E-4	1.8E-4	2.0E-1	1.3E-3
4	2.1E-1	1.5E-3	9.5E-4	6.4E-4	1.8E-4	2.0E-1	1.4E-3
4.25	2.0E-1	-	-	5.3E-4	1.9E-4	2.0E-1	1.4E-3
4.5	2.0E-1	-	-	4.6E-4	1.9E-4	1.9E-1	1.5E-3
4.75	2.0E-1	-	-	4.2E-4	2.0E-4	1.9E-1	1.5E-3
5	1.9E-1	3.8E-4	3.3E-4	3.9E-4	2.0E-4	1.9E-1	1.6E-3
5.5	1.9E-1	-	-	3.6E-4	2.1E-4	1.8E-1	1.6E-3
6	1.8E-1	2.8E-4	1.5E-4	3.6E-4	2.2E-4	1.8E-1	1.7E-3
6.5	1.8E-1	-	-	3.6E-4	2.3E-4	1.7E-1	1.8E-3
7	1.7E-1	3.0E-4	1.2E-4	3.7E-4	2.3E-4	1.7E-1	1.8E-3
7.5	1.7E-1	-	-	3.8E-4	2.4E-4	1.6E-1	1.8E-3
8	1.6E-1	3.2E-4	1.2E-4	3.8E-4	2.4E-4	1.6E-1	1.9E-3
8.5	1.6E-1	-	-	3.9E-4	2.4E-4	1.5E-1	1.9E-3
9	1.5E-1	3.3E-4	1.2E-4	4.0E-4	2.5E-4	1.5E-1	1.9E-3
9.5	1.5E-1	-	-	4.0E-4	2.5E-4	1.4E-1	1.9E-3
10	1.5E-1	3.4E-4	1.2E-4	4.0E-4	2.5E-4	1.4E-1	1.9E-3
11	1.4E-1	3.5E-4	1.3E-4	4.0E-4	2.5E-4	1.3E-1	1.9E-3
12	1.3E-1	3.5E-4	1.3E-4	4.0E-4	2.4E-4	1.2E-1	1.9E-3
13	1.2E-1	3.5E-4	1.3E-4	4.0E-4	2.4E-4	1.2E-1	1.9E-3
14	1.2E-1	3.4E-4	1.3E-4	3.9E-4	2.3E-4	1.1E-1	1.8E-3
15	1.1E-1	3.4E-4	1.2E-4	3.8E-4	2.3E-4	1.0E-1	1.8E-3
16	1.0E-1	3.3E-4	1.2E-4	3.7E-4	2.2E-4	9.7E-2	1.7E-3
17	9.8E-2	3.2E-4	1.2E-4	3.6E-4	2.1E-4	9.1E-2	1.6E-3
18	9.2E-2	3.1E-4	1.1E-4	3.4E-4	2.1E-4	8.6E-2	1.6E-3
19	8.7E-2	3.0E-4	1.1E-4	3.3E-4	2.0E-4	8.1E-2	1.5E-3
20	8.2E-2	2.9E-4	1.1E-4	3.2E-4	1.9E-4	7.6E-2	1.5E-3
21	7.7E-2	2.8E-4	1.0E-4	3.0E-4	1.8E-4	7.2E-2	1.4E-3
22	7.3E-2	2.6E-4	9.8E-5	2.9E-4	1.7E-4	6.8E-2	1.3E-3
23	6.9E-2	2.5E-4	9.4E-5	2.8E-4	1.7E-4	6.4E-2	1.3E-3
24	6.5E-2	2.4E-4	9.0E-5	2.7E-4	1.6E-4	6.0E-2	1.2E-3
25	6.1E-2	2.3E-4	8.6E-5	2.5E-4	1.5E-4	5.7E-2	1.2E-3
26	5.8E-2	2.2E-4	8.2E-5	2.4E-4	1.4E-4	5.3E-2	1.1E-3
27	5.4E-2	2.1E-4	7.8E-5	2.3E-4	1.4E-4	5.0E-2	1.0E-3
28	5.1E-2	2.0E-4	7.4E-5	2.2E-4	1.3E-4	4.7E-2	9.9E-4
29	4.8E-2	1.9E-4	7.0E-5	2.1E-4	1.2E-4	4.5E-2	9.4E-4
30	4.6E-2	1.8E-4	6.7E-5	2.0E-4	1.2E-4	4.2E-2	8.9E-4
31	4.3E-2	1.7E-4	6.3E-5	1.9E-4	1.1E-4	4.0E-2	8.5E-4
32	4.1E-2	1.6E-4	6.0E-5	1.8E-4	1.0E-4	3.7E-2	8.0E-4
33	3.8E-2	1.5E-4	5.7E-5	1.7E-4	9.9E-5	3.5E-2	7.6E-4
34	3.6E-2	1.4E-4	5.4E-5	1.6E-4	9.3E-5	3.3E-2	7.2E-4
35	3.4E-2	1.4E-4	5.1E-5	1.5E-4	8.8E-5	3.1E-2	6.8E-4
36	3.2E-2	1.3E-4	4.8E-5	1.4E-4	8.3E-5	3.0E-2	6.4E-4
37	3.0E-2	1.2E-4	4.5E-5	1.3E-4	7.9E-5	2.8E-2	6.1E-4
38	2.8E-2	1.1E-4	4.3E-5	1.3E-4	7.5E-5	2.6E-2	5.7E-4
39	2.7E-2	1.1E-4	4.1E-5	1.2E-4	7.0E-5	2.5E-2	5.4E-4
40	2.5E-2	1.0E-4	3.8E-5	1.1E-4	6.6E-5	2.3E-2	5.1E-4
41	2.4E-2	9.7E-5	3.6E-5	1.1E-4	6.3E-5	2.2E-2	4.8E-4
42	2.2E-2	9.2E-5	3.4E-5	1.0E-4	5.9E-5	2.1E-2	4.6E-4
43	2.1E-2	8.6E-5	3.2E-5	9.4E-5	5.6E-5	1.9E-2	4.3E-4
44	2.0E-2	8.2E-5	3.1E-5	8.9E-5	5.3E-5	1.8E-2	4.1E-4
45	1.9E-2	7.7E-5	2.9E-5	8.4E-5	5.0E-5	1.7E-2	3.8E-4
46	1.8E-2	7.3E-5	2.7E-5	7.9E-5	4.7E-5	1.6E-2	3.6E-4
47	1.7E-2	6.9E-5	2.6E-5	7.5E-5	4.4E-5	1.5E-2	3.4E-4
48	1.6E-2	6.5E-5	2.4E-5	7.1E-5	4.2E-5	1.4E-2	3.2E-4
49	1.5E-2	6.1E-5	2.3E-5	6.7E-5	3.9E-5	1.4E-2	3.0E-4
50	1.4E-2	5.8E-5	2.2E-5	6.3E-5	3.7E-5	1.3E-2	2.9E-4
51	1.3E-2	5.4E-5	2.0E-5	5.9E-5	3.5E-5	1.2E-2	2.7E-4
52	1.2E-2	5.1E-5	1.9E-5	5.6E-5	3.3E-5	1.1E-2	2.5E-4
53	1.2E-2	4.8E-5	1.8E-5	5.3E-5	3.1E-5	1.1E-2	2.4E-4
54	1.1E-2	4.6E-5	1.7E-5	5.0E-5	2.9E-5	1.0E-2	2.3E-4
55	1.0E-2	4.3E-5	1.6E-5	4.7E-5	2.8E-5	9.6E-3	2.1E-4
56	9.8E-3	4.1E-5	1.5E-5	4.4E-5	2.6E-5	9.0E-3	2.0E-4
57	9.2E-3	3.8E-5	1.4E-5	4.2E-5	2.5E-5	8.5E-3	1.9E-4
58	8.7E-3	3.6E-5	1.3E-5	3.9E-5	2.3E-5	8.0E-3	1.8E-4
59	8.2E-3	3.4E-5	1.3E-5	3.7E-5	2.2E-5	7.5E-3	1.7E-4
60	7.7E-3	3.2E-5	1.2E-5	3.5E-5	2.1E-5	7.1E-3	1.6E-4
61	7.3E-3	3.0E-5	1.1E-5	3.3E-5	1.9E-5	6.7E-3	1.5E-4
62	6.9E-3	2.8E-5	1.1E-5	3.1E-5	1.8E-5	6.3E-3	1.4E-4
63	6.5E-3	2.7E-5	1.0E-5	2.9E-5	1.7E-5	5.9E-3	1.3E-4
64	6.1E-3	2.5E-5	9.5E-6	2.8E-5	1.6E-5	5.6E-3	1.3E-4
65	5.7E-3	2.4E-5	8.9E-6	2.6E-5	1.5E-5	5.3E-3	1.2E-4
66	5.4E-3	2.2E-5	8.4E-6	2.4E-5	1.4E-5	5.0E-3	1.1E-4
67	5.1E-3	2.1E-5	7.9E-6	2.3E-5	1.4E-5	4.7E-3	1.0E-4
68	4.8E-3	2.0E-5	7.5E-6	2.2E-5	1.3E-5	4.4E-3	9.9E-5
69	4.5E-3	1.9E-5	7.0E-6	2.1E-5	1.2E-5	4.2E-3	9.3E-5
70	4.3E-3	1.8E-5	6.6E-6	1.9E-5	1.1E-5	3.9E-3	8.8E-5
71	4.0E-3	1.7E-5	6.3E-6	1.8E-5	1.1E-5	3.7E-3	8.3E-5
72	3.8E-3	1.6E-5	5.9E-6	1.7E-5	1.0E-5	3.5E-3	7.8E-5
73	3.6E-3	1.5E-5	5.6E-6	1.6E-5	9.6E-6	3.3E-3	7.4E-5
74	3.4E-3	1.4E-5	5.2E-6	1.5E-5	9.0E-6	3.1E-3	6.9E-5
75	3.2E-3	1.3E-5	4.9E-6	1.4E-5	8.5E-6	2.9E-3	6.5E-5
76	3.0E-3	1.2E-5	4.7E-6	1.4E-5	8.0E-6	2.8E-3	6.2E-5
77	2.8E-3	1.2E-5	4.4E-6	1.3E-5	7.6E-6	2.6E-3	5.8E-5
78	2.7E-3	1.1E-5	4.1E-6	1.2E-5	7.1E-6	2.4E-3	5.5E-5
79	2.5E-3	1.0E-5	3.9E-6	1.1E-5	6.7E-6	2.3E-3	5.2E-5
80	2.4E-3	9.8E-6	3.7E-6	1.1E-5	6.3E-6	2.2E-3	4.9E-5
81	2.2E-3	9.2E-6	3.5E-6	1.0E-5	6.0E-6	2.0E-3	4.6E-5
82	2.1E-3	8.7E-6	3.3E-6	9.5E-6	5.6E-6	1.9E-3	4.3E-5
83	2.0E-3	8.2E-6	3.1E-6	8.9E-6	5.3E-6	1.8E-3	4.1E-5
84	1.9E-3	7.7E-6	2.9E-6	8.4E-6	5.0E-6	1.7E-3	3.8E-5
85	1.8E-3	7.3E-6	2.7E-6	7.9E-6	4.7E-6	1.6E-3	3.6E-5
86	1.7E-3	6.9E-6	2.6E-6	7.5E-6	4.4E-6	1.5E-3	3.4E-5
87	1.6E-3	6.5E-6	2.4E-6	7.1E-6	4.2E-6	1.4E-3	3.2E-5
88	1.5E-3	6.1E-6	2.3E-6	6.7E-6	3.9E-6	1.4E-3	3.0E-5
89	1.4E-3	5.7E-6	2.2E-6	6.3E-6	3.7E-6	1.3E-3	2.8E-5
90	1.3E-3	5.4E-6	2.0E-6	5.9E-6	3.5E-6	1.2E-3	2.7E-5
91	1.2E-3	5.1E-6	1.9E-6	5.6E-6	3.3E-6	1.1E-3	2.5E-5
92	1.2E-3	4.8E-6	1.8E-6	5.2E-6	3.1E-6	1.1E-3	2.4E-5
93	1.1E-3	4.5E-6	1.7E-6	4.9E-6	2.9E-6	1.0E-3	2.2E-5
94	1.0E-3	4.3E-6	1.6E-6	4.7E-6	2.8E-6	9.5E-4	2.1E-5
95	9.7E-4	4.0E-6	1.5E-6	4.4E-6	2.6E-6	8.9E-4	2.0E-5
96	9.1E-4	3.8E-6	1.4E-6	4.1E-6	2.5E-6	8.4E-4	1.9E-5
97	8.6E-4	3.6E-6	1.3E-6	3.9E-6	2.3E-6	7.9E-4	1.8E-5
98	8.1E-4	3.4E-6	1.3E-6	3.7E-6	2.2E-6	7.5E-4	1.7E-5
99	7.6E-4	3.2E-6	1.2E-6	3.5E-6	2.1E-6	7.0E-4	1.6E-5
100	7.2E-4	3.0E-6	1.1E-6	3.3E-6	1.9E-6	6.6E-4	1.5E-5
110	4.0E-4	1.7E-6	6.2E-7	1.8E-6	1.1E-6	3.7E-4	8.2E-6
120	2.2E-4	9.1E-7	3.4E-7	1.0E-6	5.9E-7	2.0E-4	4.5E-6
130	1.2E-4	5.1E-7	1.9E-7	5.5E-7	3.3E-7	1.1E-4	2.5E-6
140	6.7E-5	2.8E-7	1.0E-7	3.0E-7	1.8E-7	6.2E-5	1.4E-6
150	3.7E-5	1.5E-7	5.8E-8	1.7E-7	1.0E-7	3.4E-5	7.7E-7
160	2.1E-5	8.5E-8	3.2E-8	9.3E-8	5.5E-8	1.9E-5	4.2E-7
170	1.1E-5	4.7E-8	1.8E-8	5.1E-8	3.0E-8	1.0E-5	2.3E-7
180	6.3E-6	2.6E-8	9.8E-9	2.8E-8	1.7E-8	5.8E-6	1.3E-7
190	3.5E-6	1.4E-8	5.4E-9	1.6E-8	9.3E-9	3.2E-6	7.1E-8
200	1.9E-6	8.0E-9	3.0E-9	8.7E-9	5.1E-9	1.8E-6	3.9E-8
210	1.1E-6	4.4E-9	1.6E-9	4.8E-9	2.8E-9	9.7E-7	2.2E-8
220	5.8E-7	2.4E-9	9.1E-10	2.7E-9	1.6E-9	5.4E-7	1.2E-8
230	3.2E-7	1.3E-9	5.0E-10	1.5E-9	8.7E-10	3.0E-7	6.7E-9
240	1.8E-7	7.4E-10	2.8E-10	8.1E-10	4.8E-10	1.6E-7	3.7E-9
250	9.9E-8	4.1E-10	1.5E-10	4.5E-10	2.6E-10	9.1E-8	2.0E-9
260	5.5E-8	2.3E-10	-	2.5E-10	1.5E-10	5.0E-8	1.1E-9
270	3.0E-8	1.3E-10	-	1.4E-10	-	2.8E-8	6.2E-10
280	1.7E-8	-	-	-	-	1.5E-8	3.4E-10
290	9.2E-9	-	-	-	-	8.5E-9	1.9E-10
300	5.1E-9	-	-	-	-	4.7E-9	1.0E-10
310	2.8E-9	-	-	-	-	2.6E-9	-
320	1.6E-9	-	-	-	-	1.4E-9	-
330	8.6E-10	-	-	-	-	7.9E-10	-
340	4.7E-10	-	-	-	-	4.4E-10	-
350	2.6E-10	-	-	-	-	2.4E-10	-
360	1.4E-10	-	-	-	-	1.3E-10	-
365	1.1E-10	-	-	-	-	-	-
