Radionuclide	I-126
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Liver*
4.5	2.2E-1	-	-	2.9E-2	1.4E-1	4.7E-2	3.9E-4
4.75	2.1E-1	-	-	2.6E-2	1.4E-1	4.7E-2	4.0E-4
5	2.0E-1	2.6E-3	2.3E-2	2.3E-2	1.3E-1	4.6E-2	4.1E-4
5.5	1.9E-1	-	-	2.0E-2	1.2E-1	4.5E-2	4.2E-4
6	1.8E-1	2.1E-3	1.4E-2	1.7E-2	1.1E-1	4.4E-2	4.4E-4
6.5	1.7E-1	-	-	1.5E-2	1.0E-1	4.3E-2	4.5E-4
7	1.6E-1	1.7E-3	9.5E-3	1.3E-2	9.8E-2	4.3E-2	4.6E-4
7.5	1.5E-1	-	-	1.1E-2	9.2E-2	4.2E-2	4.7E-4
8	1.4E-1	1.3E-3	7.2E-3	9.9E-3	8.6E-2	4.1E-2	4.7E-4
8.5	1.3E-1	-	-	8.7E-3	8.1E-2	4.0E-2	4.8E-4
9	1.3E-1	1.1E-3	5.5E-3	7.7E-3	7.7E-2	3.9E-2	4.8E-4
9.5	1.2E-1	-	-	6.8E-3	7.3E-2	3.8E-2	4.9E-4
10	1.1E-1	9.1E-4	4.3E-3	6.0E-3	6.9E-2	3.7E-2	4.9E-4
11	1.0E-1	7.5E-4	3.3E-3	4.7E-3	6.2E-2	3.5E-2	4.9E-4
12	9.5E-2	6.3E-4	2.6E-3	3.7E-3	5.6E-2	3.3E-2	4.9E-4
13	8.7E-2	5.4E-4	2.0E-3	2.9E-3	5.1E-2	3.1E-2	4.8E-4
14	8.1E-2	4.6E-4	1.6E-3	2.3E-3	4.7E-2	3.0E-2	4.7E-4
15	7.5E-2	4.0E-4	1.2E-3	1.8E-3	4.3E-2	2.8E-2	4.6E-4
16	7.0E-2	3.5E-4	9.7E-4	1.4E-3	4.0E-2	2.7E-2	4.5E-4
17	6.5E-2	3.1E-4	7.7E-4	1.1E-3	3.7E-2	2.5E-2	4.4E-4
18	6.1E-2	2.8E-4	6.1E-4	9.1E-4	3.4E-2	2.4E-2	4.2E-4
19	5.7E-2	2.5E-4	4.8E-4	7.4E-4	3.2E-2	2.2E-2	4.1E-4
20	5.3E-2	2.3E-4	3.9E-4	6.0E-4	3.0E-2	2.1E-2	3.9E-4
21	5.0E-2	2.1E-4	3.1E-4	5.0E-4	2.8E-2	2.0E-2	3.8E-4
22	4.7E-2	1.9E-4	2.5E-4	4.1E-4	2.6E-2	1.9E-2	3.6E-4
23	4.4E-2	1.8E-4	2.1E-4	3.5E-4	2.4E-2	1.8E-2	3.5E-4
24	4.1E-2	1.7E-4	1.7E-4	2.9E-4	2.3E-2	1.7E-2	3.3E-4
25	3.9E-2	1.5E-4	1.4E-4	2.5E-4	2.1E-2	1.6E-2	3.2E-4
26	3.7E-2	1.4E-4	1.2E-4	2.2E-4	2.0E-2	1.5E-2	3.0E-4
27	3.4E-2	1.3E-4	1.0E-4	1.9E-4	1.9E-2	1.4E-2	2.9E-4
28	3.2E-2	1.3E-4	8.8E-5	1.7E-4	1.8E-2	1.3E-2	2.7E-4
29	3.1E-2	1.2E-4	7.7E-5	1.5E-4	1.7E-2	1.3E-2	2.6E-4
30	2.9E-2	1.1E-4	6.7E-5	1.3E-4	1.6E-2	1.2E-2	2.5E-4
31	2.7E-2	1.0E-4	5.9E-5	1.2E-4	1.5E-2	1.1E-2	2.4E-4
32	2.6E-2	9.8E-5	5.3E-5	1.1E-4	1.4E-2	1.1E-2	2.2E-4
33	2.4E-2	9.2E-5	4.8E-5	1.0E-4	1.3E-2	1.0E-2	2.1E-4
34	2.3E-2	8.7E-5	4.3E-5	9.3E-5	1.2E-2	9.6E-3	2.0E-4
35	2.1E-2	8.2E-5	3.9E-5	8.6E-5	1.2E-2	9.0E-3	1.9E-4
36	2.0E-2	7.7E-5	3.6E-5	8.0E-5	1.1E-2	8.5E-3	1.8E-4
37	1.9E-2	7.3E-5	3.3E-5	7.4E-5	1.0E-2	8.0E-3	1.7E-4
38	1.8E-2	6.9E-5	3.1E-5	6.9E-5	9.6E-3	7.6E-3	1.6E-4
39	1.7E-2	6.5E-5	2.8E-5	6.4E-5	9.1E-3	7.2E-3	1.5E-4
40	1.6E-2	6.1E-5	2.6E-5	6.0E-5	8.5E-3	6.8E-3	1.5E-4
41	1.5E-2	5.8E-5	2.5E-5	5.6E-5	8.0E-3	6.4E-3	1.4E-4
42	1.4E-2	5.4E-5	2.3E-5	5.3E-5	7.6E-3	6.0E-3	1.3E-4
43	1.3E-2	5.1E-5	2.1E-5	5.0E-5	7.1E-3	5.7E-3	1.2E-4
44	1.3E-2	4.8E-5	2.0E-5	4.7E-5	6.7E-3	5.4E-3	1.2E-4
45	1.2E-2	4.6E-5	1.9E-5	4.4E-5	6.3E-3	5.1E-3	1.1E-4
46	1.1E-2	4.3E-5	1.8E-5	4.1E-5	5.9E-3	4.8E-3	1.0E-4
47	1.1E-2	4.1E-5	1.7E-5	3.9E-5	5.6E-3	4.5E-3	9.9E-5
48	9.9E-3	3.8E-5	1.6E-5	3.7E-5	5.3E-3	4.3E-3	9.3E-5
49	9.4E-3	3.6E-5	1.5E-5	3.4E-5	5.0E-3	4.0E-3	8.8E-5
50	8.8E-3	3.4E-5	1.4E-5	3.2E-5	4.7E-3	3.8E-3	8.3E-5
51	8.3E-3	3.2E-5	1.3E-5	3.1E-5	4.4E-3	3.6E-3	7.9E-5
52	7.8E-3	3.0E-5	1.2E-5	2.9E-5	4.1E-3	3.4E-3	7.5E-5
53	7.4E-3	2.9E-5	1.1E-5	2.7E-5	3.9E-3	3.2E-3	7.0E-5
54	7.0E-3	2.7E-5	1.1E-5	2.6E-5	3.7E-3	3.0E-3	6.7E-5
55	6.6E-3	2.5E-5	1.0E-5	2.4E-5	3.4E-3	2.9E-3	6.3E-5
56	6.2E-3	2.4E-5	9.6E-6	2.3E-5	3.2E-3	2.7E-3	5.9E-5
57	5.8E-3	2.3E-5	9.0E-6	2.1E-5	3.1E-3	2.6E-3	5.6E-5
58	5.5E-3	2.1E-5	8.5E-6	2.0E-5	2.9E-3	2.4E-3	5.3E-5
59	5.2E-3	2.0E-5	8.0E-6	1.9E-5	2.7E-3	2.3E-3	5.0E-5
60	4.9E-3	1.9E-5	7.5E-6	1.8E-5	2.5E-3	2.2E-3	4.7E-5
61	4.6E-3	1.8E-5	7.1E-6	1.7E-5	2.4E-3	2.0E-3	4.5E-5
62	4.3E-3	1.7E-5	6.7E-6	1.6E-5	2.3E-3	1.9E-3	4.2E-5
63	4.1E-3	1.6E-5	6.3E-6	1.5E-5	2.1E-3	1.8E-3	4.0E-5
64	3.9E-3	1.5E-5	5.9E-6	1.4E-5	2.0E-3	1.7E-3	3.8E-5
65	3.6E-3	1.4E-5	5.6E-6	1.3E-5	1.9E-3	1.6E-3	3.6E-5
66	3.4E-3	1.3E-5	5.3E-6	1.3E-5	1.8E-3	1.5E-3	3.4E-5
67	3.2E-3	1.3E-5	5.0E-6	1.2E-5	1.7E-3	1.4E-3	3.2E-5
68	3.1E-3	1.2E-5	4.7E-6	1.1E-5	1.6E-3	1.4E-3	3.0E-5
69	2.9E-3	1.1E-5	4.4E-6	1.1E-5	1.5E-3	1.3E-3	2.8E-5
70	2.7E-3	1.1E-5	4.2E-6	9.9E-6	1.4E-3	1.2E-3	2.7E-5
71	2.6E-3	9.9E-6	3.9E-6	9.4E-6	1.3E-3	1.1E-3	2.5E-5
72	2.4E-3	9.3E-6	3.7E-6	8.8E-6	1.2E-3	1.1E-3	2.4E-5
73	2.3E-3	8.8E-6	3.5E-6	8.3E-6	1.2E-3	1.0E-3	2.2E-5
74	2.1E-3	8.3E-6	3.3E-6	7.9E-6	1.1E-3	9.6E-4	2.1E-5
75	2.0E-3	7.8E-6	3.1E-6	7.4E-6	1.0E-3	9.1E-4	2.0E-5
76	1.9E-3	7.4E-6	2.9E-6	7.0E-6	9.7E-4	8.6E-4	1.9E-5
77	1.8E-3	7.0E-6	2.7E-6	6.6E-6	9.1E-4	8.1E-4	1.8E-5
78	1.7E-3	6.6E-6	2.6E-6	6.2E-6	8.6E-4	7.6E-4	1.7E-5
79	1.6E-3	6.2E-6	2.4E-6	5.8E-6	8.1E-4	7.2E-4	1.6E-5
80	1.5E-3	5.8E-6	2.3E-6	5.5E-6	7.6E-4	6.8E-4	1.5E-5
81	1.4E-3	5.5E-6	2.2E-6	5.2E-6	7.2E-4	6.4E-4	1.4E-5
82	1.3E-3	5.2E-6	2.0E-6	4.9E-6	6.7E-4	6.1E-4	1.3E-5
83	1.3E-3	4.9E-6	1.9E-6	4.6E-6	6.3E-4	5.7E-4	1.3E-5
84	1.2E-3	4.6E-6	1.8E-6	4.3E-6	6.0E-4	5.4E-4	1.2E-5
85	1.1E-3	4.3E-6	1.7E-6	4.1E-6	5.6E-4	5.1E-4	1.1E-5
86	1.1E-3	4.1E-6	1.6E-6	3.9E-6	5.3E-4	4.8E-4	1.1E-5
87	9.9E-4	3.9E-6	1.5E-6	3.6E-6	5.0E-4	4.6E-4	1.0E-5
88	9.4E-4	3.6E-6	1.4E-6	3.4E-6	4.7E-4	4.3E-4	9.5E-6
89	8.8E-4	3.4E-6	1.3E-6	3.2E-6	4.4E-4	4.1E-4	9.0E-6
90	8.3E-4	3.2E-6	1.3E-6	3.1E-6	4.2E-4	3.8E-4	8.5E-6
91	7.9E-4	3.0E-6	1.2E-6	2.9E-6	3.9E-4	3.6E-4	8.0E-6
92	7.4E-4	2.9E-6	1.1E-6	2.7E-6	3.7E-4	3.4E-4	7.5E-6
93	7.0E-4	2.7E-6	1.1E-6	2.6E-6	3.5E-4	3.2E-4	7.1E-6
94	6.6E-4	2.6E-6	1.0E-6	2.4E-6	3.3E-4	3.0E-4	6.7E-6
95	6.2E-4	2.4E-6	9.4E-7	2.3E-6	3.1E-4	2.9E-4	6.3E-6
96	5.8E-4	2.3E-6	8.8E-7	2.1E-6	2.9E-4	2.7E-4	6.0E-6
97	5.5E-4	2.1E-6	8.3E-7	2.0E-6	2.7E-4	2.6E-4	5.7E-6
98	5.2E-4	2.0E-6	7.8E-7	1.9E-6	2.6E-4	2.4E-4	5.3E-6
99	4.9E-4	1.9E-6	7.4E-7	1.8E-6	2.4E-4	2.3E-4	5.0E-6
100	4.6E-4	1.8E-6	7.0E-7	1.7E-6	2.3E-4	2.2E-4	4.8E-6
110	2.6E-4	1.0E-6	3.8E-7	9.4E-7	1.2E-4	1.2E-4	2.7E-6
120	1.4E-4	5.5E-7	2.1E-7	5.2E-7	6.8E-5	6.8E-5	1.5E-6
130	7.9E-5	3.1E-7	1.2E-7	2.9E-7	3.7E-5	3.8E-5	8.4E-7
140	4.4E-5	1.7E-7	6.5E-8	1.6E-7	2.0E-5	2.1E-5	4.7E-7
150	2.4E-5	9.4E-8	3.6E-8	8.8E-8	1.1E-5	1.2E-5	2.7E-7
160	1.3E-5	5.2E-8	2.0E-8	4.9E-8	6.1E-6	6.7E-6	1.5E-7
170	7.4E-6	2.9E-8	1.1E-8	2.7E-8	3.3E-6	3.8E-6	8.4E-8
180	4.1E-6	1.6E-8	6.0E-9	1.5E-8	1.8E-6	2.1E-6	4.7E-8
190	2.3E-6	8.9E-9	3.3E-9	8.3E-9	1.0E-6	1.2E-6	2.6E-8
200	1.3E-6	5.0E-9	1.8E-9	4.6E-9	5.5E-7	6.6E-7	1.5E-8
210	7.0E-7	2.8E-9	1.0E-9	2.6E-9	3.0E-7	3.7E-7	8.2E-9
220	3.9E-7	1.5E-9	5.6E-10	1.4E-9	1.6E-7	2.1E-7	4.6E-9
230	2.2E-7	8.5E-10	3.1E-10	7.9E-10	9.0E-8	1.2E-7	2.6E-9
240	1.2E-7	4.7E-10	1.7E-10	4.4E-10	4.9E-8	6.5E-8	1.4E-9
250	6.7E-8	2.6E-10	-	2.4E-10	2.7E-8	3.6E-8	8.1E-10
260	3.7E-8	1.5E-10	-	1.3E-10	1.5E-8	2.0E-8	4.5E-10
270	2.1E-8	-	-	-	8.2E-9	1.1E-8	2.5E-10
280	1.1E-8	-	-	-	4.5E-9	6.4E-9	1.4E-10
290	6.3E-9	-	-	-	2.5E-9	3.6E-9	-
300	3.5E-9	-	-	-	1.3E-9	2.0E-9	-
310	1.9E-9	-	-	-	7.4E-10	1.1E-9	-
320	1.1E-9	-	-	-	4.1E-10	6.2E-10	-
330	6.0E-10	-	-	-	2.2E-10	3.5E-10	-
340	3.3E-10	-	-	-	1.2E-10	1.9E-10	-
350	1.8E-10	-	-	-	-	1.1E-10	-
360	1.0E-10	-	-	-	-	-	-
