Radionuclide	I-126
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Liver*
0.041667	6.1E-1	-	-	3.7E-2	5.1E-1	4.2E-4	6.5E-4
0.083333	6.1E-1	-	-	4.4E-2	4.9E-1	1.3E-3	1.1E-3
0.125	6.0E-1	-	-	5.0E-2	4.8E-1	2.5E-3	1.4E-3
0.25	5.9E-1	-	-	6.0E-2	4.5E-1	7.0E-3	1.9E-3
0.375	5.7E-1	-	-	6.5E-2	4.3E-1	1.2E-2	1.9E-3
0.5	5.6E-1	-	-	6.8E-2	4.2E-1	1.7E-2	1.7E-3
0.625	5.4E-1	-	-	6.9E-2	4.0E-1	2.1E-2	1.5E-3
0.75	5.2E-1	-	-	6.8E-2	3.9E-1	2.4E-2	1.2E-3
0.875	5.1E-1	-	-	6.7E-2	3.9E-1	2.7E-2	1.0E-3
1	5.0E-1	6.1E-2	1.0E-2	6.5E-2	3.8E-1	2.9E-2	8.1E-4
1.125	4.9E-1	-	-	6.2E-2	3.7E-1	3.0E-2	6.6E-4
1.25	4.7E-1	-	-	5.9E-2	3.7E-1	3.1E-2	5.3E-4
1.375	4.6E-1	-	-	5.6E-2	3.6E-1	3.2E-2	4.4E-4
1.5	4.5E-1	-	-	5.2E-2	3.6E-1	3.3E-2	3.7E-4
1.625	4.4E-1	-	-	4.9E-2	3.5E-1	3.3E-2	3.2E-4
1.75	4.4E-1	-	-	4.5E-2	3.5E-1	3.4E-2	2.8E-4
1.875	4.3E-1	-	-	4.2E-2	3.5E-1	3.4E-2	2.5E-4
2	4.2E-1	1.8E-2	3.2E-2	3.9E-2	3.4E-1	3.4E-2	2.3E-4
2.25	4.1E-1	-	-	3.3E-2	3.4E-1	3.4E-2	2.2E-4
2.5	3.9E-1	-	-	2.8E-2	3.3E-1	3.4E-2	2.1E-4
2.75	3.8E-1	-	-	2.4E-2	3.2E-1	3.4E-2	2.1E-4
3	3.7E-1	3.9E-3	2.3E-2	2.1E-2	3.1E-1	3.3E-2	2.2E-4
3.25	3.6E-1	-	-	1.8E-2	3.1E-1	3.3E-2	2.3E-4
3.5	3.5E-1	-	-	1.6E-2	3.0E-1	3.3E-2	2.3E-4
3.75	3.4E-1	-	-	1.4E-2	3.0E-1	3.3E-2	2.4E-4
4	3.4E-1	2.2E-3	1.2E-2	1.2E-2	2.9E-1	3.2E-2	2.5E-4
4.25	3.3E-1	-	-	1.1E-2	2.8E-1	3.2E-2	2.6E-4
4.5	3.2E-1	-	-	1.0E-2	2.8E-1	3.2E-2	2.7E-4
4.75	3.2E-1	-	-	9.4E-3	2.7E-1	3.2E-2	2.7E-4
5	3.1E-1	1.8E-3	7.2E-3	8.7E-3	2.7E-1	3.1E-2	2.8E-4
5.5	3.0E-1	-	-	7.6E-3	2.6E-1	3.1E-2	2.9E-4
6	2.9E-1	1.5E-3	4.9E-3	6.7E-3	2.5E-1	3.0E-2	3.0E-4
6.5	2.8E-1	-	-	5.9E-3	2.4E-1	2.9E-2	3.1E-4
7	2.7E-1	1.4E-3	3.7E-3	5.2E-3	2.3E-1	2.9E-2	3.2E-4
7.5	2.6E-1	-	-	4.7E-3	2.2E-1	2.8E-2	3.2E-4
8	2.5E-1	1.2E-3	2.9E-3	4.2E-3	2.2E-1	2.8E-2	3.3E-4
8.5	2.4E-1	-	-	3.7E-3	2.1E-1	2.7E-2	3.3E-4
9	2.3E-1	1.1E-3	2.3E-3	3.3E-3	2.0E-1	2.7E-2	3.4E-4
9.5	2.3E-1	-	-	3.0E-3	1.9E-1	2.6E-2	3.4E-4
10	2.2E-1	9.6E-4	1.8E-3	2.7E-3	1.9E-1	2.5E-2	3.4E-4
11	2.0E-1	8.7E-4	1.5E-3	2.2E-3	1.8E-1	2.4E-2	3.4E-4
12	1.9E-1	8.0E-4	1.2E-3	1.8E-3	1.7E-1	2.3E-2	3.4E-4
13	1.8E-1	7.3E-4	9.6E-4	1.5E-3	1.5E-1	2.2E-2	3.4E-4
14	1.7E-1	6.7E-4	7.9E-4	1.2E-3	1.5E-1	2.1E-2	3.3E-4
15	1.6E-1	6.2E-4	6.6E-4	1.1E-3	1.4E-1	2.0E-2	3.3E-4
16	1.5E-1	5.8E-4	5.5E-4	9.0E-4	1.3E-1	1.9E-2	3.2E-4
17	1.4E-1	5.4E-4	4.6E-4	7.7E-4	1.2E-1	1.8E-2	3.1E-4
18	1.3E-1	5.0E-4	4.0E-4	6.7E-4	1.1E-1	1.7E-2	3.0E-4
19	1.2E-1	4.7E-4	3.4E-4	5.9E-4	1.1E-1	1.7E-2	2.9E-4
