Radionuclide	Sr-83
Route of Intake	Ingestion
Material	All other chemical forms, fA=0.25
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	9.8E-1	-	-	9.6E-1	2.5E-3
0.083333	9.6E-1	-	-	9.0E-1	8.9E-3
0.125	9.4E-1	-	-	8.4E-1	1.7E-2
0.25	8.7E-1	-	-	7.2E-1	3.7E-2
0.375	8.0E-1	-	-	6.4E-1	4.7E-2
0.5	7.3E-1	-	-	5.8E-1	5.1E-2
0.625	6.6E-1	-	-	5.2E-1	5.1E-2
0.75	5.9E-1	-	-	4.6E-1	5.0E-2
0.875	5.3E-1	-	-	4.1E-1	4.8E-2
1	4.6E-1	2.8E-2	1.1E-1	3.5E-1	4.6E-2
1.125	4.1E-1	-	-	3.0E-1	4.4E-2
1.25	3.5E-1	-	-	2.6E-1	4.1E-2
1.375	3.1E-1	-	-	2.2E-1	3.9E-2
1.5	2.6E-1	-	-	1.8E-1	3.6E-2
1.625	2.3E-1	-	-	1.5E-1	3.4E-2
1.75	1.9E-1	-	-	1.3E-1	3.2E-2
1.875	1.7E-1	-	-	1.0E-1	2.9E-2
2	1.4E-1	6.6E-3	1.3E-1	8.4E-2	2.7E-2
2.25	1.1E-1	-	-	5.5E-2	2.3E-2
2.5	7.9E-2	-	-	3.6E-2	2.0E-2
2.75	6.0E-2	-	-	2.3E-2	1.7E-2
3	4.6E-2	2.6E-3	3.6E-2	1.5E-2	1.5E-2
3.25	3.7E-2	-	-	9.5E-3	1.3E-2
3.5	3.0E-2	-	-	6.1E-3	1.1E-2
3.75	2.4E-2	-	-	4.0E-3	9.4E-3
4	2.0E-2	1.1E-3	6.6E-3	2.6E-3	8.1E-3
4.25	1.7E-2	-	-	1.8E-3	7.0E-3
4.5	1.4E-2	-	-	1.2E-3	6.0E-3
4.75	1.2E-2	-	-	8.5E-4	5.2E-3
5	1.0E-2	5.4E-4	1.1E-3	6.2E-4	4.5E-3
5.5	7.7E-3	-	-	3.5E-4	3.4E-3
6	5.7E-3	2.6E-4	2.2E-4	2.2E-4	2.5E-3
6.5	4.3E-3	-	-	1.5E-4	1.9E-3
7	3.2E-3	1.3E-4	6.6E-5	1.0E-4	1.5E-3
7.5	2.4E-3	-	-	7.4E-5	1.1E-3
8	1.8E-3	6.7E-5	2.7E-5	5.3E-5	8.5E-4
8.5	1.4E-3	-	-	3.9E-5	6.5E-4
9	1.1E-3	3.5E-5	1.3E-5	2.8E-5	5.0E-4
9.5	8.0E-4	-	-	2.1E-5	3.9E-4
10	6.1E-4	1.8E-5	6.8E-6	1.5E-5	3.0E-4
11	3.5E-4	9.8E-6	3.5E-6	8.2E-6	1.8E-4
12	2.0E-4	5.3E-6	1.9E-6	4.5E-6	1.1E-4
13	1.2E-4	2.9E-6	1.0E-6	2.5E-6	6.3E-5
14	6.8E-5	1.6E-6	5.5E-7	1.4E-6	3.8E-5
15	3.9E-5	8.7E-7	3.0E-7	7.5E-7	2.3E-5
16	2.3E-5	4.8E-7	1.6E-7	4.2E-7	1.3E-5
17	1.3E-5	2.7E-7	9.1E-8	2.3E-7	8.1E-6
18	7.8E-6	1.5E-7	5.0E-8	1.3E-7	4.8E-6
19	4.6E-6	8.3E-8	2.8E-8	7.3E-8	2.9E-6
20	2.7E-6	4.7E-8	1.6E-8	4.1E-8	1.7E-6
21	1.6E-6	2.6E-8	8.7E-9	2.3E-8	1.0E-6
22	9.2E-7	1.5E-8	4.9E-9	1.3E-8	6.2E-7
23	5.4E-7	8.2E-9	2.7E-9	7.1E-9	3.7E-7
24	3.2E-7	4.6E-9	1.5E-9	4.0E-9	2.2E-7
25	1.9E-7	2.6E-9	8.6E-10	2.2E-9	1.3E-7
26	1.1E-7	1.4E-9	4.8E-10	1.3E-9	8.0E-8
27	6.4E-8	8.1E-10	2.7E-10	7.1E-10	4.8E-8
28	3.8E-8	4.6E-10	1.5E-10	1.8E-10	2.9E-8
29	2.2E-8	2.6E-10	-	1.0E-10	1.7E-8
30	1.3E-8	1.5E-10	-	-	1.0E-8
31	7.8E-9	-	-	-	6.2E-9
32	4.6E-9	-	-	-	3.5E-9
33	2.7E-9	-	-	-	2.1E-9
34	1.6E-9	-	-	-	1.3E-9
35	9.5E-10	-	-	-	7.6E-10
36	5.6E-10	-	-	-	4.5E-10
37	3.3E-10	-	-	-	2.7E-10
38	2.0E-10	-	-	-	-
39	1.2E-10	-	-	-	-
