Radionuclide	I-129
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Liver*
0.041667	9.7E-1	-	-	3.2E-1	1.5E-1	1.4E-5	2.2E-5
0.083333	9.6E-1	-	-	3.8E-1	1.3E-1	4.9E-5	4.7E-5
0.125	9.5E-1	-	-	4.2E-1	1.2E-1	1.1E-4	7.2E-5
0.25	9.2E-1	-	-	5.0E-1	1.0E-1	3.7E-4	1.2E-4
0.375	9.0E-1	-	-	5.6E-1	9.7E-2	7.1E-4	1.3E-4
0.5	8.7E-1	-	-	5.9E-1	9.3E-2	1.0E-3	1.2E-4
0.625	8.5E-1	-	-	6.1E-1	9.0E-2	1.3E-3	1.1E-4
0.75	8.2E-1	-	-	6.2E-1	8.8E-2	1.6E-3	9.5E-5
0.875	7.8E-1	-	-	6.1E-1	8.6E-2	1.8E-3	8.0E-5
1	7.5E-1	4.2E-3	1.0E-1	5.9E-1	8.4E-2	2.0E-3	6.6E-5
1.125	7.1E-1	-	-	5.7E-1	8.2E-2	2.2E-3	5.5E-5
1.25	6.6E-1	-	-	5.4E-1	8.0E-2	2.3E-3	4.5E-5
1.375	6.2E-1	-	-	5.1E-1	7.8E-2	2.4E-3	3.8E-5
1.5	5.7E-1	-	-	4.7E-1	7.6E-2	2.4E-3	3.2E-5
1.625	5.3E-1	-	-	4.3E-1	7.4E-2	2.5E-3	2.7E-5
1.75	4.9E-1	-	-	4.0E-1	7.3E-2	2.5E-3	2.4E-5
1.875	4.4E-1	-	-	3.6E-1	7.1E-2	2.6E-3	2.1E-5
2	4.0E-1	1.6E-3	3.2E-1	3.2E-1	6.9E-2	2.6E-3	1.9E-5
2.25	3.3E-1	-	-	2.6E-1	6.6E-2	2.7E-3	1.7E-5
2.5	2.7E-1	-	-	2.0E-1	6.3E-2	2.7E-3	1.6E-5
2.75	2.3E-1	-	-	1.6E-1	6.0E-2	2.7E-3	1.6E-5
3	1.9E-1	3.1E-4	2.2E-1	1.2E-1	5.7E-2	2.7E-3	1.6E-5
3.25	1.6E-1	-	-	9.6E-2	5.5E-2	2.7E-3	1.7E-5
3.5	1.3E-1	-	-	7.5E-2	5.2E-2	2.7E-3	1.8E-5
3.75	1.1E-1	-	-	5.9E-2	5.0E-2	2.7E-3	1.8E-5
4	9.8E-2	1.1E-4	8.8E-2	4.6E-2	4.8E-2	2.7E-3	1.9E-5
4.25	8.7E-2	-	-	3.7E-2	4.6E-2	2.7E-3	2.0E-5
4.5	7.8E-2	-	-	3.1E-2	4.4E-2	2.7E-3	2.1E-5
4.75	7.1E-2	-	-	2.6E-2	4.2E-2	2.8E-3	2.2E-5
5	6.5E-2	7.2E-5	3.2E-2	2.2E-2	4.0E-2	2.8E-3	2.3E-5
5.5	5.7E-2	-	-	1.7E-2	3.6E-2	2.8E-3	2.5E-5
6	5.1E-2	5.8E-5	1.4E-2	1.4E-2	3.3E-2	2.8E-3	2.6E-5
6.5	4.6E-2	-	-	1.2E-2	3.1E-2	2.8E-3	2.8E-5
7	4.2E-2	4.8E-5	8.7E-3	1.1E-2	2.8E-2	2.8E-3	2.9E-5
7.5	3.9E-2	-	-	9.5E-3	2.6E-2	2.8E-3	3.1E-5
8	3.6E-2	4.1E-5	6.4E-3	8.5E-3	2.4E-2	2.8E-3	3.2E-5
8.5	3.3E-2	-	-	7.7E-3	2.2E-2	2.8E-3	3.3E-5
9	3.0E-2	3.5E-5	5.1E-3	6.9E-3	2.0E-2	2.7E-3	3.5E-5
9.5	2.8E-2	-	-	6.3E-3	1.9E-2	2.7E-3	3.6E-5
10	2.6E-2	3.1E-5	4.2E-3	5.7E-3	1.7E-2	2.7E-3	3.7E-5
11	2.3E-2	2.7E-5	3.4E-3	4.7E-3	1.5E-2	2.7E-3	3.9E-5
12	2.0E-2	2.4E-5	2.8E-3	3.8E-3	1.3E-2	2.7E-3	4.1E-5
13	1.8E-2	2.1E-5	2.3E-3	3.1E-3	1.1E-2	2.7E-3	4.2E-5
14	1.6E-2	1.9E-5	1.9E-3	2.6E-3	9.8E-3	2.7E-3	4.4E-5
15	1.4E-2	1.8E-5	1.5E-3	2.1E-3	8.8E-3	2.7E-3	4.5E-5
16	1.3E-2	1.6E-5	1.3E-3	1.7E-3	7.9E-3	2.7E-3	4.6E-5
17	1.2E-2	1.5E-5	1.0E-3	1.4E-3	7.1E-3	2.7E-3	4.7E-5
18	1.1E-2	1.4E-5	8.5E-4	1.2E-3	6.5E-3	2.6E-3	4.8E-5
19	1.0E-2	1.4E-5	7.0E-4	9.6E-4	6.1E-3	2.6E-3	4.9E-5
20	9.8E-3	1.3E-5	5.7E-4	7.9E-4	5.7E-3	2.6E-3	4.9E-5
21	9.3E-3	1.3E-5	4.7E-4	6.5E-4	5.3E-3	2.6E-3	5.0E-5
22	8.9E-3	1.2E-5	3.9E-4	5.4E-4	5.0E-3	2.6E-3	5.0E-5
23	8.6E-3	1.2E-5	3.2E-4	4.4E-4	4.8E-3	2.6E-3	5.1E-5
24	8.3E-3	1.2E-5	2.6E-4	3.7E-4	4.6E-3	2.6E-3	5.1E-5
25	8.1E-3	1.2E-5	2.2E-4	3.0E-4	4.5E-3	2.5E-3	5.1E-5
26	7.9E-3	1.2E-5	1.8E-4	2.5E-4	4.4E-3	2.5E-3	5.1E-5
27	7.7E-3	1.1E-5	1.5E-4	2.1E-4	4.3E-3	2.5E-3	5.2E-5
28	7.6E-3	1.1E-5	1.2E-4	1.8E-4	4.2E-3	2.5E-3	5.2E-5
29	7.5E-3	1.1E-5	1.0E-4	1.5E-4	4.1E-3	2.5E-3	5.2E-5
30	7.4E-3	1.1E-5	8.6E-5	1.3E-4	4.0E-3	2.5E-3	5.2E-5
31	7.3E-3	1.1E-5	7.3E-5	1.1E-4	4.0E-3	2.5E-3	5.2E-5
32	7.2E-3	1.1E-5	6.1E-5	9.2E-5	3.9E-3	2.4E-3	5.2E-5
33	7.2E-3	1.1E-5	5.2E-5	8.0E-5	3.9E-3	2.4E-3	5.2E-5
34	7.1E-3	1.1E-5	4.5E-5	6.9E-5	3.9E-3	2.4E-3	5.2E-5
35	7.0E-3	1.1E-5	3.8E-5	6.1E-5	3.9E-3	2.4E-3	5.2E-5
36	7.0E-3	1.1E-5	3.3E-5	5.4E-5	3.8E-3	2.4E-3	5.2E-5
37	7.0E-3	1.1E-5	2.9E-5	4.8E-5	3.8E-3	2.4E-3	5.1E-5
38	6.9E-3	1.1E-5	2.6E-5	4.3E-5	3.8E-3	2.4E-3	5.1E-5
39	6.9E-3	1.1E-5	2.3E-5	3.9E-5	3.8E-3	2.3E-3	5.1E-5
40	6.9E-3	1.1E-5	2.1E-5	3.6E-5	3.8E-3	2.3E-3	5.1E-5
41	6.8E-3	1.1E-5	1.9E-5	3.4E-5	3.7E-3	2.3E-3	5.1E-5
42	6.8E-3	1.1E-5	1.7E-5	3.2E-5	3.7E-3	2.3E-3	5.1E-5
43	6.8E-3	1.1E-5	1.6E-5	3.0E-5	3.7E-3	2.3E-3	5.0E-5
44	6.8E-3	1.0E-5	1.5E-5	2.8E-5	3.7E-3	2.3E-3	5.0E-5
45	6.7E-3	1.0E-5	1.4E-5	2.7E-5	3.7E-3	2.3E-3	5.0E-5
46	6.7E-3	1.0E-5	1.3E-5	2.6E-5	3.7E-3	2.3E-3	5.0E-5
47	6.7E-3	1.0E-5	1.3E-5	2.5E-5	3.7E-3	2.2E-3	5.0E-5
48	6.7E-3	1.0E-5	1.2E-5	2.5E-5	3.7E-3	2.2E-3	4.9E-5
49	6.6E-3	1.0E-5	1.2E-5	2.4E-5	3.7E-3	2.2E-3	4.9E-5
50	6.6E-3	1.0E-5	1.1E-5	2.3E-5	3.7E-3	2.2E-3	4.9E-5
51	6.6E-3	1.0E-5	1.1E-5	2.3E-5	3.7E-3	2.2E-3	4.9E-5
52	6.6E-3	1.0E-5	1.1E-5	2.3E-5	3.6E-3	2.2E-3	4.8E-5
53	6.6E-3	1.0E-5	1.1E-5	2.2E-5	3.6E-3	2.2E-3	4.8E-5
54	6.5E-3	1.0E-5	1.0E-5	2.2E-5	3.6E-3	2.2E-3	4.8E-5
55	6.5E-3	9.9E-6	1.0E-5	2.2E-5	3.6E-3	2.1E-3	4.8E-5
56	6.5E-3	9.9E-6	1.0E-5	2.2E-5	3.6E-3	2.1E-3	4.7E-5
57	6.5E-3	9.8E-6	1.0E-5	2.1E-5	3.6E-3	2.1E-3	4.7E-5
58	6.5E-3	9.8E-6	1.0E-5	2.1E-5	3.6E-3	2.1E-3	4.7E-5
59	6.4E-3	9.7E-6	9.9E-6	2.1E-5	3.6E-3	2.1E-3	4.7E-5
60	6.4E-3	9.7E-6	9.8E-6	2.1E-5	3.6E-3	2.1E-3	4.6E-5
61	6.4E-3	9.6E-6	9.7E-6	2.1E-5	3.6E-3	2.1E-3	4.6E-5
62	6.4E-3	9.6E-6	9.7E-6	2.1E-5	3.6E-3	2.1E-3	4.6E-5
63	6.4E-3	9.5E-6	9.6E-6	2.1E-5	3.6E-3	2.0E-3	4.6E-5
64	6.3E-3	9.5E-6	9.5E-6	2.0E-5	3.6E-3	2.0E-3	4.5E-5
65	6.3E-3	9.4E-6	9.5E-6	2.0E-5	3.6E-3	2.0E-3	4.5E-5
66	6.3E-3	9.4E-6	9.4E-6	2.0E-5	3.6E-3	2.0E-3	4.5E-5
67	6.3E-3	9.3E-6	9.4E-6	2.0E-5	3.5E-3	2.0E-3	4.5E-5
68	6.3E-3	9.3E-6	9.3E-6	2.0E-5	3.5E-3	2.0E-3	4.5E-5
69	6.2E-3	9.2E-6	9.3E-6	2.0E-5	3.5E-3	2.0E-3	4.4E-5
70	6.2E-3	9.2E-6	9.3E-6	2.0E-5	3.5E-3	2.0E-3	4.4E-5
71	6.2E-3	9.1E-6	9.2E-6	2.0E-5	3.5E-3	2.0E-3	4.4E-5
72	6.2E-3	9.1E-6	9.2E-6	2.0E-5	3.5E-3	1.9E-3	4.4E-5
73	6.2E-3	9.1E-6	9.1E-6	2.0E-5	3.5E-3	1.9E-3	4.3E-5
74	6.2E-3	9.0E-6	9.1E-6	1.9E-5	3.5E-3	1.9E-3	4.3E-5
75	6.1E-3	9.0E-6	9.1E-6	1.9E-5	3.5E-3	1.9E-3	4.3E-5
76	6.1E-3	8.9E-6	9.0E-6	1.9E-5	3.5E-3	1.9E-3	4.3E-5
77	6.1E-3	8.9E-6	9.0E-6	1.9E-5	3.5E-3	1.9E-3	4.2E-5
78	6.1E-3	8.8E-6	8.9E-6	1.9E-5	3.5E-3	1.9E-3	4.2E-5
79	6.1E-3	8.8E-6	8.9E-6	1.9E-5	3.5E-3	1.9E-3	4.2E-5
80	6.0E-3	8.7E-6	8.9E-6	1.9E-5	3.5E-3	1.9E-3	4.2E-5
81	6.0E-3	8.7E-6	8.8E-6	1.9E-5	3.5E-3	1.9E-3	4.1E-5
82	6.0E-3	8.6E-6	8.8E-6	1.9E-5	3.5E-3	1.8E-3	4.1E-5
83	6.0E-3	8.6E-6	8.8E-6	1.9E-5	3.4E-3	1.8E-3	4.1E-5
84	6.0E-3	8.5E-6	8.7E-6	1.9E-5	3.4E-3	1.8E-3	4.1E-5
85	6.0E-3	8.5E-6	8.7E-6	1.9E-5	3.4E-3	1.8E-3	4.0E-5
86	5.9E-3	8.4E-6	8.7E-6	1.8E-5	3.4E-3	1.8E-3	4.0E-5
87	5.9E-3	8.4E-6	8.6E-6	1.8E-5	3.4E-3	1.8E-3	4.0E-5
88	5.9E-3	8.3E-6	8.6E-6	1.8E-5	3.4E-3	1.8E-3	4.0E-5
89	5.9E-3	8.3E-6	8.6E-6	1.8E-5	3.4E-3	1.8E-3	4.0E-5
90	5.9E-3	8.3E-6	8.5E-6	1.8E-5	3.4E-3	1.8E-3	3.9E-5
91	5.9E-3	8.2E-6	8.5E-6	1.8E-5	3.4E-3	1.8E-3	3.9E-5
92	5.8E-3	8.2E-6	8.5E-6	1.8E-5	3.4E-3	1.7E-3	3.9E-5
93	5.8E-3	8.1E-6	8.4E-6	1.8E-5	3.4E-3	1.7E-3	3.9E-5
94	5.8E-3	8.1E-6	8.4E-6	1.8E-5	3.4E-3	1.7E-3	3.9E-5
95	5.8E-3	8.0E-6	8.4E-6	1.8E-5	3.4E-3	1.7E-3	3.8E-5
96	5.8E-3	8.0E-6	8.3E-6	1.8E-5	3.4E-3	1.7E-3	3.8E-5
97	5.8E-3	7.9E-6	8.3E-6	1.8E-5	3.4E-3	1.7E-3	3.8E-5
98	5.7E-3	7.9E-6	8.3E-6	1.8E-5	3.4E-3	1.7E-3	3.8E-5
99	5.7E-3	7.9E-6	8.2E-6	1.7E-5	3.4E-3	1.7E-3	3.7E-5
100	5.7E-3	7.8E-6	8.2E-6	1.7E-5	3.3E-3	1.7E-3	3.7E-5
110	5.6E-3	7.4E-6	7.9E-6	1.7E-5	3.3E-3	1.6E-3	3.5E-5
120	5.4E-3	7.0E-6	7.6E-6	1.6E-5	3.2E-3	1.5E-3	3.3E-5
130	5.3E-3	6.6E-6	7.3E-6	1.5E-5	3.2E-3	1.4E-3	3.1E-5
140	5.1E-3	6.3E-6	7.0E-6	1.5E-5	3.1E-3	1.3E-3	3.0E-5
150	5.0E-3	6.0E-6	6.7E-6	1.4E-5	3.1E-3	1.3E-3	2.8E-5
160	4.9E-3	5.6E-6	6.5E-6	1.4E-5	3.0E-3	1.2E-3	2.7E-5
170	4.8E-3	5.3E-6	6.2E-6	1.3E-5	3.0E-3	1.1E-3	2.5E-5
180	4.6E-3	5.1E-6	6.0E-6	1.2E-5	2.9E-3	1.1E-3	2.4E-5
190	4.5E-3	4.8E-6	5.8E-6	1.2E-5	2.9E-3	1.0E-3	2.2E-5
200	4.4E-3	4.5E-6	5.6E-6	1.1E-5	2.9E-3	9.5E-4	2.1E-5
210	4.3E-3	4.3E-6	5.3E-6	1.1E-5	2.8E-3	9.0E-4	2.0E-5
220	4.2E-3	4.1E-6	5.1E-6	1.1E-5	2.8E-3	8.5E-4	1.9E-5
230	4.2E-3	3.9E-6	5.0E-6	1.0E-5	2.7E-3	8.0E-4	1.8E-5
240	4.1E-3	3.7E-6	4.8E-6	9.7E-6	2.7E-3	7.6E-4	1.7E-5
250	4.0E-3	3.5E-6	4.6E-6	9.3E-6	2.7E-3	7.2E-4	1.6E-5
260	3.9E-3	3.3E-6	4.4E-6	9.0E-6	2.6E-3	6.8E-4	1.5E-5
270	3.8E-3	3.1E-6	4.3E-6	8.6E-6	2.6E-3	6.4E-4	1.4E-5
280	3.8E-3	3.0E-6	4.1E-6	8.3E-6	2.5E-3	6.1E-4	1.4E-5
290	3.7E-3	2.8E-6	4.0E-6	8.0E-6	2.5E-3	5.8E-4	1.3E-5
300	3.6E-3	2.7E-6	3.8E-6	7.7E-6	2.5E-3	5.5E-4	1.2E-5
310	3.6E-3	2.6E-6	3.7E-6	7.4E-6	2.5E-3	5.2E-4	1.2E-5
320	3.5E-3	2.4E-6	3.5E-6	7.1E-6	2.4E-3	4.9E-4	1.1E-5
330	3.4E-3	2.3E-6	3.4E-6	6.8E-6	2.4E-3	4.6E-4	1.0E-5
340	3.4E-3	2.2E-6	3.3E-6	6.5E-6	2.4E-3	4.4E-4	9.8E-6
350	3.3E-3	2.1E-6	3.2E-6	6.3E-6	2.3E-3	4.1E-4	9.3E-6
360	3.3E-3	2.0E-6	3.1E-6	6.1E-6	2.3E-3	3.9E-4	8.8E-6
365	3.3E-3	1.9E-6	3.0E-6	5.9E-6	2.3E-3	3.8E-4	8.5E-6
370	3.2E-3	1.9E-6	3.0E-6	5.8E-6	2.3E-3	3.7E-4	8.3E-6
380	3.2E-3	1.8E-6	2.9E-6	5.6E-6	2.3E-3	3.5E-4	7.9E-6
390	3.1E-3	1.7E-6	2.8E-6	5.4E-6	2.2E-3	3.3E-4	7.4E-6
400	3.1E-3	1.6E-6	2.7E-6	5.2E-6	2.2E-3	3.2E-4	7.1E-6
410	3.0E-3	1.5E-6	2.6E-6	5.0E-6	2.2E-3	3.0E-4	6.7E-6
420	3.0E-3	1.5E-6	2.5E-6	4.8E-6	2.2E-3	2.8E-4	6.3E-6
430	3.0E-3	1.4E-6	2.4E-6	4.6E-6	2.1E-3	2.7E-4	6.0E-6
440	2.9E-3	1.3E-6	2.3E-6	4.5E-6	2.1E-3	2.5E-4	5.7E-6
450	2.9E-3	1.3E-6	2.2E-6	4.3E-6	2.1E-3	2.4E-4	5.4E-6
460	2.9E-3	1.2E-6	2.2E-6	4.2E-6	2.1E-3	2.3E-4	5.1E-6
470	2.8E-3	1.2E-6	2.1E-6	4.0E-6	2.1E-3	2.2E-4	4.8E-6
480	2.8E-3	1.1E-6	2.0E-6	3.9E-6	2.0E-3	2.1E-4	4.6E-6
490	2.8E-3	1.1E-6	1.9E-6	3.7E-6	2.0E-3	2.0E-4	4.4E-6
500	2.7E-3	1.0E-6	1.9E-6	3.6E-6	2.0E-3	1.8E-4	4.1E-6
510	2.7E-3	9.7E-7	1.8E-6	3.5E-6	2.0E-3	1.8E-4	3.9E-6
520	2.7E-3	9.3E-7	1.7E-6	3.3E-6	2.0E-3	1.7E-4	3.7E-6
530	2.7E-3	8.9E-7	1.7E-6	3.2E-6	2.0E-3	1.6E-4	3.5E-6
540	2.6E-3	8.5E-7	1.6E-6	3.1E-6	1.9E-3	1.5E-4	3.3E-6
550	2.6E-3	8.2E-7	1.6E-6	3.0E-6	1.9E-3	1.4E-4	3.2E-6
560	2.6E-3	7.8E-7	1.5E-6	2.9E-6	1.9E-3	1.4E-4	3.0E-6
570	2.6E-3	7.5E-7	1.5E-6	2.8E-6	1.9E-3	1.3E-4	2.9E-6
580	2.5E-3	7.2E-7	1.4E-6	2.7E-6	1.9E-3	1.2E-4	2.7E-6
590	2.5E-3	6.9E-7	1.4E-6	2.6E-6	1.9E-3	1.2E-4	2.6E-6
600	2.5E-3	6.7E-7	1.3E-6	2.5E-6	1.9E-3	1.1E-4	2.5E-6
610	2.5E-3	6.4E-7	1.3E-6	2.4E-6	1.8E-3	1.1E-4	2.3E-6
620	2.5E-3	6.2E-7	1.2E-6	2.3E-6	1.8E-3	1.0E-4	2.2E-6
630	2.4E-3	5.9E-7	1.2E-6	2.3E-6	1.8E-3	9.5E-5	2.1E-6
640	2.4E-3	5.7E-7	1.2E-6	2.2E-6	1.8E-3	9.1E-5	2.0E-6
650	2.4E-3	5.5E-7	1.1E-6	2.1E-6	1.8E-3	8.6E-5	1.9E-6
660	2.4E-3	5.3E-7	1.1E-6	2.0E-6	1.8E-3	8.2E-5	1.8E-6
