Radionuclide	Pd-111
Route of Intake	Injection
Material	Injection, fA=5E-3
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.6E-1	1.1E-2	1.0E-2	2.5E-2
0.083333	2.5E-2	1.8E-3	1.7E-3	4.2E-3
0.125	4.1E-3	3.1E-4	2.8E-4	7.2E-4
0.25	1.8E-5	1.5E-6	1.3E-6	3.5E-6
0.375	8.6E-8	7.4E-9	6.4E-9	1.7E-8
0.5	4.1E-10	-	-	-
