Radionuclide	Sb-127
Route of Intake	Inhalation
Material	Aerosols Type F, Chloride, tartrate, fA=5E-2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
0.041667	8.0E-1	-	-	2.2E-1	2.5E-2	3.4E-4	5.6E-3	6.1E-3
0.083333	7.8E-1	-	-	2.4E-1	8.0E-3	4.4E-4	6.5E-3	6.7E-3
0.125	7.6E-1	-	-	2.5E-1	3.7E-3	5.0E-4	7.0E-3	7.1E-3
0.25	7.1E-1	-	-	2.9E-1	2.2E-3	6.0E-4	8.2E-3	8.0E-3
0.375	6.8E-1	-	-	3.1E-1	2.2E-3	6.8E-4	9.2E-3	8.7E-3
0.5	6.4E-1	-	-	3.2E-1	2.3E-3	7.5E-4	9.9E-3	9.2E-3
0.625	6.1E-1	-	-	3.3E-1	2.3E-3	8.2E-4	1.1E-2	9.5E-3
0.75	5.7E-1	-	-	3.2E-1	2.3E-3	8.7E-4	1.1E-2	9.7E-3
0.875	5.4E-1	-	-	3.1E-1	2.2E-3	9.1E-4	1.1E-2	9.8E-3
1	5.0E-1	3.0E-2	5.2E-2	3.0E-1	2.2E-3	9.5E-4	1.2E-2	9.8E-3
1.125	4.7E-1	-	-	2.8E-1	2.1E-3	9.8E-4	1.2E-2	9.8E-3
1.25	4.3E-1	-	-	2.6E-1	2.1E-3	1.0E-3	1.2E-2	9.7E-3
1.375	4.0E-1	-	-	2.4E-1	2.0E-3	1.0E-3	1.2E-2	9.6E-3
1.5	3.7E-1	-	-	2.1E-1	2.0E-3	1.0E-3	1.2E-2	9.4E-3
1.625	3.4E-1	-	-	1.9E-1	1.9E-3	1.1E-3	1.2E-2	9.2E-3
1.75	3.1E-1	-	-	1.7E-1	1.9E-3	1.1E-3	1.2E-2	9.0E-3
1.875	2.9E-1	-	-	1.5E-1	1.8E-3	1.1E-3	1.2E-2	8.8E-3
2	2.6E-1	1.3E-2	1.3E-1	1.3E-1	1.7E-3	1.1E-3	1.2E-2	8.6E-3
2.25	2.2E-1	-	-	1.0E-1	1.6E-3	1.1E-3	1.1E-2	8.1E-3
2.5	1.9E-1	-	-	7.6E-2	1.5E-3	1.1E-3	1.1E-2	7.6E-3
