Radionuclide	Br-83
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	6.1E-1	-	-	9.3E-2	2.0E-2
0.083333	4.5E-1	-	-	4.2E-2	6.6E-3
0.125	3.3E-1	-	-	2.1E-2	3.4E-3
0.25	1.3E-1	-	-	5.7E-3	1.3E-3
0.375	5.5E-2	-	-	2.1E-3	6.0E-4
0.5	2.2E-2	-	-	8.1E-4	2.7E-4
0.625	9.3E-3	-	-	3.2E-4	1.2E-4
0.75	3.8E-3	-	-	1.3E-4	5.1E-5
0.875	1.6E-3	-	-	5.0E-5	2.2E-5
1	6.5E-4	2.7E-5	9.3E-7	2.0E-5	9.4E-6
1.125	2.7E-4	-	-	8.0E-6	4.0E-6
1.25	1.1E-4	-	-	3.2E-6	1.7E-6
1.375	4.7E-5	-	-	1.3E-6	7.1E-7
1.5	2.0E-5	-	-	5.3E-7	3.0E-7
1.625	8.1E-6	-	-	2.2E-7	1.3E-7
1.75	3.4E-6	-	-	8.8E-8	5.3E-8
1.875	1.4E-6	-	-	3.6E-8	2.2E-8
2	5.9E-7	3.4E-8	2.1E-9	1.5E-8	9.2E-9
2.25	1.0E-7	-	-	2.5E-9	1.6E-9
2.5	1.8E-8	-	-	4.2E-10	2.8E-10
2.75	3.1E-9	-	-	-	-
3	5.4E-10	-	-	-	-
