Radionuclide	Br-76
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	8.4E-1	-	-	7.4E-2	6.5E-1
0.083333	8.0E-1	-	-	8.5E-2	6.2E-1
0.125	7.6E-1	-	-	9.2E-2	5.9E-1
0.25	6.7E-1	-	-	1.0E-1	5.1E-1
0.375	5.8E-1	-	-	1.0E-1	4.4E-1
0.5	5.1E-1	-	-	9.6E-2	3.8E-1
0.625	4.4E-1	-	-	8.8E-2	3.4E-1
0.75	3.9E-1	-	-	8.0E-2	2.9E-1
0.875	3.4E-1	-	-	7.1E-2	2.6E-1
1	2.9E-1	1.1E-4	9.6E-3	6.2E-2	2.2E-1
1.125	2.5E-1	-	-	5.3E-2	2.0E-1
1.25	2.2E-1	-	-	4.5E-2	1.7E-1
1.375	1.9E-1	-	-	3.8E-2	1.5E-1
1.5	1.7E-1	-	-	3.2E-2	1.3E-1
1.625	1.4E-1	-	-	2.7E-2	1.1E-1
1.75	1.2E-1	-	-	2.2E-2	1.0E-1
1.875	1.1E-1	-	-	1.8E-2	8.7E-2
2	9.3E-2	6.1E-5	1.2E-2	1.5E-2	7.6E-2
2.25	6.9E-2	-	-	1.0E-2	5.8E-2
2.5	5.2E-2	-	-	6.8E-3	4.5E-2
2.75	3.9E-2	-	-	4.6E-3	3.4E-2
3	3.0E-2	2.2E-5	3.4E-3	3.1E-3	2.6E-2
3.25	2.3E-2	-	-	2.1E-3	2.0E-2
3.5	1.7E-2	-	-	1.5E-3	1.5E-2
3.75	1.3E-2	-	-	1.0E-3	1.2E-2
4	9.9E-3	7.6E-6	7.1E-4	7.2E-4	9.1E-3
4.25	7.6E-3	-	-	5.1E-4	7.0E-3
4.5	5.8E-3	-	-	3.7E-4	5.3E-3
4.75	4.4E-3	-	-	2.6E-4	4.1E-3
5	3.4E-3	2.7E-6	1.6E-4	1.9E-4	3.2E-3
5.5	2.0E-3	-	-	1.0E-4	1.9E-3
6	1.2E-3	9.2E-7	4.1E-5	5.5E-5	1.1E-3
6.5	6.9E-4	-	-	3.0E-5	6.5E-4
7	4.1E-4	3.2E-7	1.2E-5	1.6E-5	3.9E-4
7.5	2.4E-4	-	-	8.8E-6	2.3E-4
8	1.4E-4	1.1E-7	3.5E-6	4.8E-6	1.4E-4
8.5	8.4E-5	-	-	2.6E-6	8.1E-5
9	5.0E-5	3.8E-8	1.0E-6	1.4E-6	4.8E-5
9.5	3.0E-5	-	-	7.9E-7	2.8E-5
10	1.8E-5	1.3E-8	3.1E-7	4.3E-7	1.7E-5
11	6.2E-6	4.5E-9	9.2E-8	1.3E-7	6.0E-6
12	2.2E-6	1.5E-9	2.8E-8	4.0E-8	2.1E-6
13	7.8E-7	5.3E-10	8.4E-9	1.2E-8	7.5E-7
14	2.7E-7	1.8E-10	2.5E-9	3.7E-9	2.7E-7
15	9.8E-8	-	7.8E-10	1.1E-9	9.5E-8
16	3.5E-8	-	2.4E-10	3.6E-10	3.4E-8
17	1.2E-8	-	-	1.1E-10	1.2E-8
18	4.4E-9	-	-	-	4.3E-9
19	1.6E-9	-	-	-	1.5E-9
20	5.6E-10	-	-	-	5.5E-10
21	2.0E-10	-	-	-	2.0E-10
