Radionuclide	Nd-140
Route of Intake	Ingestion
Material	All compounds, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.9E-1	-	-	9.9E-1	4.9E-6	6.5E-6
0.083333	9.8E-1	-	-	9.8E-1	1.9E-5	2.4E-5
0.125	9.7E-1	-	-	9.7E-1	3.5E-5	4.6E-5
0.25	9.5E-1	-	-	9.5E-1	7.7E-5	9.9E-5
0.375	9.2E-1	-	-	9.1E-1	1.0E-4	1.3E-4
0.5	8.7E-1	-	-	8.7E-1	1.1E-4	1.4E-4
0.625	8.2E-1	-	-	8.2E-1	1.2E-4	1.5E-4
0.75	7.7E-1	-	-	7.7E-1	1.2E-4	1.5E-4
0.875	7.0E-1	-	-	7.0E-1	1.2E-4	1.5E-4
1	6.4E-1	2.4E-5	1.7E-1	6.4E-1	1.2E-4	1.6E-4
1.125	5.7E-1	-	-	5.7E-1	1.2E-4	1.5E-4
1.25	5.1E-1	-	-	5.1E-1	1.2E-4	1.5E-4
1.375	4.5E-1	-	-	4.5E-1	1.2E-4	1.5E-4
1.5	3.9E-1	-	-	3.9E-1	1.2E-4	1.5E-4
1.625	3.4E-1	-	-	3.3E-1	1.1E-4	1.5E-4
1.75	2.9E-1	-	-	2.9E-1	1.1E-4	1.5E-4
1.875	2.5E-1	-	-	2.4E-1	1.1E-4	1.4E-4
2	2.1E-1	2.9E-6	3.1E-1	2.1E-1	1.1E-4	1.4E-4
2.25	1.5E-1	-	-	1.5E-1	1.1E-4	1.3E-4
2.5	1.0E-1	-	-	1.0E-1	1.0E-4	1.3E-4
2.75	7.0E-2	-	-	6.9E-2	9.7E-5	1.2E-4
3	4.7E-2	1.1E-6	1.2E-1	4.7E-2	9.2E-5	1.2E-4
3.25	3.1E-2	-	-	3.1E-2	8.8E-5	1.1E-4
3.5	2.1E-2	-	-	2.1E-2	8.4E-5	1.1E-4
3.75	1.4E-2	-	-	1.4E-2	8.0E-5	1.0E-4
4	9.0E-3	4.7E-7	2.9E-2	8.8E-3	7.6E-5	9.7E-5
4.25	5.9E-3	-	-	5.7E-3	7.3E-5	9.3E-5
4.5	3.8E-3	-	-	3.6E-3	6.9E-5	8.8E-5
4.75	2.5E-3	-	-	2.3E-3	6.6E-5	8.4E-5
5	1.6E-3	2.5E-7	5.7E-3	1.5E-3	6.2E-5	8.0E-5
5.5	7.3E-4	-	-	5.9E-4	5.6E-5	7.2E-5
6	3.6E-4	1.6E-7	9.7E-4	2.3E-4	5.1E-5	6.5E-5
6.5	2.1E-4	-	-	9.0E-5	4.6E-5	5.8E-5
7	1.4E-4	1.1E-7	1.5E-4	3.5E-5	4.1E-5	5.3E-5
7.5	1.1E-4	-	-	1.3E-5	3.7E-5	4.7E-5
8	9.2E-5	7.7E-8	2.3E-5	5.2E-6	3.4E-5	4.3E-5
8.5	8.1E-5	-	-	2.1E-6	3.1E-5	3.9E-5
9	7.2E-5	5.6E-8	3.4E-6	9.6E-7	2.8E-5	3.5E-5
9.5	6.4E-5	-	-	5.0E-7	2.5E-5	3.1E-5
10	5.8E-5	4.1E-8	5.1E-7	3.2E-7	2.2E-5	2.8E-5
11	4.7E-5	3.0E-8	1.1E-7	1.9E-7	1.8E-5	2.3E-5
12	3.8E-5	2.2E-8	4.4E-8	1.5E-7	1.5E-5	1.9E-5
13	3.1E-5	1.7E-8	3.0E-8	1.2E-7	1.2E-5	1.5E-5
14	2.5E-5	1.2E-8	2.3E-8	9.5E-8	9.9E-6	1.2E-5
15	2.1E-5	9.1E-9	1.8E-8	7.7E-8	8.0E-6	1.0E-5
16	1.7E-5	6.8E-9	1.4E-8	6.2E-8	6.5E-6	8.1E-6
17	1.4E-5	5.0E-9	1.1E-8	5.0E-8	5.3E-6	6.6E-6
18	1.1E-5	3.7E-9	9.1E-9	4.0E-8	4.3E-6	5.4E-6
19	9.0E-6	2.8E-9	7.2E-9	3.3E-8	3.5E-6	4.4E-6
20	7.3E-6	2.1E-9	5.8E-9	2.6E-8	2.9E-6	3.6E-6
21	5.9E-6	1.6E-9	4.6E-9	2.1E-8	2.3E-6	2.9E-6
22	4.8E-6	1.2E-9	3.6E-9	1.7E-8	1.9E-6	2.3E-6
23	3.9E-6	8.7E-10	2.9E-9	1.4E-8	1.6E-6	1.9E-6
24	3.2E-6	6.5E-10	2.3E-9	1.1E-8	1.3E-6	1.6E-6
25	2.6E-6	4.9E-10	1.8E-9	9.0E-9	1.0E-6	1.3E-6
26	2.1E-6	3.7E-10	1.5E-9	7.3E-9	8.4E-7	1.0E-6
27	1.7E-6	2.8E-10	1.2E-9	5.9E-9	6.8E-7	8.3E-7
28	1.4E-6	2.1E-10	9.3E-10	4.7E-9	5.6E-7	6.8E-7
29	1.1E-6	1.6E-10	7.4E-10	3.8E-9	4.5E-7	5.5E-7
30	9.2E-7	1.2E-10	5.9E-10	3.1E-9	3.7E-7	4.5E-7
31	7.5E-7	-	4.7E-10	2.5E-9	3.0E-7	3.6E-7
32	6.1E-7	-	3.7E-10	2.0E-9	2.4E-7	3.0E-7
