Radionuclide	La-143
Route of Intake	Injection
Material	Injection, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	5.4E-2	3.0E-3	9.5E-3	1.6E-2
0.083333	2.8E-3	1.5E-4	5.8E-4	9.6E-4
0.125	1.5E-4	7.9E-6	3.3E-5	5.4E-5
0.25	2.3E-8	1.2E-9	5.3E-9	8.8E-9
