Radionuclide	Ba-131m
Route of Intake	Inhalation
Material	Aerosols Type F, Barium chloride, carbonate, fA=0.2
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	1.9E-2	3.4E-3	7.0E-3	1.8E-3
0.083333	1.1E-3	2.9E-4	1.7E-4	1.8E-4
0.125	6.2E-5	2.0E-5	4.6E-6	1.3E-5
0.25	1.2E-8	4.9E-9	1.2E-10	3.0E-9
