Radionuclide	Ba-131m
Route of Intake	Inhalation
Material	Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	4.7E-2	1.6E-2	4.4E-3	4.9E-5
0.083333	2.6E-3	1.0E-3	2.3E-4	5.7E-6
0.125	1.5E-4	6.6E-5	1.3E-5	5.2E-7
0.25	2.9E-8	1.5E-8	2.2E-9	2.0E-10
