Radionuclide	Ba-131m
Route of Intake	Inhalation
Material	Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	3.0E-2	8.4E-3	7.5E-3	5.0E-5
0.083333	1.7E-3	5.4E-4	4.1E-4	6.1E-6
0.125	9.6E-5	3.5E-5	2.3E-5	5.5E-7
0.25	1.8E-8	8.0E-9	4.2E-9	2.1E-10
