Radionuclide	Y-91m
Route of Intake	Inhalation
Material	Aerosols Type M, Oxide, phosphate, all unspecified forms, fA=2E-5
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	2.2E-1	6.2E-2	5.7E-2	1.0E-4	6.1E-5
0.083333	9.4E-2	3.0E-2	2.4E-2	1.1E-4	4.7E-5
0.125	4.0E-2	1.4E-2	1.0E-2	7.8E-5	2.9E-5
0.25	3.2E-3	1.4E-3	7.8E-4	1.4E-5	4.2E-6
0.375	2.5E-4	1.3E-4	6.2E-5	1.7E-6	4.7E-7
0.5	2.0E-5	1.1E-5	4.9E-6	1.8E-7	4.7E-8
0.625	1.6E-6	9.3E-7	3.9E-7	1.7E-8	4.5E-9
0.75	1.3E-7	7.6E-8	3.1E-8	1.6E-9	4.1E-10
0.875	9.9E-9	6.0E-9	2.5E-9	-	-
1	7.7E-10	4.5E-10	1.8E-10	-	-
