Radionuclide	U-238
Route of Intake	Inhalation
Material	Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Lungs* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
8	1.7E-3	2.6E-4	2.1E-4	2.3E-5	2.9E-4	8.0E-4	6.8E-5
8.5	1.8E-3	-	-	1.8E-5	3.1E-4	8.3E-4	7.0E-5
9	1.8E-3	2.4E-4	6.2E-5	1.6E-5	3.2E-4	8.7E-4	7.3E-5
9.5	1.9E-3	-	-	1.4E-5	3.3E-4	9.0E-4	7.5E-5
10	1.9E-3	2.2E-4	2.9E-5	1.3E-5	3.4E-4	9.4E-4	7.7E-5
11	2.0E-3	2.0E-4	2.0E-5	1.2E-5	3.6E-4	1.0E-3	8.1E-5
12	2.1E-3	1.9E-4	1.6E-5	1.2E-5	3.8E-4	1.1E-3	8.5E-5
13	2.2E-3	1.7E-4	1.3E-5	1.1E-5	4.0E-4	1.1E-3	8.8E-5
14	2.3E-3	1.6E-4	1.1E-5	1.0E-5	4.2E-4	1.2E-3	9.1E-5
15	2.3E-3	1.5E-4	9.7E-6	9.9E-6	4.4E-4	1.2E-3	9.3E-5
16	2.4E-3	1.4E-4	8.4E-6	9.4E-6	4.5E-4	1.3E-3	9.6E-5
17	2.4E-3	1.3E-4	7.3E-6	9.1E-6	4.7E-4	1.3E-3	9.7E-5
18	2.5E-3	1.2E-4	6.4E-6	8.7E-6	4.8E-4	1.3E-3	9.9E-5
19	2.5E-3	1.1E-4	5.7E-6	8.4E-6	4.9E-4	1.4E-3	1.0E-4
20	2.6E-3	1.1E-4	5.1E-6	8.2E-6	5.1E-4	1.4E-3	1.0E-4
21	2.6E-3	1.0E-4	4.6E-6	8.0E-6	5.2E-4	1.5E-3	1.0E-4
22	2.7E-3	9.5E-5	4.2E-6	7.8E-6	5.3E-4	1.5E-3	1.0E-4
23	2.7E-3	8.9E-5	3.8E-6	7.6E-6	5.4E-4	1.5E-3	1.0E-4
24	2.7E-3	8.4E-5	3.5E-6	7.5E-6	5.5E-4	1.6E-3	1.0E-4
25	2.8E-3	8.0E-5	3.3E-6	7.4E-6	5.6E-4	1.6E-3	1.0E-4
26	2.8E-3	7.6E-5	3.1E-6	7.3E-6	5.6E-4	1.6E-3	1.1E-4
27	2.8E-3	7.2E-5	3.0E-6	7.2E-6	5.7E-4	1.6E-3	1.1E-4
28	2.8E-3	6.8E-5	2.8E-6	7.1E-6	5.8E-4	1.7E-3	1.1E-4
29	2.8E-3	6.5E-5	2.7E-6	7.0E-6	5.8E-4	1.7E-3	1.1E-4
30	2.9E-3	6.2E-5	2.6E-6	6.9E-6	5.9E-4	1.7E-3	1.1E-4
31	2.9E-3	5.9E-5	2.5E-6	6.9E-6	5.9E-4	1.7E-3	1.0E-4
32	2.9E-3	5.7E-5	2.4E-6	6.8E-6	6.0E-4	1.7E-3	1.0E-4
33	2.9E-3	5.4E-5	2.4E-6	6.8E-6	6.0E-4	1.8E-3	1.0E-4
34	2.9E-3	5.2E-5	2.3E-6	6.7E-6	6.1E-4	1.8E-3	1.0E-4
35	2.9E-3	5.0E-5	2.2E-6	6.7E-6	6.1E-4	1.8E-3	1.0E-4
36	2.9E-3	4.8E-5	2.2E-6	6.6E-6	6.1E-4	1.8E-3	1.0E-4
37	2.9E-3	4.6E-5	2.1E-6	6.6E-6	6.1E-4	1.8E-3	1.0E-4
38	2.9E-3	4.4E-5	2.1E-6	6.5E-6	6.2E-4	1.8E-3	1.0E-4
39	2.9E-3	4.3E-5	2.1E-6	6.5E-6	6.2E-4	1.8E-3	1.0E-4
40	2.9E-3	4.1E-5	2.0E-6	6.4E-6	6.2E-4	1.8E-3	1.0E-4
41	3.0E-3	4.0E-5	2.0E-6	6.4E-6	6.2E-4	1.9E-3	1.0E-4
42	3.0E-3	3.9E-5	2.0E-6	6.3E-6	6.2E-4	1.9E-3	9.9E-5
43	3.0E-3	3.8E-5	1.9E-6	6.3E-6	6.2E-4	1.9E-3	9.9E-5
44	3.0E-3	3.6E-5	1.9E-6	6.2E-6	6.2E-4	1.9E-3	9.8E-5
45	2.9E-3	3.5E-5	1.9E-6	6.2E-6	6.2E-4	1.9E-3	9.7E-5
46	2.9E-3	3.4E-5	1.8E-6	6.1E-6	6.2E-4	1.9E-3	9.7E-5
47	2.9E-3	3.3E-5	1.8E-6	6.1E-6	6.2E-4	1.9E-3	9.6E-5
48	2.9E-3	3.2E-5	1.8E-6	6.0E-6	6.2E-4	1.9E-3	9.5E-5
49	2.9E-3	3.2E-5	1.8E-6	6.0E-6	6.1E-4	1.9E-3	9.4E-5
50	2.9E-3	3.1E-5	1.7E-6	5.9E-6	6.1E-4	1.9E-3	9.4E-5
51	2.9E-3	3.0E-5	1.7E-6	5.9E-6	6.1E-4	1.9E-3	9.3E-5
52	2.9E-3	2.9E-5	1.7E-6	5.8E-6	6.1E-4	1.9E-3	9.2E-5
53	2.9E-3	2.9E-5	1.7E-6	5.8E-6	6.1E-4	1.9E-3	9.1E-5
54	2.9E-3	2.8E-5	1.6E-6	5.7E-6	6.0E-4	1.9E-3	9.1E-5
55	2.9E-3	2.7E-5	1.6E-6	5.7E-6	6.0E-4	1.9E-3	9.0E-5
56	2.9E-3	2.7E-5	1.6E-6	5.6E-6	6.0E-4	1.9E-3	8.9E-5
57	2.9E-3	2.6E-5	1.6E-6	5.6E-6	5.9E-4	1.9E-3	8.8E-5
58	2.9E-3	2.5E-5	1.5E-6	5.5E-6	5.9E-4	1.9E-3	8.8E-5
59	2.9E-3	2.5E-5	1.5E-6	5.5E-6	5.9E-4	1.9E-3	8.7E-5
60	2.9E-3	2.4E-5	1.5E-6	5.4E-6	5.9E-4	1.9E-3	8.6E-5
61	2.9E-3	2.4E-5	1.5E-6	5.4E-6	5.8E-4	1.9E-3	8.5E-5
62	2.8E-3	2.3E-5	1.5E-6	5.3E-6	5.8E-4	1.9E-3	8.5E-5
63	2.8E-3	2.3E-5	1.4E-6	5.3E-6	5.7E-4	1.9E-3	8.4E-5
64	2.8E-3	2.3E-5	1.4E-6	5.2E-6	5.7E-4	1.9E-3	8.3E-5
65	2.8E-3	2.2E-5	1.4E-6	5.2E-6	5.7E-4	1.9E-3	8.3E-5
66	2.8E-3	2.2E-5	1.4E-6	5.1E-6	5.6E-4	1.9E-3	8.2E-5
67	2.8E-3	2.1E-5	1.4E-6	5.1E-6	5.6E-4	1.9E-3	8.1E-5
68	2.8E-3	2.1E-5	1.4E-6	5.0E-6	5.6E-4	1.9E-3	8.1E-5
69	2.8E-3	2.0E-5	1.3E-6	5.0E-6	5.5E-4	1.9E-3	8.0E-5
70	2.8E-3	2.0E-5	1.3E-6	4.9E-6	5.5E-4	1.9E-3	7.9E-5
71	2.7E-3	2.0E-5	1.3E-6	4.9E-6	5.4E-4	1.9E-3	7.8E-5
72	2.7E-3	1.9E-5	1.3E-6	4.8E-6	5.4E-4	1.9E-3	7.8E-5
73	2.7E-3	1.9E-5	1.3E-6	4.8E-6	5.4E-4	1.9E-3	7.7E-5
74	2.7E-3	1.9E-5	1.2E-6	4.7E-6	5.3E-4	1.9E-3	7.7E-5
75	2.7E-3	1.8E-5	1.2E-6	4.7E-6	5.3E-4	1.9E-3	7.6E-5
76	2.7E-3	1.8E-5	1.2E-6	4.6E-6	5.2E-4	1.9E-3	7.5E-5
77	2.7E-3	1.8E-5	1.2E-6	4.6E-6	5.2E-4	1.9E-3	7.5E-5
78	2.7E-3	1.7E-5	1.2E-6	4.5E-6	5.1E-4	1.9E-3	7.4E-5
79	2.6E-3	1.7E-5	1.2E-6	4.5E-6	5.1E-4	1.9E-3	7.3E-5
80	2.6E-3	1.7E-5	1.2E-6	4.4E-6	5.1E-4	1.8E-3	7.3E-5
81	2.6E-3	1.7E-5	1.1E-6	4.4E-6	5.0E-4	1.8E-3	7.2E-5
82	2.6E-3	1.6E-5	1.1E-6	4.3E-6	5.0E-4	1.8E-3	7.2E-5
83	2.6E-3	1.6E-5	1.1E-6	4.3E-6	4.9E-4	1.8E-3	7.1E-5
84	2.6E-3	1.6E-5	1.1E-6	4.2E-6	4.9E-4	1.8E-3	7.0E-5
85	2.6E-3	1.6E-5	1.1E-6	4.2E-6	4.8E-4	1.8E-3	7.0E-5
86	2.5E-3	1.5E-5	1.1E-6	4.1E-6	4.8E-4	1.8E-3	6.9E-5
87	2.5E-3	1.5E-5	1.1E-6	4.1E-6	4.7E-4	1.8E-3	6.9E-5
88	2.5E-3	1.5E-5	1.0E-6	4.0E-6	4.7E-4	1.8E-3	6.8E-5
89	2.5E-3	1.5E-5	1.0E-6	4.0E-6	4.7E-4	1.8E-3	6.8E-5
90	2.5E-3	1.4E-5	1.0E-6	4.0E-6	4.6E-4	1.8E-3	6.7E-5
91	2.5E-3	1.4E-5	1.0E-6	3.9E-6	4.6E-4	1.8E-3	6.7E-5
92	2.5E-3	1.4E-5	9.8E-7	3.9E-6	4.5E-4	1.8E-3	6.6E-5
93	2.5E-3	1.4E-5	9.7E-7	3.8E-6	4.5E-4	1.8E-3	6.6E-5
94	2.4E-3	1.4E-5	9.6E-7	3.8E-6	4.4E-4	1.8E-3	6.5E-5
95	2.4E-3	1.3E-5	9.5E-7	3.8E-6	4.4E-4	1.8E-3	6.5E-5
96	2.4E-3	1.3E-5	9.3E-7	3.7E-6	4.4E-4	1.7E-3	6.4E-5
97	2.4E-3	1.3E-5	9.2E-7	3.7E-6	4.3E-4	1.7E-3	6.4E-5
98	2.4E-3	1.3E-5	9.1E-7	3.6E-6	4.3E-4	1.7E-3	6.3E-5
99	2.4E-3	1.3E-5	9.0E-7	3.6E-6	4.2E-4	1.7E-3	6.3E-5
100	2.4E-3	1.2E-5	8.9E-7	3.5E-6	4.2E-4	1.7E-3	6.2E-5
110	2.2E-3	1.1E-5	7.8E-7	3.2E-6	3.8E-4	1.6E-3	5.8E-5
120	2.1E-3	9.3E-6	6.8E-7	2.9E-6	3.4E-4	1.6E-3	5.5E-5
130	2.0E-3	8.2E-6	6.0E-7	2.6E-6	3.0E-4	1.5E-3	5.2E-5
140	1.9E-3	7.2E-6	5.3E-7	2.3E-6	2.7E-4	1.5E-3	4.9E-5
150	1.8E-3	6.3E-6	4.6E-7	2.1E-6	2.4E-4	1.4E-3	4.7E-5
160	1.7E-3	5.6E-6	4.1E-7	1.9E-6	2.2E-4	1.3E-3	4.5E-5
170	1.6E-3	4.9E-6	3.6E-7	1.7E-6	1.9E-4	1.3E-3	4.3E-5
180	1.5E-3	4.4E-6	3.1E-7	1.6E-6	1.7E-4	1.2E-3	4.2E-5
190	1.5E-3	3.9E-6	2.8E-7	1.4E-6	1.5E-4	1.2E-3	4.1E-5
200	1.4E-3	3.5E-6	2.4E-7	1.3E-6	1.4E-4	1.2E-3	4.0E-5
210	1.4E-3	3.1E-6	2.1E-7	1.2E-6	1.2E-4	1.1E-3	3.9E-5
220	1.3E-3	2.8E-6	1.9E-7	1.1E-6	1.1E-4	1.1E-3	3.8E-5
230	1.3E-3	2.5E-6	1.6E-7	1.1E-6	9.8E-5	1.1E-3	3.7E-5
240	1.2E-3	2.3E-6	1.5E-7	9.9E-7	8.7E-5	1.1E-3	3.7E-5
250	1.2E-3	2.0E-6	1.3E-7	9.3E-7	7.8E-5	1.0E-3	3.6E-5
260	1.2E-3	1.8E-6	1.1E-7	8.8E-7	6.9E-5	1.0E-3	3.6E-5
270	1.1E-3	1.7E-6	9.9E-8	8.3E-7	6.2E-5	1.0E-3	3.5E-5
280	1.1E-3	1.5E-6	8.7E-8	7.9E-7	5.5E-5	9.8E-4	3.5E-5
290	1.1E-3	1.4E-6	7.7E-8	7.6E-7	4.9E-5	9.7E-4	3.5E-5
300	1.1E-3	1.2E-6	6.8E-8	7.3E-7	4.4E-5	9.5E-4	3.5E-5
310	1.1E-3	1.1E-6	6.0E-8	7.0E-7	3.9E-5	9.4E-4	3.4E-5
320	1.0E-3	1.0E-6	5.3E-8	6.8E-7	3.5E-5	9.3E-4	3.4E-5
330	1.0E-3	9.4E-7	4.7E-8	6.5E-7	3.1E-5	9.2E-4	3.4E-5
340	1.0E-3	8.7E-7	4.1E-8	6.4E-7	2.8E-5	9.1E-4	3.4E-5
350	1.0E-3	8.0E-7	3.6E-8	6.2E-7	2.5E-5	9.0E-4	3.3E-5
360	9.9E-4	7.3E-7	3.2E-8	6.0E-7	2.3E-5	8.9E-4	3.3E-5
365	9.9E-4	7.1E-7	3.0E-8	6.0E-7	2.1E-5	8.9E-4	3.3E-5
370	9.8E-4	6.8E-7	2.9E-8	5.9E-7	2.0E-5	8.9E-4	3.3E-5
380	9.7E-4	6.3E-7	2.5E-8	5.8E-7	1.8E-5	8.8E-4	3.3E-5
390	9.6E-4	5.9E-7	2.2E-8	5.7E-7	1.6E-5	8.7E-4	3.3E-5
400	9.5E-4	5.5E-7	2.0E-8	5.6E-7	1.5E-5	8.7E-4	3.3E-5
410	9.5E-4	5.1E-7	1.8E-8	5.5E-7	1.3E-5	8.6E-4	3.3E-5
420	9.4E-4	4.8E-7	1.6E-8	5.4E-7	1.2E-5	8.6E-4	3.3E-5
430	9.3E-4	4.5E-7	1.4E-8	5.4E-7	1.1E-5	8.5E-4	3.2E-5
440	9.3E-4	4.3E-7	1.3E-8	5.3E-7	9.4E-6	8.5E-4	3.2E-5
450	9.2E-4	4.1E-7	1.1E-8	5.3E-7	8.5E-6	8.5E-4	3.2E-5
460	9.2E-4	3.9E-7	1.0E-8	5.2E-7	7.6E-6	8.4E-4	3.2E-5
470	9.1E-4	3.7E-7	9.0E-9	5.2E-7	6.9E-6	8.4E-4	3.2E-5
480	9.1E-4	3.5E-7	8.1E-9	5.1E-7	6.2E-6	8.3E-4	3.2E-5
490	9.0E-4	3.4E-7	7.3E-9	5.1E-7	5.6E-6	8.3E-4	3.2E-5
500	9.0E-4	3.2E-7	6.6E-9	5.1E-7	5.0E-6	8.3E-4	3.2E-5
510	9.0E-4	3.1E-7	6.0E-9	5.1E-7	4.6E-6	8.2E-4	3.2E-5
520	8.9E-4	3.0E-7	5.4E-9	5.0E-7	4.1E-6	8.2E-4	3.2E-5
530	8.9E-4	2.9E-7	4.9E-9	5.0E-7	3.7E-6	8.2E-4	3.2E-5
540	8.9E-4	2.8E-7	4.5E-9	5.0E-7	3.4E-6	8.2E-4	3.2E-5
550	8.8E-4	2.8E-7	4.1E-9	5.0E-7	3.1E-6	8.1E-4	3.2E-5
560	8.8E-4	2.7E-7	3.8E-9	5.0E-7	2.8E-6	8.1E-4	3.1E-5
570	8.8E-4	2.6E-7	3.5E-9	4.9E-7	2.5E-6	8.1E-4	3.1E-5
580	8.7E-4	2.6E-7	3.3E-9	4.9E-7	2.3E-6	8.1E-4	3.1E-5
590	8.7E-4	2.5E-7	3.0E-9	4.9E-7	2.1E-6	8.0E-4	3.1E-5
600	8.7E-4	2.5E-7	2.8E-9	4.9E-7	1.9E-6	8.0E-4	3.1E-5
610	8.7E-4	2.4E-7	2.7E-9	4.9E-7	1.8E-6	8.0E-4	3.1E-5
620	8.6E-4	2.4E-7	2.5E-9	4.9E-7	1.6E-6	8.0E-4	3.1E-5
630	8.6E-4	2.4E-7	2.4E-9	4.9E-7	1.5E-6	7.9E-4	3.1E-5
640	8.6E-4	2.3E-7	2.3E-9	4.9E-7	1.4E-6	7.9E-4	3.1E-5
650	8.5E-4	2.3E-7	2.1E-9	4.9E-7	1.3E-6	7.9E-4	3.1E-5
660	8.5E-4	2.3E-7	2.1E-9	4.9E-7	1.2E-6	7.9E-4	3.1E-5
670	8.5E-4	2.2E-7	2.0E-9	4.9E-7	1.1E-6	7.9E-4	3.1E-5
680	8.5E-4	2.2E-7	1.9E-9	4.9E-7	1.0E-6	7.8E-4	3.1E-5
690	8.5E-4	2.2E-7	1.8E-9	4.9E-7	9.3E-7	7.8E-4	3.1E-5
700	8.4E-4	2.2E-7	1.8E-9	4.8E-7	8.7E-7	7.8E-4	3.1E-5
710	8.4E-4	2.1E-7	1.7E-9	4.8E-7	8.2E-7	7.8E-4	3.1E-5
720	8.4E-4	2.1E-7	1.7E-9	4.8E-7	7.7E-7	7.7E-4	3.1E-5
730	8.4E-4	2.1E-7	1.6E-9	4.8E-7	7.2E-7	7.7E-4	3.1E-5
740	8.3E-4	2.1E-7	1.6E-9	4.8E-7	6.8E-7	7.7E-4	3.0E-5
750	8.3E-4	2.1E-7	1.5E-9	4.8E-7	6.4E-7	7.7E-4	3.0E-5
760	8.3E-4	2.1E-7	1.5E-9	4.8E-7	6.1E-7	7.7E-4	3.0E-5
770	8.3E-4	2.0E-7	1.5E-9	4.8E-7	5.8E-7	7.6E-4	3.0E-5
780	8.3E-4	2.0E-7	1.5E-9	4.8E-7	5.6E-7	7.6E-4	3.0E-5
790	8.2E-4	2.0E-7	1.4E-9	4.8E-7	5.3E-7	7.6E-4	3.0E-5
800	8.2E-4	2.0E-7	1.4E-9	4.8E-7	5.1E-7	7.6E-4	3.0E-5
810	8.2E-4	2.0E-7	1.4E-9	4.8E-7	4.9E-7	7.6E-4	3.0E-5
820	8.2E-4	2.0E-7	1.4E-9	4.8E-7	4.8E-7	7.5E-4	3.0E-5
830	8.2E-4	2.0E-7	1.4E-9	4.8E-7	4.6E-7	7.5E-4	3.0E-5
840	8.1E-4	2.0E-7	1.4E-9	4.8E-7	4.5E-7	7.5E-4	3.0E-5
850	8.1E-4	2.0E-7	1.3E-9	4.8E-7	4.3E-7	7.5E-4	3.0E-5
860	8.1E-4	1.9E-7	1.3E-9	4.8E-7	4.2E-7	7.5E-4	3.0E-5
870	8.1E-4	1.9E-7	1.3E-9	4.8E-7	4.1E-7	7.5E-4	3.0E-5
880	8.1E-4	1.9E-7	1.3E-9	4.8E-7	4.0E-7	7.4E-4	3.0E-5
890	8.0E-4	1.9E-7	1.3E-9	4.8E-7	3.9E-7	7.4E-4	3.0E-5
900	8.0E-4	1.9E-7	1.3E-9	4.8E-7	3.9E-7	7.4E-4	3.0E-5
910	8.0E-4	1.9E-7	1.3E-9	4.8E-7	3.8E-7	7.4E-4	3.0E-5
920	8.0E-4	1.9E-7	1.3E-9	4.8E-7	3.7E-7	7.4E-4	3.0E-5
930	8.0E-4	1.9E-7	1.3E-9	4.8E-7	3.7E-7	7.3E-4	3.0E-5
940	7.9E-4	1.9E-7	1.3E-9	4.8E-7	3.6E-7	7.3E-4	2.9E-5
950	7.9E-4	1.9E-7	1.2E-9	4.8E-7	3.6E-7	7.3E-4	2.9E-5
960	7.9E-4	1.9E-7	1.2E-9	4.8E-7	3.5E-7	7.3E-4	2.9E-5
970	7.9E-4	1.8E-7	1.2E-9	4.8E-7	3.5E-7	7.3E-4	2.9E-5
980	7.9E-4	1.8E-7	1.2E-9	4.8E-7	3.5E-7	7.3E-4	2.9E-5
990	7.8E-4	1.8E-7	1.2E-9	4.8E-7	3.4E-7	7.2E-4	2.9E-5
1000	7.8E-4	1.8E-7	1.2E-9	4.8E-7	3.4E-7	7.2E-4	2.9E-5
1010	7.8E-4	1.8E-7	1.2E-9	4.8E-7	3.4E-7	7.2E-4	2.9E-5
1020	7.8E-4	1.8E-7	1.2E-9	4.8E-7	3.4E-7	7.2E-4	2.9E-5
1030	7.8E-4	1.8E-7	1.2E-9	4.8E-7	3.4E-7	7.2E-4	2.9E-5
1040	7.8E-4	1.8E-7	1.2E-9	4.8E-7	3.3E-7	7.1E-4	2.9E-5
1050	7.7E-4	1.8E-7	1.2E-9	4.8E-7	3.3E-7	7.1E-4	2.9E-5
1060	7.7E-4	1.8E-7	1.2E-9	4.8E-7	3.3E-7	7.1E-4	2.9E-5
1070	7.7E-4	1.8E-7	1.2E-9	4.8E-7	3.3E-7	7.1E-4	2.9E-5
1080	7.7E-4	1.8E-7	1.2E-9	4.8E-7	3.3E-7	7.1E-4	2.9E-5
1090	7.7E-4	1.8E-7	1.2E-9	4.8E-7	3.3E-7	7.1E-4	2.9E-5
1095	7.7E-4	1.8E-7	1.2E-9	4.8E-7	3.3E-7	7.1E-4	2.9E-5
1100	7.6E-4	1.7E-7	1.2E-9	4.8E-7	3.3E-7	7.0E-4	2.9E-5
1200	7.5E-4	1.7E-7	1.1E-9	4.7E-7	3.2E-7	6.9E-4	2.8E-5
1300	7.3E-4	1.6E-7	1.1E-9	4.7E-7	3.2E-7	6.7E-4	2.8E-5
1400	7.1E-4	1.5E-7	1.0E-9	4.7E-7	3.1E-7	6.6E-4	2.7E-5
1500	7.0E-4	1.5E-7	9.9E-10	4.7E-7	3.1E-7	6.4E-4	2.7E-5
1600	6.8E-4	1.4E-7	9.5E-10	4.7E-7	3.1E-7	6.3E-4	2.7E-5
1700	6.7E-4	1.4E-7	9.2E-10	4.7E-7	3.1E-7	6.1E-4	2.6E-5
1800	6.6E-4	1.3E-7	8.8E-10	4.6E-7	3.1E-7	6.0E-4	2.6E-5
1900	6.4E-4	1.3E-7	8.5E-10	4.6E-7	3.1E-7	5.9E-4	2.5E-5
2000	6.3E-4	1.2E-7	8.2E-10	4.6E-7	3.1E-7	5.8E-4	2.5E-5
2100	6.2E-4	1.2E-7	7.9E-10	4.6E-7	3.1E-7	5.7E-4	2.5E-5
2200	6.1E-4	1.1E-7	7.6E-10	4.6E-7	3.1E-7	5.5E-4	2.4E-5
2300	5.9E-4	1.1E-7	7.3E-10	4.6E-7	3.0E-7	5.4E-4	2.4E-5
2400	5.8E-4	1.1E-7	7.0E-10	4.6E-7	3.0E-7	5.3E-4	2.3E-5
2500	5.7E-4	1.0E-7	6.8E-10	4.6E-7	3.0E-7	5.2E-4	2.3E-5
2600	5.6E-4	9.9E-8	6.5E-10	4.5E-7	3.0E-7	5.1E-4	2.3E-5
2700	5.5E-4	9.5E-8	6.3E-10	4.5E-7	3.0E-7	5.0E-4	2.2E-5
2800	5.4E-4	9.2E-8	6.1E-10	4.5E-7	3.0E-7	5.0E-4	2.2E-5
2900	5.3E-4	8.9E-8	5.9E-10	4.5E-7	3.0E-7	4.9E-4	2.2E-5
3000	5.3E-4	8.6E-8	5.7E-10	4.5E-7	3.0E-7	4.8E-4	2.1E-5
3100	5.2E-4	8.3E-8	5.5E-10	4.5E-7	3.0E-7	4.7E-4	2.1E-5
3200	5.1E-4	8.0E-8	5.3E-10	4.5E-7	3.0E-7	4.6E-4	2.1E-5
3300	5.0E-4	7.7E-8	5.1E-10	4.5E-7	3.0E-7	4.6E-4	2.0E-5
3400	4.9E-4	7.5E-8	5.0E-10	4.4E-7	3.0E-7	4.5E-4	2.0E-5
3500	4.9E-4	7.2E-8	4.8E-10	4.4E-7	2.9E-7	4.4E-4	2.0E-5
3600	4.8E-4	7.0E-8	4.7E-10	4.4E-7	2.9E-7	4.3E-4	1.9E-5
3650	4.7E-4	6.9E-8	4.6E-10	4.4E-7	2.9E-7	4.3E-4	1.9E-5
4000	4.5E-4	6.2E-8	4.1E-10	4.4E-7	2.9E-7	4.1E-4	1.8E-5
5000	4.0E-4	4.6E-8	3.1E-10	4.3E-7	2.8E-7	3.6E-4	1.6E-5
6000	3.6E-4	3.6E-8	2.4E-10	4.2E-7	2.8E-7	3.2E-4	1.4E-5
7000	3.2E-4	2.9E-8	1.9E-10	4.1E-7	2.7E-7	2.9E-4	1.2E-5
8000	3.0E-4	2.4E-8	1.6E-10	4.0E-7	2.7E-7	2.7E-4	1.0E-5
9000	2.7E-4	2.1E-8	1.4E-10	4.0E-7	2.6E-7	2.5E-4	9.2E-6
10000	2.5E-4	1.8E-8	1.2E-10	3.9E-7	2.6E-7	2.3E-4	8.1E-6
11000	2.4E-4	1.6E-8	1.1E-10	3.8E-7	2.5E-7	2.1E-4	7.3E-6
12000	2.2E-4	1.5E-8	-	3.7E-7	2.5E-7	2.0E-4	6.5E-6
13000	2.1E-4	1.3E-8	-	3.7E-7	2.4E-7	1.8E-4	5.9E-6
