Radionuclide	U-238
Route of Intake	Inhalation
Material	Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Lungs* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
0.041667	1.0E-3	-	-	1.0E-4	5.6E-4	2.7E-5	2.3E-5
0.083333	2.0E-3	-	-	2.4E-4	7.8E-4	1.1E-4	6.5E-5
0.125	2.9E-3	-	-	3.9E-4	8.0E-4	2.3E-4	1.1E-4
0.25	5.1E-3	-	-	8.8E-4	5.8E-4	7.3E-4	2.0E-4
0.375	6.7E-3	-	-	1.4E-3	3.6E-4	1.3E-3	2.4E-4
0.5	8.2E-3	-	-	1.9E-3	2.4E-4	1.9E-3	2.8E-4
0.625	9.6E-3	-	-	2.4E-3	1.7E-4	2.4E-3	3.0E-4
0.75	1.1E-2	-	-	2.8E-3	1.4E-4	2.9E-3	3.3E-4
0.875	1.2E-2	-	-	3.2E-3	1.2E-4	3.4E-3	3.6E-4
1	1.3E-2	4.4E-1	2.2E-2	3.6E-3	1.1E-4	3.9E-3	4.0E-4
1.125	1.4E-2	-	-	3.8E-3	1.0E-4	4.3E-3	4.3E-4
1.25	1.5E-2	-	-	4.0E-3	9.8E-5	4.7E-3	4.7E-4
1.375	1.6E-2	-	-	4.1E-3	9.6E-5	5.2E-3	5.0E-4
1.5	1.7E-2	-	-	4.1E-3	9.4E-5	5.6E-3	5.4E-4
1.625	1.7E-2	-	-	4.1E-3	9.4E-5	6.0E-3	5.8E-4
1.75	1.8E-2	-	-	4.0E-3	9.4E-5	6.4E-3	6.2E-4
1.875	1.9E-2	-	-	3.8E-3	9.4E-5	6.8E-3	6.5E-4
2	1.9E-2	1.8E-2	6.7E-2	3.6E-3	9.4E-5	7.3E-3	6.9E-4
2.25	2.0E-2	-	-	3.2E-3	9.6E-5	8.1E-3	7.6E-4
2.5	2.1E-2	-	-	2.8E-3	9.8E-5	8.9E-3	8.3E-4
2.75	2.2E-2	-	-	2.3E-3	1.0E-4	9.6E-3	9.0E-4
3	2.3E-2	1.3E-2	4.3E-2	1.9E-3	1.0E-4	1.0E-2	9.7E-4
3.25	2.4E-2	-	-	1.5E-3	1.0E-4	1.1E-2	1.0E-3
3.5	2.5E-2	-	-	1.2E-3	1.0E-4	1.2E-2	1.1E-3
3.75	2.6E-2	-	-	9.7E-4	1.1E-4	1.3E-2	1.2E-3
4	2.7E-2	1.1E-2	1.6E-2	7.6E-4	1.1E-4	1.3E-2	1.2E-3
4.25	2.8E-2	-	-	6.1E-4	1.1E-4	1.4E-2	1.3E-3
4.5	2.9E-2	-	-	4.8E-4	1.1E-4	1.5E-2	1.3E-3
4.75	3.0E-2	-	-	3.9E-4	1.1E-4	1.6E-2	1.4E-3
5	3.1E-2	1.0E-2	4.5E-3	3.2E-4	1.1E-4	1.6E-2	1.5E-3
5.5	3.3E-2	-	-	2.3E-4	1.1E-4	1.8E-2	1.6E-3
6	3.5E-2	9.4E-3	1.1E-3	1.9E-4	1.1E-4	1.9E-2	1.7E-3
6.5	3.6E-2	-	-	1.7E-4	1.1E-4	2.0E-2	1.8E-3
7	3.8E-2	8.6E-3	2.7E-4	1.6E-4	1.1E-4	2.1E-2	1.9E-3
7.5	4.0E-2	-	-	1.5E-4	1.1E-4	2.3E-2	2.0E-3
8	4.1E-2	7.8E-3	7.8E-5	1.5E-4	1.1E-4	2.4E-2	2.0E-3
8.5	4.3E-2	-	-	1.5E-4	1.1E-4	2.5E-2	2.1E-3
9	4.4E-2	7.2E-3	3.7E-5	1.5E-4	1.1E-4	2.6E-2	2.2E-3
9.5	4.6E-2	-	-	1.5E-4	1.1E-4	2.7E-2	2.3E-3
