Radionuclide	U-238
Route of Intake	Inhalation
Material	Aerosols Uranium aluminide, fA=2E-3
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Lungs* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
14	1.4E-1	1.0E-4	2.7E-3	1.3E-3	1.4E-1	1.7E-4	1.5E-5
15	1.5E-1	1.0E-4	2.3E-3	1.2E-3	1.4E-1	2.0E-4	1.7E-5
16	1.5E-1	1.1E-4	2.1E-3	1.1E-3	1.5E-1	2.3E-4	1.9E-5
17	1.6E-1	1.1E-4	1.8E-3	1.1E-3	1.6E-1	2.7E-4	2.2E-5
18	1.6E-1	1.2E-4	1.6E-3	1.0E-3	1.6E-1	3.0E-4	2.5E-5
19	1.7E-1	1.2E-4	1.5E-3	9.7E-4	1.7E-1	3.4E-4	2.8E-5
20	1.8E-1	1.2E-4	1.4E-3	9.3E-4	1.8E-1	3.8E-4	3.1E-5
21	1.8E-1	1.3E-4	1.2E-3	9.0E-4	1.8E-1	4.2E-4	3.4E-5
22	1.9E-1	1.3E-4	1.2E-3	8.8E-4	1.9E-1	4.7E-4	3.8E-5
23	1.9E-1	1.4E-4	1.1E-3	8.6E-4	1.9E-1	5.2E-4	4.1E-5
24	2.0E-1	1.4E-4	1.0E-3	8.5E-4	2.0E-1	5.7E-4	4.5E-5
25	2.0E-1	1.4E-4	9.9E-4	8.4E-4	2.0E-1	6.2E-4	4.9E-5
26	2.1E-1	1.5E-4	9.5E-4	8.3E-4	2.1E-1	6.8E-4	5.3E-5
27	2.1E-1	1.5E-4	9.1E-4	8.2E-4	2.1E-1	7.3E-4	5.7E-5
28	2.2E-1	1.6E-4	8.8E-4	8.2E-4	2.2E-1	7.9E-4	6.2E-5
29	2.2E-1	1.6E-4	8.6E-4	8.2E-4	2.2E-1	8.6E-4	6.6E-5
30	2.3E-1	1.6E-4	8.4E-4	8.3E-4	2.3E-1	9.2E-4	7.1E-5
31	2.3E-1	1.7E-4	8.3E-4	8.3E-4	2.3E-1	9.9E-4	7.6E-5
32	2.4E-1	1.7E-4	8.1E-4	8.4E-4	2.3E-1	1.1E-3	8.1E-5
33	2.4E-1	1.8E-4	8.0E-4	8.4E-4	2.4E-1	1.1E-3	8.6E-5
34	2.4E-1	1.8E-4	7.9E-4	8.5E-4	2.4E-1	1.2E-3	9.1E-5
35	2.5E-1	1.8E-4	7.8E-4	8.5E-4	2.4E-1	1.3E-3	9.7E-5
36	2.5E-1	1.9E-4	7.7E-4	8.6E-4	2.5E-1	1.3E-3	1.0E-4
37	2.5E-1	1.9E-4	7.7E-4	8.7E-4	2.5E-1	1.4E-3	1.1E-4
38	2.6E-1	2.0E-4	7.6E-4	8.7E-4	2.5E-1	1.5E-3	1.1E-4
39	2.6E-1	2.0E-4	7.5E-4	8.8E-4	2.6E-1	1.6E-3	1.2E-4
40	2.6E-1	2.0E-4	7.5E-4	8.9E-4	2.6E-1	1.7E-3	1.3E-4
41	2.7E-1	2.1E-4	7.5E-4	9.0E-4	2.6E-1	1.8E-3	1.3E-4
42	2.7E-1	2.1E-4	7.4E-4	9.0E-4	2.7E-1	1.8E-3	1.4E-4
43	2.7E-1	2.1E-4	7.4E-4	9.1E-4	2.7E-1	1.9E-3	1.4E-4
44	2.7E-1	2.2E-4	7.3E-4	9.2E-4	2.7E-1	2.0E-3	1.5E-4
45	2.8E-1	2.2E-4	7.3E-4	9.2E-4	2.7E-1	2.1E-3	1.6E-4
46	2.8E-1	2.2E-4	7.3E-4	9.3E-4	2.7E-1	2.2E-3	1.6E-4
47	2.8E-1	2.3E-4	7.2E-4	9.4E-4	2.8E-1	2.3E-3	1.7E-4
48	2.8E-1	2.3E-4	7.2E-4	9.4E-4	2.8E-1	2.4E-3	1.8E-4
49	2.9E-1	2.3E-4	7.2E-4	9.5E-4	2.8E-1	2.5E-3	1.8E-4
50	2.9E-1	2.4E-4	7.1E-4	9.5E-4	2.8E-1	2.6E-3	1.9E-4
51	2.9E-1	2.4E-4	7.1E-4	9.6E-4	2.8E-1	2.7E-3	2.0E-4
52	2.9E-1	2.4E-4	7.1E-4	9.6E-4	2.9E-1	2.8E-3	2.0E-4
53	2.9E-1	2.5E-4	7.1E-4	9.7E-4	2.9E-1	2.9E-3	2.1E-4
54	2.9E-1	2.5E-4	7.0E-4	9.7E-4	2.9E-1	3.0E-3	2.2E-4
55	3.0E-1	2.5E-4	7.0E-4	9.8E-4	2.9E-1	3.1E-3	2.3E-4
56	3.0E-1	2.5E-4	7.0E-4	9.8E-4	2.9E-1	3.2E-3	2.3E-4
57	3.0E-1	2.6E-4	7.0E-4	9.8E-4	2.9E-1	3.3E-3	2.4E-4
58	3.0E-1	2.6E-4	6.9E-4	9.9E-4	2.9E-1	3.4E-3	2.5E-4
59	3.0E-1	2.6E-4	6.9E-4	9.9E-4	3.0E-1	3.5E-3	2.5E-4
60	3.0E-1	2.7E-4	6.9E-4	9.9E-4	3.0E-1	3.6E-3	2.6E-4
61	3.0E-1	2.7E-4	6.8E-4	1.0E-3	3.0E-1	3.7E-3	2.7E-4
62	3.1E-1	2.7E-4	6.8E-4	1.0E-3	3.0E-1	3.8E-3	2.8E-4
63	3.1E-1	2.7E-4	6.8E-4	1.0E-3	3.0E-1	3.9E-3	2.8E-4
64	3.1E-1	2.8E-4	6.8E-4	1.0E-3	3.0E-1	4.0E-3	2.9E-4
65	3.1E-1	2.8E-4	6.7E-4	1.0E-3	3.0E-1	4.2E-3	3.0E-4
66	3.1E-1	2.8E-4	6.7E-4	1.0E-3	3.0E-1	4.3E-3	3.0E-4
67	3.1E-1	2.9E-4	6.7E-4	1.0E-3	3.0E-1	4.4E-3	3.1E-4
68	3.1E-1	2.9E-4	6.7E-4	1.0E-3	3.0E-1	4.5E-3	3.2E-4
69	3.1E-1	2.9E-4	6.6E-4	1.0E-3	3.0E-1	4.6E-3	3.3E-4
70	3.1E-1	2.9E-4	6.6E-4	1.0E-3	3.0E-1	4.7E-3	3.3E-4
71	3.1E-1	3.0E-4	6.6E-4	1.0E-3	3.0E-1	4.8E-3	3.4E-4
72	3.1E-1	3.0E-4	6.6E-4	1.0E-3	3.1E-1	4.9E-3	3.5E-4
73	3.1E-1	3.0E-4	6.5E-4	1.0E-3	3.1E-1	5.0E-3	3.6E-4
74	3.1E-1	3.0E-4	6.5E-4	1.0E-3	3.1E-1	5.1E-3	3.6E-4
75	3.1E-1	3.0E-4	6.5E-4	1.0E-3	3.1E-1	5.2E-3	3.7E-4
76	3.1E-1	3.1E-4	6.5E-4	1.0E-3	3.1E-1	5.4E-3	3.8E-4
77	3.2E-1	3.1E-4	6.4E-4	1.0E-3	3.1E-1	5.5E-3	3.8E-4
78	3.2E-1	3.1E-4	6.4E-4	1.0E-3	3.1E-1	5.6E-3	3.9E-4
79	3.2E-1	3.1E-4	6.4E-4	1.0E-3	3.1E-1	5.7E-3	4.0E-4
80	3.2E-1	3.2E-4	6.4E-4	1.0E-3	3.1E-1	5.8E-3	4.1E-4
81	3.2E-1	3.2E-4	6.3E-4	1.0E-3	3.1E-1	5.9E-3	4.1E-4
82	3.2E-1	3.2E-4	6.3E-4	1.0E-3	3.1E-1	6.0E-3	4.2E-4
83	3.2E-1	3.2E-4	6.3E-4	1.0E-3	3.1E-1	6.1E-3	4.3E-4
84	3.2E-1	3.2E-4	6.3E-4	1.0E-3	3.1E-1	6.2E-3	4.3E-4
85	3.2E-1	3.3E-4	6.2E-4	1.0E-3	3.1E-1	6.3E-3	4.4E-4
86	3.2E-1	3.3E-4	6.2E-4	1.0E-3	3.1E-1	6.4E-3	4.5E-4
87	3.2E-1	3.3E-4	6.2E-4	1.0E-3	3.1E-1	6.5E-3	4.6E-4
88	3.2E-1	3.3E-4	6.2E-4	1.0E-3	3.1E-1	6.6E-3	4.6E-4
89	3.2E-1	3.3E-4	6.1E-4	1.0E-3	3.1E-1	6.8E-3	4.7E-4
90	3.2E-1	3.4E-4	6.1E-4	1.0E-3	3.1E-1	6.9E-3	4.8E-4
91	3.2E-1	3.4E-4	6.1E-4	1.0E-3	3.1E-1	7.0E-3	4.8E-4
92	3.2E-1	3.4E-4	6.1E-4	1.0E-3	3.1E-1	7.1E-3	4.9E-4
93	3.2E-1	3.4E-4	6.0E-4	1.0E-3	3.1E-1	7.2E-3	5.0E-4
94	3.2E-1	3.4E-4	6.0E-4	1.0E-3	3.1E-1	7.3E-3	5.0E-4
95	3.2E-1	3.4E-4	6.0E-4	1.0E-3	3.1E-1	7.4E-3	5.1E-4
96	3.2E-1	3.5E-4	6.0E-4	1.0E-3	3.0E-1	7.5E-3	5.2E-4
97	3.2E-1	3.5E-4	5.9E-4	1.0E-3	3.0E-1	7.6E-3	5.2E-4
98	3.2E-1	3.5E-4	5.9E-4	1.0E-3	3.0E-1	7.7E-3	5.3E-4
99	3.2E-1	3.5E-4	5.9E-4	9.9E-4	3.0E-1	7.8E-3	5.3E-4
100	3.2E-1	3.5E-4	5.9E-4	9.9E-4	3.0E-1	7.9E-3	5.4E-4
110	3.1E-1	3.7E-4	5.6E-4	9.7E-4	3.0E-1	8.9E-3	6.0E-4
120	3.1E-1	3.8E-4	5.4E-4	9.4E-4	2.9E-1	9.8E-3	6.5E-4
130	3.0E-1	3.9E-4	5.2E-4	9.2E-4	2.9E-1	1.1E-2	7.0E-4
140	2.9E-1	3.9E-4	4.9E-4	8.9E-4	2.8E-1	1.1E-2	7.4E-4
150	2.9E-1	4.0E-4	4.7E-4	8.6E-4	2.7E-1	1.2E-2	7.8E-4
160	2.8E-1	4.0E-4	4.5E-4	8.2E-4	2.6E-1	1.3E-2	8.1E-4
170	2.7E-1	4.0E-4	4.3E-4	7.9E-4	2.6E-1	1.3E-2	8.4E-4
180	2.7E-1	4.1E-4	4.1E-4	7.6E-4	2.5E-1	1.4E-2	8.6E-4
190	2.6E-1	4.1E-4	3.9E-4	7.3E-4	2.4E-1	1.4E-2	8.8E-4
200	2.5E-1	4.0E-4	3.7E-4	7.0E-4	2.3E-1	1.4E-2	8.9E-4
210	2.4E-1	4.0E-4	3.6E-4	6.7E-4	2.2E-1	1.5E-2	9.1E-4
220	2.4E-1	4.0E-4	3.4E-4	6.4E-4	2.2E-1	1.5E-2	9.1E-4
230	2.3E-1	3.9E-4	3.2E-4	6.2E-4	2.1E-1	1.5E-2	9.2E-4
240	2.2E-1	3.9E-4	3.1E-4	5.9E-4	2.0E-1	1.5E-2	9.2E-4
250	2.2E-1	3.9E-4	2.9E-4	5.6E-4	2.0E-1	1.5E-2	9.2E-4
260	2.1E-1	3.8E-4	2.8E-4	5.4E-4	1.9E-1	1.6E-2	9.2E-4
270	2.0E-1	3.7E-4	2.6E-4	5.1E-4	1.8E-1	1.6E-2	9.2E-4
280	2.0E-1	3.7E-4	2.5E-4	4.9E-4	1.8E-1	1.6E-2	9.2E-4
290	1.9E-1	3.6E-4	2.4E-4	4.7E-4	1.7E-1	1.6E-2	9.1E-4
300	1.8E-1	3.5E-4	2.3E-4	4.5E-4	1.6E-1	1.6E-2	9.1E-4
310	1.8E-1	3.5E-4	2.1E-4	4.3E-4	1.6E-1	1.6E-2	9.0E-4
320	1.7E-1	3.4E-4	2.0E-4	4.1E-4	1.5E-1	1.6E-2	8.9E-4
330	1.7E-1	3.3E-4	1.9E-4	3.9E-4	1.5E-1	1.6E-2	8.8E-4
340	1.6E-1	3.3E-4	1.8E-4	3.7E-4	1.4E-1	1.6E-2	8.7E-4
350	1.6E-1	3.2E-4	1.7E-4	3.5E-4	1.4E-1	1.5E-2	8.6E-4
360	1.5E-1	3.1E-4	1.6E-4	3.4E-4	1.3E-1	1.5E-2	8.5E-4
365	1.5E-1	3.1E-4	1.6E-4	3.3E-4	1.3E-1	1.5E-2	8.5E-4
370	1.5E-1	3.0E-4	1.6E-4	3.2E-4	1.3E-1	1.5E-2	8.4E-4
380	1.4E-1	3.0E-4	1.5E-4	3.0E-4	1.2E-1	1.5E-2	8.3E-4
390	1.4E-1	2.9E-4	1.4E-4	2.9E-4	1.2E-1	1.5E-2	8.2E-4
400	1.3E-1	2.8E-4	1.3E-4	2.8E-4	1.1E-1	1.5E-2	8.1E-4
410	1.3E-1	2.7E-4	1.3E-4	2.6E-4	1.1E-1	1.5E-2	8.0E-4
420	1.2E-1	2.7E-4	1.2E-4	2.5E-4	1.1E-1	1.5E-2	7.9E-4
430	1.2E-1	2.6E-4	1.1E-4	2.4E-4	1.0E-1	1.5E-2	7.8E-4
440	1.2E-1	2.5E-4	1.1E-4	2.3E-4	9.8E-2	1.5E-2	7.7E-4
450	1.1E-1	2.4E-4	1.0E-4	2.2E-4	9.5E-2	1.4E-2	7.6E-4
460	1.1E-1	2.4E-4	9.5E-5	2.1E-4	9.1E-2	1.4E-2	7.5E-4
470	1.1E-1	2.3E-4	9.0E-5	2.0E-4	8.8E-2	1.4E-2	7.3E-4
480	1.0E-1	2.3E-4	8.5E-5	1.9E-4	8.5E-2	1.4E-2	7.2E-4
490	9.9E-2	2.2E-4	8.0E-5	1.8E-4	8.2E-2	1.4E-2	7.1E-4
500	9.6E-2	2.1E-4	7.6E-5	1.7E-4	7.9E-2	1.4E-2	7.0E-4
510	9.3E-2	2.1E-4	7.2E-5	1.6E-4	7.6E-2	1.4E-2	6.9E-4
520	9.0E-2	2.0E-4	6.8E-5	1.5E-4	7.3E-2	1.3E-2	6.8E-4
530	8.7E-2	1.9E-4	6.4E-5	1.5E-4	7.1E-2	1.3E-2	6.7E-4
540	8.4E-2	1.9E-4	6.0E-5	1.4E-4	6.8E-2	1.3E-2	6.6E-4
550	8.1E-2	1.8E-4	5.7E-5	1.3E-4	6.6E-2	1.3E-2	6.5E-4
560	7.9E-2	1.8E-4	5.4E-5	1.3E-4	6.3E-2	1.3E-2	6.4E-4
570	7.6E-2	1.7E-4	5.1E-5	1.2E-4	6.1E-2	1.3E-2	6.3E-4
580	7.4E-2	1.7E-4	4.8E-5	1.1E-4	5.9E-2	1.3E-2	6.3E-4
590	7.2E-2	1.6E-4	4.5E-5	1.1E-4	5.7E-2	1.3E-2	6.2E-4
600	7.0E-2	1.6E-4	4.3E-5	1.0E-4	5.5E-2	1.3E-2	6.1E-4
610	6.7E-2	1.5E-4	4.0E-5	9.9E-5	5.3E-2	1.2E-2	6.0E-4
620	6.5E-2	1.5E-4	3.8E-5	9.4E-5	5.1E-2	1.2E-2	5.9E-4
630	6.3E-2	1.4E-4	3.6E-5	8.9E-5	4.9E-2	1.2E-2	5.8E-4
640	6.2E-2	1.4E-4	3.4E-5	8.5E-5	4.7E-2	1.2E-2	5.8E-4
650	6.0E-2	1.3E-4	3.2E-5	8.1E-5	4.6E-2	1.2E-2	5.7E-4
660	5.8E-2	1.3E-4	3.0E-5	7.8E-5	4.4E-2	1.2E-2	5.6E-4
670	5.6E-2	1.3E-4	2.8E-5	7.4E-5	4.3E-2	1.2E-2	5.5E-4
680	5.5E-2	1.2E-4	2.7E-5	7.1E-5	4.1E-2	1.2E-2	5.5E-4
690	5.3E-2	1.2E-4	2.5E-5	6.7E-5	4.0E-2	1.2E-2	5.4E-4
700	5.1E-2	1.2E-4	2.4E-5	6.4E-5	3.8E-2	1.1E-2	5.3E-4
710	5.0E-2	1.1E-4	2.2E-5	6.1E-5	3.7E-2	1.1E-2	5.3E-4
720	4.9E-2	1.1E-4	2.1E-5	5.9E-5	3.6E-2	1.1E-2	5.2E-4
730	4.7E-2	1.0E-4	2.0E-5	5.6E-5	3.4E-2	1.1E-2	5.1E-4
740	4.6E-2	1.0E-4	1.9E-5	5.3E-5	3.3E-2	1.1E-2	5.1E-4
750	4.5E-2	9.8E-5	1.8E-5	5.1E-5	3.2E-2	1.1E-2	5.0E-4
760	4.3E-2	9.5E-5	1.7E-5	4.9E-5	3.1E-2	1.1E-2	5.0E-4
770	4.2E-2	9.2E-5	1.6E-5	4.7E-5	3.0E-2	1.1E-2	4.9E-4
780	4.1E-2	8.9E-5	1.5E-5	4.5E-5	2.9E-2	1.1E-2	4.8E-4
790	4.0E-2	8.6E-5	1.4E-5	4.3E-5	2.8E-2	1.1E-2	4.8E-4
800	3.9E-2	8.4E-5	1.3E-5	4.1E-5	2.7E-2	1.1E-2	4.7E-4
810	3.8E-2	8.1E-5	1.2E-5	3.9E-5	2.6E-2	1.0E-2	4.7E-4
820	3.7E-2	7.9E-5	1.2E-5	3.8E-5	2.5E-2	1.0E-2	4.6E-4
830	3.6E-2	7.6E-5	1.1E-5	3.6E-5	2.4E-2	1.0E-2	4.6E-4
840	3.5E-2	7.4E-5	1.0E-5	3.4E-5	2.3E-2	1.0E-2	4.6E-4
850	3.4E-2	7.1E-5	9.7E-6	3.3E-5	2.2E-2	1.0E-2	4.5E-4
860	3.3E-2	6.9E-5	9.2E-6	3.2E-5	2.2E-2	1.0E-2	4.5E-4
870	3.2E-2	6.7E-5	8.6E-6	3.0E-5	2.1E-2	1.0E-2	4.4E-4
880	3.1E-2	6.5E-5	8.1E-6	2.9E-5	2.0E-2	1.0E-2	4.4E-4
890	3.1E-2	6.3E-5	7.7E-6	2.8E-5	1.9E-2	9.9E-3	4.3E-4
900	3.0E-2	6.1E-5	7.2E-6	2.7E-5	1.9E-2	9.8E-3	4.3E-4
910	2.9E-2	5.9E-5	6.8E-6	2.6E-5	1.8E-2	9.8E-3	4.3E-4
920	2.8E-2	5.7E-5	6.4E-6	2.5E-5	1.7E-2	9.7E-3	4.2E-4
930	2.8E-2	5.5E-5	6.0E-6	2.4E-5	1.7E-2	9.7E-3	4.2E-4
940	2.7E-2	5.4E-5	5.7E-6	2.3E-5	1.6E-2	9.6E-3	4.2E-4
950	2.6E-2	5.2E-5	5.3E-6	2.2E-5	1.6E-2	9.5E-3	4.1E-4
960	2.6E-2	5.0E-5	5.0E-6	2.2E-5	1.5E-2	9.5E-3	4.1E-4
970	2.5E-2	4.9E-5	4.7E-6	2.1E-5	1.5E-2	9.4E-3	4.1E-4
980	2.5E-2	4.7E-5	4.5E-6	2.0E-5	1.4E-2	9.4E-3	4.0E-4
990	2.4E-2	4.6E-5	4.2E-6	1.9E-5	1.4E-2	9.3E-3	4.0E-4
1000	2.4E-2	4.4E-5	3.9E-6	1.9E-5	1.3E-2	9.3E-3	4.0E-4
1010	2.3E-2	4.3E-5	3.7E-6	1.8E-5	1.3E-2	9.2E-3	3.9E-4
1020	2.2E-2	4.2E-5	3.5E-6	1.7E-5	1.2E-2	9.2E-3	3.9E-4
1030	2.2E-2	4.0E-5	3.3E-6	1.7E-5	1.2E-2	9.1E-3	3.9E-4
1040	2.2E-2	3.9E-5	3.1E-6	1.6E-5	1.1E-2	9.1E-3	3.9E-4
1050	2.1E-2	3.8E-5	2.9E-6	1.6E-5	1.1E-2	9.0E-3	3.8E-4
1060	2.1E-2	3.7E-5	2.8E-6	1.5E-5	1.1E-2	9.0E-3	3.8E-4
1070	2.0E-2	3.5E-5	2.6E-6	1.5E-5	1.0E-2	8.9E-3	3.8E-4
1080	2.0E-2	3.4E-5	2.4E-6	1.4E-5	9.9E-3	8.9E-3	3.8E-4
1090	1.9E-2	3.3E-5	2.3E-6	1.4E-5	9.6E-3	8.8E-3	3.7E-4
1095	1.9E-2	3.3E-5	2.2E-6	1.4E-5	9.4E-3	8.8E-3	3.7E-4
1100	1.9E-2	3.2E-5	2.2E-6	1.4E-5	9.2E-3	8.8E-3	3.7E-4
1200	1.6E-2	2.4E-5	1.2E-6	1.1E-5	6.5E-3	8.4E-3	3.5E-4
1300	1.3E-2	1.7E-5	6.6E-7	8.6E-6	4.6E-3	8.1E-3	3.4E-4
1400	1.2E-2	1.3E-5	3.7E-7	7.4E-6	3.2E-3	7.8E-3	3.2E-4
1500	1.0E-2	9.6E-6	2.1E-7	6.6E-6	2.3E-3	7.5E-3	3.1E-4
1600	9.6E-3	7.2E-6	1.3E-7	6.0E-6	1.6E-3	7.3E-3	3.0E-4
1700	8.9E-3	5.6E-6	7.8E-8	5.7E-6	1.1E-3	7.1E-3	3.0E-4
1800	8.3E-3	4.3E-6	5.0E-8	5.4E-6	7.8E-4	6.9E-3	2.9E-4
1900	7.9E-3	3.5E-6	3.4E-8	5.2E-6	5.4E-4	6.7E-3	2.8E-4
2000	7.6E-3	2.8E-6	2.5E-8	5.1E-6	3.8E-4	6.6E-3	2.8E-4
2100	7.3E-3	2.4E-6	1.9E-8	5.0E-6	2.6E-4	6.4E-3	2.7E-4
2200	7.0E-3	2.0E-6	1.5E-8	4.9E-6	1.8E-4	6.3E-3	2.7E-4
2300	6.8E-3	1.8E-6	1.3E-8	4.9E-6	1.3E-4	6.2E-3	2.6E-4
2400	6.7E-3	1.6E-6	1.1E-8	4.9E-6	9.1E-5	6.0E-3	2.6E-4
2500	6.5E-3	1.5E-6	9.9E-9	4.8E-6	6.4E-5	5.9E-3	2.6E-4
2600	6.4E-3	1.3E-6	9.1E-9	4.8E-6	4.5E-5	5.8E-3	2.5E-4
2700	6.2E-3	1.3E-6	8.4E-9	4.8E-6	3.2E-5	5.7E-3	2.5E-4
2800	6.1E-3	1.2E-6	7.9E-9	4.8E-6	2.3E-5	5.6E-3	2.4E-4
2900	6.0E-3	1.1E-6	7.5E-9	4.7E-6	1.7E-5	5.5E-3	2.4E-4
3000	5.9E-3	1.1E-6	7.1E-9	4.7E-6	1.3E-5	5.4E-3	2.4E-4
3100	5.8E-3	1.0E-6	6.8E-9	4.7E-6	9.6E-6	5.3E-3	2.3E-4
3200	5.7E-3	9.8E-7	6.5E-9	4.7E-6	7.6E-6	5.2E-3	2.3E-4
3300	5.6E-3	9.4E-7	6.2E-9	4.7E-6	6.2E-6	5.1E-3	2.3E-4
3400	5.5E-3	9.0E-7	6.0E-9	4.7E-6	5.2E-6	5.0E-3	2.2E-4
3500	5.4E-3	8.7E-7	5.8E-9	4.7E-6	4.5E-6	4.9E-3	2.2E-4
3600	5.3E-3	8.4E-7	5.6E-9	4.6E-6	4.1E-6	4.8E-3	2.1E-4
3650	5.3E-3	8.3E-7	5.5E-9	4.6E-6	3.9E-6	4.8E-3	2.1E-4
4000	5.0E-3	7.3E-7	4.9E-9	4.6E-6	3.3E-6	4.5E-3	2.0E-4
5000	4.3E-3	5.4E-7	3.6E-9	4.5E-6	3.0E-6	3.9E-3	1.7E-4
6000	3.9E-3	4.1E-7	2.8E-9	4.4E-6	2.9E-6	3.5E-3	1.5E-4
7000	3.5E-3	3.3E-7	2.2E-9	4.3E-6	2.9E-6	3.1E-3	1.3E-4
8000	3.2E-3	2.7E-7	1.8E-9	4.2E-6	2.8E-6	2.9E-3	1.1E-4
9000	2.9E-3	2.3E-7	1.5E-9	4.1E-6	2.7E-6	2.6E-3	1.0E-4
10000	2.7E-3	2.0E-7	1.3E-9	4.1E-6	2.7E-6	2.4E-3	8.9E-5
11000	2.5E-3	1.8E-7	1.2E-9	4.0E-6	2.6E-6	2.3E-3	7.9E-5
12000	2.4E-3	1.6E-7	1.1E-9	3.9E-6	2.6E-6	2.1E-3	7.1E-5
13000	2.2E-3	1.4E-7	9.5E-10	3.8E-6	2.5E-6	2.0E-3	6.4E-5
14000	2.1E-3	1.3E-7	8.7E-10	3.8E-6	2.5E-6	1.8E-3	5.8E-5
15000	1.9E-3	1.2E-7	8.0E-10	3.7E-6	2.5E-6	1.7E-3	5.3E-5
