Radionuclide	U-238
Route of Intake	Inhalation
Material	Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Lungs* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
0.041667	1.2E-3	-	-	3.8E-4	1.8E-4	3.6E-8	2.9E-8
0.083333	2.3E-3	-	-	9.0E-4	3.2E-4	1.4E-7	8.2E-8
0.125	3.4E-3	-	-	1.5E-3	4.4E-4	3.1E-7	1.5E-7
0.25	6.6E-3	-	-	3.6E-3	7.4E-4	1.2E-6	4.0E-7
0.375	9.6E-3	-	-	6.0E-3	1.0E-3	2.7E-6	6.9E-7
0.5	1.3E-2	-	-	8.5E-3	1.3E-3	4.6E-6	1.0E-6
0.625	1.5E-2	-	-	1.1E-2	1.6E-3	7.0E-6	1.3E-6
0.75	1.8E-2	-	-	1.3E-2	1.9E-3	9.6E-6	1.7E-6
0.875	2.0E-2	-	-	1.5E-2	2.1E-3	1.3E-5	2.0E-6
1	2.1E-2	1.6E-3	1.0E-1	1.7E-2	2.4E-3	1.6E-5	2.3E-6
1.125	2.3E-2	-	-	1.8E-2	2.6E-3	1.9E-5	2.6E-6
1.25	2.3E-2	-	-	1.9E-2	2.8E-3	2.2E-5	2.9E-6
1.375	2.4E-2	-	-	2.0E-2	3.0E-3	2.6E-5	3.2E-6
1.5	2.4E-2	-	-	2.0E-2	3.2E-3	2.9E-5	3.5E-6
1.625	2.4E-2	-	-	2.0E-2	3.3E-3	3.3E-5	3.8E-6
1.75	2.4E-2	-	-	2.0E-2	3.5E-3	3.6E-5	4.1E-6
1.875	2.3E-2	-	-	1.9E-2	3.7E-3	4.0E-5	4.3E-6
2	2.3E-2	5.8E-4	3.3E-1	1.8E-2	3.8E-3	4.3E-5	4.6E-6
2.25	2.1E-2	-	-	1.6E-2	4.1E-3	5.0E-5	5.1E-6
2.5	1.9E-2	-	-	1.4E-2	4.3E-3	5.6E-5	5.5E-6
2.75	1.7E-2	-	-	1.2E-2	4.5E-3	6.2E-5	6.0E-6
3	1.5E-2	2.3E-4	2.2E-1	1.0E-2	4.7E-3	6.8E-5	6.4E-6
3.25	1.4E-2	-	-	8.7E-3	4.8E-3	7.4E-5	6.8E-6
3.5	1.2E-2	-	-	7.2E-3	4.9E-3	7.9E-5	7.2E-6
3.75	1.1E-2	-	-	6.0E-3	5.0E-3	8.5E-5	7.6E-6
4	1.0E-2	1.2E-4	8.9E-2	5.1E-3	5.1E-3	9.0E-5	8.0E-6
4.25	9.7E-3	-	-	4.3E-3	5.1E-3	9.5E-5	8.4E-6
4.5	9.2E-3	-	-	3.7E-3	5.2E-3	9.9E-5	8.8E-6
4.75	8.7E-3	-	-	3.3E-3	5.2E-3	1.0E-4	9.1E-6
5	8.4E-3	8.8E-5	3.3E-2	2.9E-3	5.2E-3	1.1E-4	9.5E-6
5.5	8.0E-3	-	-	2.5E-3	5.2E-3	1.2E-4	1.0E-5
6	7.7E-3	7.2E-5	1.4E-2	2.2E-3	5.2E-3	1.3E-4	1.1E-5
6.5	7.5E-3	-	-	2.0E-3	5.1E-3	1.3E-4	1.1E-5
7	7.3E-3	6.2E-5	8.6E-3	1.9E-3	5.0E-3	1.4E-4	1.2E-5
7.5	7.1E-3	-	-	1.8E-3	4.9E-3	1.5E-4	1.3E-5
8	6.9E-3	5.6E-5	6.4E-3	1.7E-3	4.7E-3	1.6E-4	1.3E-5
8.5	6.6E-3	-	-	1.6E-3	4.6E-3	1.6E-4	1.4E-5
9	6.4E-3	5.0E-5	5.1E-3	1.6E-3	4.5E-3	1.7E-4	1.4E-5
9.5	6.2E-3	-	-	1.5E-3	4.3E-3	1.8E-4	1.5E-5
10	6.0E-3	4.6E-5	4.1E-3	1.4E-3	4.2E-3	1.8E-4	1.5E-5
11	5.6E-3	4.2E-5	3.4E-3	1.2E-3	3.9E-3	1.9E-4	1.6E-5
12	5.2E-3	3.8E-5	2.7E-3	1.1E-3	3.6E-3	2.1E-4	1.6E-5
13	4.9E-3	3.5E-5	2.2E-3	9.6E-4	3.4E-3	2.2E-4	1.7E-5
14	4.5E-3	3.2E-5	1.8E-3	8.3E-4	3.2E-3	2.3E-4	1.8E-5
15	4.3E-3	3.0E-5	1.5E-3	7.2E-4	3.0E-3	2.3E-4	1.8E-5
16	4.0E-3	2.8E-5	1.2E-3	6.2E-4	2.8E-3	2.4E-4	1.8E-5
17	3.8E-3	2.5E-5	1.0E-3	5.4E-4	2.7E-3	2.5E-4	1.9E-5
18	3.6E-3	2.4E-5	8.3E-4	4.6E-4	2.6E-3	2.6E-4	1.9E-5
19	3.5E-3	2.2E-5	6.8E-4	3.9E-4	2.5E-3	2.7E-4	1.9E-5
20	3.4E-3	2.1E-5	5.6E-4	3.3E-4	2.4E-3	2.7E-4	2.0E-5
21	3.3E-3	1.9E-5	4.6E-4	2.9E-4	2.3E-3	2.8E-4	2.0E-5
22	3.2E-3	1.8E-5	3.8E-4	2.4E-4	2.3E-3	2.8E-4	2.0E-5
23	3.1E-3	1.7E-5	3.1E-4	2.1E-4	2.3E-3	2.9E-4	2.0E-5
24	3.1E-3	1.6E-5	2.5E-4	1.7E-4	2.2E-3	2.9E-4	2.0E-5
25	3.1E-3	1.5E-5	2.1E-4	1.5E-4	2.2E-3	3.0E-4	2.0E-5
26	3.0E-3	1.4E-5	1.7E-4	1.3E-4	2.2E-3	3.0E-4	2.0E-5
27	3.0E-3	1.4E-5	1.4E-4	1.1E-4	2.2E-3	3.1E-4	2.0E-5
28	3.0E-3	1.3E-5	1.2E-4	9.1E-5	2.2E-3	3.1E-4	2.0E-5
29	3.0E-3	1.2E-5	9.7E-5	7.7E-5	2.2E-3	3.2E-4	2.0E-5
30	3.1E-3	1.2E-5	8.1E-5	6.6E-5	2.3E-3	3.2E-4	2.0E-5
31	3.1E-3	1.1E-5	6.7E-5	5.6E-5	2.3E-3	3.2E-4	2.0E-5
32	3.1E-3	1.1E-5	5.6E-5	4.8E-5	2.3E-3	3.3E-4	2.0E-5
33	3.1E-3	1.0E-5	4.7E-5	4.2E-5	2.3E-3	3.3E-4	2.0E-5
34	3.1E-3	9.7E-6	4.0E-5	3.6E-5	2.3E-3	3.3E-4	2.0E-5
35	3.2E-3	9.4E-6	3.4E-5	3.1E-5	2.4E-3	3.3E-4	2.0E-5
36	3.2E-3	9.0E-6	2.9E-5	2.8E-5	2.4E-3	3.4E-4	2.0E-5
37	3.2E-3	8.7E-6	2.5E-5	2.4E-5	2.4E-3	3.4E-4	1.9E-5
38	3.2E-3	8.4E-6	2.1E-5	2.2E-5	2.4E-3	3.4E-4	1.9E-5
39	3.3E-3	8.1E-6	1.9E-5	1.9E-5	2.5E-3	3.4E-4	1.9E-5
40	3.3E-3	7.8E-6	1.6E-5	1.8E-5	2.5E-3	3.4E-4	1.9E-5
41	3.3E-3	7.6E-6	1.5E-5	1.6E-5	2.5E-3	3.5E-4	1.9E-5
42	3.3E-3	7.4E-6	1.3E-5	1.5E-5	2.5E-3	3.5E-4	1.9E-5
43	3.4E-3	7.1E-6	1.2E-5	1.4E-5	2.5E-3	3.5E-4	1.9E-5
44	3.4E-3	6.9E-6	1.1E-5	1.3E-5	2.6E-3	3.5E-4	1.9E-5
45	3.4E-3	6.8E-6	9.9E-6	1.2E-5	2.6E-3	3.5E-4	1.8E-5
46	3.4E-3	6.6E-6	9.2E-6	1.2E-5	2.6E-3	3.5E-4	1.8E-5
47	3.5E-3	6.4E-6	8.7E-6	1.1E-5	2.6E-3	3.5E-4	1.8E-5
48	3.5E-3	6.3E-6	8.2E-6	1.1E-5	2.6E-3	3.5E-4	1.8E-5
49	3.5E-3	6.1E-6	7.8E-6	1.0E-5	2.7E-3	3.5E-4	1.8E-5
50	3.5E-3	6.0E-6	7.5E-6	1.0E-5	2.7E-3	3.5E-4	1.8E-5
51	3.5E-3	5.8E-6	7.2E-6	9.9E-6	2.7E-3	3.5E-4	1.8E-5
52	3.6E-3	5.7E-6	7.0E-6	9.7E-6	2.7E-3	3.6E-4	1.7E-5
53	3.6E-3	5.6E-6	6.8E-6	9.6E-6	2.7E-3	3.6E-4	1.7E-5
54	3.6E-3	5.5E-6	6.6E-6	9.5E-6	2.7E-3	3.6E-4	1.7E-5
55	3.6E-3	5.4E-6	6.5E-6	9.4E-6	2.8E-3	3.6E-4	1.7E-5
56	3.6E-3	5.3E-6	6.4E-6	9.3E-6	2.8E-3	3.6E-4	1.7E-5
57	3.6E-3	5.2E-6	6.3E-6	9.3E-6	2.8E-3	3.6E-4	1.7E-5
58	3.7E-3	5.1E-6	6.2E-6	9.2E-6	2.8E-3	3.6E-4	1.7E-5
59	3.7E-3	5.0E-6	6.2E-6	9.2E-6	2.8E-3	3.6E-4	1.6E-5
60	3.7E-3	4.9E-6	6.1E-6	9.2E-6	2.8E-3	3.6E-4	1.6E-5
61	3.7E-3	4.8E-6	6.0E-6	9.2E-6	2.8E-3	3.6E-4	1.6E-5
62	3.7E-3	4.8E-6	6.0E-6	9.1E-6	2.8E-3	3.6E-4	1.6E-5
63	3.7E-3	4.7E-6	6.0E-6	9.1E-6	2.9E-3	3.6E-4	1.6E-5
64	3.7E-3	4.6E-6	5.9E-6	9.1E-6	2.9E-3	3.5E-4	1.6E-5
65	3.7E-3	4.5E-6	5.9E-6	9.1E-6	2.9E-3	3.5E-4	1.6E-5
66	3.7E-3	4.5E-6	5.8E-6	9.1E-6	2.9E-3	3.5E-4	1.6E-5
67	3.8E-3	4.4E-6	5.8E-6	9.1E-6	2.9E-3	3.5E-4	1.5E-5
68	3.8E-3	4.3E-6	5.8E-6	9.1E-6	2.9E-3	3.5E-4	1.5E-5
69	3.8E-3	4.3E-6	5.8E-6	9.1E-6	2.9E-3	3.5E-4	1.5E-5
70	3.8E-3	4.2E-6	5.7E-6	9.1E-6	2.9E-3	3.5E-4	1.5E-5
71	3.8E-3	4.2E-6	5.7E-6	9.1E-6	2.9E-3	3.5E-4	1.5E-5
72	3.8E-3	4.1E-6	5.7E-6	9.1E-6	2.9E-3	3.5E-4	1.5E-5
73	3.8E-3	4.1E-6	5.7E-6	9.1E-6	2.9E-3	3.5E-4	1.5E-5
74	3.8E-3	4.0E-6	5.6E-6	9.1E-6	2.9E-3	3.5E-4	1.5E-5
75	3.8E-3	4.0E-6	5.6E-6	9.1E-6	2.9E-3	3.5E-4	1.5E-5
76	3.8E-3	3.9E-6	5.6E-6	9.1E-6	2.9E-3	3.5E-4	1.4E-5
77	3.8E-3	3.9E-6	5.6E-6	9.1E-6	2.9E-3	3.5E-4	1.4E-5
78	3.8E-3	3.8E-6	5.6E-6	9.1E-6	2.9E-3	3.5E-4	1.4E-5
79	3.8E-3	3.8E-6	5.5E-6	9.1E-6	3.0E-3	3.5E-4	1.4E-5
80	3.8E-3	3.7E-6	5.5E-6	9.1E-6	3.0E-3	3.4E-4	1.4E-5
81	3.8E-3	3.7E-6	5.5E-6	9.0E-6	3.0E-3	3.4E-4	1.4E-5
82	3.8E-3	3.7E-6	5.5E-6	9.0E-6	3.0E-3	3.4E-4	1.4E-5
83	3.8E-3	3.6E-6	5.5E-6	9.0E-6	3.0E-3	3.4E-4	1.4E-5
84	3.8E-3	3.6E-6	5.4E-6	9.0E-6	3.0E-3	3.4E-4	1.4E-5
85	3.8E-3	3.5E-6	5.4E-6	9.0E-6	3.0E-3	3.4E-4	1.4E-5
86	3.8E-3	3.5E-6	5.4E-6	9.0E-6	3.0E-3	3.4E-4	1.4E-5
87	3.8E-3	3.5E-6	5.4E-6	9.0E-6	3.0E-3	3.4E-4	1.3E-5
88	3.8E-3	3.4E-6	5.4E-6	9.0E-6	3.0E-3	3.4E-4	1.3E-5
89	3.8E-3	3.4E-6	5.3E-6	9.0E-6	3.0E-3	3.4E-4	1.3E-5
90	3.8E-3	3.4E-6	5.3E-6	8.9E-6	3.0E-3	3.4E-4	1.3E-5
91	3.8E-3	3.3E-6	5.3E-6	8.9E-6	3.0E-3	3.4E-4	1.3E-5
92	3.8E-3	3.3E-6	5.3E-6	8.9E-6	3.0E-3	3.3E-4	1.3E-5
93	3.8E-3	3.3E-6	5.3E-6	8.9E-6	3.0E-3	3.3E-4	1.3E-5
94	3.8E-3	3.2E-6	5.2E-6	8.9E-6	3.0E-3	3.3E-4	1.3E-5
95	3.8E-3	3.2E-6	5.2E-6	8.9E-6	3.0E-3	3.3E-4	1.3E-5
96	3.8E-3	3.2E-6	5.2E-6	8.9E-6	3.0E-3	3.3E-4	1.3E-5
97	3.8E-3	3.2E-6	5.2E-6	8.8E-6	3.0E-3	3.3E-4	1.3E-5
98	3.8E-3	3.1E-6	5.2E-6	8.8E-6	3.0E-3	3.3E-4	1.3E-5
99	3.8E-3	3.1E-6	5.2E-6	8.8E-6	3.0E-3	3.3E-4	1.3E-5
100	3.8E-3	3.1E-6	5.1E-6	8.8E-6	3.0E-3	3.3E-4	1.3E-5
110	3.8E-3	2.8E-6	5.0E-6	8.6E-6	3.0E-3	3.2E-4	1.2E-5
120	3.8E-3	2.6E-6	4.8E-6	8.4E-6	2.9E-3	3.1E-4	1.1E-5
130	3.7E-3	2.5E-6	4.6E-6	8.1E-6	2.9E-3	3.0E-4	1.1E-5
140	3.7E-3	2.3E-6	4.5E-6	7.9E-6	2.8E-3	2.9E-4	1.1E-5
150	3.6E-3	2.2E-6	4.3E-6	7.7E-6	2.8E-3	2.8E-4	1.0E-5
160	3.6E-3	2.1E-6	4.2E-6	7.4E-6	2.8E-3	2.7E-4	1.0E-5
