Radionuclide	U-238
Route of Intake	Inhalation
Material	Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Lungs* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
66	4.1E-2	3.2E-4	2.3E-5	7.9E-5	9.3E-3	2.7E-2	1.2E-3
67	4.1E-2	3.1E-4	2.2E-5	7.8E-5	9.3E-3	2.7E-2	1.2E-3
68	4.1E-2	3.0E-4	2.2E-5	7.8E-5	9.2E-3	2.7E-2	1.2E-3
69	4.1E-2	3.0E-4	2.2E-5	7.7E-5	9.1E-3	2.7E-2	1.2E-3
70	4.0E-2	2.9E-4	2.1E-5	7.6E-5	9.1E-3	2.7E-2	1.2E-3
71	4.0E-2	2.9E-4	2.1E-5	7.5E-5	9.0E-3	2.7E-2	1.1E-3
72	4.0E-2	2.8E-4	2.1E-5	7.4E-5	8.9E-3	2.7E-2	1.1E-3
73	4.0E-2	2.8E-4	2.1E-5	7.4E-5	8.8E-3	2.7E-2	1.1E-3
74	4.0E-2	2.7E-4	2.0E-5	7.3E-5	8.8E-3	2.7E-2	1.1E-3
75	3.9E-2	2.7E-4	2.0E-5	7.2E-5	8.7E-3	2.7E-2	1.1E-3
76	3.9E-2	2.6E-4	2.0E-5	7.1E-5	8.6E-3	2.7E-2	1.1E-3
77	3.9E-2	2.6E-4	2.0E-5	7.1E-5	8.6E-3	2.7E-2	1.1E-3
78	3.9E-2	2.5E-4	1.9E-5	7.0E-5	8.5E-3	2.7E-2	1.1E-3
79	3.9E-2	2.5E-4	1.9E-5	6.9E-5	8.4E-3	2.7E-2	1.1E-3
80	3.8E-2	2.5E-4	1.9E-5	6.8E-5	8.4E-3	2.6E-2	1.1E-3
81	3.8E-2	2.4E-4	1.9E-5	6.8E-5	8.3E-3	2.6E-2	1.1E-3
82	3.8E-2	2.4E-4	1.8E-5	6.7E-5	8.2E-3	2.6E-2	1.0E-3
83	3.8E-2	2.3E-4	1.8E-5	6.6E-5	8.1E-3	2.6E-2	1.0E-3
84	3.8E-2	2.3E-4	1.8E-5	6.6E-5	8.1E-3	2.6E-2	1.0E-3
85	3.7E-2	2.3E-4	1.8E-5	6.5E-5	8.0E-3	2.6E-2	1.0E-3
86	3.7E-2	2.2E-4	1.7E-5	6.4E-5	7.9E-3	2.6E-2	1.0E-3
87	3.7E-2	2.2E-4	1.7E-5	6.3E-5	7.8E-3	2.6E-2	1.0E-3
88	3.7E-2	2.2E-4	1.7E-5	6.3E-5	7.8E-3	2.6E-2	9.9E-4
89	3.7E-2	2.1E-4	1.7E-5	6.2E-5	7.7E-3	2.6E-2	9.8E-4
90	3.6E-2	2.1E-4	1.6E-5	6.1E-5	7.6E-3	2.6E-2	9.8E-4
91	3.6E-2	2.1E-4	1.6E-5	6.1E-5	7.6E-3	2.5E-2	9.7E-4
92	3.6E-2	2.0E-4	1.6E-5	6.0E-5	7.5E-3	2.5E-2	9.6E-4
93	3.6E-2	2.0E-4	1.6E-5	5.9E-5	7.4E-3	2.5E-2	9.5E-4
94	3.6E-2	2.0E-4	1.6E-5	5.9E-5	7.3E-3	2.5E-2	9.5E-4
95	3.5E-2	1.9E-4	1.5E-5	5.8E-5	7.3E-3	2.5E-2	9.4E-4
96	3.5E-2	1.9E-4	1.5E-5	5.7E-5	7.2E-3	2.5E-2	9.3E-4
97	3.5E-2	1.9E-4	1.5E-5	5.7E-5	7.1E-3	2.5E-2	9.2E-4
98	3.5E-2	1.9E-4	1.5E-5	5.6E-5	7.1E-3	2.5E-2	9.2E-4
99	3.5E-2	1.8E-4	1.5E-5	5.5E-5	7.0E-3	2.5E-2	9.1E-4
100	3.4E-2	1.8E-4	1.4E-5	5.5E-5	6.9E-3	2.5E-2	9.0E-4
110	3.2E-2	1.6E-4	1.3E-5	4.9E-5	6.2E-3	2.4E-2	8.4E-4
120	3.1E-2	1.4E-4	1.1E-5	4.4E-5	5.6E-3	2.3E-2	7.9E-4
130	2.9E-2	1.2E-4	9.8E-6	3.9E-5	5.0E-3	2.2E-2	7.4E-4
140	2.7E-2	1.1E-4	8.6E-6	3.5E-5	4.5E-3	2.1E-2	7.1E-4
150	2.6E-2	9.3E-5	7.5E-6	3.2E-5	4.0E-3	2.0E-2	6.7E-4
160	2.4E-2	8.2E-5	6.6E-6	2.9E-5	3.6E-3	1.9E-2	6.4E-4
170	2.3E-2	7.3E-5	5.8E-6	2.6E-5	3.2E-3	1.8E-2	6.2E-4
180	2.2E-2	6.4E-5	5.1E-6	2.4E-5	2.9E-3	1.8E-2	6.0E-4
190	2.1E-2	5.7E-5	4.5E-6	2.2E-5	2.5E-3	1.7E-2	5.8E-4
200	2.0E-2	5.1E-5	3.9E-6	2.0E-5	2.3E-3	1.7E-2	5.7E-4
210	2.0E-2	4.6E-5	3.5E-6	1.8E-5	2.0E-3	1.6E-2	5.5E-4
220	1.9E-2	4.1E-5	3.1E-6	1.7E-5	1.8E-3	1.6E-2	5.4E-4
230	1.8E-2	3.7E-5	2.7E-6	1.6E-5	1.6E-3	1.5E-2	5.3E-4
240	1.8E-2	3.3E-5	2.4E-6	1.5E-5	1.4E-3	1.5E-2	5.2E-4
250	1.7E-2	3.0E-5	2.1E-6	1.4E-5	1.3E-3	1.5E-2	5.2E-4
260	1.7E-2	2.7E-5	1.8E-6	1.3E-5	1.1E-3	1.4E-2	5.1E-4
270	1.6E-2	2.4E-5	1.6E-6	1.2E-5	1.0E-3	1.4E-2	5.0E-4
280	1.6E-2	2.2E-5	1.4E-6	1.2E-5	9.1E-4	1.4E-2	5.0E-4
290	1.6E-2	2.0E-5	1.3E-6	1.1E-5	8.2E-4	1.4E-2	4.9E-4
300	1.5E-2	1.8E-5	1.1E-6	1.1E-5	7.3E-4	1.3E-2	4.9E-4
310	1.5E-2	1.6E-5	9.7E-7	1.0E-5	6.5E-4	1.3E-2	4.9E-4
320	1.5E-2	1.5E-5	8.6E-7	9.8E-6	5.8E-4	1.3E-2	4.8E-4
330	1.5E-2	1.4E-5	7.6E-7	9.5E-6	5.2E-4	1.3E-2	4.8E-4
340	1.4E-2	1.3E-5	6.7E-7	9.2E-6	4.7E-4	1.3E-2	4.8E-4
350	1.4E-2	1.2E-5	5.9E-7	8.9E-6	4.2E-4	1.3E-2	4.7E-4
360	1.4E-2	1.1E-5	5.2E-7	8.7E-6	3.7E-4	1.3E-2	4.7E-4
365	1.4E-2	1.0E-5	4.9E-7	8.6E-6	3.5E-4	1.3E-2	4.7E-4
370	1.4E-2	9.8E-6	4.6E-7	8.5E-6	3.3E-4	1.3E-2	4.7E-4
380	1.4E-2	9.1E-6	4.1E-7	8.3E-6	3.0E-4	1.2E-2	4.7E-4
390	1.4E-2	8.5E-6	3.6E-7	8.1E-6	2.7E-4	1.2E-2	4.6E-4
400	1.4E-2	7.9E-6	3.2E-7	8.0E-6	2.4E-4	1.2E-2	4.6E-4
410	1.3E-2	7.4E-6	2.8E-7	7.9E-6	2.2E-4	1.2E-2	4.6E-4
420	1.3E-2	6.9E-6	2.5E-7	7.8E-6	1.9E-4	1.2E-2	4.6E-4
430	1.3E-2	6.5E-6	2.2E-7	7.7E-6	1.7E-4	1.2E-2	4.6E-4
440	1.3E-2	6.2E-6	2.0E-7	7.6E-6	1.6E-4	1.2E-2	4.6E-4
450	1.3E-2	5.8E-6	1.8E-7	7.5E-6	1.4E-4	1.2E-2	4.6E-4
460	1.3E-2	5.5E-6	1.6E-7	7.4E-6	1.3E-4	1.2E-2	4.5E-4
470	1.3E-2	5.3E-6	1.4E-7	7.4E-6	1.1E-4	1.2E-2	4.5E-4
480	1.3E-2	5.0E-6	1.3E-7	7.3E-6	1.0E-4	1.2E-2	4.5E-4
490	1.3E-2	4.8E-6	1.2E-7	7.3E-6	9.2E-5	1.2E-2	4.5E-4
500	1.3E-2	4.6E-6	1.0E-7	7.2E-6	8.3E-5	1.2E-2	4.5E-4
510	1.3E-2	4.5E-6	9.4E-8	7.2E-6	7.5E-5	1.2E-2	4.5E-4
520	1.3E-2	4.3E-6	8.5E-8	7.1E-6	6.7E-5	1.2E-2	4.5E-4
530	1.3E-2	4.2E-6	7.7E-8	7.1E-6	6.1E-5	1.2E-2	4.5E-4
540	1.3E-2	4.0E-6	7.0E-8	7.1E-6	5.5E-5	1.2E-2	4.5E-4
550	1.2E-2	3.9E-6	6.4E-8	7.0E-6	5.0E-5	1.1E-2	4.5E-4
560	1.2E-2	3.8E-6	5.9E-8	7.0E-6	4.5E-5	1.1E-2	4.4E-4
570	1.2E-2	3.7E-6	5.4E-8	7.0E-6	4.1E-5	1.1E-2	4.4E-4
580	1.2E-2	3.7E-6	5.0E-8	7.0E-6	3.7E-5	1.1E-2	4.4E-4
590	1.2E-2	3.6E-6	4.6E-8	7.0E-6	3.4E-5	1.1E-2	4.4E-4
600	1.2E-2	3.5E-6	4.3E-8	6.9E-6	3.1E-5	1.1E-2	4.4E-4
610	1.2E-2	3.4E-6	4.0E-8	6.9E-6	2.8E-5	1.1E-2	4.4E-4
620	1.2E-2	3.4E-6	3.8E-8	6.9E-6	2.6E-5	1.1E-2	4.4E-4
630	1.2E-2	3.3E-6	3.6E-8	6.9E-6	2.4E-5	1.1E-2	4.4E-4
640	1.2E-2	3.3E-6	3.4E-8	6.9E-6	2.2E-5	1.1E-2	4.4E-4
650	1.2E-2	3.2E-6	3.2E-8	6.9E-6	2.0E-5	1.1E-2	4.4E-4
660	1.2E-2	3.2E-6	3.0E-8	6.9E-6	1.8E-5	1.1E-2	4.4E-4
670	1.2E-2	3.2E-6	2.9E-8	6.9E-6	1.7E-5	1.1E-2	4.4E-4
680	1.2E-2	3.1E-6	2.8E-8	6.9E-6	1.6E-5	1.1E-2	4.3E-4
690	1.2E-2	3.1E-6	2.7E-8	6.9E-6	1.5E-5	1.1E-2	4.3E-4
700	1.2E-2	3.1E-6	2.6E-8	6.9E-6	1.4E-5	1.1E-2	4.3E-4
710	1.2E-2	3.0E-6	2.5E-8	6.8E-6	1.3E-5	1.1E-2	4.3E-4
720	1.2E-2	3.0E-6	2.4E-8	6.8E-6	1.2E-5	1.1E-2	4.3E-4
730	1.2E-2	3.0E-6	2.3E-8	6.8E-6	1.1E-5	1.1E-2	4.3E-4
740	1.2E-2	3.0E-6	2.3E-8	6.8E-6	1.1E-5	1.1E-2	4.3E-4
750	1.2E-2	2.9E-6	2.2E-8	6.8E-6	9.9E-6	1.1E-2	4.3E-4
760	1.2E-2	2.9E-6	2.2E-8	6.8E-6	9.4E-6	1.1E-2	4.3E-4
770	1.2E-2	2.9E-6	2.1E-8	6.8E-6	8.9E-6	1.1E-2	4.3E-4
780	1.2E-2	2.9E-6	2.1E-8	6.8E-6	8.4E-6	1.1E-2	4.3E-4
790	1.2E-2	2.9E-6	2.1E-8	6.8E-6	8.1E-6	1.1E-2	4.3E-4
800	1.2E-2	2.8E-6	2.0E-8	6.8E-6	7.7E-6	1.1E-2	4.3E-4
810	1.2E-2	2.8E-6	2.0E-8	6.8E-6	7.4E-6	1.1E-2	4.3E-4
820	1.2E-2	2.8E-6	2.0E-8	6.8E-6	7.1E-6	1.1E-2	4.2E-4
830	1.2E-2	2.8E-6	2.0E-8	6.8E-6	6.8E-6	1.1E-2	4.2E-4
840	1.1E-2	2.8E-6	1.9E-8	6.8E-6	6.6E-6	1.1E-2	4.2E-4
850	1.1E-2	2.8E-6	1.9E-8	6.8E-6	6.4E-6	1.1E-2	4.2E-4
860	1.1E-2	2.7E-6	1.9E-8	6.8E-6	6.2E-6	1.1E-2	4.2E-4
870	1.1E-2	2.7E-6	1.9E-8	6.8E-6	6.0E-6	1.1E-2	4.2E-4
880	1.1E-2	2.7E-6	1.9E-8	6.8E-6	5.9E-6	1.1E-2	4.2E-4
890	1.1E-2	2.7E-6	1.8E-8	6.8E-6	5.8E-6	1.0E-2	4.2E-4
900	1.1E-2	2.7E-6	1.8E-8	6.8E-6	5.6E-6	1.0E-2	4.2E-4
910	1.1E-2	2.7E-6	1.8E-8	6.8E-6	5.5E-6	1.0E-2	4.2E-4
920	1.1E-2	2.7E-6	1.8E-8	6.8E-6	5.4E-6	1.0E-2	4.2E-4
930	1.1E-2	2.7E-6	1.8E-8	6.8E-6	5.3E-6	1.0E-2	4.2E-4
940	1.1E-2	2.6E-6	1.8E-8	6.8E-6	5.2E-6	1.0E-2	4.2E-4
950	1.1E-2	2.6E-6	1.8E-8	6.8E-6	5.2E-6	1.0E-2	4.2E-4
960	1.1E-2	2.6E-6	1.8E-8	6.8E-6	5.1E-6	1.0E-2	4.2E-4
970	1.1E-2	2.6E-6	1.7E-8	6.8E-6	5.0E-6	1.0E-2	4.1E-4
980	1.1E-2	2.6E-6	1.7E-8	6.7E-6	5.0E-6	1.0E-2	4.1E-4
990	1.1E-2	2.6E-6	1.7E-8	6.7E-6	4.9E-6	1.0E-2	4.1E-4
1000	1.1E-2	2.6E-6	1.7E-8	6.7E-6	4.9E-6	1.0E-2	4.1E-4
1010	1.1E-2	2.6E-6	1.7E-8	6.7E-6	4.8E-6	1.0E-2	4.1E-4
1020	1.1E-2	2.6E-6	1.7E-8	6.7E-6	4.8E-6	1.0E-2	4.1E-4
1030	1.1E-2	2.5E-6	1.7E-8	6.7E-6	4.8E-6	1.0E-2	4.1E-4
1040	1.1E-2	2.5E-6	1.7E-8	6.7E-6	4.7E-6	1.0E-2	4.1E-4
1050	1.1E-2	2.5E-6	1.7E-8	6.7E-6	4.7E-6	1.0E-2	4.1E-4
1060	1.1E-2	2.5E-6	1.7E-8	6.7E-6	4.7E-6	1.0E-2	4.1E-4
1070	1.1E-2	2.5E-6	1.7E-8	6.7E-6	4.7E-6	1.0E-2	4.1E-4
1080	1.1E-2	2.5E-6	1.7E-8	6.7E-6	4.7E-6	1.0E-2	4.1E-4
1090	1.1E-2	2.5E-6	1.6E-8	6.7E-6	4.6E-6	1.0E-2	4.1E-4
1095	1.1E-2	2.5E-6	1.6E-8	6.7E-6	4.6E-6	1.0E-2	4.1E-4
1100	1.1E-2	2.5E-6	1.6E-8	6.7E-6	4.6E-6	1.0E-2	4.1E-4
1200	1.1E-2	2.4E-6	1.6E-8	6.7E-6	4.5E-6	9.7E-3	4.0E-4
1300	1.0E-2	2.3E-6	1.5E-8	6.7E-6	4.5E-6	9.5E-3	3.9E-4
1400	1.0E-2	2.2E-6	1.5E-8	6.6E-6	4.4E-6	9.3E-3	3.9E-4
1500	9.9E-3	2.1E-6	1.4E-8	6.6E-6	4.4E-6	9.1E-3	3.8E-4
1600	9.7E-3	2.0E-6	1.3E-8	6.6E-6	4.4E-6	8.9E-3	3.7E-4
1700	9.5E-3	1.9E-6	1.3E-8	6.6E-6	4.4E-6	8.7E-3	3.7E-4
1800	9.3E-3	1.9E-6	1.2E-8	6.6E-6	4.4E-6	8.5E-3	3.6E-4
1900	9.1E-3	1.8E-6	1.2E-8	6.5E-6	4.3E-6	8.3E-3	3.6E-4
2000	8.9E-3	1.7E-6	1.2E-8	6.5E-6	4.3E-6	8.2E-3	3.5E-4
2100	8.7E-3	1.7E-6	1.1E-8	6.5E-6	4.3E-6	8.0E-3	3.5E-4
2200	8.6E-3	1.6E-6	1.1E-8	6.5E-6	4.3E-6	7.8E-3	3.4E-4
2300	8.4E-3	1.6E-6	1.0E-8	6.5E-6	4.3E-6	7.7E-3	3.4E-4
2400	8.2E-3	1.5E-6	9.9E-9	6.4E-6	4.3E-6	7.5E-3	3.3E-4
2500	8.1E-3	1.4E-6	9.6E-9	6.4E-6	4.3E-6	7.4E-3	3.3E-4
2600	7.9E-3	1.4E-6	9.3E-9	6.4E-6	4.3E-6	7.3E-3	3.2E-4
2700	7.8E-3	1.3E-6	8.9E-9	6.4E-6	4.2E-6	7.1E-3	3.2E-4
2800	7.7E-3	1.3E-6	8.6E-9	6.4E-6	4.2E-6	7.0E-3	3.1E-4
2900	7.5E-3	1.3E-6	8.3E-9	6.4E-6	4.2E-6	6.9E-3	3.1E-4
3000	7.4E-3	1.2E-6	8.0E-9	6.3E-6	4.2E-6	6.8E-3	3.0E-4
3100	7.3E-3	1.2E-6	7.8E-9	6.3E-6	4.2E-6	6.6E-3	3.0E-4
3200	7.2E-3	1.1E-6	7.5E-9	6.3E-6	4.2E-6	6.5E-3	2.9E-4
3300	7.1E-3	1.1E-6	7.3E-9	6.3E-6	4.2E-6	6.4E-3	2.9E-4
3400	7.0E-3	1.1E-6	7.0E-9	6.3E-6	4.2E-6	6.3E-3	2.8E-4
3500	6.9E-3	1.0E-6	6.8E-9	6.3E-6	4.2E-6	6.2E-3	2.8E-4
3600	6.8E-3	9.9E-7	6.6E-9	6.2E-6	4.1E-6	6.1E-3	2.7E-4
3650	6.7E-3	9.7E-7	6.5E-9	6.2E-6	4.1E-6	6.1E-3	2.7E-4
4000	6.4E-3	8.7E-7	5.8E-9	6.2E-6	4.1E-6	5.8E-3	2.6E-4
5000	5.6E-3	6.5E-7	4.3E-9	6.1E-6	4.0E-6	5.1E-3	2.2E-4
6000	5.0E-3	5.1E-7	3.4E-9	5.9E-6	3.9E-6	4.5E-3	1.9E-4
7000	4.6E-3	4.1E-7	2.7E-9	5.8E-6	3.9E-6	4.1E-3	1.7E-4
8000	4.2E-3	3.4E-7	2.3E-9	5.7E-6	3.8E-6	3.8E-3	1.5E-4
9000	3.9E-3	3.0E-7	2.0E-9	5.6E-6	3.7E-6	3.5E-3	1.3E-4
10000	3.6E-3	2.6E-7	1.7E-9	5.5E-6	3.6E-6	3.2E-3	1.1E-4
11000	3.3E-3	2.3E-7	1.5E-9	5.4E-6	3.6E-6	3.0E-3	1.0E-4
12000	3.1E-3	2.1E-7	1.4E-9	5.3E-6	3.5E-6	2.8E-3	9.2E-5
13000	2.9E-3	1.9E-7	1.2E-9	5.2E-6	3.4E-6	2.6E-3	8.4E-5
