Radionuclide	U-238
Route of Intake	Inhalation
Material	Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Lungs* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
3	1.2E-2	6.3E-4	1.7E-1	7.5E-3	3.9E-3	3.4E-4	3.2E-5
3.25	1.1E-2	-	-	6.0E-3	4.2E-3	3.7E-4	3.4E-5
3.5	1.0E-2	-	-	4.7E-3	4.4E-3	4.0E-4	3.6E-5
3.75	9.3E-3	-	-	3.7E-3	4.7E-3	4.2E-4	3.9E-5
4	8.7E-3	5.1E-4	6.6E-2	2.8E-3	5.0E-3	4.5E-4	4.1E-5
4.25	8.3E-3	-	-	2.2E-3	5.2E-3	4.7E-4	4.3E-5
4.5	8.1E-3	-	-	1.7E-3	5.5E-3	5.0E-4	4.5E-5
4.75	8.0E-3	-	-	1.3E-3	5.7E-3	5.2E-4	4.7E-5
5	8.0E-3	4.7E-4	2.0E-2	9.8E-4	6.0E-3	5.5E-4	4.9E-5
5.5	8.2E-3	-	-	6.0E-4	6.5E-3	6.0E-4	5.3E-5
6	8.6E-3	4.4E-4	5.4E-3	4.0E-4	6.9E-3	6.5E-4	5.7E-5
6.5	9.0E-3	-	-	3.0E-4	7.4E-3	7.0E-4	6.1E-5
7	9.5E-3	4.1E-4	1.7E-3	2.4E-4	7.9E-3	7.5E-4	6.5E-5
7.5	1.0E-2	-	-	2.1E-4	8.3E-3	8.0E-4	6.9E-5
8	1.0E-2	3.9E-4	8.2E-4	1.9E-4	8.7E-3	8.4E-4	7.3E-5
8.5	1.1E-2	-	-	1.8E-4	9.1E-3	8.9E-4	7.6E-5
9	1.1E-2	3.7E-4	5.6E-4	1.8E-4	9.5E-3	9.4E-4	8.0E-5
9.5	1.2E-2	-	-	1.7E-4	9.9E-3	9.9E-4	8.3E-5
10	1.2E-2	3.6E-4	4.4E-4	1.6E-4	1.0E-2	1.0E-3	8.6E-5
11	1.3E-2	3.4E-4	3.7E-4	1.5E-4	1.1E-2	1.1E-3	9.3E-5
12	1.4E-2	3.3E-4	3.2E-4	1.4E-4	1.2E-2	1.2E-3	9.9E-5
13	1.5E-2	3.1E-4	2.7E-4	1.3E-4	1.2E-2	1.3E-3	1.1E-4
14	1.6E-2	3.0E-4	2.4E-4	1.2E-4	1.3E-2	1.4E-3	1.1E-4
15	1.6E-2	2.9E-4	2.1E-4	1.2E-4	1.4E-2	1.5E-3	1.2E-4
16	1.7E-2	2.8E-4	1.8E-4	1.1E-4	1.4E-2	1.6E-3	1.2E-4
17	1.8E-2	2.7E-4	1.6E-4	1.1E-4	1.5E-2	1.7E-3	1.3E-4
18	1.8E-2	2.7E-4	1.5E-4	1.0E-4	1.5E-2	1.8E-3	1.3E-4
19	1.9E-2	2.6E-4	1.3E-4	9.7E-5	1.6E-2	1.8E-3	1.4E-4
20	2.0E-2	2.5E-4	1.2E-4	9.4E-5	1.6E-2	1.9E-3	1.4E-4
21	2.0E-2	2.4E-4	1.1E-4	9.2E-5	1.7E-2	2.0E-3	1.5E-4
22	2.1E-2	2.4E-4	1.1E-4	9.0E-5	1.7E-2	2.1E-3	1.5E-4
23	2.1E-2	2.3E-4	9.9E-5	8.9E-5	1.8E-2	2.2E-3	1.5E-4
24	2.2E-2	2.3E-4	9.4E-5	8.8E-5	1.8E-2	2.2E-3	1.6E-4
25	2.2E-2	2.2E-4	8.9E-5	8.7E-5	1.9E-2	2.3E-3	1.6E-4
26	2.3E-2	2.2E-4	8.6E-5	8.7E-5	1.9E-2	2.4E-3	1.7E-4
27	2.3E-2	2.2E-4	8.3E-5	8.7E-5	1.9E-2	2.5E-3	1.7E-4
28	2.3E-2	2.1E-4	8.0E-5	8.7E-5	2.0E-2	2.6E-3	1.7E-4
29	2.4E-2	2.1E-4	7.8E-5	8.7E-5	2.0E-2	2.6E-3	1.8E-4
30	2.4E-2	2.1E-4	7.6E-5	8.7E-5	2.0E-2	2.7E-3	1.8E-4
31	2.5E-2	2.0E-4	7.4E-5	8.7E-5	2.0E-2	2.8E-3	1.8E-4
32	2.5E-2	2.0E-4	7.3E-5	8.8E-5	2.1E-2	2.8E-3	1.9E-4
33	2.5E-2	2.0E-4	7.2E-5	8.8E-5	2.1E-2	2.9E-3	1.9E-4
34	2.6E-2	1.9E-4	7.1E-5	8.9E-5	2.1E-2	3.0E-3	1.9E-4
35	2.6E-2	1.9E-4	7.0E-5	8.9E-5	2.1E-2	3.0E-3	2.0E-4
36	2.6E-2	1.9E-4	6.9E-5	9.0E-5	2.2E-2	3.1E-3	2.0E-4
37	2.6E-2	1.9E-4	6.8E-5	9.0E-5	2.2E-2	3.2E-3	2.0E-4
38	2.7E-2	1.8E-4	6.7E-5	9.0E-5	2.2E-2	3.2E-3	2.1E-4
39	2.7E-2	1.8E-4	6.6E-5	9.1E-5	2.2E-2	3.3E-3	2.1E-4
40	2.7E-2	1.8E-4	6.6E-5	9.1E-5	2.2E-2	3.4E-3	2.1E-4
41	2.7E-2	1.8E-4	6.5E-5	9.2E-5	2.2E-2	3.4E-3	2.1E-4
42	2.7E-2	1.8E-4	6.4E-5	9.2E-5	2.3E-2	3.5E-3	2.2E-4
43	2.8E-2	1.7E-4	6.4E-5	9.3E-5	2.3E-2	3.5E-3	2.2E-4
44	2.8E-2	1.7E-4	6.3E-5	9.3E-5	2.3E-2	3.6E-3	2.2E-4
45	2.8E-2	1.7E-4	6.3E-5	9.3E-5	2.3E-2	3.6E-3	2.2E-4
46	2.8E-2	1.7E-4	6.2E-5	9.4E-5	2.3E-2	3.7E-3	2.3E-4
47	2.8E-2	1.7E-4	6.1E-5	9.4E-5	2.3E-2	3.7E-3	2.3E-4
48	2.8E-2	1.7E-4	6.1E-5	9.4E-5	2.3E-2	3.8E-3	2.3E-4
49	2.8E-2	1.7E-4	6.0E-5	9.4E-5	2.3E-2	3.8E-3	2.3E-4
50	2.9E-2	1.6E-4	6.0E-5	9.4E-5	2.3E-2	3.9E-3	2.3E-4
51	2.9E-2	1.6E-4	5.9E-5	9.5E-5	2.3E-2	3.9E-3	2.4E-4
52	2.9E-2	1.6E-4	5.9E-5	9.5E-5	2.3E-2	4.0E-3	2.4E-4
53	2.9E-2	1.6E-4	5.8E-5	9.5E-5	2.3E-2	4.0E-3	2.4E-4
54	2.9E-2	1.6E-4	5.8E-5	9.5E-5	2.3E-2	4.1E-3	2.4E-4
55	2.9E-2	1.6E-4	5.8E-5	9.5E-5	2.3E-2	4.1E-3	2.4E-4
56	2.9E-2	1.6E-4	5.7E-5	9.5E-5	2.3E-2	4.1E-3	2.5E-4
57	2.9E-2	1.5E-4	5.7E-5	9.5E-5	2.3E-2	4.2E-3	2.5E-4
58	2.9E-2	1.5E-4	5.6E-5	9.5E-5	2.3E-2	4.2E-3	2.5E-4
59	2.9E-2	1.5E-4	5.6E-5	9.5E-5	2.3E-2	4.3E-3	2.5E-4
60	2.9E-2	1.5E-4	5.5E-5	9.5E-5	2.3E-2	4.3E-3	2.5E-4
61	2.9E-2	1.5E-4	5.5E-5	9.5E-5	2.3E-2	4.3E-3	2.5E-4
62	2.9E-2	1.5E-4	5.4E-5	9.5E-5	2.3E-2	4.4E-3	2.5E-4
63	2.9E-2	1.5E-4	5.4E-5	9.5E-5	2.3E-2	4.4E-3	2.6E-4
64	2.9E-2	1.5E-4	5.3E-5	9.4E-5	2.3E-2	4.4E-3	2.6E-4
65	2.9E-2	1.5E-4	5.3E-5	9.4E-5	2.3E-2	4.4E-3	2.6E-4
66	2.9E-2	1.4E-4	5.3E-5	9.4E-5	2.3E-2	4.5E-3	2.6E-4
67	2.9E-2	1.4E-4	5.2E-5	9.4E-5	2.3E-2	4.5E-3	2.6E-4
68	2.9E-2	1.4E-4	5.2E-5	9.4E-5	2.3E-2	4.5E-3	2.6E-4
69	2.9E-2	1.4E-4	5.1E-5	9.4E-5	2.3E-2	4.6E-3	2.6E-4
70	2.9E-2	1.4E-4	5.1E-5	9.3E-5	2.3E-2	4.6E-3	2.6E-4
71	2.9E-2	1.4E-4	5.1E-5	9.3E-5	2.3E-2	4.6E-3	2.6E-4
72	2.9E-2	1.4E-4	5.0E-5	9.3E-5	2.3E-2	4.6E-3	2.6E-4
73	2.9E-2	1.4E-4	5.0E-5	9.3E-5	2.3E-2	4.7E-3	2.7E-4
74	2.9E-2	1.4E-4	4.9E-5	9.2E-5	2.3E-2	4.7E-3	2.7E-4
75	2.9E-2	1.4E-4	4.9E-5	9.2E-5	2.3E-2	4.7E-3	2.7E-4
76	2.9E-2	1.3E-4	4.9E-5	9.2E-5	2.3E-2	4.7E-3	2.7E-4
77	2.9E-2	1.3E-4	4.8E-5	9.1E-5	2.3E-2	4.7E-3	2.7E-4
78	2.9E-2	1.3E-4	4.8E-5	9.1E-5	2.2E-2	4.7E-3	2.7E-4
79	2.9E-2	1.3E-4	4.7E-5	9.1E-5	2.2E-2	4.8E-3	2.7E-4
80	2.9E-2	1.3E-4	4.7E-5	9.0E-5	2.2E-2	4.8E-3	2.7E-4
81	2.9E-2	1.3E-4	4.7E-5	9.0E-5	2.2E-2	4.8E-3	2.7E-4
82	2.8E-2	1.3E-4	4.6E-5	9.0E-5	2.2E-2	4.8E-3	2.7E-4
83	2.8E-2	1.3E-4	4.6E-5	8.9E-5	2.2E-2	4.8E-3	2.7E-4
84	2.8E-2	1.3E-4	4.6E-5	8.9E-5	2.2E-2	4.8E-3	2.7E-4
85	2.8E-2	1.3E-4	4.5E-5	8.9E-5	2.2E-2	4.9E-3	2.7E-4
86	2.8E-2	1.3E-4	4.5E-5	8.8E-5	2.2E-2	4.9E-3	2.7E-4
87	2.8E-2	1.2E-4	4.5E-5	8.8E-5	2.2E-2	4.9E-3	2.7E-4
88	2.8E-2	1.2E-4	4.4E-5	8.7E-5	2.2E-2	4.9E-3	2.7E-4
89	2.8E-2	1.2E-4	4.4E-5	8.7E-5	2.1E-2	4.9E-3	2.7E-4
90	2.8E-2	1.2E-4	4.3E-5	8.7E-5	2.1E-2	4.9E-3	2.7E-4
91	2.8E-2	1.2E-4	4.3E-5	8.6E-5	2.1E-2	4.9E-3	2.7E-4
92	2.8E-2	1.2E-4	4.3E-5	8.6E-5	2.1E-2	4.9E-3	2.7E-4
93	2.8E-2	1.2E-4	4.2E-5	8.5E-5	2.1E-2	4.9E-3	2.7E-4
94	2.7E-2	1.2E-4	4.2E-5	8.5E-5	2.1E-2	4.9E-3	2.7E-4
95	2.7E-2	1.2E-4	4.2E-5	8.4E-5	2.1E-2	4.9E-3	2.7E-4
96	2.7E-2	1.2E-4	4.1E-5	8.4E-5	2.1E-2	4.9E-3	2.7E-4
97	2.7E-2	1.2E-4	4.1E-5	8.4E-5	2.1E-2	4.9E-3	2.7E-4
98	2.7E-2	1.2E-4	4.1E-5	8.3E-5	2.1E-2	4.9E-3	2.7E-4
99	2.7E-2	1.1E-4	4.0E-5	8.3E-5	2.0E-2	5.0E-3	2.7E-4
100	2.7E-2	1.1E-4	4.0E-5	8.2E-5	2.0E-2	5.0E-3	2.7E-4
110	2.6E-2	1.1E-4	3.7E-5	7.8E-5	1.9E-2	5.0E-3	2.7E-4
120	2.5E-2	9.9E-5	3.4E-5	7.3E-5	1.8E-2	4.9E-3	2.6E-4
130	2.3E-2	9.3E-5	3.2E-5	6.9E-5	1.7E-2	4.9E-3	2.6E-4
140	2.2E-2	8.7E-5	2.9E-5	6.4E-5	1.6E-2	4.8E-3	2.5E-4
150	2.1E-2	8.2E-5	2.7E-5	6.0E-5	1.5E-2	4.7E-3	2.4E-4
160	2.0E-2	7.6E-5	2.5E-5	5.6E-5	1.4E-2	4.6E-3	2.3E-4
170	1.9E-2	7.2E-5	2.3E-5	5.2E-5	1.3E-2	4.5E-3	2.3E-4
180	1.8E-2	6.7E-5	2.1E-5	4.9E-5	1.3E-2	4.3E-3	2.2E-4
190	1.7E-2	6.3E-5	2.0E-5	4.5E-5	1.2E-2	4.2E-3	2.1E-4
200	1.6E-2	5.9E-5	1.8E-5	4.2E-5	1.1E-2	4.1E-3	2.0E-4
210	1.5E-2	5.5E-5	1.7E-5	3.9E-5	1.0E-2	4.0E-3	2.0E-4
220	1.4E-2	5.2E-5	1.5E-5	3.6E-5	9.7E-3	3.9E-3	1.9E-4
230	1.4E-2	4.9E-5	1.4E-5	3.4E-5	9.1E-3	3.8E-3	1.8E-4
240	1.3E-2	4.6E-5	1.3E-5	3.1E-5	8.5E-3	3.7E-3	1.8E-4
250	1.2E-2	4.3E-5	1.2E-5	2.9E-5	8.0E-3	3.6E-3	1.7E-4
260	1.2E-2	4.0E-5	1.1E-5	2.7E-5	7.5E-3	3.5E-3	1.6E-4
270	1.1E-2	3.8E-5	1.0E-5	2.5E-5	7.0E-3	3.4E-3	1.6E-4
280	1.1E-2	3.6E-5	9.6E-6	2.4E-5	6.6E-3	3.3E-3	1.5E-4
290	1.0E-2	3.3E-5	8.8E-6	2.2E-5	6.2E-3	3.2E-3	1.5E-4
300	9.6E-3	3.1E-5	8.2E-6	2.0E-5	5.8E-3	3.2E-3	1.4E-4
310	9.1E-3	2.9E-5	7.5E-6	1.9E-5	5.4E-3	3.1E-3	1.4E-4
320	8.7E-3	2.8E-5	7.0E-6	1.8E-5	5.1E-3	3.0E-3	1.4E-4
330	8.3E-3	2.6E-5	6.4E-6	1.7E-5	4.8E-3	3.0E-3	1.3E-4
340	7.9E-3	2.5E-5	5.9E-6	1.5E-5	4.5E-3	2.9E-3	1.3E-4
350	7.6E-3	2.3E-5	5.5E-6	1.4E-5	4.2E-3	2.8E-3	1.3E-4
360	7.2E-3	2.2E-5	5.1E-6	1.3E-5	4.0E-3	2.8E-3	1.2E-4
365	7.1E-3	2.1E-5	4.9E-6	1.3E-5	3.9E-3	2.8E-3	1.2E-4
370	6.9E-3	2.0E-5	4.7E-6	1.3E-5	3.7E-3	2.7E-3	1.2E-4
380	6.6E-3	1.9E-5	4.3E-6	1.2E-5	3.5E-3	2.7E-3	1.2E-4
390	6.4E-3	1.8E-5	4.0E-6	1.1E-5	3.3E-3	2.6E-3	1.1E-4
400	6.1E-3	1.7E-5	3.7E-6	1.0E-5	3.1E-3	2.6E-3	1.1E-4
410	5.9E-3	1.6E-5	3.4E-6	9.7E-6	2.9E-3	2.6E-3	1.1E-4
420	5.6E-3	1.5E-5	3.1E-6	9.1E-6	2.7E-3	2.5E-3	1.1E-4
430	5.4E-3	1.4E-5	2.9E-6	8.5E-6	2.6E-3	2.5E-3	1.1E-4
440	5.2E-3	1.3E-5	2.7E-6	8.0E-6	2.4E-3	2.5E-3	1.0E-4
450	5.1E-3	1.3E-5	2.5E-6	7.5E-6	2.3E-3	2.4E-3	1.0E-4
460	4.9E-3	1.2E-5	2.3E-6	7.0E-6	2.2E-3	2.4E-3	1.0E-4
470	4.7E-3	1.1E-5	2.1E-6	6.6E-6	2.0E-3	2.4E-3	9.9E-5
480	4.6E-3	1.1E-5	2.0E-6	6.2E-6	1.9E-3	2.3E-3	9.7E-5
490	4.4E-3	1.0E-5	1.8E-6	5.9E-6	1.8E-3	2.3E-3	9.6E-5
500	4.3E-3	9.6E-6	1.7E-6	5.6E-6	1.7E-3	2.3E-3	9.4E-5
510	4.1E-3	9.0E-6	1.5E-6	5.2E-6	1.6E-3	2.3E-3	9.3E-5
520	4.0E-3	8.6E-6	1.4E-6	5.0E-6	1.5E-3	2.2E-3	9.2E-5
530	3.9E-3	8.1E-6	1.3E-6	4.7E-6	1.4E-3	2.2E-3	9.1E-5
540	3.8E-3	7.7E-6	1.2E-6	4.4E-6	1.3E-3	2.2E-3	9.0E-5
550	3.7E-3	7.2E-6	1.1E-6	4.2E-6	1.3E-3	2.2E-3	8.9E-5
560	3.6E-3	6.9E-6	1.0E-6	4.0E-6	1.2E-3	2.2E-3	8.8E-5
570	3.5E-3	6.5E-6	9.6E-7	3.8E-6	1.1E-3	2.1E-3	8.7E-5
580	3.4E-3	6.2E-6	8.9E-7	3.6E-6	1.1E-3	2.1E-3	8.6E-5
590	3.3E-3	5.8E-6	8.2E-7	3.5E-6	1.0E-3	2.1E-3	8.5E-5
600	3.3E-3	5.5E-6	7.6E-7	3.3E-6	9.5E-4	2.1E-3	8.5E-5
610	3.2E-3	5.3E-6	7.0E-7	3.2E-6	8.9E-4	2.1E-3	8.4E-5
620	3.1E-3	5.0E-6	6.5E-7	3.0E-6	8.4E-4	2.1E-3	8.3E-5
630	3.1E-3	4.7E-6	6.0E-7	2.9E-6	8.0E-4	2.1E-3	8.3E-5
640	3.0E-3	4.5E-6	5.5E-7	2.8E-6	7.5E-4	2.0E-3	8.2E-5
650	2.9E-3	4.3E-6	5.1E-7	2.7E-6	7.1E-4	2.0E-3	8.1E-5
660	2.9E-3	4.1E-6	4.7E-7	2.6E-6	6.7E-4	2.0E-3	8.1E-5
670	2.8E-3	3.9E-6	4.4E-7	2.5E-6	6.4E-4	2.0E-3	8.0E-5
680	2.8E-3	3.7E-6	4.0E-7	2.4E-6	6.0E-4	2.0E-3	8.0E-5
690	2.7E-3	3.5E-6	3.7E-7	2.3E-6	5.7E-4	2.0E-3	7.9E-5
700	2.7E-3	3.3E-6	3.5E-7	2.2E-6	5.4E-4	2.0E-3	7.9E-5
710	2.7E-3	3.2E-6	3.2E-7	2.1E-6	5.1E-4	2.0E-3	7.9E-5
720	2.6E-3	3.0E-6	3.0E-7	2.1E-6	4.8E-4	1.9E-3	7.8E-5
730	2.6E-3	2.9E-6	2.7E-7	2.0E-6	4.5E-4	1.9E-3	7.8E-5
740	2.5E-3	2.8E-6	2.5E-7	2.0E-6	4.3E-4	1.9E-3	7.7E-5
750	2.5E-3	2.6E-6	2.3E-7	1.9E-6	4.1E-4	1.9E-3	7.7E-5
760	2.5E-3	2.5E-6	2.2E-7	1.9E-6	3.9E-4	1.9E-3	7.7E-5
770	2.4E-3	2.4E-6	2.0E-7	1.8E-6	3.6E-4	1.9E-3	7.6E-5
780	2.4E-3	2.3E-6	1.9E-7	1.8E-6	3.5E-4	1.9E-3	7.6E-5
790	2.4E-3	2.2E-6	1.7E-7	1.7E-6	3.3E-4	1.9E-3	7.6E-5
800	2.4E-3	2.1E-6	1.6E-7	1.7E-6	3.1E-4	1.9E-3	7.5E-5
810	2.3E-3	2.0E-6	1.5E-7	1.6E-6	2.9E-4	1.9E-3	7.5E-5
820	2.3E-3	1.9E-6	1.4E-7	1.6E-6	2.8E-4	1.9E-3	7.5E-5
830	2.3E-3	1.9E-6	1.3E-7	1.6E-6	2.6E-4	1.9E-3	7.4E-5
840	2.3E-3	1.8E-6	1.2E-7	1.6E-6	2.5E-4	1.9E-3	7.4E-5
850	2.2E-3	1.7E-6	1.1E-7	1.5E-6	2.4E-4	1.8E-3	7.4E-5
860	2.2E-3	1.6E-6	1.0E-7	1.5E-6	2.2E-4	1.8E-3	7.4E-5
870	2.2E-3	1.6E-6	9.4E-8	1.5E-6	2.1E-4	1.8E-3	7.3E-5
880	2.2E-3	1.5E-6	8.7E-8	1.5E-6	2.0E-4	1.8E-3	7.3E-5
890	2.2E-3	1.5E-6	8.1E-8	1.4E-6	1.9E-4	1.8E-3	7.3E-5
900	2.2E-3	1.4E-6	7.5E-8	1.4E-6	1.8E-4	1.8E-3	7.3E-5
910	2.1E-3	1.4E-6	6.9E-8	1.4E-6	1.7E-4	1.8E-3	7.2E-5
920	2.1E-3	1.3E-6	6.4E-8	1.4E-6	1.6E-4	1.8E-3	7.2E-5
930	2.1E-3	1.3E-6	6.0E-8	1.4E-6	1.5E-4	1.8E-3	7.2E-5
940	2.1E-3	1.2E-6	5.6E-8	1.3E-6	1.5E-4	1.8E-3	7.2E-5
950	2.1E-3	1.2E-6	5.2E-8	1.3E-6	1.4E-4	1.8E-3	7.2E-5
960	2.1E-3	1.1E-6	4.8E-8	1.3E-6	1.3E-4	1.8E-3	7.1E-5
970	2.0E-3	1.1E-6	4.5E-8	1.3E-6	1.2E-4	1.8E-3	7.1E-5
980	2.0E-3	1.1E-6	4.2E-8	1.3E-6	1.2E-4	1.8E-3	7.1E-5
990	2.0E-3	1.0E-6	3.9E-8	1.3E-6	1.1E-4	1.8E-3	7.1E-5
1000	2.0E-3	1.0E-6	3.6E-8	1.3E-6	1.1E-4	1.8E-3	7.1E-5
1010	2.0E-3	9.7E-7	3.4E-8	1.3E-6	1.0E-4	1.7E-3	7.1E-5
1020	2.0E-3	9.4E-7	3.1E-8	1.3E-6	9.6E-5	1.7E-3	7.0E-5
1030	2.0E-3	9.1E-7	2.9E-8	1.3E-6	9.1E-5	1.7E-3	7.0E-5
1040	2.0E-3	8.9E-7	2.7E-8	1.2E-6	8.6E-5	1.7E-3	7.0E-5
1050	2.0E-3	8.6E-7	2.5E-8	1.2E-6	8.2E-5	1.7E-3	7.0E-5
1060	2.0E-3	8.4E-7	2.4E-8	1.2E-6	7.8E-5	1.7E-3	7.0E-5
1070	1.9E-3	8.2E-7	2.2E-8	1.2E-6	7.4E-5	1.7E-3	7.0E-5
1080	1.9E-3	7.9E-7	2.1E-8	1.2E-6	7.0E-5	1.7E-3	6.9E-5
1090	1.9E-3	7.7E-7	1.9E-8	1.2E-6	6.7E-5	1.7E-3	6.9E-5
1095	1.9E-3	7.6E-7	1.9E-8	1.2E-6	6.5E-5	1.7E-3	6.9E-5
1100	1.9E-3	7.5E-7	1.8E-8	1.2E-6	6.3E-5	1.7E-3	6.9E-5
1200	1.8E-3	6.1E-7	1.0E-8	1.2E-6	3.8E-5	1.7E-3	6.8E-5
1300	1.8E-3	5.1E-7	6.1E-9	1.1E-6	2.3E-5	1.6E-3	6.7E-5
1400	1.7E-3	4.5E-7	4.2E-9	1.1E-6	1.4E-5	1.6E-3	6.5E-5
1500	1.7E-3	4.1E-7	3.2E-9	1.1E-6	8.8E-6	1.5E-3	6.4E-5
1600	1.6E-3	3.8E-7	2.7E-9	1.1E-6	5.6E-6	1.5E-3	6.3E-5
1700	1.6E-3	3.5E-7	2.4E-9	1.1E-6	3.7E-6	1.5E-3	6.2E-5
1800	1.6E-3	3.3E-7	2.3E-9	1.1E-6	2.5E-6	1.4E-3	6.1E-5
1900	1.5E-3	3.2E-7	2.1E-9	1.1E-6	1.8E-6	1.4E-3	6.0E-5
2000	1.5E-3	3.0E-7	2.0E-9	1.1E-6	1.4E-6	1.4E-3	5.9E-5
2100	1.5E-3	2.9E-7	1.9E-9	1.1E-6	1.1E-6	1.4E-3	5.8E-5
2200	1.4E-3	2.8E-7	1.9E-9	1.1E-6	9.6E-7	1.3E-3	5.8E-5
2300	1.4E-3	2.7E-7	1.8E-9	1.1E-6	8.6E-7	1.3E-3	5.7E-5
2400	1.4E-3	2.6E-7	1.7E-9	1.1E-6	8.0E-7	1.3E-3	5.6E-5
2500	1.4E-3	2.5E-7	1.7E-9	1.1E-6	7.7E-7	1.3E-3	5.5E-5
2600	1.3E-3	2.4E-7	1.6E-9	1.1E-6	7.4E-7	1.2E-3	5.4E-5
2700	1.3E-3	2.3E-7	1.5E-9	1.1E-6	7.3E-7	1.2E-3	5.3E-5
2800	1.3E-3	2.2E-7	1.5E-9	1.1E-6	7.2E-7	1.2E-3	5.2E-5
2900	1.3E-3	2.2E-7	1.4E-9	1.1E-6	7.1E-7	1.2E-3	5.2E-5
3000	1.3E-3	2.1E-7	1.4E-9	1.1E-6	7.1E-7	1.1E-3	5.1E-5
3100	1.2E-3	2.0E-7	1.3E-9	1.1E-6	7.0E-7	1.1E-3	5.0E-5
3200	1.2E-3	1.9E-7	1.3E-9	1.1E-6	7.0E-7	1.1E-3	4.9E-5
3300	1.2E-3	1.9E-7	1.2E-9	1.0E-6	7.0E-7	1.1E-3	4.8E-5
3400	1.2E-3	1.8E-7	1.2E-9	1.0E-6	7.0E-7	1.1E-3	4.8E-5
3500	1.2E-3	1.8E-7	1.2E-9	1.0E-6	6.9E-7	1.1E-3	4.7E-5
3600	1.1E-3	1.7E-7	1.1E-9	1.0E-6	6.9E-7	1.0E-3	4.6E-5
3650	1.1E-3	1.7E-7	1.1E-9	1.0E-6	6.9E-7	1.0E-3	4.6E-5
4000	1.1E-3	1.5E-7	9.9E-10	1.0E-6	6.8E-7	9.8E-4	4.4E-5
5000	9.4E-4	1.1E-7	7.4E-10	1.0E-6	6.7E-7	8.5E-4	3.8E-5
6000	8.4E-4	8.7E-8	5.8E-10	9.9E-7	6.5E-7	7.6E-4	3.2E-5
7000	7.6E-4	7.0E-8	4.6E-10	9.7E-7	6.4E-7	6.9E-4	2.8E-5
8000	7.0E-4	5.8E-8	3.9E-10	9.5E-7	6.3E-7	6.3E-4	2.5E-5
9000	6.5E-4	5.0E-8	3.3E-10	9.3E-7	6.2E-7	5.8E-4	2.2E-5
10000	6.0E-4	4.3E-8	2.9E-10	9.1E-7	6.1E-7	5.4E-4	1.9E-5
11000	5.6E-4	3.9E-8	2.6E-10	9.0E-7	5.9E-7	5.0E-4	1.7E-5
12000	5.2E-4	3.5E-8	2.3E-10	8.8E-7	5.8E-7	4.7E-4	1.5E-5
13000	4.9E-4	3.2E-8	2.1E-10	8.6E-7	5.7E-7	4.4E-4	1.4E-5
