Radionuclide	U-238
Route of Intake	Inhalation
Material	Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Lungs* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
82	9.0E-2	5.1E-5	1.8E-4	2.8E-4	8.6E-2	2.0E-3	1.1E-4
83	9.0E-2	5.1E-5	1.8E-4	2.8E-4	8.7E-2	2.0E-3	1.1E-4
84	9.0E-2	5.0E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
85	9.0E-2	5.0E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
86	9.0E-2	5.0E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
87	9.0E-2	5.0E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
88	9.0E-2	5.0E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
89	9.0E-2	4.9E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
90	9.0E-2	4.9E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
91	9.0E-2	4.9E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
92	9.0E-2	4.9E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
93	9.0E-2	4.9E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
94	9.0E-2	4.9E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
95	9.0E-2	4.8E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
96	9.0E-2	4.8E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
97	9.0E-2	4.8E-5	1.7E-4	2.8E-4	8.7E-2	2.1E-3	1.1E-4
98	9.0E-2	4.8E-5	1.7E-4	2.7E-4	8.7E-2	2.1E-3	1.1E-4
99	9.0E-2	4.8E-5	1.7E-4	2.7E-4	8.7E-2	2.1E-3	1.1E-4
100	9.0E-2	4.8E-5	1.7E-4	2.7E-4	8.6E-2	2.1E-3	1.1E-4
110	8.9E-2	4.6E-5	1.6E-4	2.7E-4	8.6E-2	2.1E-3	1.1E-4
120	8.8E-2	4.5E-5	1.5E-4	2.6E-4	8.5E-2	2.2E-3	1.1E-4
130	8.7E-2	4.4E-5	1.5E-4	2.6E-4	8.4E-2	2.2E-3	1.1E-4
140	8.5E-2	4.2E-5	1.4E-4	2.5E-4	8.2E-2	2.2E-3	1.1E-4
150	8.4E-2	4.1E-5	1.4E-4	2.4E-4	8.1E-2	2.2E-3	1.1E-4
160	8.3E-2	4.0E-5	1.3E-4	2.3E-4	7.9E-2	2.1E-3	1.1E-4
170	8.1E-2	3.9E-5	1.3E-4	2.3E-4	7.8E-2	2.1E-3	1.1E-4
180	7.9E-2	3.9E-5	1.3E-4	2.2E-4	7.6E-2	2.1E-3	1.1E-4
190	7.8E-2	3.8E-5	1.2E-4	2.1E-4	7.5E-2	2.1E-3	1.1E-4
200	7.6E-2	3.7E-5	1.2E-4	2.1E-4	7.3E-2	2.1E-3	1.1E-4
210	7.5E-2	3.6E-5	1.1E-4	2.0E-4	7.2E-2	2.1E-3	1.1E-4
220	7.4E-2	3.5E-5	1.1E-4	1.9E-4	7.1E-2	2.1E-3	1.1E-4
230	7.2E-2	3.4E-5	1.1E-4	1.9E-4	6.9E-2	2.0E-3	1.0E-4
240	7.1E-2	3.4E-5	1.0E-4	1.8E-4	6.8E-2	2.0E-3	1.0E-4
250	6.9E-2	3.3E-5	9.8E-5	1.7E-4	6.7E-2	2.0E-3	1.0E-4
260	6.8E-2	3.2E-5	9.5E-5	1.7E-4	6.5E-2	2.0E-3	1.0E-4
270	6.7E-2	3.2E-5	9.1E-5	1.6E-4	6.4E-2	2.0E-3	1.0E-4
280	6.6E-2	3.1E-5	8.8E-5	1.6E-4	6.3E-2	2.0E-3	1.0E-4
290	6.5E-2	3.1E-5	8.5E-5	1.5E-4	6.2E-2	2.0E-3	9.9E-5
300	6.3E-2	3.0E-5	8.2E-5	1.5E-4	6.1E-2	2.0E-3	9.9E-5
310	6.2E-2	2.9E-5	7.9E-5	1.4E-4	5.9E-2	2.0E-3	9.8E-5
320	6.1E-2	2.9E-5	7.7E-5	1.4E-4	5.8E-2	1.9E-3	9.7E-5
330	6.0E-2	2.8E-5	7.4E-5	1.3E-4	5.7E-2	1.9E-3	9.6E-5
340	5.9E-2	2.8E-5	7.1E-5	1.3E-4	5.6E-2	1.9E-3	9.6E-5
350	5.8E-2	2.7E-5	6.9E-5	1.2E-4	5.5E-2	1.9E-3	9.5E-5
360	5.7E-2	2.7E-5	6.7E-5	1.2E-4	5.4E-2	1.9E-3	9.4E-5
365	5.7E-2	2.7E-5	6.5E-5	1.2E-4	5.4E-2	1.9E-3	9.4E-5
370	5.6E-2	2.6E-5	6.4E-5	1.1E-4	5.4E-2	1.9E-3	9.4E-5
380	5.5E-2	2.6E-5	6.2E-5	1.1E-4	5.3E-2	1.9E-3	9.3E-5
390	5.4E-2	2.6E-5	6.0E-5	1.1E-4	5.2E-2	1.9E-3	9.2E-5
400	5.4E-2	2.5E-5	5.8E-5	1.0E-4	5.1E-2	1.9E-3	9.2E-5
410	5.3E-2	2.5E-5	5.6E-5	1.0E-4	5.0E-2	1.9E-3	9.1E-5
420	5.2E-2	2.4E-5	5.4E-5	9.7E-5	4.9E-2	1.9E-3	9.1E-5
430	5.1E-2	2.4E-5	5.2E-5	9.4E-5	4.9E-2	1.9E-3	9.0E-5
440	5.0E-2	2.4E-5	5.0E-5	9.1E-5	4.8E-2	1.8E-3	9.0E-5
450	5.0E-2	2.3E-5	4.9E-5	8.8E-5	4.7E-2	1.8E-3	8.9E-5
460	4.9E-2	2.3E-5	4.7E-5	8.5E-5	4.6E-2	1.8E-3	8.9E-5
470	4.8E-2	2.3E-5	4.5E-5	8.2E-5	4.6E-2	1.8E-3	8.8E-5
480	4.7E-2	2.2E-5	4.4E-5	7.9E-5	4.5E-2	1.8E-3	8.8E-5
490	4.7E-2	2.2E-5	4.2E-5	7.7E-5	4.4E-2	1.8E-3	8.7E-5
500	4.6E-2	2.2E-5	4.1E-5	7.4E-5	4.4E-2	1.8E-3	8.7E-5
510	4.6E-2	2.1E-5	3.9E-5	7.2E-5	4.3E-2	1.8E-3	8.7E-5
520	4.5E-2	2.1E-5	3.8E-5	6.9E-5	4.3E-2	1.8E-3	8.6E-5
530	4.4E-2	2.1E-5	3.7E-5	6.7E-5	4.2E-2	1.8E-3	8.6E-5
540	4.4E-2	2.0E-5	3.6E-5	6.5E-5	4.1E-2	1.8E-3	8.6E-5
550	4.3E-2	2.0E-5	3.4E-5	6.3E-5	4.1E-2	1.8E-3	8.5E-5
560	4.3E-2	2.0E-5	3.3E-5	6.1E-5	4.0E-2	1.8E-3	8.5E-5
570	4.2E-2	2.0E-5	3.2E-5	5.9E-5	4.0E-2	1.8E-3	8.5E-5
580	4.2E-2	1.9E-5	3.1E-5	5.7E-5	3.9E-2	1.8E-3	8.4E-5
590	4.1E-2	1.9E-5	3.0E-5	5.5E-5	3.9E-2	1.8E-3	8.4E-5
600	4.1E-2	1.9E-5	2.9E-5	5.3E-5	3.8E-2	1.8E-3	8.4E-5
610	4.0E-2	1.9E-5	2.8E-5	5.1E-5	3.8E-2	1.8E-3	8.3E-5
620	4.0E-2	1.8E-5	2.7E-5	5.0E-5	3.7E-2	1.8E-3	8.3E-5
630	3.9E-2	1.8E-5	2.6E-5	4.8E-5	3.7E-2	1.8E-3	8.3E-5
640	3.9E-2	1.8E-5	2.5E-5	4.6E-5	3.6E-2	1.8E-3	8.3E-5
650	3.8E-2	1.8E-5	2.4E-5	4.5E-5	3.6E-2	1.8E-3	8.2E-5
660	3.8E-2	1.8E-5	2.3E-5	4.4E-5	3.6E-2	1.8E-3	8.2E-5
670	3.8E-2	1.7E-5	2.3E-5	4.2E-5	3.5E-2	1.8E-3	8.2E-5
680	3.7E-2	1.7E-5	2.2E-5	4.1E-5	3.5E-2	1.8E-3	8.2E-5
690	3.7E-2	1.7E-5	2.1E-5	3.9E-5	3.4E-2	1.8E-3	8.1E-5
700	3.6E-2	1.7E-5	2.0E-5	3.8E-5	3.4E-2	1.7E-3	8.1E-5
710	3.6E-2	1.7E-5	2.0E-5	3.7E-5	3.4E-2	1.7E-3	8.1E-5
720	3.6E-2	1.6E-5	1.9E-5	3.6E-5	3.3E-2	1.7E-3	8.1E-5
730	3.5E-2	1.6E-5	1.8E-5	3.5E-5	3.3E-2	1.7E-3	8.1E-5
740	3.5E-2	1.6E-5	1.8E-5	3.4E-5	3.3E-2	1.7E-3	8.0E-5
750	3.5E-2	1.6E-5	1.7E-5	3.3E-5	3.2E-2	1.7E-3	8.0E-5
760	3.4E-2	1.6E-5	1.6E-5	3.2E-5	3.2E-2	1.7E-3	8.0E-5
770	3.4E-2	1.6E-5	1.6E-5	3.1E-5	3.2E-2	1.7E-3	8.0E-5
780	3.4E-2	1.6E-5	1.5E-5	3.0E-5	3.1E-2	1.7E-3	8.0E-5
790	3.3E-2	1.5E-5	1.5E-5	2.9E-5	3.1E-2	1.7E-3	8.0E-5
800	3.3E-2	1.5E-5	1.4E-5	2.8E-5	3.1E-2	1.7E-3	8.0E-5
810	3.3E-2	1.5E-5	1.4E-5	2.7E-5	3.0E-2	1.7E-3	7.9E-5
820	3.2E-2	1.5E-5	1.3E-5	2.6E-5	3.0E-2	1.7E-3	7.9E-5
830	3.2E-2	1.5E-5	1.3E-5	2.5E-5	3.0E-2	1.7E-3	7.9E-5
840	3.2E-2	1.5E-5	1.2E-5	2.4E-5	3.0E-2	1.7E-3	7.9E-5
850	3.2E-2	1.5E-5	1.2E-5	2.4E-5	2.9E-2	1.7E-3	7.9E-5
860	3.1E-2	1.4E-5	1.2E-5	2.3E-5	2.9E-2	1.7E-3	7.9E-5
870	3.1E-2	1.4E-5	1.1E-5	2.2E-5	2.9E-2	1.7E-3	7.9E-5
880	3.1E-2	1.4E-5	1.1E-5	2.2E-5	2.9E-2	1.7E-3	7.8E-5
890	3.1E-2	1.4E-5	1.0E-5	2.1E-5	2.8E-2	1.7E-3	7.8E-5
900	3.0E-2	1.4E-5	1.0E-5	2.0E-5	2.8E-2	1.7E-3	7.8E-5
910	3.0E-2	1.4E-5	9.8E-6	2.0E-5	2.8E-2	1.7E-3	7.8E-5
920	3.0E-2	1.4E-5	9.5E-6	1.9E-5	2.8E-2	1.7E-3	7.8E-5
930	3.0E-2	1.4E-5	9.1E-6	1.9E-5	2.7E-2	1.7E-3	7.8E-5
940	2.9E-2	1.3E-5	8.8E-6	1.8E-5	2.7E-2	1.7E-3	7.8E-5
950	2.9E-2	1.3E-5	8.5E-6	1.8E-5	2.7E-2	1.7E-3	7.8E-5
960	2.9E-2	1.3E-5	8.2E-6	1.7E-5	2.7E-2	1.7E-3	7.8E-5
970	2.9E-2	1.3E-5	7.9E-6	1.6E-5	2.7E-2	1.7E-3	7.7E-5
980	2.8E-2	1.3E-5	7.7E-6	1.6E-5	2.6E-2	1.7E-3	7.7E-5
990	2.8E-2	1.3E-5	7.4E-6	1.6E-5	2.6E-2	1.7E-3	7.7E-5
1000	2.8E-2	1.3E-5	7.2E-6	1.5E-5	2.6E-2	1.7E-3	7.7E-5
1010	2.8E-2	1.3E-5	6.9E-6	1.5E-5	2.6E-2	1.7E-3	7.7E-5
1020	2.8E-2	1.3E-5	6.7E-6	1.4E-5	2.6E-2	1.7E-3	7.7E-5
1030	2.7E-2	1.3E-5	6.5E-6	1.4E-5	2.5E-2	1.7E-3	7.7E-5
1040	2.7E-2	1.2E-5	6.2E-6	1.3E-5	2.5E-2	1.7E-3	7.7E-5
1050	2.7E-2	1.2E-5	6.0E-6	1.3E-5	2.5E-2	1.7E-3	7.7E-5
1060	2.7E-2	1.2E-5	5.8E-6	1.3E-5	2.5E-2	1.7E-3	7.7E-5
1070	2.7E-2	1.2E-5	5.6E-6	1.2E-5	2.5E-2	1.7E-3	7.7E-5
1080	2.7E-2	1.2E-5	5.4E-6	1.2E-5	2.4E-2	1.7E-3	7.7E-5
1090	2.6E-2	1.2E-5	5.2E-6	1.2E-5	2.4E-2	1.7E-3	7.6E-5
1095	2.6E-2	1.2E-5	5.2E-6	1.2E-5	2.4E-2	1.7E-3	7.6E-5
1100	2.6E-2	1.2E-5	5.1E-6	1.1E-5	2.4E-2	1.7E-3	7.6E-5
1200	2.5E-2	1.1E-5	3.6E-6	8.8E-6	2.2E-2	1.7E-3	7.6E-5
1300	2.3E-2	1.1E-5	2.5E-6	6.9E-6	2.1E-2	1.7E-3	7.5E-5
1400	2.2E-2	9.9E-6	1.8E-6	5.6E-6	2.0E-2	1.7E-3	7.5E-5
1500	2.1E-2	9.4E-6	1.3E-6	4.6E-6	1.9E-2	1.7E-3	7.4E-5
1600	2.0E-2	8.9E-6	9.3E-7	3.9E-6	1.8E-2	1.6E-3	7.4E-5
1700	1.9E-2	8.4E-6	6.7E-7	3.4E-6	1.7E-2	1.6E-3	7.3E-5
1800	1.8E-2	8.0E-6	4.8E-7	3.1E-6	1.6E-2	1.6E-3	7.3E-5
1900	1.7E-2	7.6E-6	3.5E-7	2.8E-6	1.5E-2	1.6E-3	7.2E-5
2000	1.6E-2	7.2E-6	2.6E-7	2.6E-6	1.4E-2	1.6E-3	7.2E-5
2100	1.6E-2	6.9E-6	2.0E-7	2.4E-6	1.4E-2	1.6E-3	7.1E-5
2200	1.5E-2	6.6E-6	1.5E-7	2.3E-6	1.3E-2	1.6E-3	7.0E-5
2300	1.4E-2	6.2E-6	1.2E-7	2.2E-6	1.2E-2	1.6E-3	7.0E-5
2400	1.4E-2	5.9E-6	9.2E-8	2.1E-6	1.2E-2	1.5E-3	6.9E-5
2500	1.3E-2	5.7E-6	7.5E-8	2.1E-6	1.1E-2	1.5E-3	6.9E-5
2600	1.2E-2	5.4E-6	6.2E-8	2.0E-6	1.1E-2	1.5E-3	6.8E-5
2700	1.2E-2	5.1E-6	5.3E-8	2.0E-6	1.0E-2	1.5E-3	6.7E-5
2800	1.1E-2	4.9E-6	4.6E-8	1.9E-6	9.6E-3	1.5E-3	6.7E-5
2900	1.1E-2	4.7E-6	4.0E-8	1.9E-6	9.1E-3	1.5E-3	6.6E-5
3000	1.0E-2	4.4E-6	3.6E-8	1.8E-6	8.7E-3	1.5E-3	6.6E-5
3100	9.9E-3	4.2E-6	3.3E-8	1.8E-6	8.2E-3	1.4E-3	6.5E-5
3200	9.5E-3	4.0E-6	3.0E-8	1.8E-6	7.8E-3	1.4E-3	6.4E-5
3300	9.1E-3	3.9E-6	2.8E-8	1.7E-6	7.5E-3	1.4E-3	6.4E-5
3400	8.7E-3	3.7E-6	2.6E-8	1.7E-6	7.1E-3	1.4E-3	6.3E-5
3500	8.3E-3	3.5E-6	2.4E-8	1.7E-6	6.8E-3	1.4E-3	6.2E-5
3600	8.0E-3	3.3E-6	2.3E-8	1.7E-6	6.4E-3	1.4E-3	6.2E-5
3650	7.8E-3	3.3E-6	2.2E-8	1.7E-6	6.3E-3	1.4E-3	6.1E-5
4000	6.8E-3	2.8E-6	1.9E-8	1.6E-6	5.3E-3	1.3E-3	5.9E-5
5000	4.5E-3	1.7E-6	1.1E-8	1.4E-6	3.2E-3	1.2E-3	5.2E-5
6000	3.1E-3	1.1E-6	7.2E-9	1.3E-6	1.9E-3	1.0E-3	4.6E-5
7000	2.2E-3	6.8E-7	4.5E-9	1.2E-6	1.2E-3	9.4E-4	4.0E-5
8000	1.7E-3	4.4E-7	2.9E-9	1.2E-6	7.1E-4	8.6E-4	3.5E-5
9000	1.3E-3	2.9E-7	1.9E-9	1.2E-6	4.3E-4	7.8E-4	3.1E-5
10000	1.1E-3	1.9E-7	1.3E-9	1.1E-6	2.6E-4	7.2E-4	2.7E-5
11000	9.0E-4	1.3E-7	9.0E-10	1.1E-6	1.6E-4	6.6E-4	2.4E-5
12000	7.8E-4	9.7E-8	6.5E-10	1.1E-6	9.7E-5	6.1E-4	2.2E-5
13000	6.9E-4	7.3E-8	4.9E-10	1.0E-6	5.9E-5	5.7E-4	1.9E-5
14000	6.3E-4	5.7E-8	3.8E-10	1.0E-6	3.6E-5	5.3E-4	1.7E-5
