Radionuclide	U-238
Route of Intake	Inhalation
Material	Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Lungs* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
20	6.5E-3	3.2E-4	1.3E-6	1.5E-5	1.1E-5	4.6E-3	3.2E-4
21	6.6E-3	3.0E-4	1.2E-6	1.5E-5	1.0E-5	4.7E-3	3.3E-4
22	6.7E-3	2.8E-4	1.1E-6	1.5E-5	1.0E-5	4.8E-3	3.3E-4
23	6.8E-3	2.6E-4	1.1E-6	1.4E-5	1.0E-5	4.9E-3	3.3E-4
24	6.8E-3	2.5E-4	1.0E-6	1.4E-5	9.8E-6	5.0E-3	3.3E-4
25	6.9E-3	2.3E-4	9.9E-7	1.4E-5	9.7E-6	5.1E-3	3.3E-4
26	6.9E-3	2.2E-4	9.5E-7	1.4E-5	9.5E-6	5.1E-3	3.3E-4
27	7.0E-3	2.1E-4	9.1E-7	1.4E-5	9.3E-6	5.2E-3	3.3E-4
28	7.0E-3	1.9E-4	8.7E-7	1.4E-5	9.2E-6	5.3E-3	3.3E-4
29	7.0E-3	1.8E-4	8.3E-7	1.3E-5	9.0E-6	5.3E-3	3.3E-4
30	7.0E-3	1.7E-4	8.0E-7	1.3E-5	8.8E-6	5.4E-3	3.3E-4
31	7.1E-3	1.6E-4	7.7E-7	1.3E-5	8.7E-6	5.5E-3	3.3E-4
32	7.1E-3	1.6E-4	7.5E-7	1.3E-5	8.5E-6	5.5E-3	3.3E-4
33	7.1E-3	1.5E-4	7.2E-7	1.3E-5	8.4E-6	5.6E-3	3.2E-4
34	7.1E-3	1.4E-4	7.0E-7	1.3E-5	8.2E-6	5.6E-3	3.2E-4
35	7.1E-3	1.4E-4	6.7E-7	1.2E-5	8.1E-6	5.7E-3	3.2E-4
36	7.1E-3	1.3E-4	6.5E-7	1.2E-5	7.9E-6	5.7E-3	3.2E-4
37	7.1E-3	1.2E-4	6.3E-7	1.2E-5	7.8E-6	5.7E-3	3.2E-4
38	7.1E-3	1.2E-4	6.1E-7	1.2E-5	7.7E-6	5.8E-3	3.1E-4
39	7.1E-3	1.1E-4	6.0E-7	1.2E-5	7.5E-6	5.8E-3	3.1E-4
40	7.1E-3	1.1E-4	5.8E-7	1.1E-5	7.4E-6	5.8E-3	3.1E-4
41	7.1E-3	1.0E-4	5.6E-7	1.1E-5	7.3E-6	5.8E-3	3.1E-4
42	7.1E-3	1.0E-4	5.5E-7	1.1E-5	7.1E-6	5.9E-3	3.0E-4
43	7.1E-3	9.7E-5	5.3E-7	1.1E-5	7.0E-6	5.9E-3	3.0E-4
44	7.1E-3	9.3E-5	5.2E-7	1.1E-5	6.9E-6	5.9E-3	3.0E-4
45	7.1E-3	9.0E-5	5.1E-7	1.1E-5	6.8E-6	5.9E-3	2.9E-4
46	7.1E-3	8.7E-5	4.9E-7	1.1E-5	6.6E-6	5.9E-3	2.9E-4
47	7.0E-3	8.4E-5	4.8E-7	1.0E-5	6.5E-6	5.9E-3	2.9E-4
48	7.0E-3	8.1E-5	4.7E-7	1.0E-5	6.4E-6	5.9E-3	2.9E-4
49	7.0E-3	7.9E-5	4.6E-7	1.0E-5	6.3E-6	6.0E-3	2.8E-4
50	7.0E-3	7.6E-5	4.5E-7	9.9E-6	6.2E-6	6.0E-3	2.8E-4
51	7.0E-3	7.4E-5	4.4E-7	9.7E-6	6.1E-6	6.0E-3	2.8E-4
52	7.0E-3	7.2E-5	4.3E-7	9.6E-6	6.0E-6	6.0E-3	2.7E-4
53	6.9E-3	7.0E-5	4.2E-7	9.5E-6	5.9E-6	6.0E-3	2.7E-4
54	6.9E-3	6.8E-5	4.1E-7	9.3E-6	5.8E-6	6.0E-3	2.7E-4
55	6.9E-3	6.6E-5	4.0E-7	9.2E-6	5.7E-6	6.0E-3	2.7E-4
56	6.9E-3	6.4E-5	3.9E-7	9.0E-6	5.6E-6	6.0E-3	2.6E-4
57	6.9E-3	6.2E-5	3.8E-7	8.9E-6	5.5E-6	6.0E-3	2.6E-4
58	6.8E-3	6.0E-5	3.7E-7	8.8E-6	5.4E-6	5.9E-3	2.6E-4
59	6.8E-3	5.9E-5	3.6E-7	8.6E-6	5.3E-6	5.9E-3	2.5E-4
60	6.8E-3	5.7E-5	3.6E-7	8.5E-6	5.2E-6	5.9E-3	2.5E-4
61	6.8E-3	5.6E-5	3.5E-7	8.4E-6	5.1E-6	5.9E-3	2.5E-4
62	6.7E-3	5.5E-5	3.4E-7	8.2E-6	5.0E-6	5.9E-3	2.5E-4
63	6.7E-3	5.3E-5	3.3E-7	8.1E-6	4.9E-6	5.9E-3	2.4E-4
64	6.7E-3	5.2E-5	3.3E-7	8.0E-6	4.8E-6	5.9E-3	2.4E-4
65	6.7E-3	5.1E-5	3.2E-7	7.8E-6	4.8E-6	5.9E-3	2.4E-4
66	6.6E-3	5.0E-5	3.1E-7	7.7E-6	4.7E-6	5.9E-3	2.4E-4
67	6.6E-3	4.8E-5	3.1E-7	7.6E-6	4.6E-6	5.9E-3	2.3E-4
68	6.6E-3	4.7E-5	3.0E-7	7.5E-6	4.5E-6	5.8E-3	2.3E-4
69	6.5E-3	4.6E-5	2.9E-7	7.4E-6	4.4E-6	5.8E-3	2.3E-4
70	6.5E-3	4.5E-5	2.9E-7	7.3E-6	4.4E-6	5.8E-3	2.3E-4
71	6.5E-3	4.4E-5	2.8E-7	7.1E-6	4.3E-6	5.8E-3	2.2E-4
72	6.5E-3	4.3E-5	2.8E-7	7.0E-6	4.2E-6	5.8E-3	2.2E-4
73	6.4E-3	4.2E-5	2.7E-7	6.9E-6	4.2E-6	5.8E-3	2.2E-4
74	6.4E-3	4.2E-5	2.7E-7	6.8E-6	4.1E-6	5.7E-3	2.2E-4
75	6.4E-3	4.1E-5	2.6E-7	6.7E-6	4.0E-6	5.7E-3	2.2E-4
76	6.3E-3	4.0E-5	2.6E-7	6.6E-6	4.0E-6	5.7E-3	2.1E-4
77	6.3E-3	3.9E-5	2.5E-7	6.5E-6	3.9E-6	5.7E-3	2.1E-4
78	6.3E-3	3.8E-5	2.5E-7	6.4E-6	3.8E-6	5.7E-3	2.1E-4
79	6.3E-3	3.7E-5	2.4E-7	6.3E-6	3.8E-6	5.6E-3	2.1E-4
80	6.2E-3	3.7E-5	2.4E-7	6.2E-6	3.7E-6	5.6E-3	2.0E-4
81	6.2E-3	3.6E-5	2.3E-7	6.1E-6	3.7E-6	5.6E-3	2.0E-4
82	6.2E-3	3.5E-5	2.3E-7	6.0E-6	3.6E-6	5.6E-3	2.0E-4
83	6.1E-3	3.5E-5	2.2E-7	5.9E-6	3.5E-6	5.6E-3	2.0E-4
84	6.1E-3	3.4E-5	2.2E-7	5.9E-6	3.5E-6	5.5E-3	2.0E-4
85	6.1E-3	3.3E-5	2.2E-7	5.8E-6	3.4E-6	5.5E-3	1.9E-4
86	6.0E-3	3.3E-5	2.1E-7	5.7E-6	3.4E-6	5.5E-3	1.9E-4
87	6.0E-3	3.2E-5	2.1E-7	5.6E-6	3.3E-6	5.5E-3	1.9E-4
88	6.0E-3	3.1E-5	2.0E-7	5.5E-6	3.3E-6	5.4E-3	1.9E-4
89	6.0E-3	3.1E-5	2.0E-7	5.4E-6	3.2E-6	5.4E-3	1.9E-4
90	5.9E-3	3.0E-5	2.0E-7	5.4E-6	3.2E-6	5.4E-3	1.9E-4
91	5.9E-3	3.0E-5	1.9E-7	5.3E-6	3.1E-6	5.4E-3	1.8E-4
92	5.9E-3	2.9E-5	1.9E-7	5.2E-6	3.1E-6	5.4E-3	1.8E-4
93	5.8E-3	2.9E-5	1.9E-7	5.1E-6	3.0E-6	5.3E-3	1.8E-4
94	5.8E-3	2.8E-5	1.8E-7	5.1E-6	3.0E-6	5.3E-3	1.8E-4
95	5.8E-3	2.8E-5	1.8E-7	5.0E-6	3.0E-6	5.3E-3	1.8E-4
96	5.8E-3	2.7E-5	1.8E-7	4.9E-6	2.9E-6	5.3E-3	1.8E-4
97	5.7E-3	2.7E-5	1.7E-7	4.8E-6	2.9E-6	5.2E-3	1.8E-4
98	5.7E-3	2.6E-5	1.7E-7	4.8E-6	2.8E-6	5.2E-3	1.7E-4
99	5.7E-3	2.6E-5	1.7E-7	4.7E-6	2.8E-6	5.2E-3	1.7E-4
100	5.6E-3	2.5E-5	1.7E-7	4.6E-6	2.8E-6	5.2E-3	1.7E-4
110	5.4E-3	2.1E-5	1.4E-7	4.1E-6	2.4E-6	4.9E-3	1.6E-4
120	5.1E-3	1.8E-5	1.2E-7	3.6E-6	2.1E-6	4.7E-3	1.5E-4
130	4.9E-3	1.6E-5	1.0E-7	3.2E-6	1.9E-6	4.5E-3	1.4E-4
140	4.7E-3	1.3E-5	8.9E-8	2.9E-6	1.8E-6	4.3E-3	1.3E-4
150	4.5E-3	1.2E-5	7.7E-8	2.6E-6	1.6E-6	4.2E-3	1.3E-4
160	4.3E-3	1.0E-5	6.7E-8	2.4E-6	1.5E-6	4.0E-3	1.2E-4
170	4.2E-3	8.9E-6	5.9E-8	2.3E-6	1.4E-6	3.9E-3	1.2E-4
180	4.0E-3	7.9E-6	5.2E-8	2.1E-6	1.4E-6	3.7E-3	1.2E-4
190	3.9E-3	7.0E-6	4.6E-8	2.0E-6	1.3E-6	3.6E-3	1.2E-4
200	3.8E-3	6.2E-6	4.1E-8	2.0E-6	1.3E-6	3.5E-3	1.1E-4
210	3.7E-3	5.5E-6	3.6E-8	1.9E-6	1.2E-6	3.4E-3	1.1E-4
220	3.6E-3	4.9E-6	3.2E-8	1.8E-6	1.2E-6	3.4E-3	1.1E-4
230	3.5E-3	4.4E-6	2.9E-8	1.8E-6	1.2E-6	3.3E-3	1.1E-4
240	3.5E-3	4.0E-6	2.6E-8	1.8E-6	1.1E-6	3.2E-3	1.1E-4
250	3.4E-3	3.6E-6	2.4E-8	1.7E-6	1.1E-6	3.2E-3	1.1E-4
260	3.3E-3	3.2E-6	2.1E-8	1.7E-6	1.1E-6	3.1E-3	1.1E-4
270	3.3E-3	2.9E-6	1.9E-8	1.7E-6	1.1E-6	3.1E-3	1.1E-4
280	3.3E-3	2.7E-6	1.8E-8	1.7E-6	1.1E-6	3.0E-3	1.1E-4
290	3.2E-3	2.4E-6	1.6E-8	1.6E-6	1.1E-6	3.0E-3	1.1E-4
300	3.2E-3	2.2E-6	1.5E-8	1.6E-6	1.1E-6	3.0E-3	1.1E-4
310	3.1E-3	2.1E-6	1.4E-8	1.6E-6	1.1E-6	2.9E-3	1.1E-4
320	3.1E-3	1.9E-6	1.3E-8	1.6E-6	1.1E-6	2.9E-3	1.0E-4
330	3.1E-3	1.8E-6	1.2E-8	1.6E-6	1.1E-6	2.9E-3	1.0E-4
340	3.1E-3	1.6E-6	1.1E-8	1.6E-6	1.1E-6	2.8E-3	1.0E-4
350	3.0E-3	1.5E-6	1.0E-8	1.6E-6	1.1E-6	2.8E-3	1.0E-4
360	3.0E-3	1.4E-6	9.5E-9	1.6E-6	1.1E-6	2.8E-3	1.0E-4
365	3.0E-3	1.4E-6	9.2E-9	1.6E-6	1.1E-6	2.8E-3	1.0E-4
370	3.0E-3	1.4E-6	9.0E-9	1.6E-6	1.1E-6	2.8E-3	1.0E-4
380	3.0E-3	1.3E-6	8.5E-9	1.6E-6	1.1E-6	2.8E-3	1.0E-4
390	3.0E-3	1.2E-6	8.0E-9	1.6E-6	1.1E-6	2.8E-3	1.0E-4
400	3.0E-3	1.2E-6	7.7E-9	1.6E-6	1.1E-6	2.7E-3	1.0E-4
410	2.9E-3	1.1E-6	7.3E-9	1.6E-6	1.0E-6	2.7E-3	1.0E-4
420	2.9E-3	1.1E-6	7.0E-9	1.6E-6	1.0E-6	2.7E-3	1.0E-4
430	2.9E-3	1.0E-6	6.7E-9	1.6E-6	1.0E-6	2.7E-3	1.0E-4
440	2.9E-3	9.8E-7	6.5E-9	1.6E-6	1.0E-6	2.7E-3	1.0E-4
450	2.9E-3	9.5E-7	6.3E-9	1.6E-6	1.0E-6	2.7E-3	1.0E-4
460	2.9E-3	9.2E-7	6.1E-9	1.6E-6	1.0E-6	2.7E-3	1.0E-4
470	2.9E-3	8.9E-7	5.9E-9	1.6E-6	1.0E-6	2.7E-3	1.0E-4
480	2.9E-3	8.7E-7	5.8E-9	1.6E-6	1.0E-6	2.7E-3	1.0E-4
490	2.9E-3	8.5E-7	5.6E-9	1.6E-6	1.0E-6	2.6E-3	1.0E-4
500	2.8E-3	8.3E-7	5.5E-9	1.6E-6	1.0E-6	2.6E-3	1.0E-4
510	2.8E-3	8.1E-7	5.4E-9	1.6E-6	1.0E-6	2.6E-3	1.0E-4
520	2.8E-3	8.0E-7	5.3E-9	1.6E-6	1.0E-6	2.6E-3	1.0E-4
530	2.8E-3	7.8E-7	5.2E-9	1.6E-6	1.0E-6	2.6E-3	1.0E-4
540	2.8E-3	7.7E-7	5.1E-9	1.6E-6	1.0E-6	2.6E-3	1.0E-4
550	2.8E-3	7.6E-7	5.0E-9	1.6E-6	1.0E-6	2.6E-3	1.0E-4
560	2.8E-3	7.5E-7	5.0E-9	1.6E-6	1.0E-6	2.6E-3	1.0E-4
570	2.8E-3	7.4E-7	4.9E-9	1.6E-6	1.0E-6	2.6E-3	1.0E-4
580	2.8E-3	7.3E-7	4.9E-9	1.6E-6	1.0E-6	2.6E-3	1.0E-4
590	2.8E-3	7.2E-7	4.8E-9	1.6E-6	1.0E-6	2.6E-3	1.0E-4
600	2.8E-3	7.2E-7	4.8E-9	1.6E-6	1.0E-6	2.6E-3	1.0E-4
610	2.8E-3	7.1E-7	4.7E-9	1.5E-6	1.0E-6	2.5E-3	9.9E-5
620	2.7E-3	7.0E-7	4.7E-9	1.5E-6	1.0E-6	2.5E-3	9.9E-5
630	2.7E-3	7.0E-7	4.6E-9	1.5E-6	1.0E-6	2.5E-3	9.9E-5
640	2.7E-3	6.9E-7	4.6E-9	1.5E-6	1.0E-6	2.5E-3	9.9E-5
650	2.7E-3	6.9E-7	4.6E-9	1.5E-6	1.0E-6	2.5E-3	9.9E-5
660	2.7E-3	6.8E-7	4.5E-9	1.5E-6	1.0E-6	2.5E-3	9.9E-5
670	2.7E-3	6.8E-7	4.5E-9	1.5E-6	1.0E-6	2.5E-3	9.8E-5
680	2.7E-3	6.7E-7	4.5E-9	1.5E-6	1.0E-6	2.5E-3	9.8E-5
690	2.7E-3	6.7E-7	4.4E-9	1.5E-6	1.0E-6	2.5E-3	9.8E-5
700	2.7E-3	6.6E-7	4.4E-9	1.5E-6	1.0E-6	2.5E-3	9.8E-5
710	2.7E-3	6.6E-7	4.4E-9	1.5E-6	1.0E-6	2.5E-3	9.8E-5
720	2.7E-3	6.6E-7	4.4E-9	1.5E-6	1.0E-6	2.5E-3	9.8E-5
730	2.7E-3	6.5E-7	4.3E-9	1.5E-6	1.0E-6	2.5E-3	9.7E-5
740	2.7E-3	6.5E-7	4.3E-9	1.5E-6	1.0E-6	2.5E-3	9.7E-5
750	2.7E-3	6.5E-7	4.3E-9	1.5E-6	1.0E-6	2.5E-3	9.7E-5
760	2.6E-3	6.4E-7	4.3E-9	1.5E-6	1.0E-6	2.4E-3	9.7E-5
770	2.6E-3	6.4E-7	4.3E-9	1.5E-6	1.0E-6	2.4E-3	9.7E-5
780	2.6E-3	6.4E-7	4.2E-9	1.5E-6	1.0E-6	2.4E-3	9.7E-5
790	2.6E-3	6.3E-7	4.2E-9	1.5E-6	1.0E-6	2.4E-3	9.6E-5
800	2.6E-3	6.3E-7	4.2E-9	1.5E-6	1.0E-6	2.4E-3	9.6E-5
810	2.6E-3	6.3E-7	4.2E-9	1.5E-6	1.0E-6	2.4E-3	9.6E-5
820	2.6E-3	6.3E-7	4.2E-9	1.5E-6	1.0E-6	2.4E-3	9.6E-5
830	2.6E-3	6.2E-7	4.1E-9	1.5E-6	1.0E-6	2.4E-3	9.6E-5
840	2.6E-3	6.2E-7	4.1E-9	1.5E-6	1.0E-6	2.4E-3	9.6E-5
850	2.6E-3	6.2E-7	4.1E-9	1.5E-6	1.0E-6	2.4E-3	9.6E-5
860	2.6E-3	6.1E-7	4.1E-9	1.5E-6	1.0E-6	2.4E-3	9.5E-5
870	2.6E-3	6.1E-7	4.1E-9	1.5E-6	1.0E-6	2.4E-3	9.5E-5
880	2.6E-3	6.1E-7	4.0E-9	1.5E-6	1.0E-6	2.4E-3	9.5E-5
890	2.6E-3	6.1E-7	4.0E-9	1.5E-6	1.0E-6	2.4E-3	9.5E-5
900	2.6E-3	6.0E-7	4.0E-9	1.5E-6	1.0E-6	2.4E-3	9.5E-5
910	2.6E-3	6.0E-7	4.0E-9	1.5E-6	1.0E-6	2.4E-3	9.5E-5
920	2.5E-3	6.0E-7	4.0E-9	1.5E-6	1.0E-6	2.4E-3	9.5E-5
930	2.5E-3	6.0E-7	4.0E-9	1.5E-6	1.0E-6	2.3E-3	9.4E-5
940	2.5E-3	5.9E-7	3.9E-9	1.5E-6	1.0E-6	2.3E-3	9.4E-5
950	2.5E-3	5.9E-7	3.9E-9	1.5E-6	1.0E-6	2.3E-3	9.4E-5
960	2.5E-3	5.9E-7	3.9E-9	1.5E-6	1.0E-6	2.3E-3	9.4E-5
970	2.5E-3	5.9E-7	3.9E-9	1.5E-6	1.0E-6	2.3E-3	9.4E-5
980	2.5E-3	5.8E-7	3.9E-9	1.5E-6	1.0E-6	2.3E-3	9.4E-5
990	2.5E-3	5.8E-7	3.9E-9	1.5E-6	1.0E-6	2.3E-3	9.3E-5
1000	2.5E-3	5.8E-7	3.9E-9	1.5E-6	1.0E-6	2.3E-3	9.3E-5
1010	2.5E-3	5.8E-7	3.8E-9	1.5E-6	1.0E-6	2.3E-3	9.3E-5
1020	2.5E-3	5.8E-7	3.8E-9	1.5E-6	1.0E-6	2.3E-3	9.3E-5
1030	2.5E-3	5.7E-7	3.8E-9	1.5E-6	1.0E-6	2.3E-3	9.3E-5
1040	2.5E-3	5.7E-7	3.8E-9	1.5E-6	1.0E-6	2.3E-3	9.3E-5
1050	2.5E-3	5.7E-7	3.8E-9	1.5E-6	1.0E-6	2.3E-3	9.3E-5
1060	2.5E-3	5.7E-7	3.8E-9	1.5E-6	1.0E-6	2.3E-3	9.2E-5
1070	2.5E-3	5.6E-7	3.7E-9	1.5E-6	1.0E-6	2.3E-3	9.2E-5
1080	2.5E-3	5.6E-7	3.7E-9	1.5E-6	1.0E-6	2.3E-3	9.2E-5
1090	2.4E-3	5.6E-7	3.7E-9	1.5E-6	1.0E-6	2.3E-3	9.2E-5
1095	2.4E-3	5.6E-7	3.7E-9	1.5E-6	1.0E-6	2.3E-3	9.2E-5
1100	2.4E-3	5.6E-7	3.7E-9	1.5E-6	1.0E-6	2.2E-3	9.2E-5
1200	2.4E-3	5.3E-7	3.6E-9	1.5E-6	1.0E-6	2.2E-3	9.0E-5
1300	2.3E-3	5.1E-7	3.4E-9	1.5E-6	1.0E-6	2.1E-3	8.9E-5
1400	2.3E-3	4.9E-7	3.3E-9	1.5E-6	1.0E-6	2.1E-3	8.8E-5
1500	2.2E-3	4.8E-7	3.2E-9	1.5E-6	1.0E-6	2.1E-3	8.6E-5
1600	2.2E-3	4.6E-7	3.0E-9	1.5E-6	9.9E-7	2.0E-3	8.5E-5
1700	2.1E-3	4.4E-7	2.9E-9	1.5E-6	9.9E-7	2.0E-3	8.3E-5
1800	2.1E-3	4.2E-7	2.8E-9	1.5E-6	9.9E-7	1.9E-3	8.2E-5
1900	2.1E-3	4.1E-7	2.7E-9	1.5E-6	9.8E-7	1.9E-3	8.1E-5
2000	2.0E-3	3.9E-7	2.6E-9	1.5E-6	9.8E-7	1.8E-3	8.0E-5
2100	2.0E-3	3.8E-7	2.5E-9	1.5E-6	9.8E-7	1.8E-3	7.8E-5
2200	1.9E-3	3.6E-7	2.4E-9	1.5E-6	9.8E-7	1.8E-3	7.7E-5
2300	1.9E-3	3.5E-7	2.3E-9	1.5E-6	9.7E-7	1.7E-3	7.6E-5
2400	1.9E-3	3.4E-7	2.2E-9	1.5E-6	9.7E-7	1.7E-3	7.5E-5
2500	1.8E-3	3.3E-7	2.2E-9	1.5E-6	9.7E-7	1.7E-3	7.4E-5
2600	1.8E-3	3.1E-7	2.1E-9	1.5E-6	9.6E-7	1.6E-3	7.2E-5
2700	1.8E-3	3.0E-7	2.0E-9	1.4E-6	9.6E-7	1.6E-3	7.1E-5
2800	1.7E-3	2.9E-7	1.9E-9	1.4E-6	9.6E-7	1.6E-3	7.0E-5
2900	1.7E-3	2.8E-7	1.9E-9	1.4E-6	9.6E-7	1.6E-3	6.9E-5
3000	1.7E-3	2.7E-7	1.8E-9	1.4E-6	9.5E-7	1.5E-3	6.8E-5
3100	1.7E-3	2.6E-7	1.8E-9	1.4E-6	9.5E-7	1.5E-3	6.7E-5
3200	1.6E-3	2.6E-7	1.7E-9	1.4E-6	9.5E-7	1.5E-3	6.6E-5
3300	1.6E-3	2.5E-7	1.6E-9	1.4E-6	9.5E-7	1.5E-3	6.5E-5
3400	1.6E-3	2.4E-7	1.6E-9	1.4E-6	9.4E-7	1.4E-3	6.4E-5
3500	1.5E-3	2.3E-7	1.5E-9	1.4E-6	9.4E-7	1.4E-3	6.3E-5
3600	1.5E-3	2.2E-7	1.5E-9	1.4E-6	9.4E-7	1.4E-3	6.2E-5
3650	1.5E-3	2.2E-7	1.5E-9	1.4E-6	9.4E-7	1.4E-3	6.2E-5
4000	1.4E-3	2.0E-7	1.3E-9	1.4E-6	9.3E-7	1.3E-3	5.8E-5
5000	1.3E-3	1.5E-7	9.8E-10	1.4E-6	9.1E-7	1.1E-3	5.0E-5
6000	1.1E-3	1.2E-7	7.7E-10	1.3E-6	8.9E-7	1.0E-3	4.4E-5
7000	1.0E-3	9.3E-8	6.2E-10	1.3E-6	8.7E-7	9.3E-4	3.8E-5
8000	9.5E-4	7.8E-8	5.2E-10	1.3E-6	8.5E-7	8.5E-4	3.3E-5
9000	8.7E-4	6.7E-8	4.4E-10	1.3E-6	8.4E-7	7.8E-4	2.9E-5
10000	8.1E-4	5.8E-8	3.9E-10	1.2E-6	8.2E-7	7.3E-4	2.6E-5
11000	7.6E-4	5.2E-8	3.5E-10	1.2E-6	8.1E-7	6.8E-4	2.3E-5
12000	7.1E-4	4.7E-8	3.1E-10	1.2E-6	7.9E-7	6.3E-4	2.1E-5
13000	6.6E-4	4.3E-8	2.8E-10	1.2E-6	7.8E-7	5.9E-4	1.9E-5
14000	6.2E-4	3.9E-8	2.6E-10	1.2E-6	7.6E-7	5.5E-4	1.7E-5
