Radionuclide	Ag-102
Route of Intake	Ingestion
Material	All forms, fA=5E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	4.0E-2	4.0E-2	8.6E-6	4.8E-5
0.083333	1.6E-3	1.6E-3	9.0E-7	7.1E-6
0.125	6.3E-5	6.2E-5	5.7E-8	5.3E-7
0.25	4.0E-9	3.8E-9	-	-
