Radionuclide	Tb-148
Route of Intake	Inhalation
Material	Aerosols Type S, fA=5E-6
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	1.6E-1	-	1.3E-2	1.3E-1	1.1E-5	3.6E-6
0.083333	8.1E-2	-	7.6E-3	6.4E-2	1.4E-5	2.9E-6
0.125	4.0E-2	-	4.3E-3	3.2E-2	1.2E-5	1.9E-6
0.25	5.0E-3	-	6.6E-4	4.0E-3	3.1E-6	3.7E-7
0.375	6.2E-4	-	9.3E-5	4.9E-4	5.8E-7	6.3E-8
0.5	7.7E-5	-	1.3E-5	6.1E-5	9.4E-8	9.8E-9
0.625	9.6E-6	-	1.6E-6	7.6E-6	1.4E-8	1.4E-9
0.75	1.2E-6	-	2.1E-7	9.4E-7	2.1E-9	2.0E-10
0.875	1.5E-7	-	2.6E-8	1.2E-7	2.9E-10	-
1	1.8E-8	5.2E-10	3.3E-9	1.5E-8	-	-
1.125	2.3E-9	-	4.0E-10	1.8E-9	-	-
1.25	2.8E-10	-	-	2.3E-10	-	-
