Radionuclide	Tb-148
Route of Intake	Inhalation
Material	Aerosols Type S, fA=5E-6
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	4.4E-1	-	3.9E-2	3.4E-1	3.0E-5	9.7E-6
0.083333	2.2E-1	-	2.3E-2	1.7E-1	3.8E-5	7.6E-6
0.125	1.1E-1	-	1.3E-2	8.3E-2	3.1E-5	4.9E-6
0.25	1.3E-2	-	2.1E-3	1.0E-2	8.2E-6	9.8E-7
0.375	1.7E-3	-	2.9E-4	1.3E-3	1.5E-6	1.7E-7
0.5	2.1E-4	-	3.9E-5	1.6E-4	2.5E-7	2.6E-8
0.625	2.6E-5	-	5.2E-6	2.0E-5	3.7E-8	3.8E-9
0.75	3.2E-6	-	6.6E-7	2.4E-6	5.4E-9	5.3E-10
0.875	4.0E-7	-	8.4E-8	3.0E-7	7.7E-10	-
1	4.9E-8	1.6E-9	1.0E-8	3.7E-8	1.1E-10	-
1.125	6.0E-9	-	1.3E-9	4.6E-9	-	-
1.25	7.4E-10	-	1.5E-10	5.7E-10	-	-
