Radionuclide	S-35
Route of Intake	Inhalation
Material	Gas or vapour Type F, Other organic , fA=0.99
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	9.9E-1	-	-	1.3E-1	3.0E-1
0.083333	9.5E-1	-	-	9.5E-2	1.5E-1
0.125	9.0E-1	-	-	7.2E-2	1.1E-1
0.25	7.6E-1	-	-	5.2E-2	8.7E-2
0.375	7.0E-1	-	-	4.9E-2	8.4E-2
0.5	6.8E-1	-	-	4.8E-2	8.3E-2
0.625	6.7E-1	-	-	4.8E-2	8.3E-2
0.75	6.7E-1	-	-	4.8E-2	8.3E-2
0.875	6.7E-1	-	-	4.8E-2	8.2E-2
1	6.7E-1	3.2E-1	5.0E-4	4.7E-2	8.2E-2
1.125	6.7E-1	-	-	4.7E-2	8.2E-2
1.25	6.7E-1	-	-	4.7E-2	8.2E-2
1.375	6.7E-1	-	-	4.7E-2	8.1E-2
1.5	6.6E-1	-	-	4.6E-2	8.1E-2
1.625	6.6E-1	-	-	4.6E-2	8.1E-2
1.75	6.6E-1	-	-	4.6E-2	8.1E-2
1.875	6.6E-1	-	-	4.6E-2	8.0E-2
2	6.6E-1	7.9E-4	7.7E-4	4.6E-2	8.0E-2
2.25	6.6E-1	-	-	4.5E-2	8.0E-2
2.5	6.6E-1	-	-	4.5E-2	7.9E-2
2.75	6.6E-1	-	-	4.5E-2	7.9E-2
3	6.5E-1	7.3E-4	3.2E-4	4.4E-2	7.8E-2
3.25	6.5E-1	-	-	4.4E-2	7.8E-2
3.5	6.5E-1	-	-	4.4E-2	7.7E-2
3.75	6.5E-1	-	-	4.3E-2	7.7E-2
4	6.5E-1	7.1E-4	8.9E-5	4.3E-2	7.6E-2
4.25	6.5E-1	-	-	4.3E-2	7.6E-2
4.5	6.4E-1	-	-	4.3E-2	7.5E-2
4.75	6.4E-1	-	-	4.2E-2	7.5E-2
5	6.4E-1	7.0E-4	2.1E-5	4.2E-2	7.4E-2
5.5	6.4E-1	-	-	4.2E-2	7.3E-2
6	6.4E-1	6.8E-4	5.3E-6	4.1E-2	7.2E-2
6.5	6.3E-1	-	-	4.1E-2	7.1E-2
7	6.3E-1	6.6E-4	1.9E-6	4.0E-2	7.1E-2
7.5	6.3E-1	-	-	4.0E-2	7.0E-2
8	6.2E-1	6.4E-4	1.3E-6	4.0E-2	6.9E-2
8.5	6.2E-1	-	-	3.9E-2	6.8E-2
9	6.2E-1	6.3E-4	1.1E-6	3.9E-2	6.7E-2
9.5	6.1E-1	-	-	3.8E-2	6.6E-2
10	6.1E-1	6.1E-4	1.1E-6	3.8E-2	6.5E-2
11	6.0E-1	5.9E-4	1.0E-6	3.7E-2	6.4E-2
12	6.0E-1	5.8E-4	1.0E-6	3.6E-2	6.2E-2
13	5.9E-1	5.6E-4	9.9E-7	3.6E-2	6.1E-2
14	5.9E-1	5.5E-4	9.7E-7	3.5E-2	5.9E-2
15	5.8E-1	5.3E-4	9.4E-7	3.4E-2	5.8E-2
16	5.8E-1	5.2E-4	9.2E-7	3.3E-2	5.6E-2
17	5.7E-1	5.1E-4	8.9E-7	3.3E-2	5.5E-2
18	5.7E-1	4.9E-4	8.7E-7	3.2E-2	5.4E-2
19	5.6E-1	4.8E-4	8.5E-7	3.1E-2	5.2E-2
20	5.6E-1	4.7E-4	8.3E-7	3.1E-2	5.1E-2
21	5.5E-1	4.6E-4	8.1E-7	3.0E-2	5.0E-2
22	5.4E-1	4.5E-4	7.9E-7	3.0E-2	4.9E-2
23	5.4E-1	4.4E-4	7.7E-7	2.9E-2	4.8E-2
24	5.3E-1	4.3E-4	7.5E-7	2.8E-2	4.7E-2
25	5.3E-1	4.1E-4	7.3E-7	2.8E-2	4.5E-2
26	5.2E-1	4.0E-4	7.1E-7	2.7E-2	4.4E-2
27	5.2E-1	3.9E-4	6.9E-7	2.7E-2	4.3E-2
28	5.2E-1	3.8E-4	6.8E-7	2.6E-2	4.2E-2
29	5.1E-1	3.8E-4	6.6E-7	2.6E-2	4.1E-2
30	5.1E-1	3.7E-4	6.4E-7	2.5E-2	4.0E-2
31	5.0E-1	3.6E-4	6.3E-7	2.5E-2	4.0E-2
32	5.0E-1	3.5E-4	6.1E-7	2.4E-2	3.9E-2
33	4.9E-1	3.4E-4	6.0E-7	2.4E-2	3.8E-2
34	4.9E-1	3.3E-4	5.8E-7	2.3E-2	3.7E-2
35	4.8E-1	3.2E-4	5.7E-7	2.3E-2	3.6E-2
36	4.8E-1	3.2E-4	5.6E-7	2.3E-2	3.5E-2
37	4.7E-1	3.1E-4	5.4E-7	2.2E-2	3.5E-2
38	4.7E-1	3.0E-4	5.3E-7	2.2E-2	3.4E-2
39	4.7E-1	3.0E-4	5.2E-7	2.1E-2	3.3E-2
40	4.6E-1	2.9E-4	5.1E-7	2.1E-2	3.2E-2
41	4.6E-1	2.8E-4	4.9E-7	2.1E-2	3.2E-2
42	4.5E-1	2.8E-4	4.8E-7	2.0E-2	3.1E-2
43	4.5E-1	2.7E-4	4.7E-7	2.0E-2	3.0E-2
44	4.5E-1	2.6E-4	4.6E-7	2.0E-2	3.0E-2
45	4.4E-1	2.6E-4	4.5E-7	1.9E-2	2.9E-2
46	4.4E-1	2.5E-4	4.4E-7	1.9E-2	2.8E-2
47	4.3E-1	2.5E-4	4.3E-7	1.9E-2	2.8E-2
48	4.3E-1	2.4E-4	4.2E-7	1.8E-2	2.7E-2
49	4.3E-1	2.3E-4	4.1E-7	1.8E-2	2.7E-2
50	4.2E-1	2.3E-4	4.0E-7	1.8E-2	2.6E-2
51	4.2E-1	2.2E-4	3.9E-7	1.7E-2	2.6E-2
52	4.1E-1	2.2E-4	3.9E-7	1.7E-2	2.5E-2
53	4.1E-1	2.2E-4	3.8E-7	1.7E-2	2.5E-2
54	4.1E-1	2.1E-4	3.7E-7	1.7E-2	2.4E-2
55	4.0E-1	2.1E-4	3.6E-7	1.6E-2	2.4E-2
56	4.0E-1	2.0E-4	3.5E-7	1.6E-2	2.3E-2
57	4.0E-1	2.0E-4	3.5E-7	1.6E-2	2.3E-2
58	3.9E-1	1.9E-4	3.4E-7	1.6E-2	2.2E-2
59	3.9E-1	1.9E-4	3.3E-7	1.5E-2	2.2E-2
60	3.9E-1	1.9E-4	3.2E-7	1.5E-2	2.2E-2
61	3.8E-1	1.8E-4	3.2E-7	1.5E-2	2.1E-2
62	3.8E-1	1.8E-4	3.1E-7	1.5E-2	2.1E-2
63	3.8E-1	1.7E-4	3.0E-7	1.4E-2	2.0E-2
64	3.7E-1	1.7E-4	3.0E-7	1.4E-2	2.0E-2
65	3.7E-1	1.7E-4	2.9E-7	1.4E-2	2.0E-2
66	3.7E-1	1.6E-4	2.9E-7	1.4E-2	1.9E-2
67	3.6E-1	1.6E-4	2.8E-7	1.4E-2	1.9E-2
68	3.6E-1	1.6E-4	2.7E-7	1.3E-2	1.9E-2
69	3.6E-1	1.5E-4	2.7E-7	1.3E-2	1.8E-2
70	3.5E-1	1.5E-4	2.6E-7	1.3E-2	1.8E-2
71	3.5E-1	1.5E-4	2.6E-7	1.3E-2	1.8E-2
72	3.5E-1	1.5E-4	2.5E-7	1.3E-2	1.7E-2
73	3.5E-1	1.4E-4	2.5E-7	1.2E-2	1.7E-2
74	3.4E-1	1.4E-4	2.4E-7	1.2E-2	1.7E-2
75	3.4E-1	1.4E-4	2.4E-7	1.2E-2	1.6E-2
