Radionuclide	S-35
Route of Intake	Inhalation
Material	Aerosols Type F, Caesium, nickel, strontium, thorium sulphates, fA=0.99
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*
0.041667	8.1E-1	-	-	1.3E-1	4.8E-2	1.5E-2
0.083333	7.9E-1	-	-	9.0E-2	4.1E-2	2.1E-2
0.125	7.7E-1	-	-	7.0E-2	3.9E-2	2.3E-2
0.25	6.9E-1	-	-	5.6E-2	3.7E-2	2.5E-2
0.375	6.0E-1	-	-	5.6E-2	3.3E-2	2.6E-2
0.5	5.3E-1	-	-	5.6E-2	2.9E-2	2.5E-2
0.625	4.6E-1	-	-	5.6E-2	2.5E-2	2.5E-2
0.75	4.1E-1	-	-	5.6E-2	2.1E-2	2.4E-2
0.875	3.6E-1	-	-	5.5E-2	1.8E-2	2.3E-2
1	3.2E-1	3.7E-1	6.4E-3	5.4E-2	1.5E-2	2.2E-2
1.125	2.8E-1	-	-	5.2E-2	1.3E-2	2.1E-2
1.25	2.5E-1	-	-	4.9E-2	1.1E-2	2.1E-2
1.375	2.3E-1	-	-	4.7E-2	8.9E-3	2.0E-2
1.5	2.1E-1	-	-	4.4E-2	7.4E-3	1.9E-2
1.625	1.9E-1	-	-	4.1E-2	6.1E-3	1.8E-2
1.75	1.7E-1	-	-	3.8E-2	5.1E-3	1.7E-2
1.875	1.6E-1	-	-	3.5E-2	4.2E-3	1.7E-2
2	1.5E-1	1.3E-1	2.4E-2	3.2E-2	3.5E-3	1.6E-2
2.25	1.3E-1	-	-	2.7E-2	2.5E-3	1.5E-2
2.5	1.1E-1	-	-	2.2E-2	1.8E-3	1.4E-2
2.75	1.0E-1	-	-	1.7E-2	1.3E-3	1.3E-2
3	9.4E-2	3.1E-2	2.0E-2	1.4E-2	1.0E-3	1.2E-2
3.25	8.7E-2	-	-	1.1E-2	8.3E-4	1.1E-2
3.5	8.1E-2	-	-	8.6E-3	7.0E-4	1.0E-2
3.75	7.7E-2	-	-	6.7E-3	6.0E-4	9.6E-3
4	7.3E-2	1.1E-2	9.3E-3	5.3E-3	5.4E-4	9.0E-3
4.25	6.9E-2	-	-	4.2E-3	4.9E-4	8.4E-3
4.5	6.7E-2	-	-	3.4E-3	4.6E-4	7.8E-3
4.75	6.4E-2	-	-	2.8E-3	4.3E-4	7.3E-3
5	6.2E-2	6.8E-3	3.6E-3	2.3E-3	4.1E-4	6.9E-3
5.5	5.8E-2	-	-	1.7E-3	3.7E-4	6.0E-3
6	5.4E-2	5.4E-3	1.5E-3	1.4E-3	3.5E-4	5.3E-3
6.5	5.1E-2	-	-	1.2E-3	3.2E-4	4.6E-3
7	4.8E-2	4.7E-3	8.2E-4	1.0E-3	3.0E-4	4.1E-3
7.5	4.6E-2	-	-	9.5E-4	2.8E-4	3.6E-3
8	4.3E-2	4.1E-3	5.9E-4	8.8E-4	2.6E-4	3.1E-3
8.5	4.1E-2	-	-	8.2E-4	2.5E-4	2.8E-3
9	3.9E-2	3.6E-3	4.8E-4	7.6E-4	2.3E-4	2.5E-3
9.5	3.7E-2	-	-	7.2E-4	2.2E-4	2.2E-3
10	3.5E-2	3.2E-3	4.2E-4	6.7E-4	2.1E-4	1.9E-3
11	3.2E-2	2.8E-3	3.7E-4	6.0E-4	1.8E-4	1.5E-3
12	2.9E-2	2.5E-3	3.3E-4	5.3E-4	1.6E-4	1.2E-3
13	2.6E-2	2.2E-3	2.9E-4	4.7E-4	1.5E-4	1.0E-3
14	2.3E-2	2.0E-3	2.6E-4	4.2E-4	1.3E-4	8.2E-4
15	2.1E-2	1.8E-3	2.3E-4	3.8E-4	1.2E-4	6.8E-4
16	1.9E-2	1.6E-3	2.1E-4	3.4E-4	1.1E-4	5.7E-4
17	1.7E-2	1.5E-3	1.9E-4	3.1E-4	9.6E-5	4.8E-4
18	1.6E-2	1.3E-3	1.7E-4	2.8E-4	8.7E-5	4.1E-4
19	1.4E-2	1.2E-3	1.5E-4	2.5E-4	7.9E-5	3.5E-4
20	1.3E-2	1.1E-3	1.4E-4	2.3E-4	7.1E-5	3.0E-4
21	1.2E-2	9.7E-4	1.2E-4	2.1E-4	6.4E-5	2.6E-4
22	1.1E-2	8.8E-4	1.1E-4	1.9E-4	5.8E-5	2.3E-4
23	9.7E-3	8.0E-4	1.0E-4	1.7E-4	5.3E-5	2.0E-4
24	8.8E-3	7.3E-4	9.2E-5	1.5E-4	4.8E-5	1.8E-4
25	8.0E-3	6.6E-4	8.3E-5	1.4E-4	4.3E-5	1.6E-4
26	7.3E-3	6.0E-4	7.6E-5	1.3E-4	3.9E-5	1.4E-4
27	6.6E-3	5.4E-4	6.9E-5	1.1E-4	3.6E-5	1.3E-4
28	6.0E-3	4.9E-4	6.2E-5	1.0E-4	3.3E-5	1.2E-4
29	5.4E-3	4.5E-4	5.6E-5	9.4E-5	3.0E-5	1.0E-4
30	4.9E-3	4.1E-4	5.1E-5	8.5E-5	2.7E-5	9.4E-5
31	4.5E-3	3.7E-4	4.6E-5	7.8E-5	2.4E-5	8.5E-5
32	4.1E-3	3.3E-4	4.2E-5	7.0E-5	2.2E-5	7.6E-5
33	3.7E-3	3.0E-4	3.8E-5	6.4E-5	2.0E-5	6.9E-5
34	3.4E-3	2.8E-4	3.5E-5	5.8E-5	1.8E-5	6.3E-5
35	3.1E-3	2.5E-4	3.2E-5	5.3E-5	1.7E-5	5.7E-5
36	2.8E-3	2.3E-4	2.9E-5	4.8E-5	1.5E-5	5.1E-5
37	2.5E-3	2.1E-4	2.6E-5	4.3E-5	1.4E-5	4.7E-5
38	2.3E-3	1.9E-4	2.4E-5	3.9E-5	1.2E-5	4.2E-5
39	2.1E-3	1.7E-4	2.1E-5	3.6E-5	1.1E-5	3.8E-5
40	1.9E-3	1.5E-4	2.0E-5	3.3E-5	1.0E-5	3.5E-5
41	1.7E-3	1.4E-4	1.8E-5	3.0E-5	9.3E-6	3.2E-5
42	1.6E-3	1.3E-4	1.6E-5	2.7E-5	8.4E-6	2.9E-5
43	1.4E-3	1.2E-4	1.5E-5	2.4E-5	7.7E-6	2.6E-5
44	1.3E-3	1.1E-4	1.3E-5	2.2E-5	7.0E-6	2.4E-5
45	1.2E-3	9.6E-5	1.2E-5	2.0E-5	6.3E-6	2.1E-5
46	1.1E-3	8.7E-5	1.1E-5	1.8E-5	5.7E-6	1.9E-5
47	9.6E-4	7.9E-5	1.0E-5	1.7E-5	5.2E-6	1.8E-5
48	8.7E-4	7.2E-5	9.0E-6	1.5E-5	4.7E-6	1.6E-5
49	7.9E-4	6.5E-5	8.2E-6	1.4E-5	4.3E-6	1.5E-5
50	7.2E-4	5.9E-5	7.5E-6	1.2E-5	3.9E-6	1.3E-5
51	6.5E-4	5.4E-5	6.8E-6	1.1E-5	3.5E-6	1.2E-5
52	5.9E-4	4.9E-5	6.2E-6	1.0E-5	3.2E-6	1.1E-5
53	5.4E-4	4.4E-5	5.6E-6	9.3E-6	2.9E-6	9.9E-6
54	4.9E-4	4.0E-5	5.1E-6	8.5E-6	2.7E-6	9.0E-6
55	4.5E-4	3.7E-5	4.6E-6	7.7E-6	2.4E-6	8.2E-6
56	4.0E-4	3.3E-5	4.2E-6	7.0E-6	2.2E-6	7.4E-6
