Radionuclide	Np-241
Route of Intake	Injection
Material	Injection, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	5.1E-2	3.2E-3	4.9E-3	4.9E-3
0.083333	2.4E-3	1.5E-4	3.0E-4	2.3E-4
0.125	1.2E-4	6.8E-6	1.8E-5	1.2E-5
0.25	1.5E-8	6.7E-10	3.1E-9	1.4E-9
