Radionuclide	Cd-118
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-2
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	3.8E-1	3.1E-2	8.8E-2	1.2E-3	9.2E-2
0.083333	1.7E-1	1.5E-2	1.2E-2	4.6E-4	5.3E-2
0.125	7.3E-2	7.1E-3	1.8E-3	2.0E-4	2.5E-2
0.25	6.0E-3	6.7E-4	4.6E-5	1.7E-5	2.2E-3
0.375	5.0E-4	6.1E-5	3.6E-6	1.4E-6	1.8E-4
0.5	4.2E-5	5.3E-6	2.9E-7	1.2E-7	1.6E-5
0.625	3.5E-6	4.6E-7	2.4E-8	1.0E-8	1.3E-6
0.75	2.9E-7	3.8E-8	2.0E-9	8.7E-10	1.1E-7
0.875	2.4E-8	3.2E-9	1.7E-10	-	9.6E-9
1	2.0E-9	2.6E-10	-	-	8.2E-10
1.125	1.7E-10	-	-	-	-
