Radionuclide	Pr-144
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-4
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	8.8E-2	2.9E-2	1.3E-2	1.3E-4	2.0E-4
0.083333	7.7E-3	3.0E-3	1.0E-3	2.2E-5	3.6E-5
0.125	7.0E-4	3.0E-4	8.0E-5	2.9E-6	4.8E-6
0.25	4.9E-7	2.6E-7	4.4E-8	3.7E-9	6.2E-9
0.375	3.5E-10	2.2E-10	-	-	-
