Radionuclide	C-14
Route of Intake	Inhalation
Material	Gas or vapour Type V, Methane 
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	9.3E-4	-	-	2.7E-5	4.1E-6
0.083333	9.0E-4	-	-	3.2E-5	1.8E-6
0.125	8.9E-4	-	-	3.9E-5	2.6E-6
0.25	8.8E-4	-	-	6.1E-5	4.2E-6
0.375	8.7E-4	-	-	7.9E-5	5.2E-6
0.5	8.5E-4	-	-	9.6E-5	5.8E-6
0.625	8.2E-4	-	-	1.1E-4	6.0E-6
0.75	8.0E-4	-	-	1.2E-4	6.1E-6
0.875	7.8E-4	-	-	1.3E-4	6.0E-6
1	7.5E-4	9.1E-5	1.7E-5	1.4E-4	5.9E-6
1.125	7.2E-4	-	-	1.5E-4	5.7E-6
1.25	7.0E-4	-	-	1.5E-4	5.4E-6
1.375	6.7E-4	-	-	1.5E-4	5.2E-6
1.5	6.4E-4	-	-	1.5E-4	5.0E-6
1.625	6.2E-4	-	-	1.5E-4	4.8E-6
1.75	5.9E-4	-	-	1.5E-4	4.5E-6
1.875	5.7E-4	-	-	1.5E-4	4.3E-6
2	5.4E-4	1.0E-4	7.6E-5	1.5E-4	4.1E-6
2.25	4.9E-4	-	-	1.4E-4	3.7E-6
2.5	4.5E-4	-	-	1.3E-4	3.4E-6
2.75	4.1E-4	-	-	1.2E-4	3.1E-6
3	3.7E-4	6.8E-5	8.8E-5	1.1E-4	2.8E-6
3.25	3.3E-4	-	-	9.9E-5	2.5E-6
3.5	3.0E-4	-	-	9.0E-5	2.3E-6
3.75	2.7E-4	-	-	8.1E-5	2.1E-6
4	2.4E-4	4.3E-5	6.8E-5	7.3E-5	1.9E-6
4.25	2.2E-4	-	-	6.6E-5	1.8E-6
4.5	2.0E-4	-	-	5.9E-5	1.6E-6
4.75	1.8E-4	-	-	5.3E-5	1.5E-6
5	1.6E-4	2.7E-5	4.6E-5	4.7E-5	1.4E-6
5.5	1.3E-4	-	-	3.8E-5	1.2E-6
6	1.1E-4	1.7E-5	3.0E-5	3.0E-5	1.1E-6
6.5	9.4E-5	-	-	2.4E-5	9.4E-7
7	7.9E-5	1.1E-5	1.9E-5	1.9E-5	8.5E-7
7.5	6.8E-5	-	-	1.5E-5	7.7E-7
8	5.8E-5	6.7E-6	1.2E-5	1.2E-5	7.1E-7
8.5	5.1E-5	-	-	9.8E-6	6.6E-7
9	4.5E-5	4.2E-6	7.5E-6	7.8E-6	6.2E-7
9.5	4.1E-5	-	-	6.3E-6	5.9E-7
10	3.7E-5	2.7E-6	4.7E-6	5.1E-6	5.6E-7
11	3.1E-5	1.7E-6	3.0E-6	3.4E-6	5.2E-7
12	2.8E-5	1.1E-6	1.9E-6	2.3E-6	5.0E-7
13	2.6E-5	6.7E-7	1.2E-6	1.6E-6	4.8E-7
14	2.4E-5	4.3E-7	7.5E-7	1.1E-6	4.6E-7
15	2.3E-5	2.7E-7	4.7E-7	8.7E-7	4.5E-7
16	2.2E-5	1.7E-7	3.0E-7	7.0E-7	4.4E-7
17	2.2E-5	1.1E-7	1.9E-7	5.9E-7	4.3E-7
18	2.1E-5	7.2E-8	1.2E-7	5.1E-7	4.3E-7
19	2.1E-5	4.7E-8	7.5E-8	4.7E-7	4.2E-7
20	2.1E-5	3.1E-8	4.8E-8	4.4E-7	4.1E-7
21	2.0E-5	2.2E-8	3.0E-8	4.1E-7	4.1E-7
22	2.0E-5	1.5E-8	1.9E-8	4.0E-7	4.0E-7
23	2.0E-5	1.1E-8	1.3E-8	3.9E-7	4.0E-7
24	2.0E-5	9.0E-9	8.2E-9	3.8E-7	3.9E-7
25	2.0E-5	7.4E-9	5.5E-9	3.7E-7	3.9E-7
26	1.9E-5	6.3E-9	3.7E-9	3.7E-7	3.8E-7
27	1.9E-5	5.6E-9	2.6E-9	3.6E-7	3.7E-7
28	1.9E-5	5.2E-9	2.0E-9	3.6E-7	3.7E-7
29	1.9E-5	4.9E-9	1.5E-9	3.6E-7	3.6E-7
30	1.9E-5	4.7E-9	1.2E-9	3.5E-7	3.6E-7
31	1.8E-5	4.5E-9	1.1E-9	3.5E-7	3.5E-7
32	1.8E-5	4.4E-9	9.4E-10	3.4E-7	3.5E-7
33	1.8E-5	4.3E-9	8.7E-10	3.4E-7	3.5E-7
34	1.8E-5	4.3E-9	8.2E-10	3.4E-7	3.4E-7
35	1.8E-5	4.2E-9	7.8E-10	3.3E-7	3.4E-7
36	1.7E-5	4.1E-9	7.6E-10	3.3E-7	3.3E-7
37	1.7E-5	4.1E-9	7.4E-10	3.3E-7	3.3E-7
38	1.7E-5	4.0E-9	7.2E-10	3.2E-7	3.2E-7
39	1.7E-5	4.0E-9	7.1E-10	3.2E-7	3.2E-7
40	1.7E-5	3.9E-9	7.0E-10	3.2E-7	3.1E-7
41	1.7E-5	3.9E-9	6.9E-10	3.1E-7	3.1E-7
42	1.6E-5	3.9E-9	6.8E-10	3.1E-7	3.1E-7
43	1.6E-5	3.8E-9	6.8E-10	3.1E-7	3.0E-7
44	1.6E-5	3.8E-9	6.7E-10	3.0E-7	3.0E-7
45	1.6E-5	3.7E-9	6.6E-10	3.0E-7	3.0E-7
46	1.6E-5	3.7E-9	6.6E-10	3.0E-7	2.9E-7
47	1.6E-5	3.6E-9	6.5E-10	3.0E-7	2.9E-7
48	1.5E-5	3.6E-9	6.4E-10	2.9E-7	2.8E-7
49	1.5E-5	3.6E-9	6.3E-10	2.9E-7	2.8E-7
50	1.5E-5	3.5E-9	6.3E-10	2.9E-7	2.8E-7
51	1.5E-5	3.5E-9	6.2E-10	2.8E-7	2.7E-7
52	1.5E-5	3.5E-9	6.2E-10	2.8E-7	2.7E-7
53	1.5E-5	3.4E-9	6.1E-10	2.8E-7	2.7E-7
54	1.5E-5	3.4E-9	6.0E-10	2.8E-7	2.6E-7
55	1.4E-5	3.3E-9	6.0E-10	2.7E-7	2.6E-7
56	1.4E-5	3.3E-9	5.9E-10	2.7E-7	2.6E-7
57	1.4E-5	3.3E-9	5.8E-10	2.7E-7	2.5E-7
58	1.4E-5	3.2E-9	5.8E-10	2.6E-7	2.5E-7
59	1.4E-5	3.2E-9	5.7E-10	2.6E-7	2.5E-7
60	1.4E-5	3.2E-9	5.7E-10	2.6E-7	2.4E-7
61	1.4E-5	3.1E-9	5.6E-10	2.6E-7	2.4E-7
62	1.3E-5	3.1E-9	5.5E-10	2.5E-7	2.4E-7
63	1.3E-5	3.1E-9	5.5E-10	2.5E-7	2.3E-7
64	1.3E-5	3.0E-9	5.4E-10	2.5E-7	2.3E-7
65	1.3E-5	3.0E-9	5.4E-10	2.5E-7	2.3E-7
66	1.3E-5	3.0E-9	5.3E-10	2.4E-7	2.3E-7
67	1.3E-5	2.9E-9	5.3E-10	2.4E-7	2.2E-7
68	1.3E-5	2.9E-9	5.2E-10	2.4E-7	2.2E-7
69	1.2E-5	2.9E-9	5.2E-10	2.4E-7	2.2E-7
70	1.2E-5	2.8E-9	5.1E-10	2.3E-7	2.2E-7
71	1.2E-5	2.8E-9	5.1E-10	2.3E-7	2.1E-7
72	1.2E-5	2.8E-9	5.0E-10	2.3E-7	2.1E-7
73	1.2E-5	2.7E-9	4.9E-10	2.3E-7	2.1E-7
74	1.2E-5	2.7E-9	4.9E-10	2.2E-7	2.1E-7
75	1.2E-5	2.7E-9	4.8E-10	2.2E-7	2.0E-7
76	1.2E-5	2.7E-9	4.8E-10	2.2E-7	2.0E-7
77	1.1E-5	2.6E-9	4.7E-10	2.2E-7	2.0E-7
78	1.1E-5	2.6E-9	4.7E-10	2.2E-7	2.0E-7
79	1.1E-5	2.6E-9	4.7E-10	2.1E-7	1.9E-7
80	1.1E-5	2.5E-9	4.6E-10	2.1E-7	1.9E-7
81	1.1E-5	2.5E-9	4.6E-10	2.1E-7	1.9E-7
82	1.1E-5	2.5E-9	4.5E-10	2.1E-7	1.9E-7
83	1.1E-5	2.5E-9	4.5E-10	2.1E-7	1.9E-7
84	1.1E-5	2.4E-9	4.4E-10	2.0E-7	1.8E-7
85	1.1E-5	2.4E-9	4.4E-10	2.0E-7	1.8E-7
86	1.0E-5	2.4E-9	4.3E-10	2.0E-7	1.8E-7
87	1.0E-5	2.4E-9	4.3E-10	2.0E-7	1.8E-7
88	1.0E-5	2.3E-9	4.2E-10	2.0E-7	1.7E-7
89	1.0E-5	2.3E-9	4.2E-10	1.9E-7	1.7E-7
90	1.0E-5	2.3E-9	4.2E-10	1.9E-7	1.7E-7
91	1.0E-5	2.3E-9	4.1E-10	1.9E-7	1.7E-7
92	9.9E-6	2.2E-9	4.1E-10	1.9E-7	1.7E-7
93	9.8E-6	2.2E-9	4.0E-10	1.9E-7	1.7E-7
94	9.7E-6	2.2E-9	4.0E-10	1.8E-7	1.6E-7
95	9.6E-6	2.2E-9	3.9E-10	1.8E-7	1.6E-7
96	9.5E-6	2.1E-9	3.9E-10	1.8E-7	1.6E-7
97	9.4E-6	2.1E-9	3.9E-10	1.8E-7	1.6E-7
98	9.3E-6	2.1E-9	3.8E-10	1.8E-7	1.6E-7
99	9.2E-6	2.1E-9	3.8E-10	1.7E-7	1.5E-7
100	9.1E-6	2.0E-9	3.7E-10	1.7E-7	1.5E-7
