Radionuclide	C-14
Route of Intake	Inhalation
Material	Aerosols Barium carbonate, fA=0.99
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*
0.041667	4.0E-1	-	-	4.4E-2	9.5E-3	4.2E-3
0.083333	3.3E-1	-	-	2.5E-2	4.8E-3	3.2E-3
0.125	2.8E-1	-	-	1.7E-2	3.3E-3	2.6E-3
0.25	2.0E-1	-	-	9.9E-3	1.5E-3	1.9E-3
0.375	1.5E-1	-	-	8.0E-3	9.4E-4	1.8E-3
0.5	1.2E-1	-	-	6.8E-3	7.3E-4	1.8E-3
0.625	9.7E-2	-	-	5.9E-3	5.9E-4	1.8E-3
0.75	7.9E-2	-	-	5.2E-3	4.9E-4	1.8E-3
0.875	6.5E-2	-	-	4.6E-3	4.0E-4	1.8E-3
1	5.3E-2	7.3E-3	6.7E-4	4.0E-3	3.4E-4	1.8E-3
1.125	4.4E-2	-	-	3.6E-3	2.9E-4	1.8E-3
1.25	3.7E-2	-	-	3.2E-3	2.4E-4	1.8E-3
1.375	3.2E-2	-	-	2.8E-3	2.1E-4	1.8E-3
1.5	2.7E-2	-	-	2.5E-3	1.8E-4	1.8E-3
1.625	2.4E-2	-	-	2.2E-3	1.6E-4	1.8E-3
1.75	2.1E-2	-	-	1.9E-3	1.4E-4	1.8E-3
1.875	1.9E-2	-	-	1.7E-3	1.3E-4	1.8E-3
2	1.7E-2	8.4E-4	1.4E-3	1.5E-3	1.2E-4	1.8E-3
2.25	1.4E-2	-	-	1.2E-3	9.8E-5	1.8E-3
2.5	1.2E-2	-	-	9.0E-4	8.5E-5	1.8E-3
2.75	1.1E-2	-	-	6.9E-4	7.7E-5	1.8E-3
3	1.0E-2	2.0E-4	7.9E-4	5.4E-4	7.0E-5	1.8E-3
3.25	9.5E-3	-	-	4.3E-4	6.6E-5	1.8E-3
3.5	9.0E-3	-	-	3.4E-4	6.2E-5	1.8E-3
3.75	8.7E-3	-	-	2.8E-4	6.0E-5	1.8E-3
4	8.4E-3	6.8E-5	2.8E-4	2.3E-4	5.8E-5	1.7E-3
4.25	8.2E-3	-	-	2.0E-4	5.6E-5	1.7E-3
4.5	8.0E-3	-	-	1.7E-4	5.4E-5	1.7E-3
4.75	7.9E-3	-	-	1.6E-4	5.3E-5	1.7E-3
5	7.7E-3	3.4E-5	7.9E-5	1.4E-4	5.2E-5	1.7E-3
5.5	7.5E-3	-	-	1.3E-4	5.0E-5	1.7E-3
6	7.3E-3	2.2E-5	2.1E-5	1.2E-4	4.9E-5	1.7E-3
6.5	7.1E-3	-	-	1.1E-4	4.7E-5	1.7E-3
7	7.0E-3	1.7E-5	5.8E-6	1.1E-4	4.6E-5	1.7E-3
7.5	6.9E-3	-	-	1.0E-4	4.5E-5	1.7E-3
8	6.7E-3	1.5E-5	2.2E-6	1.0E-4	4.4E-5	1.6E-3
8.5	6.6E-3	-	-	9.8E-5	4.3E-5	1.6E-3
9	6.5E-3	1.2E-5	1.3E-6	9.6E-5	4.2E-5	1.6E-3
9.5	6.4E-3	-	-	9.4E-5	4.1E-5	1.6E-3
10	6.3E-3	1.1E-5	9.8E-7	9.2E-5	4.1E-5	1.6E-3
11	6.1E-3	9.5E-6	8.3E-7	8.9E-5	3.9E-5	1.6E-3
12	6.0E-3	8.5E-6	7.3E-7	8.7E-5	3.8E-5	1.5E-3
13	5.8E-3	7.6E-6	6.5E-7	8.4E-5	3.7E-5	1.5E-3
14	5.7E-3	7.0E-6	5.9E-7	8.2E-5	3.6E-5	1.5E-3
15	5.6E-3	6.4E-6	5.4E-7	8.0E-5	3.5E-5	1.5E-3
16	5.5E-3	5.9E-6	5.0E-7	7.8E-5	3.4E-5	1.4E-3
17	5.4E-3	5.6E-6	4.6E-7	7.6E-5	3.4E-5	1.4E-3
18	5.3E-3	5.2E-6	4.4E-7	7.5E-5	3.3E-5	1.4E-3
19	5.2E-3	5.0E-6	4.1E-7	7.3E-5	3.2E-5	1.4E-3
20	5.1E-3	4.8E-6	3.9E-7	7.2E-5	3.2E-5	1.4E-3
21	5.0E-3	4.6E-6	3.7E-7	7.1E-5	3.1E-5	1.3E-3
22	4.9E-3	4.4E-6	3.6E-7	6.9E-5	3.0E-5	1.3E-3
23	4.8E-3	4.3E-6	3.5E-7	6.8E-5	3.0E-5	1.3E-3
24	4.7E-3	4.1E-6	3.4E-7	6.7E-5	2.9E-5	1.3E-3
25	4.6E-3	4.0E-6	3.3E-7	6.6E-5	2.9E-5	1.3E-3
26	4.6E-3	3.9E-6	3.2E-7	6.4E-5	2.8E-5	1.2E-3
27	4.5E-3	3.8E-6	3.1E-7	6.3E-5	2.8E-5	1.2E-3
28	4.4E-3	3.7E-6	3.0E-7	6.2E-5	2.7E-5	1.2E-3
29	4.3E-3	3.6E-6	3.0E-7	6.1E-5	2.7E-5	1.2E-3
30	4.3E-3	3.6E-6	2.9E-7	6.0E-5	2.6E-5	1.2E-3
